Q S(Q) err_S(Q) 
0.46824702735654544 0.1975142712239419 0.00547561655743622
0.4982822278633143 0.21279423074604176 0.006162368361296448
0.5283159105160029 0.18921393246934384 0.005525215544233803
0.558347983826805 0.211326627696022 0.00503361913495045
0.5883783563128171 0.21505456095015765 0.005232681275473146
0.6184069364963166 0.23964567550157712 0.004636320601301769
0.6484336329050404 0.22971936623164102 0.005060400956507842
0.6784583540724642 0.23279576087917206 0.005849765801272717
0.7084810085380802 0.2531848695388613 0.004887260411774256
0.7385015048476758 0.28368711783124617 0.004902517492241997
0.7685197515536137 0.24020771919099604 0.006432867465380378
0.7985356572151081 0.29807253930070665 0.005564271369332523
0.8285491303985049 0.30297059036426766 0.005171983667681424
0.8585600796775593 0.33729172096306825 0.005518174513864031
0.8885684136337156 0.3292068766809122 0.005339143604178796
0.9185740408563848 0.3604776091774728 0.006267270469291757
0.948576869943222 0.3678624165514325 0.005122786556059707
0.978576809500407 0.4165926720408092 0.005050391737918193
1.0085737681429205 0.40354565267488257 0.005425565634997517
1.038567654494825 0.45074421485897975 0.005093792702406396
1.0685583771895408 0.47234608951672985 0.0050919132398100754
1.0985458448701255 0.5260221054133577 0.005303588030353175
1.1285299661895516 0.5307995066236322 0.005400160262231109
1.1585106498109856 0.5993853464137625 0.004795079579528708
1.1884878044080667 0.6392050152028192 0.005588806702722792
1.2184613386651821 0.7306261985551886 0.004949161186168222
1.2484311612777486 0.7503984401377138 0.0047175430417227375
1.278397180952489 0.831045191705633 0.005497304412051465
1.308359306407711 0.911627383836938 0.005186165149622839
1.3383174463735845 1.033568889211263 0.00590125981688772
1.3682715095924187 1.0241698848582232 0.007841840036850716
1.3982214048189423 1.1697517638926849 0.006433445778761517
1.4281670408205815 1.2454682838153328 0.005772983082197277
1.4581083263777348 1.332259662619726 0.005988392111324891
1.4880451702840547 1.3276882448767384 0.006461702968599502
1.5179774813467213 1.3831010087227311 0.007388437646562073
1.5479051683867255 1.3803287838433211 0.0069257001260835515
1.5778281402391416 1.3993696124805952 0.0062669832129725635
1.607746305753409 1.33566950620503 0.006776309062696321
1.6376595737936057 1.3241319737256332 0.006258789241648692
1.667567853238731 1.2709577086666353 0.005428466061710086
1.6974710529829773 1.2434640653471032 0.00554625826146478
1.727369081936013 1.1511361446534158 0.006569063037854626
1.7572618490232566 1.1262520363423325 0.0053647567930293506
1.7871492631861565 1.0793007791739206 0.005534821308537341
1.8170312333824645 1.0583123452778094 0.006205151111882923
1.8469076685865176 0.9716764568808983 0.006002405091344966
1.876778477789513 0.9341599749177024 0.006407646457744933
1.906643569999786 0.8982016092157994 0.005162662620855837
1.9365028542430853 0.8954628466693463 0.005423350473653348
1.9663562395628538 0.7871509074251625 0.007222361375133505
1.996203635020502 0.8137875867497583 0.006409583858975932
2.0260449496956867 0.7905487776046126 0.005643874115990222
2.0558800926865892 0.8064509603971562 0.00638256580261186
2.0857089731101883 0.7435667872928686 0.005878494957809068
2.1155315001025423 0.7677834807587217 0.004945362377084473
2.145347582819062 0.7417613869540381 0.004927338021513351
2.1751571304347888 0.7736020569444698 0.007167294253228487
2.20496005214467 0.7079078581089527 0.005680669254032654
2.234756257163838 0.7416164397045196 0.00488137529945253
2.2645456547278857 0.7305969879840869 0.005022965679305326
2.29432815409314 0.7547086126533858 0.0047820870417495465
2.3241036645369446 0.7077080551026925 0.005233854015226439
2.353872095357931 0.7374235186382699 0.005119986474136276
2.3836333558762943 0.732646279567843 0.005020188289737238
2.4133873554340757 0.7727035466151893 0.005497247468922656
2.443134003395431 0.7269863037658342 0.0056396553688441405
2.4728732091469134 0.7478802198600163 0.005844338112126789
2.502604882097743 0.7731287384866854 0.005429593439912856
2.5323289316800883 0.79723299320892 0.006088067314504905
2.562045267349341 0.7373993279755232 0.006419712267674689
2.5917537985843864 0.7973397263581651 0.006730147736193786
2.621454434887888 0.8051931207090663 0.006511906238192932
2.6511470857865556 0.8377361494487973 0.006118773435719435
2.6808316608314255 0.7962527297401766 0.004741268043904515
2.710508069598135 0.8204862546775088 0.005958142360150226
2.740176221687195 0.8124037725155222 0.006151276379693526
2.7698360267242714 0.8379397141631715 0.007237573214955934
2.799487394360452 0.7851329612820639 0.0058665690624817675
2.8291302342725286 0.8191165385190046 0.0058570285272398215
2.8587644561632715 0.7978227463357449 0.005729534952370329
2.8883899697617004 0.8166582406100196 0.005393083010738902
2.918006684823364 0.7643802861720702 0.0054685032118332606
2.9476145111306113 0.7876730032374981 0.004339292451091002
2.9772133584928686 0.7769138574466119 0.005523298921228518
3.0068031367469135 0.8031670047501057 0.005270075595179962
3.036383755757151 0.7490064470636378 0.0053143991879121225
3.0659551254158846 0.7622619530112112 0.00571969233432625
3.0955171556435945 0.760336934213919 0.0061027758125359105
3.1250697563892094 0.7670730383498847 0.005748554521712637
3.1546128376303817 0.6945402309652762 0.005472542449753484
3.1841463093737628 0.7606581896293824 0.005430840611919796
3.2136700816552772 0.7460515175162217 0.00562668608650785
3.243184064540393 0.7764437906804731 0.005835252785309555
3.2726881681244007 0.7321588177623317 0.005540381593562653
3.302182302532684 0.7665002831508175 0.006233714022875929
3.331666377920993 0.7541551143314098 0.005799054928823426
3.361140304475723 0.7848647076827411 0.005664851838771198
3.39060399241418 0.7498556943274549 0.005661340399456926
3.420057351984862 0.7817667517338425 0.005190458501725094
3.449500293467728 0.7873412264918852 0.00580519165092791
3.478932727174473 0.8065706914995506 0.005584446697277283
3.508354563448798 0.7872006394564268 0.005841970118451279
3.5377657126666877 0.816198847516982 0.005025321522336885
3.56716608523668 0.8191884233658543 0.004856660230921449
3.596555591600143 0.8510694393281883 0.005985637642536973
3.6259341422315434 0.8288683450764153 0.005351932658404503
3.6553016476387197 0.8546886837726555 0.0058395657898559885
3.6846580183631588 0.8659418450674171 0.0047948377911233644
3.714003164980262 0.9088625318143183 0.00568590123387409
3.743336998099626 0.8597338259908396 0.005546009369400634
3.7726594283653068 0.9200847918105386 0.0065401835261433335
3.8019703664560986 0.9315313349602862 0.005322597558148794
3.8312697230857964 0.9769725936763688 0.0058500302011350565
3.8605574090034827 0.9387486526600368 0.006551164935107836
3.8898333349937855 0.9937622364223345 0.005456554147425522
3.9190974118771567 1.00916005977093 0.006271225780617891
3.9483495505101445 1.0647984845706933 0.005308654330748394
3.9775896617856588 1.0333961445004705 0.006092734066657035
4.0068176566332525 1.1036894532850439 0.005028443487739425
4.036033446019382 1.1190974416168502 0.005538914819316018
4.065236940947689 1.1769171779286531 0.005720732198781666
4.094428052459262 1.134161441363494 0.004965538000168847
4.123606691632911 1.2032078343025305 0.005042211845140667
4.152772769585443 1.2148909708096816 0.005121872286652708
4.181926197471927 1.256059929947252 0.005408365469336987
4.2110668864859635 1.2267722327593429 0.005432531723962553
4.240194747859962 1.2926981375017892 0.005467942995159736
4.269309692865403 1.3362757021099252 0.005635736594404379
4.298411632813117 1.3758041744847815 0.005532188981455116
4.327500479053548 1.3153912957355596 0.0067011597398694955
4.356576142977024 1.427708331722732 0.005746845978810239
4.3856385360140315 1.4427143751638416 0.00564101557870271
4.414687569635479 1.4832891859885902 0.005888049838695534
4.443723155352975 1.441880549332008 0.0055923322498528045
4.47274520471909 1.4917995674667826 0.005198304128003497
4.5017536293276255 1.5054975554529753 0.005477464556876724
4.530748340813893 1.5478018786660304 0.00678926888926276
4.55972925085497 1.4817481716921257 0.005626667494768036
4.588696271169979 1.5333643563748822 0.006942855811886875
4.617649313520356 1.5267749907091979 0.006995932997980514
4.646588289710106 1.564619828126972 0.005775179044660926
4.6755131115860955 1.490374382669952 0.006377842671646356
4.704423691038297 1.5357447189420033 0.006128947374230226
4.733319940000074 1.5319321982777037 0.0059426659419008175
4.762201770448439 1.5705508719401997 0.0064386401402932785
4.791069094404328 1.4955793145873748 0.007193267503128785
4.819921823932867 1.5050473795349146 0.005816946182331755
4.848759871143635 1.4965387491158502 0.007038935385008128
4.877583148190944 1.5239625545641247 0.005338699656637787
4.90639156727409 1.3898695840839674 0.008454852671419703
4.9351850406376325 1.457756979292983 0.005693355092537372
4.9639634805716595 1.4321333384512545 0.005033028494901589
4.99272679941205 1.4413207763857356 0.0057734986676458025
5.021474909540749 1.349796845765035 0.005937527053332732
5.050207723386025 1.344508486479963 0.005593339342311318
5.078925153422746 1.3047293021913258 0.004924649136505042
5.10762711217264 1.2808342302556988 0.005990819889354305
5.136313512204561 1.1823945747682794 0.005070374864271982
5.164984266134761 1.179116205542659 0.006671047805514007
5.1936392866271515 1.1481593601048472 0.005286026046943626
5.222278486393568 1.1408284194582154 0.005327659798859212
5.250901778194046 1.059785983178057 0.006451279046023242
5.279509074837072 1.0579483618659067 0.006268631343928953
5.308100289179857 1.0150169448212567 0.006906478945608518
5.336675334128608 1.007744310159562 0.006558478701206458
5.365234122638779 0.9272793147149883 0.005650156297682561
5.39377656771535 0.9240689089966992 0.005790010460861326
5.4223025824130815 0.9055823641204916 0.005432295731806149
5.450812079836788 0.9131710879361816 0.005569169217511508
5.479304973141593 0.8398656960705114 0.005584220810029397
5.507781175533201 0.8598001369396877 0.007089985680110087
5.536240600268168 0.8425219759714871 0.006771094422441484
5.564683160654143 0.8598611571255165 0.006699932507471841
5.59310877005016 0.7982246744558311 0.006487846538016176
5.62151734186688 0.8323072959422797 0.0061777368569736835
5.649908789566866 0.8072970341393785 0.006648542483713238
5.678283026664847 0.8355375909448666 0.005023147448643686
5.706639966727975 0.7728770650781671 0.0067789470159058205
5.734979523376093 0.7987763288171644 0.006162538151771632
5.763301610281995 0.7934015601947851 0.00538521524397973
5.791606141171694 0.8167035322978877 0.005618549129968035
5.819893029824679 0.7578687613753721 0.0054818473798402675
5.848162190074186 0.7964001279367252 0.005349223762711658
5.876413535807443 0.7842315757461594 0.00571413395907949
5.904646980965958 0.8174033240138101 0.0054868136483736014
5.932862439545757 0.7719672183900985 0.006381743384703178
5.961059825597659 0.7956632545828419 0.005298816021046623
5.989239053227541 0.7938375682460685 0.005162197469945212
6.017400036596584 0.8231511028957788 0.005443162401301073
6.045542689921551 0.7560516857753643 0.0059884072346353
6.073666927475035 0.821921613879887 0.004881287896496252
6.101772663585738 0.8105816331041883 0.005165135910363349
6.129859812638712 0.8345528246581724 0.0053597241490344495
6.157928289075625 0.7986269761182715 0.005277113872387867
6.1859780073950335 0.8293699188714689 0.005375144032422366
6.214008882152632 0.816333457032426 0.006124157096119695
6.242020827961512 0.8554302724028578 0.005353217839535378
6.270013759492432 0.7973061039455362 0.005150608561703262
6.2979875914740635 0.8344566641935897 0.005087985820929037
6.325942238693269 0.8164106284195801 0.004753512926235603
6.353877615995335 0.8568777245468335 0.006400041558080748
6.381793638284271 0.7983239779869982 0.006846365383352556
6.4096902205230215 0.8329534850353959 0.006520320537513505
6.437567277733763 0.8217293576979001 0.005857924499915132
6.465424724998144 0.8592738430159083 0.005611399487180522
6.493262477457548 0.8095911305238853 0.005467178594245836
6.521080450313354 0.832298765404134 0.006320553399235752
6.548878558827194 0.8326003786678148 0.006067438632467516
6.576656718321206 0.8602646516023255 0.0057845261236864785
6.604414844178301 0.792723313035145 0.006592194428821566
6.632152851842412 0.8661815227874324 0.005947373117823835
6.659870656818757 0.8665307096770515 0.005471730608617588
6.687568174674096 0.8963377766505567 0.005075271573064508
6.715245321036986 0.862426868980637 0.005846074504433074
6.7429020115980425 0.8957559192733419 0.005819781695878231
6.770538162110183 0.9050800222452867 0.006439615144584695
6.798153688388905 0.9415122639684342 0.005054634776757775
6.825748506312525 0.905398121234624 0.005349701162011339
6.853322531822442 0.9406484025531845 0.00631979950975735
6.880875680923394 0.9381848924825055 0.005856941538029963
6.908407869683706 0.9736019226090733 0.006311423997217148
6.935919014235562 0.9441741656580278 0.005642402301461324
6.963409030775239 0.9859527105729196 0.005451969573288877
6.990877835563382 0.9890013558783383 0.005980300869976358
7.018325344925249 1.0239046946916488 0.006142469555655117
7.045751475250964 1.0022334621672866 0.005722494205028963
7.0731561429957805 1.0173355149479875 0.005915772321276023
7.100539264680326 1.042998227438151 0.00606844213932968
7.127900756890861 1.065073282706026 0.00584896141437721
7.155240536279539 1.0087136084655175 0.007474933354111134
7.182558519564647 1.0970782660572713 0.005285784122374344
7.209854623530872 1.0930874721484658 0.005440141484182448
7.23712876502955 1.1301174135547176 0.0054506952961497265
7.2643808609789104 1.090238643134632 0.0050586711059051334
7.291610828364348 1.125660476624096 0.005518100595506604
7.318818584238658 1.1344366850960403 0.005316780857492371
7.346004045722296 1.1598161146814079 0.005322341115506857
7.373167130003634 1.1245288696491393 0.005312518801593817
7.400307754339203 1.1520692532917052 0.006115298184371646
7.427425836053962 1.1514578245471363 0.006028469708256983
7.4545212925415205 1.1777691584954981 0.0055431822568532034
7.481594041264427 1.1328653656101075 0.006531324237080558
