Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
000121.927      163843      192925
000133.926      319911      377089
000145.925      488835      576088
000157.927      642128      757742
000209.928      808572      954967
000221.926      984238     1161540
000233.926     1134168     1338079
000245.926     1309917     1545285
000257.926     1485151     1752049
000309.926     1657364     1955616
000321.927     1825750     2153189
000333.927     1983694     2339037
000345.926     2153387     2538472
000357.927     2315631     2729129
000409.937     2483531     2925600
000421.927     2644734     3114542
000433.926     2805233     3302172
000445.926     2953592     3475597
000457.926     3108802     3657642
000509.929     3281485     3859781
000521.926     3451129     4059184
000533.926     3620501     4257800
000545.926     3795690     4463621
000557.925     3958251     4654706
000609.925     4140321     4868787
000621.925     4301246     5056475
000633.925     4492015     5280077
000645.926     4653513     5469462
000657.925     4847587     5696103
000709.925     5047326     5930145
000721.925     5230172     6144293
000733.926     5403927     6347427
000745.926     5580905     6553111
000757.926     5755505     6757042
000809.927     5927090     6957254
000821.925     6127698     7191989
000833.927     6286111     7376928
000845.927     6438301     7554616
000857.925     6618259     7765132
000909.925     6819198     8000021
000921.925     7019522     8234774
000933.928     7211113     8458803
000945.926     7377245     8652966
000957.926     7553737     8858880
001009.927     7709340     9040672
001021.927     7878155     9237836
001033.926     8040195     9427320
001045.927     8215491     9632396
001057.927     8377182     9821622
001109.926     8531362    10002895
001121.926     8700876    10202116
001133.925     8867597    10397444
001145.925     9066227    10630131
001157.925     9253714    10849568
001209.925     9443458    11071307
001221.925     9639551    11299935
001233.933     9823011    11513894
001245.926    10009979    11732375
001257.927    10179569    11930999
001309.929    10354067    12134769
001321.926    10526499    12336811
001333.926    10702253    12542296
001345.928    10872987    12742170
001357.927    11026290    12922148
001409.927    11198346    13124021
001421.927    11369086    13323880
001433.927    11534354    13516236
001445.927    11698731    13708795
001457.925    11876191    13915981
001509.925    12045337    14113086
001521.927    12206312    14301449
001533.927    12360576    14481727
001545.925    12531802    14681646
001557.927    12681314    14856234
001609.927    12828098    15027764
