Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
005822.127      163065      192677
005834.127      324512      384488
005846.128      487395      578585
005858.127      655421      776908
005910.128      814225      964986
005922.127      971560     1151296
005934.127     1128544     1337711
005946.128     1290094     1528250
005958.129     1364462     1616714
010010.154     1403187     1662704
010022.133     1455411     1724601
010034.132     1508879     1787896
010046.130     1558605     1846701
010058.151     1594701     1889438
010110.128     1640883     1944160
010122.138     1705303     2020373
010134.139     1750309     2073701
010146.138     1795173     2126433
010158.136     1835226     2173799
010210.132     1892844     2242000
010222.152     1935285     2291938
010234.131     1983783     2349029
010246.135     2028320     2401785
010258.128     2079859     2462827
010310.128     2140910     2535482
010322.142     2201622     2607489
010334.161     2248061     2662600
010346.132     2297252     2720588
010358.129     2382095     2820678
010410.129     2432212     2879931
010422.145     2489860     2948031
010434.128     2565478     3037475
010446.136     2638406     3124015
010458.128     2698569     3195336
010510.152     2783514     3294978
010522.149     2843731     3366181
010534.128     2918333     3454220
010546.128     2976052     3522286
010558.143     3036716     3594267
010610.137     3075001     3639651
010622.137     3125312     3698980
010634.131     3177755     3761168
010646.130     3246786     3842389
010658.129     3291708     3895604
010710.128     3367733     3985860
010722.129     3422561     4050482
010734.156     3458903     4093387
010746.128     3496396     4137801
010758.152     3534337     4182834
010810.137     3573062     4228502
010822.162     3609969     4272069
010834.137     3639877     4307400
010846.127     3680425     4355127
010858.141     3746735     4433773
010910.144     3797963     4494262
010922.128     3845795     4550630
010934.131     3903024     4618443
010946.133     3945307     4668304
010958.133     3996198     4728393
011010.151     4051939     4794331
011022.128     4088085     4836800
011034.144     4139213     4896946
011046.135     4201371     4970600
011058.157     4241524     5018051
011110.129     4312864     5102797
011122.130     4383161     5186447
011134.133     4418077     5227800
011146.145     4483883     5305750
011158.140     4544586     5377100
011210.128     4605421     5448744
011222.143     4702545     5563601
011234.156     4769790     5642965
011246.129     4842161     5728316
011258.128     4906564     5804692
011310.138     4960513     5868543
