   r (Ang),     Si-Si,     Si-O ,     O-O  
   0.02856 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.05712 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.08568 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.11424 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.14280 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.17136 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.19992 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.22848 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.25704 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.28560 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.31416 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.34272 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.37128 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.39984 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.42840 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.45696 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.48552 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.51408 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.54264 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.57120 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.59976 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.62832 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.65688 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.68544 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.71400 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.74256 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.77112 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.79968 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.82824 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.85680 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.88536 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.91392 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.94248 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.97104 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.99960 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.02816 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.05672 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.08528 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.11384 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.14240 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.17096 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.19952 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.22808 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.25664 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.28520 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.31376 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.34232 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.37088 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.39944 ,         0.000000000000000 ,         0.685865117418663 ,         0.266873586544227 , 
   1.42799 ,         0.000000000000000 ,         0.658705764080662 ,         0.640764361946169 , 
   1.45655 ,         0.000000000000000 ,         0.422085490622154 ,         0.862236897185334 , 
   1.48511 ,         0.000000000000000 ,         1.725534108288529 ,         0.355454497015261 , 
   1.51367 ,         0.000000000000000 ,         4.038596882953790 ,         0.342168055227038 , 
   1.54223 ,         0.000000000000000 ,        10.886868762609385 ,         0.878967639139120 , 
   1.57079 ,         0.000000000000000 ,        21.594060436846441 ,         1.800505317135612 , 
   1.59935 ,         0.000000000000000 ,        19.867030618507485 ,         2.758411148801156 , 
   1.62791 ,         0.000000000000000 ,         9.602116530318696 ,         4.514157274314847 , 
   1.65647 ,         0.000000000000000 ,         1.251020798269933 ,         1.195782018309106 , 
   1.68503 ,         0.000000000000000 ,         0.946153334842311 ,         1.810085822169142 , 
   1.71359 ,         0.000000000000000 ,         0.457439217337190 ,         1.067951480164645 , 
   1.74215 ,         0.000000000000000 ,         0.958889701947578 ,         0.516612230920575 , 
   1.77071 ,         0.000000000000000 ,         1.713614570286278 ,         0.416735060867286 , 
   1.79927 ,         0.000000000000000 ,         2.489470485819639 ,         0.080722129890390 , 
   1.82783 ,         0.000000000000000 ,         0.469055199741242 ,         0.625754574418555 , 
   1.85639 ,         0.000000000000000 ,         0.519696038294680 ,         0.454986803954487 , 
   1.88495 ,         0.000000000000000 ,         0.189025229355345 ,         0.678300650086194 , 
   1.91351 ,         0.000000000000000 ,         0.061141632565990 ,         0.769226765097411 , 
   1.94207 ,         0.000000000000000 ,         0.474852832770073 ,         0.415727188222827 , 
   1.97063 ,         0.000000000000000 ,         0.345891719814887 ,         0.538352871307217 , 
   1.99919 ,         0.000000000000000 ,         0.056013309377346 ,         0.653851860435945 , 
   2.02775 ,         0.000000000000000 ,         0.217786428492376 ,         0.572007156546123 , 
   2.05631 ,         0.000000000000000 ,         0.052944728330263 ,         0.741638217855822 , 
   2.08487 ,         0.000000000000000 ,         0.154512436693177 ,         0.601215706977342 , 
   2.11343 ,         0.000000000000000 ,         0.100243136204322 ,         0.760599671589217 , 
   2.14199 ,         0.000000000000000 ,         0.097587846245161 ,         0.626536756048702 , 
   2.17055 ,         0.000000000000000 ,         0.000000000000000 ,         0.721095410949494 , 
   2.19911 ,         0.000000000000000 ,         0.277752767125103 ,         0.540375033317320 , 
   2.22767 ,         0.000000000000000 ,         0.225563876008254 ,         0.895234060421864 , 
   2.25623 ,         0.000000000000000 ,         0.439779232331102 ,         0.667369263070544 , 
   2.28479 ,         0.000000000000000 ,         0.300197526502015 ,         0.800971721628500 , 
   2.31335 ,         0.000000000000000 ,         0.083666025801057 ,         0.878981594018890 , 
   2.34191 ,         0.000000000000000 ,         0.000000000000000 ,         1.238862452605491 , 
   2.37047 ,         0.000000000000000 ,         0.000000000000000 ,         1.116175879582258 , 
