 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.294213177591200E+01 ,     0.646490820064351E-01 ,    -0.134380072831231E+01 , 
   0.49828 ,    -0.300915256021010E+01 ,    -0.210305101727987E-01 ,    -0.143029037438494E+01 , 
   0.52832 ,    -0.303629138372350E+01 ,    -0.763954746818047E-01 ,    -0.148952682810045E+01 , 
   0.55835 ,    -0.302830666242541E+01 ,    -0.101176642294422E+00 ,    -0.151973441027370E+01 , 
   0.58839 ,    -0.299507236740713E+01 ,    -0.997341003754113E-01 ,    -0.152317969872641E+01 , 
   0.61842 ,    -0.294893398694387E+01 ,    -0.797014401052483E-01 ,    -0.150516585823957E+01 , 
   0.64846 ,    -0.290196617847548E+01 ,    -0.502739006934897E-01 ,    -0.147269790580442E+01 , 
   0.67849 ,    -0.286365216453081E+01 ,    -0.204541255746315E-01 ,    -0.143306953835805E+01 , 
   0.70853 ,    -0.283937530719068E+01 ,     0.245386947765194E-02 ,    -0.139260861456314E+01 , 
   0.73856 ,    -0.282991957589860E+01 ,     0.138820955186833E-01 ,    -0.135576643007484E+01 , 
   0.76860 ,    -0.283195997673307E+01 ,     0.124483049538973E-01 ,    -0.132465777416574E+01 , 
   0.79863 ,    -0.283933027355418E+01 ,    -0.188683424762517E-03 ,    -0.129907025439870E+01 , 
   0.82867 ,    -0.284472022686896E+01 ,    -0.199720672619127E-01 ,    -0.127687891980542E+01 , 
   0.85870 ,    -0.284140079599298E+01 ,    -0.414168620936919E-01 ,    -0.125473975632956E+01 , 
   0.88874 ,    -0.282460819576914E+01 ,    -0.586970961996753E-01 ,    -0.122890234709313E+01 , 
   0.91878 ,    -0.279232350862789E+01 ,    -0.666448028799038E-01 ,    -0.119598098120367E+01 , 
   0.94881 ,    -0.274533673101307E+01 ,    -0.614957739087212E-01 ,    -0.115355168933388E+01 , 
   0.97885 ,    -0.268664788093053E+01 ,    -0.412834906607867E-01 ,    -0.110049191171093E+01 , 
   1.00888 ,    -0.262039811156748E+01 ,    -0.586017821065563E-02 ,    -0.103703843220504E+01 , 
   1.03892 ,    -0.255061271941927E+01 ,     0.434030883650717E-01 ,    -0.964595736998325E+00 , 
   1.06895 ,    -0.248006003104736E+01 ,     0.104130271764274E+00 ,    -0.885370558683888E+00 , 
   1.09899 ,    -0.240948494123594E+01 ,     0.173533066667229E+00 ,    -0.801931987618459E+00 , 
