0	-0.97		0.0012
0.05	-0.97524	0.01104
0.1	-0.98759	0.037
0.15	-0.99907	0.06105
0.2	-1.00195	0.06703
0.25	-0.99349	0.04966
0.3	-0.97751	0.01871
0.35	-0.96191	0.01773
0.4	-0.9539	0.03046
0.45	-0.95578	0.02378
0.5	-0.964	0.00823
0.55	-0.97181	0.01693
0.6	-0.97369	0.02187
0.65	-0.96857	0.01361
0.7	-0.96		0.00774
0.75	-0.95326	0.0158
0.8	-0.95164	0.0155
0.85	-0.95431	0.00832
0.9	-0.95721	0.01076
0.95	-0.95614	0.01461
1	-0.94975	0.01087
1.05	-0.94037	0.00803
1.1	-0.93215	0.01269
1.15	-0.92783	0.01299
1.2	-0.92655	0.00924
1.25	-0.92432	0.01068
1.3	-0.91683	0.01338
1.35	-0.90254	0.01177
1.4	-0.88381	0.01111
1.45	-0.86501	0.01404
1.5	-0.84895	0.01425
1.55	-0.83398	0.01305
1.6	-0.81424	0.01523
1.65	-0.78284	0.01722
1.7	-0.73598	0.01744
1.75	-0.67468	0.02019
1.8	-0.60227	0.02388
1.85	-0.51884	0.02546
1.9	-0.41615	0.02916
1.95	-0.27747	0.03718
2	-0.08439	0.04237
2.05	0.1718	0.04207
2.1	0.47943	0.0449
2.15	0.80297	0.05612
2.2	1.09011	0.06557
2.25	1.28752	0.06533
2.3	1.35906	0.05829
2.35	1.2983	0.05444
2.4	1.12986	0.0568
2.45	0.89929	0.05755
2.5	0.65629	0.0525
2.55	0.43896	0.04444
2.6	0.26534	0.03793
2.65	0.1344	0.03464
2.7	0.03419	0.03283
2.75	-0.04835	0.03037
2.8	-0.12074	0.02676
2.85	-0.18372	0.02373
2.9	-0.23446	0.02303
2.95	-0.2709	0.02337
3	-0.29429	0.02269
3.05	-0.3088	0.02112
3.1	-0.31902	0.01967
3.15	-0.32746	0.01864
3.2	-0.33371	0.01797
3.25	-0.3356	0.01765
3.3	-0.33112	0.0173
3.35	-0.31995	0.01678
3.4	-0.30344	0.01666
3.45	-0.28348	0.01697
3.5	-0.26117	0.01723
3.55	-0.23627	0.01762
3.6	-0.20773	0.0184
3.65	-0.17483	0.01896
3.7	-0.13793	0.01884
3.75	-0.09852	0.01863
3.8	-0.05837	0.01913
3.85	-0.01867	0.02027
3.9	0.02024	0.02129
3.95	0.05851	0.02163
4	0.0959	0.02125
4.05	0.13122	0.02065
4.1	0.1625	0.02045
4.15	0.18772	0.02075
4.2	0.20573	0.02133
4.25	0.21657	0.02197
4.3	0.22122	0.02237
4.35	0.22076	0.02212
4.4	0.21571	0.02129
4.45	0.20589	0.0204
4.5	0.19086	0.01983
4.55	0.1706	0.0195
4.6	0.14597	0.01919
4.65	0.11857	0.01869
4.7	0.09018	0.01793
4.75	0.06214	0.01715
4.8	0.03508	0.01674
4.85	0.00913	0.01656
4.9	-0.01563	0.0162
4.95	-0.03877	0.01569
5	-0.05954	0.01523
5.05	-0.07719	0.01478
5.1	-0.09137	0.01431
5.15	-0.10228	0.01397
5.2	-0.11047	0.01371
5.25	-0.11645	0.01329
5.3	-0.12036	0.0129
5.35	-0.12192	0.01294
5.4	-0.12075	0.01328
5.45	-0.1167	0.0135
5.5	-0.11005	0.01343
5.55	-0.10141	0.01321
5.6	-0.09138	0.01317
5.65	-0.0803	0.01343
5.7	-0.06819	0.01369
5.75	-0.05492	0.01353
5.8	-0.04055	0.01307
5.85	-0.02548	0.01285
5.9	-0.01037	0.013
5.95	0.00411	0.01328
6	0.01753	0.01361
6.05	0.02981	0.01393
6.1	0.04104	0.014
6.15	0.05122	0.01382
6.2	0.06016	0.01378
6.25	0.06742	0.01397
6.3	0.07261	0.01397
6.35	0.07556	0.01358
6.4	0.07642	0.01307
6.45	0.07556	0.01282
6.5	0.07332	0.01286
6.55	0.06984	0.013
6.6	0.06506	0.01299
6.65	0.05886	0.01265
6.7	0.05126	0.01215
6.75	0.04256	0.01179
6.8	0.03326	0.0117
6.85	0.0239	0.01178
6.9	0.01486	0.01192
6.95	0.00628	0.01195
7	-0.00187	0.01175
7.05	-0.00962	0.01142
7.1	-0.01694	0.01122
7.15	-0.0237	0.01113
7.2	-0.02974	0.01096
7.25	-0.03491	0.01075
7.3	-0.03916	0.01071
7.35	-0.04248	0.01078
7.4	-0.04482	0.01073
7.45	-0.0461	0.01049
7.5	-0.04624	0.01027
7.55	-0.04526	0.01024
7.6	-0.0433	0.01023
7.65	-0.04057	0.01001
7.7	-0.0373	0.00972
7.75	-0.03361	0.00967
7.8	-0.02946	0.00983
7.85	-0.02476	0.00992
7.9	-0.01946	0.0099
7.95	-0.01369	0.00997
8	-0.00768	0.01005
8.05	-0.00179	0.00994
8.1	0.00373	0.00979
8.15	0.00873	0.00985
8.2	0.01321	0.00998
8.25	0.01721	0.00992
8.3	0.02078	0.00972
8.35	0.02384	0.00962
8.4	0.02631	0.00961
8.45	0.0281	0.00959
8.5	0.02918	0.00954
8.55	0.02958	0.0095
8.6	0.02935	0.00949
8.65	0.02851	0.00946
8.7	0.02706	0.00936
8.75	0.02503	0.00922
8.8	0.02249	0.00916
8.85	0.01957	0.00919
8.9	0.01644	0.00912
8.95	0.01323	0.00892
9	0.01001	0.0089
9.05	0.00676	0.00915
9.1	0.00342	0.00932
9.15	1.16715E-5	0.00915
9.2	-0.00338	0.00881
9.25	-0.00662	0.00864
9.3	-0.00952	0.00865
9.35	-0.01201	0.00865
9.4	-0.01404	0.00856
9.45	-0.01565	0.0084
9.5	-0.01687	0.00824
9.55	-0.0177	0.00818
9.6	-0.01815	0.00824
9.65	-0.01821	0.00826
9.7	-0.01791	0.00809
9.75	-0.0173	0.00781
9.8	-0.01644	0.00769
9.85	-0.01534	0.00786
9.9	-0.01399	0.00807
9.95	-0.01235	0.00808
10	-0.01041	0.00794
10.05	-0.00825	0.0079
10.1	-0.00599	0.00798
10.15	-0.00377	0.00802
10.2	-0.00167	0.00793
10.25	3.05615E-4	0.00774
10.3	0.00219	0.00754
10.35	0.00403	0.00749
10.4	0.00582	0.00764
10.45	0.00748	0.0078
10.5	0.00892	0.00771
10.55	0.01006	0.00746
10.6	0.01087	0.00735
10.65	0.01141	0.00745
10.7	0.01171	0.00757
10.75	0.01181	0.0076
10.8	0.0117	0.00764
10.85	0.01134	0.00771
10.9	0.01071	0.00769
10.95	0.00984	0.00753
11	0.00879	0.00728
11.05	0.00764	0.00706
11.1	0.00645	0.00699
11.15	0.00521	0.00709
11.2	0.0039	0.00722
11.25	0.00253	0.00723
11.3	0.00111	0.0071
11.35	-2.80881E-4	0.00693
11.4	-0.00157	0.00684
11.45	-0.00272	0.00684
11.5	-0.0037	0.00686
11.55	-0.00457	0.00688
11.6	-0.00535	0.00684
11.65	-0.00607	0.00674
11.7	-0.00671	0.00663
11.75	-0.00724	0.00659
11.8	-0.00759	0.00664
11.85	-0.00774	0.00669
11.9	-0.00768	0.00665
11.95	-0.00742	0.00653
12	-0.00699	0.00642
12.05	-0.00644	0.00642
12.1	-0.00579	0.0065
12.15	-0.00511	0.00657
12.2	-0.0044	0.00652
12.25	-0.00366	0.00643
12.3	-0.00287	0.00641
12.35	-0.002	0.00647
12.4	-0.00106	0.00653
