 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.228235686469872E+01 ,     0.618440117263132E+00 ,    -0.839864929777367E+00 , 
   0.49828 ,    -0.201419501794442E+01 ,     0.100596350193845E+01 ,    -0.305078802016186E+00 , 
   0.52832 ,    -0.197118680147599E+01 ,     0.118283548668278E+01 ,     0.276737866430656E-01 , 
   0.55835 ,    -0.209473014559038E+01 ,     0.116335805982820E+01 ,     0.128171440943869E+00 , 
   0.58839 ,    -0.227871067179908E+01 ,     0.101989145105579E+01 ,     0.352141052755009E-01 , 
   0.61842 ,    -0.241903507449234E+01 ,     0.846132995723042E+00 ,    -0.167991744625904E+00 , 
   0.64846 ,    -0.245460409183761E+01 ,     0.719542434849397E+00 ,    -0.387987680996398E+00 , 
   0.67849 ,    -0.238479960328268E+01 ,     0.676648453317051E+00 ,    -0.552249015948155E+00 , 
   0.70853 ,    -0.225956315776418E+01 ,     0.708263291887474E+00 ,    -0.627738124958819E+00 , 
   0.73856 ,    -0.214955508292511E+01 ,     0.773178715375624E+00 ,    -0.622840487308044E+00 , 
   0.76860 ,    -0.211114717205729E+01 ,     0.822096398736884E+00 ,    -0.574911038623302E+00 , 
   0.79863 ,    -0.216158458107379E+01 ,     0.820760072052006E+00 ,    -0.530204631444959E+00 , 
   0.82867 ,    -0.227390353039663E+01 ,     0.763105996005456E+00 ,    -0.524500843683859E+00 , 
   0.85870 ,    -0.239199097126014E+01 ,     0.670476463108331E+00 ,    -0.571143332539605E+00 , 
   0.88874 ,    -0.245758489280636E+01 ,     0.579105115729871E+00 ,    -0.659498225944711E+00 , 
   0.91878 ,    -0.243655073179159E+01 ,     0.522626429265492E+00 ,    -0.762616528006370E+00 , 
   0.94881 ,    -0.233298893315066E+01 ,     0.517636102089095E+00 ,    -0.849744419169109E+00 , 
   0.97885 ,    -0.218572441008937E+01 ,     0.558163707743738E+00 ,    -0.898239700237813E+00 , 
   1.00888 ,    -0.204966109351752E+01 ,     0.620550776042191E+00 ,    -0.900519435181021E+00 , 
   1.03892 ,    -0.197088064900850E+01 ,     0.675671362829562E+00 ,    -0.864181854978479E+00 , 
   1.06895 ,    -0.196660293906236E+01 ,     0.702591409220019E+00 ,    -0.806280020699954E+00 , 
   1.09899 ,    -0.201848699586688E+01 ,     0.697661180647895E+00 ,    -0.744784228305693E+00 , 
   1.12902 ,    -0.208161449433225E+01 ,     0.675471103137429E+00 ,    -0.690903988768731E+00 , 
   1.15906 ,    -0.210465111610071E+01 ,     0.661837317976857E+00 ,    -0.645118172175292E+00 , 
   1.18909 ,    -0.205207526799669E+01 ,     0.682343303983815E+00 ,    -0.597996618573906E+00 , 
   1.21913 ,    -0.191885756867257E+01 ,     0.751567191652611E+00 ,    -0.534975511743653E+00 , 
   1.24916 ,    -0.173160146526264E+01 ,     0.867438294938562E+00 ,    -0.442900352656130E+00 , 
   1.27920 ,    -0.153619117876653E+01 ,     0.101266300843439E+01 ,    -0.315781739876925E+00 , 
   1.30923 ,    -0.137776413202247E+01 ,     0.116204046274114E+01 ,    -0.157805194619025E+00 , 
   1.33927 ,    -0.128188154632288E+01 ,     0.129212045673905E+01 ,     0.171672681256784E-01 , 
   1.36930 ,    -0.124491729301318E+01 ,     0.138898501514393E+01 ,     0.189089681830733E+00 , 
   1.39934 ,    -0.123743617520368E+01 ,     0.145111265215963E+01 ,     0.336806018759939E+00 , 
   1.42937 ,    -0.121862803073992E+01 ,     0.148666366127339E+01 ,     0.443010650610969E+00 , 
   1.45941 ,    -0.115518924492590E+01 ,     0.150699196835533E+01 ,     0.497710550451335E+00 , 
   1.48944 ,    -0.103635466114228E+01 ,     0.151967391479674E+01 ,     0.499481999148454E+00 , 
   1.51948 ,    -0.878696005123309E+00 ,     0.152427602899071E+01 ,     0.454561516057290E+00 , 
   1.54951 ,    -0.718879881332490E+00 ,     0.151260322350050E+01 ,     0.374379834814552E+00 , 
   1.57955 ,    -0.597781344219246E+00 ,     0.147302053538015E+01 ,     0.272417343912219E+00 , 
   1.60958 ,    -0.542943804202443E+00 ,     0.139661263263120E+01 ,     0.161239267330493E+00 , 
