611
 geo2_1400K_sdq.dat    mutli by 1 
  0.46824702735654544  0.31929208081883337  0.006249742946800243
  0.4982822278633143  0.24871291604143292  0.00699138292476314
  0.5283159105160029  0.30020427750995327  0.006868057742693472
  0.558347983826805  0.2992441364909173  0.00664652690409799
  0.5883783563128171  0.3116236538483579  0.0068546860103049015
  0.6184069364963166  0.3235137536759851  0.005454533696897472
  0.6484336329050404  0.34960691671386496  0.00594314598550644
  0.6784583540724642  0.34165337544445545  0.007498900967604789
  0.7084810085380802  0.37555864516153037  0.006657314205886116
  0.7385015048476758  0.3697174748234487  0.007566870205232585
  0.7685197515536137  0.40670253496415015  0.006435285566344909
  0.7985356572151081  0.4399345745728348  0.006225438793228747
  0.8285491303985049  0.450698005901488  0.006023072196780801
  0.8585600796775593  0.46405187178563395  0.006366808694456409
  0.8885684136337156  0.5098500976989773  0.005927093692474784
  0.9185740408563848  0.510153483563678  0.005798640206153981
  0.948576869943222  0.5346583110638581  0.00601282763448114
  0.978576809500407  0.5480562765355564  0.006118273287902713
  1.0085737681429205  0.5795293389301563  0.007515005015306848
  1.038567654494825  0.6073014408290109  0.006548453235267432
  1.0685583771895408  0.613354152908467  0.006242182077767186
  1.0985458448701255  0.6538337805947815  0.006264652647579747
  1.1285299661895516  0.6580762535053586  0.0072757190855213365
  1.1585106498109856  0.714399011192016  0.008065030403820768
  1.1884878044080667  0.7647374759027427  0.007466799809722441
  1.2184613386651821  0.7962739136640378  0.0068576484895304796
  1.2484311612777486  0.865073942188135  0.0072968410102202405
  1.278397180952489  0.8681227310318638  0.010238648433196367
  1.308359306407711  0.9318261989712935  0.00899114498712091
  1.3383174463735845  0.9292203055137666  0.00821960771565709
  1.3682715095924187  1.043215542876133  0.0072461350099938095
  1.3982214048189423  0.9452535902624369  0.006790597568353771
  1.4281670408205815  1.1244081701311066  0.00890088206598215
  1.4581083263777348  1.1495985577784442  0.008172689956565761
  1.4880451702840547  1.18250069625388  0.008815231857291538
  1.5179774813467213  1.1973159740376287  0.008621085982046098
  1.5479051683867255  1.1928899605122285  0.008872435665017811
  1.5778281402391416  1.1976270135714286  0.008881588385416157
  1.607746305753409  1.191562448494104  0.009130233647661135
  1.6376595737936057  1.1644170720988145  0.00883333911000464
  1.667567853238731  1.1705749100708833  0.006375646373787225
  1.6974710529829773  1.0604274067462764  0.010118195286222967
  1.727369081936013  1.0692234096091646  0.009159829996187039
  1.7572618490232566  1.0463106330587695  0.008989668304329552
  1.7871492631861565  1.045196608796262  0.00811187072026329
  1.8170312333824645  1.0454335627428855  0.007117093888531792
  1.8469076685865176  1.022102771122043  0.006540493743462714
  1.876778477789513  0.9627543547920374  0.0066979110282054015
  1.906643569999786  0.980355378506117  0.006056435252470025
  1.9365028542430853  0.9143480785011027  0.006499821004491413
  1.9663562395628538  0.8993191503171301  0.006121029678222009
  1.996203635020502  0.8709714939544405  0.0073961661505591554
  2.0260449496956867  0.8697340538750028  0.0064272752605090125
  2.0558800926865892  0.8513429070840948  0.0064179066120033535
  2.0857089731101883  0.8162127124536013  0.007373641537355063
  2.1155315001025423  0.8000225114491952  0.006711693302805024
  2.145347582819062  0.7781487801377925  0.005864358887044598
  2.1751571304347888  0.7673552871530132  0.007954614970089353
  2.20496005214467  0.7643599156654289  0.0072571609719572555
  2.234756257163838  0.7580954427710667  0.0069268567186370235
  2.2645456547278857  0.7734249020876067  0.005892976950939461
  2.29432815409314  0.7001991873066935  0.006919902434469311
  2.3241036645369446  0.7248785319260656  0.006660902999446533
  2.353872095357931  0.7118635308806903  0.007622915056629661
  2.3836333558762943  0.7296101619737135  0.006816417313483536
  2.4133873554340757  0.7403726815203718  0.008657415938311225
  2.443134003395431  0.7688750506916608  0.007321354207254418
  2.4728732091469134  0.7703333177148047  0.006850842363752443
  2.502604882097743  0.8180209116104133  0.006363622399367594
  2.5323289316800883  0.7980138241467805  0.00844634571881163
  2.562045267349341  0.6963966022178296  0.00910531369393696
  2.5917537985843864  0.8396193322461208  0.01117567412111661
  2.621454434887888  0.858149635501069  0.007214417562409928
  2.6511470857865556  0.8688937377555973  0.006580989274348687
  2.6808316608314255  0.915597310187165  0.005719705719022373
  2.710508069598135  0.8997707617152054  0.006596807815315867
  2.740176221687195  0.905707116079917  0.006076375620944835
  2.7698360267242714  0.8828698983136968  0.006953402324840156
  2.799487394360452  0.8817232519679393  0.006621050289849162
  2.8291302342725286  0.8594489135837667  0.006889566712868056
  2.8587644561632715  0.8218108877784075  0.00827772558231797
  2.8883899697617004  0.7635448515767499  0.006888515759512581
  2.918006684823364  0.7437314919044894  0.008509632987207144
  2.9476145111306113  0.7564014570429415  0.006632422293774052
  2.9772133584928686  0.7982462783497368  0.00768626497643784
  3.0068031367469135  0.8114670807180193  0.0073320649290387506
  3.036383755757151  0.8109713715505713  0.0075634329896411626
  3.0659551254158846  0.77232577887672  0.007451390099145678
  3.0955171556435945  0.7856110704276049  0.006660269036600868
  3.1250697563892094  0.7382479178420468  0.008052849644806572
  3.1546128376303817  0.7871567347398991  0.0064213941339181235
  3.1841463093737628  0.8241223547301406  0.0068601516644752605
  3.2136700816552772  0.8079454079683814  0.007549460754425058
  3.243184064540393  0.7972825498925071  0.005880066855247181
  3.2726881681244007  0.8065362959673372  0.007480535005574582
  3.302182302532684  0.8029082881926352  0.007454747544336939
  3.331666377920993  0.7992312638918553  0.0058828391727238135
  3.361140304475723  0.8097546194633559  0.006174572106092987
  3.39060399241418  0.8107975595160918  0.0068165091867603235
  3.420057351984862  0.8196690708514184  0.006491960363472519
  3.449500293467728  0.8229097319378116  0.00641814412076503
  3.478932727174473  0.8380383271871557  0.005566871437068987
  3.508354563448798  0.8354551126051198  0.007524957078594282
  3.5377657126666877  0.8442841147294468  0.006277607755844833
  3.56716608523668  0.8763773449642349  0.006237455029285021
  3.596555591600143  0.8772133058560139  0.007974532777458876
  3.6259341422315434  0.9242943568936771  0.007052971044764797
  3.6553016476387197  0.919047288670773  0.007157115376558206
  3.6846580183631588  0.945097443269709  0.006462327201364123
  3.714003164980262  0.937686298150777  0.0076440113265967505
  3.743336998099626  0.9247168765974955  0.009348509415060617
  3.7726594283653068  0.9515068606928139  0.006793635830272171
  3.8019703664560986  0.9851183420520319  0.006242681878856177
  3.8312697230857964  0.9883667981529677  0.007366722156461176
  3.8605574090034827  1.0158807044611364  0.008513745850854066
  3.8898333349937855  1.0371272101350721  0.00709952948840609
  3.9190974118771567  1.0404473546218047  0.007610103225526585
  3.9483495505101445  1.0679651085934243  0.008079427316724829
  3.9775896617856588  1.1012649043758314  0.007184384321791966
  4.0068176566332525  1.1136325976837935  0.00667672504116579
  4.036033446019382  1.1267127494008664  0.006368481757878251
  4.065236940947689  1.1390634252652576  0.006157560022841457
  4.094428052459262  1.1431547883619277  0.007753698084021338
  4.123606691632911  1.154910563180576  0.008489986904460414
  4.152772769585443  1.1789822919278141  0.007447649514169619
  4.181926197471927  1.1775383825794838  0.007101380049359735
  4.2110668864859635  1.2468439063070844  0.007134523150399012
  4.240194747859962  1.2716662455443006  0.008082879355136355
  4.269309692865403  1.3480962257344253  0.007803564384764569
  4.298411632813117  1.312358757042472  0.010170192029224569
  4.327500479053548  1.3820853758314136  0.007979577803681963
  4.356576142977024  1.4511301363188873  0.008411229643307353
  4.3856385360140315  1.4370147728209461  0.008726238221472667
  4.414687569635479  1.4444698791343336  0.007728427880707516
  4.443723155352975  1.4586056542806087  0.008919721781317093
  4.47274520471909  1.4744872882158735  0.008456156073235228
  4.5017536293276255  1.4926071106952905  0.0081575610866579
  4.530748340813893  1.5002937887670105  0.01025799349473392
  4.55972925085497  1.5240358792574988  0.008490043418573668
  4.588696271169979  1.5284560219974495  0.010105974386887906
