Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
194912.919        7454       19585  0.477E+00  0.499E+00
194924.917       12120       40734  0.240E+00  0.452E+00
194936.917       15545       62556  0.161E+00  0.426E+00
194948.917       18265       84238  0.128E+00  0.411E+00
195000.917       20835      106355  0.106E+00  0.400E+00
195012.917       23247      128355  0.915E-01  0.392E+00
195024.919       25328      147589  0.809E-01  0.387E+00
195036.917       27552      168876  0.706E-01  0.383E+00
195048.917       29879      191417  0.623E-01  0.379E+00
195100.917       32160      214077  0.556E-01  0.377E+00
195112.917       34367      236703  0.513E-01  0.373E+00
195124.917       36575      259267  0.475E-01  0.371E+00
195136.917       38786      282017  0.443E-01  0.369E+00
195148.917       41023      304875  0.420E-01  0.367E+00
195200.917       43213      327757  0.395E-01  0.365E+00
195212.917       45461      351362  0.371E-01  0.364E+00
195224.917       47677      375058  0.348E-01  0.363E+00
195236.918       49892      398770  0.337E-01  0.361E+00
195248.917       52156      422504  0.323E-01  0.360E+00
195300.917       54312      446469  0.306E-01  0.359E+00
195312.917       56576      470415  0.299E-01  0.358E+00
195324.917       58769      494478  0.291E-01  0.357E+00
195336.917       60998      518616  0.281E-01  0.356E+00
195348.917       63243      542683  0.276E-01  0.356E+00
195400.917       65424      566827  0.273E-01  0.354E+00
195412.917       67641      590984  0.267E-01  0.354E+00
195424.917       69836      615116  0.263E-01  0.354E+00
195436.917       72017      639320  0.258E-01  0.354E+00
195448.917       74233      663517  0.254E-01  0.353E+00
195500.918       76391      687603  0.250E-01  0.353E+00
195512.917       78575      711782  0.245E-01  0.353E+00
195524.917       80777      735915  0.244E-01  0.352E+00
195536.917       82933      760081  0.240E-01  0.352E+00
195548.917       85104      784152  0.239E-01  0.351E+00
195600.917       87262      808350  0.234E-01  0.351E+00
195612.917       89391      832539  0.232E-01  0.351E+00
195624.917       91550      856779  0.230E-01  0.351E+00
195636.917       93674      881153  0.229E-01  0.350E+00
195648.917       95826      905322  0.227E-01  0.350E+00
195700.917       98063      929579  0.226E-01  0.350E+00
195712.917      100205      953792  0.224E-01  0.350E+00
195724.917      102427      977918  0.224E-01  0.350E+00
195736.917      104578     1002230  0.221E-01  0.349E+00
195748.917      106737     1026505  0.222E-01  0.349E+00
195800.917      108895     1050790  0.218E-01  0.348E+00
195812.917      111009     1075005  0.218E-01  0.348E+00
195824.917      113161     1099253  0.215E-01  0.349E+00
195836.917      115365     1123552  0.217E-01  0.348E+00
195848.917      117588     1147793  0.217E-01  0.348E+00
195900.917      119716     1172117  0.215E-01  0.348E+00
195912.918      121898     1196318  0.214E-01  0.348E+00
195924.917      124078     1220615  0.214E-01  0.348E+00
195936.917      126272     1244810  0.214E-01  0.347E+00
195948.917      128431     1268955  0.215E-01  0.347E+00
200000.917      130651     1293232  0.214E-01  0.347E+00
200012.917      132868     1317399  0.212E-01  0.347E+00
200024.917      135051     1341722  0.211E-01  0.347E+00
200036.917      137269     1365961  0.211E-01  0.347E+00
200048.917      139448     1390166  0.209E-01  0.347E+00
200100.917      141606     1414454  0.210E-01  0.346E+00
200112.917      143799     1438640  0.207E-01  0.347E+00
200124.917      145959     1462865  0.208E-01  0.346E+00
200136.917      148137     1487135  0.209E-01  0.346E+00
200148.921      150255     1511366  0.207E-01  0.346E+00
200200.917      152439     1535639  0.206E-01  0.346E+00
200212.917      154644     1559917  0.208E-01  0.346E+00
200224.917      156861     1584201  0.207E-01  0.346E+00
200236.917      158997     1608446  0.207E-01  0.346E+00
200248.922      161154     1632703  0.206E-01  0.346E+00
200300.917      163293     1656899  0.205E-01  0.346E+00
200312.917      165486     1680837  0.206E-01  0.346E+00
200324.917      167672     1704900  0.206E-01  0.346E+00
200336.917      169874     1729118  0.205E-01  0.346E+00
200348.922      172024     1753182  0.204E-01  0.346E+00
200400.917      174255     1777298  0.205E-01  0.346E+00
200412.917      176396     1801471  0.204E-01  0.345E+00
200424.917      178607     1825657  0.204E-01  0.345E+00
200436.917      180807     1849855  0.202E-01  0.346E+00
200448.922      183015     1873979  0.202E-01  0.345E+00
200500.917      185175     1898117  0.202E-01  0.345E+00
200512.917      187323     1922233  0.203E-01  0.345E+00
200524.917      189503     1946422  0.204E-01  0.345E+00
200536.918      191615     1970507  0.203E-01  0.345E+00
200548.917      193827     1994681  0.203E-01  0.345E+00
200600.917      196023     2018765  0.204E-01  0.345E+00
200612.917      198156     2042938  0.202E-01  0.345E+00
200624.917      200293     2067044  0.202E-01  0.345E+00
200636.917      202485     2091353  0.200E-01  0.345E+00
200648.917      204630     2115515  0.201E-01  0.345E+00
200700.917      206821     2139750  0.201E-01  0.345E+00
200712.917      209067     2163950  0.201E-01  0.344E+00
200724.917      211219     2188092  0.199E-01  0.344E+00
200736.917      213373     2212260  0.198E-01  0.345E+00
200748.917      215554     2236488  0.199E-01  0.344E+00
200800.917      217742     2260572  0.199E-01  0.344E+00
200812.917      219846     2284662  0.199E-01  0.344E+00
200824.917      221971     2308705  0.199E-01  0.345E+00
200836.917      224149     2332711  0.199E-01  0.344E+00
200848.917      226273     2356855  0.200E-01  0.344E+00
200900.917      228483     2381003  0.200E-01  0.344E+00
200912.917      230674     2405131  0.200E-01  0.345E+00
200924.917      232860     2429239  0.200E-01  0.344E+00
200936.917      235051     2453326  0.199E-01  0.344E+00
200948.917      237212     2477385  0.199E-01  0.344E+00
201000.917      239355     2501467  0.200E-01  0.344E+00
201012.918      241540     2525581  0.199E-01  0.344E+00
201024.917      243647     2549669  0.198E-01  0.344E+00
201036.917      245814     2573838  0.197E-01  0.344E+00
201048.917      247917     2597987  0.198E-01  0.344E+00
201100.917      250111     2622252  0.199E-01  0.344E+00
201112.920      252236     2646541  0.199E-01  0.343E+00
201124.917      254420     2670810  0.199E-01  0.343E+00
201136.917      256581     2695057  0.198E-01  0.344E+00
201148.917      258772     2719322  0.197E-01  0.344E+00
201200.917      260929     2743436  0.198E-01  0.343E+00
201212.917      263122     2767760  0.198E-01  0.343E+00
201224.917      265261     2791940  0.198E-01  0.344E+00
201236.917      267446     2815989  0.198E-01  0.343E+00
201248.917      269612     2840116  0.199E-01  0.343E+00
201300.918      271758     2864249  0.198E-01  0.343E+00
201312.918      273924     2888291  0.199E-01  0.343E+00
201324.917      276083     2912068  0.197E-01  0.344E+00
201336.917      278241     2935956  0.197E-01  0.343E+00
201348.917      280390     2960018  0.197E-01  0.343E+00
201400.917      282586     2983923  0.196E-01  0.344E+00
201412.917      284754     3007979  0.196E-01  0.344E+00
201424.917      286987     3032071  0.198E-01  0.344E+00
201436.917      289148     3056200  0.199E-01  0.343E+00
201448.917      291288     3080444  0.198E-01  0.343E+00
201500.918      293385     3104268  0.197E-01  0.343E+00
201512.920      295601     3128367  0.196E-01  0.343E+00
201524.917      297757     3152528  0.197E-01  0.343E+00
201536.917      299899     3176549  0.198E-01  0.343E+00
201548.917      302132     3200623  0.197E-01  0.343E+00
201600.917      304276     3224640  0.197E-01  0.343E+00
201612.917      306443     3248736  0.197E-01  0.343E+00
201624.917      308564     3272828  0.197E-01  0.343E+00
