Q (Ang^-1), RMC, Data
  0.46824702735654544       ,   0.29398850181693659       ,   0.20779881394983774     
  0.49828222786331428       ,   0.46538360518727567       ,   0.22711196148054422     
  0.52831591051600291       ,   0.60320428348449284       ,   0.19993732238233547     
  0.55834798382680495       ,   0.70552139426829408       ,   0.22984746776762097     
  0.58837835631281710       ,   0.77146054430407129       ,   0.23050897776410262     
  0.61840693649631662       ,   0.80120943616520024       ,   0.25653565727825151     
  0.64843363290504041       ,   0.79599404857724887       ,   0.24747241982313239     
  0.67845835407246424       ,   0.75802469940080852       ,   0.26464739210023308     
  0.70848100853808016       ,   0.69041394249389465       ,   0.26360693843680161     
  0.73850150484767585       ,   0.59706908399677161       ,   0.30299832420270617     
  0.76851975155361374       ,   0.48256284439470642       ,   0.28039350476158414     
  0.79853565721510811       ,   0.35198631774090711       ,   0.31651336567206911     
  0.82854913039850486       ,   0.21078887020637019       ,   0.32427435938087412     
  0.85856007967755932       ,    6.4609962606988508E-002  ,   0.35283870173719334     
  0.88856841363371564       ,   -8.0891933505229829E-002  ,   0.34011152490926089     
  0.91857404085638483       ,  -0.22020813338994699       ,   0.38302344880191408     
  0.94857686994322199       ,  -0.34814119504916152       ,   0.38934212211789115     
  0.97857680950040704       ,  -0.45995427052252874       ,   0.43825636297819415     
   1.0085737681429205       ,  -0.55150402557484624       ,   0.41189191055603436     
   1.0385676544948250       ,  -0.61935336532765495       ,   0.46487114243681066     
   1.0685583771895408       ,  -0.66086087715582142       ,   0.48686376568645506     
   1.0985458448701255       ,  -0.67424466270168859       ,   0.54427789833692286     
   1.1285299661895516       ,  -0.65861905317934866       ,   0.54321382793944117     
   1.1585106498109856       ,  -0.61400355961050923       ,   0.61151608639991040     
   1.1884878044080667       ,  -0.54130427482101673       ,   0.65021248835069978     
   1.2184613386651821       ,  -0.44226878960111465       ,   0.73420549508959743     
   1.2484311612777486       ,  -0.31941648503552644       ,   0.74382064515856861     
   1.2783971809524890       ,  -0.17594679209333050       ,   0.81988892232736643     
   1.3083593064077110       ,   -1.5628646160588330E-002  ,   0.89234362334296757     
   1.3383174463735845       ,   0.15732511042165548       ,   0.99862900497974361     
   1.3682715095924187       ,   0.33839422549743065       ,    1.0154128848913329     
   1.3982214048189423       ,   0.52289401914280553       ,    1.1345051706869325     
   1.4281670408205815       ,   0.70612031634163053       ,    1.1952611221575038     
   1.4581083263777348       ,   0.88349182094062173       ,    1.2765755593392392     
   1.4880451702840547       ,    1.0506855877447185       ,    1.2583090302045643     
   1.5179774813467213       ,    1.2037615494771881       ,    1.3187903318487788     
   1.5479051683867255       ,    1.3392724770579367       ,    1.3185571204276014     
   1.5778281402391416       ,    1.4543562797398761       ,    1.3357947238482091     
   1.6077463057534089       ,    1.5468081674216911       ,    1.2915393932882906     
   1.6376595737936057       ,    1.6151308797517703       ,    1.2788004694485799     
   1.6675678532387310       ,    1.6585619124986899       ,    1.2367184926422929     
   1.6974710529829773       ,    1.6770774171239726       ,    1.2087316557671368     
   1.7273690819360130       ,    1.6713731903741127       ,    1.1295653646379853     
   1.7572618490232566       ,    1.6428238834038864       ,    1.1126713676297804     
   1.7871492631861565       ,    1.5934222221750567       ,    1.0785231207205992     
   1.8170312333824645       ,    1.5257006223973695       ,    1.0634850973133314     
   1.8469076685865176       ,    1.4426380855009959       ,   0.97892518489527036     
   1.8767784777895129       ,    1.3475556626405896       ,   0.94195239458212743     
   1.9066435699997859       ,    1.2440040607141511       ,   0.90700403767669413     
   1.9365028542430853       ,    1.1356471309005656       ,   0.90847746961444331     
   1.9663562395628538       ,    1.0261450233817340       ,   0.83607573157267823     
   1.9962036350205019       ,   0.91904071288121447       ,   0.83442059692137582     
   2.0260449496956867       ,   0.81765340352891980       ,   0.81390952695530538     
   2.0558800926865892       ,   0.72498201716349697       ,   0.81229716407133812     
   2.0857089731101883       ,   0.64362156866870668       ,   0.76000582122369531     
   2.1155315001025423       ,   0.57569475034957529       ,   0.77590563090660658     
   2.1453475828190620       ,   0.52280050206536344       ,   0.75965668789384022     
   2.1751571304347888       ,   0.48598075394548429       ,   0.78159407000550984     
   2.2049600521446702       ,   0.46570591417613072       ,   0.72739326470986165     
   2.2347562571638382       ,   0.46187905608911289       ,   0.74651055764662899     
   2.2645456547278857       ,   0.47385815683239851       ,   0.74729510528901699     
   2.2943281540931402       ,   0.50049517350935158       ,   0.77758206540745223     
   2.3241036645369446       ,   0.54019022951467122       ,   0.73193689378080085     
   2.3538720953579308       ,   0.59095873941197175       ,   0.76092513206935597     
   2.3836333558762943       ,   0.65050893803351084       ,   0.75466904690539305     
   2.4133873554340757       ,   0.71632700850630249       ,   0.79357386004167740     
   2.4431340033954312       ,   0.78576683135054204       ,   0.74081281935898990     
   2.4728732091469134       ,   0.85614130599233207       ,   0.77799270791850050     
   2.5026048820977431       ,   0.92481222688739695       ,   0.79416861083017209     
   2.5323289316800883       ,   0.98927582551625970       ,   0.82943978859808121     
   2.5620452673493408       ,    1.0472413101662561       ,   0.78827982303455635     
   2.5917537985843864       ,    1.0967000381655505       ,   0.84292762159298262     
   2.6214544348878879       ,    1.1359833280817397       ,   0.82620570105901425     
   2.6511470857865556       ,    1.1638073482990430       ,   0.86980946450872398     
   2.6808316608314255       ,    1.1793039877660183       ,   0.81597584208683072     
   2.7105080695981352       ,    1.1820371080011214       ,   0.84310026025342966     
   2.7401762216871952       ,    1.1720040756906005       ,   0.82160308073838795     
   2.7698360267242714       ,    1.1496229656134669       ,   0.84921291845544755     
   2.7994873943604519       ,    1.1157062881086572       ,   0.78530486065139149     
   2.8291302342725286       ,    1.0714225190316837       ,   0.81076645392920521     
   2.8587644561632715       ,    1.0182470800175307       ,   0.79562341544958126     
   2.8883899697617004       ,   0.95790472187116082       ,   0.81726988779469811     
