 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.225338601556250E+01 ,     0.323762178145939E+00 ,    -0.228366863244441E+00 , 
   0.49828 ,    -0.224584195975721E+01 ,     0.362502382524091E+00 ,    -0.245822003219880E+00 , 
   0.52832 ,    -0.223513687866936E+01 ,     0.398245239134891E+00 ,    -0.255936869279143E+00 , 
   0.55835 ,    -0.222077548298697E+01 ,     0.431855604171186E+00 ,    -0.257736080820036E+00 , 
   0.58839 ,    -0.220231245156191E+01 ,     0.464377379067390E+00 ,    -0.250404940959042E+00 , 
   0.61842 ,    -0.217938047050866E+01 ,     0.496959500692143E+00 ,    -0.233330216350073E+00 , 
   0.64846 ,    -0.215171746901247E+01 ,     0.530775737269969E+00 ,    -0.206137633326319E+00 , 
   0.67849 ,    -0.211919146972307E+01 ,     0.566942812659688E+00 ,    -0.168724149939378E+00 , 
   0.70853 ,    -0.208182147957781E+01 ,     0.606441475765687E+00 ,    -0.121283147411168E+00 , 
   0.73856 ,    -0.203979294095419E+01 ,     0.650044970354877E+00 ,    -0.643208691033936E-01 , 
   0.76860 ,    -0.199346644239015E+01 ,     0.698258952607664E+00 ,     0.133728432871862E-02 , 
   0.79863 ,    -0.194337864744848E+01 ,     0.751276272182593E+00 ,     0.745516283012311E-01 , 
   0.82867 ,    -0.189023472999459E+01 ,     0.808949212588970E+00 ,     0.153884822939171E+00 , 
   0.85870 ,    -0.183489199054399E+01 ,     0.870780823761997E+00 ,     0.237630353426945E+00 , 
   0.88874 ,    -0.177833475428744E+01 ,     0.935935927250009E+00 ,     0.323852438108748E+00 , 
   0.91878 ,    -0.172164109706898E+01 ,     0.100327129051770E+01 ,     0.410436414423346E+00 , 
   0.94881 ,    -0.166594238930643E+01 ,     0.107138341131006E+01 ,     0.495148146849517E+00 , 
   0.97885 ,    -0.161237706714155E+01 ,     0.113867138386743E+01 ,     0.575700540547569E+00 , 
   1.00888 ,    -0.156204041282660E+01 ,     0.120341148917855E+01 ,     0.649824853166143E+00 , 
   1.03892 ,    -0.151593243175015E+01 ,     0.126383950671577E+01 ,     0.715344196445652E+00 , 
   1.06895 ,    -0.147490613333380E+01 ,     0.131823632021246E+01 ,     0.770246426019577E+00 , 
   1.09899 ,    -0.143961864254392E+01 ,     0.136501220780819E+01 ,     0.812753544603100E+00 , 
   1.12902 ,    -0.141048757755896E+01 ,     0.140278527667059E+01 ,     0.841384797440137E+00 , 
   1.15906 ,    -0.138765502183075E+01 ,     0.143044981948888E+01 ,     0.855010820343294E+00 , 
   1.18909 ,    -0.137096119545546E+01 ,     0.144723091692681E+01 ,     0.852896504650752E+00 , 
   1.21913 ,    -0.135992959715157E+01 ,     0.145272235560358E+01 ,     0.834730658686137E+00 , 
   1.24916 ,    -0.135376495551997E+01 ,     0.144690583403950E+01 ,     0.800641055038235E+00 , 
   1.27920 ,    -0.135136481313250E+01 ,     0.143015043940857E+01 ,     0.751194035552251E+00 , 
   1.30923 ,    -0.135134499044025E+01 ,     0.140319244036685E+01 ,     0.687378475876103E+00 , 
   1.33927 ,    -0.135207856330489E+01 ,     0.136709649757473E+01 ,     0.610574560604687E+00 , 
   1.36930 ,    -0.135174736556466E+01 ,     0.132320038633126E+01 ,     0.522508459048102E+00 , 
   1.39934 ,    -0.134840442527736E+01 ,     0.127304620129708E+01 ,     0.425194591024669E+00 , 
   1.42937 ,    -0.134004518901373E+01 ,     0.121830172461594E+01 ,     0.320867703947279E+00 , 
   1.45941 ,    -0.132468491034631E+01 ,     0.116067614811497E+01 ,     0.211907421786835E+00 , 
   1.48944 ,    -0.130043920133161E+01 ,     0.110183462119203E+01 ,     0.100758252303132E+00 , 
   1.51948 ,    -0.126560449018076E+01 ,     0.104331613463936E+01 ,    -0.101517645899584E-01 , 
   1.54951 ,    -0.121873501022991E+01 ,     0.986459046470140E+00 ,    -0.118490527193518E+00 , 
   1.57955 ,    -0.115871297453601E+01 ,     0.932338121510265E+00 ,    -0.222096306364633E+00 , 
   1.60958 ,    -0.108480877008600E+01 ,     0.881716317237763E+00 ,    -0.319044213822982E+00 , 
   1.63962 ,    -0.996728331906943E+00 ,     0.835013740212456E+00 ,    -0.407702128755620E+00 , 
   1.66966 ,    -0.894645319522062E+00 ,     0.792295265454789E+00 ,    -0.486773975050652E+00 , 
   1.69969 ,    -0.779216298801289E+00 ,     0.753277306684069E+00 ,    -0.555328801835274E+00 , 
   1.72973 ,    -0.651577807917346E+00 ,     0.717353203284217E+00 ,    -0.612814746985073E+00 , 
   1.75976 ,    -0.513324928447571E+00 ,     0.683635705560490E+00 ,    -0.659057628037971E+00 , 
   1.78980 ,    -0.366471759485797E+00 ,     0.651014146040368E+00 ,    -0.694244576820521E+00 , 
   1.81983 ,    -0.213394969442268E+00 ,     0.618223128578644E+00 ,    -0.718893782079381E+00 , 
   1.84987 ,    -0.567623417569959E-01 ,     0.583918988203132E+00 ,    -0.733811998666007E+00 , 
   1.87990 ,     0.100551097314320E+00 ,     0.546759902296843E+00 ,    -0.740041995095139E+00 , 
   1.90994 ,     0.255556210154798E+00 ,     0.505485385631664E+00 ,    -0.738802520230281E+00 , 
   1.93997 ,     0.405248538350199E+00 ,     0.458990983343062E+00 ,    -0.731423656098936E+00 , 
   1.97001 ,     0.546708862045349E+00 ,     0.406394280023857E+00 ,    -0.719280574951889E+00 , 
   2.00004 ,     0.677201514369402E+00 ,     0.347088850576860E+00 ,    -0.703728728674484E+00 , 
   2.03008 ,     0.794266488594165E+00 ,     0.280783459351925E+00 ,    -0.686043368299043E+00 , 
   2.06011 ,     0.895801601882798E+00 ,     0.207524629416763E+00 ,    -0.667366028107875E+00 , 
   2.09015 ,     0.980131372365018E+00 ,     0.127701607798655E+00 ,    -0.648660226407284E+00 , 
   2.12018 ,     0.104605980985794E+01 ,     0.420336952168226E-01 ,    -0.630678152853380E+00 , 
   2.15022 ,     0.109290499164746E+01 ,    -0.484591611690936E-01 ,    -0.613939554220880E+00 , 
   2.18025 ,     0.112051406396274E+01 ,    -0.142500746082823E+00 ,    -0.598723424179350E+00 , 
   2.21029 ,     0.112925814284981E+01 ,    -0.238615400646329E+00 ,    -0.585072477528194E+00 , 
   2.24032 ,     0.112000744751725E+01 ,    -0.335194156853481E+00 ,    -0.572809775639759E+00 , 
   2.27036 ,     0.109408784578458E+01 ,    -0.430566612592192E+00 ,    -0.561566296936429E+00 , 
   2.30039 ,     0.105322078622318E+01 ,    -0.523074743161020E+00 ,    -0.550817741191761E+00 , 
   2.33043 ,     0.999449298318750E+00 ,    -0.611144818325253E+00 ,    -0.539928442839521E+00 , 
   2.36046 ,     0.935053327823843E+00 ,    -0.693353772523608E+00 ,    -0.528199965146691E+00 , 
   2.39050 ,     0.862458112258385E+00 ,    -0.768486746420412E+00 ,    -0.514921767326424E+00 , 
   2.42054 ,     0.784139570980948E+00 ,    -0.835583056897978E+00 ,    -0.499421287519009E+00 , 
   2.45057 ,     0.702530772999278E+00 ,    -0.893968527321513E+00 ,    -0.481110866658272E+00 , 
   2.48061 ,     0.619933449842983E+00 ,    -0.943272881166553E+00 ,    -0.459529145722443E+00 , 
   2.51064 ,     0.538438245250531E+00 ,    -0.983431726003209E+00 ,    -0.434374889795701E+00 , 
   2.54068 ,     0.459856951528965E+00 ,    -0.101467348545376E+01 ,    -0.405531609341528E+00 , 
   2.57071 ,     0.385669395538922E+00 ,    -0.103749242866678E+01 ,    -0.373081840178047E+00 , 
   2.60075 ,     0.316986933542083E+00 ,    -0.105260965768307E+01 ,    -0.337310483514400E+00 , 
   2.63078 ,     0.254533727356436E+00 ,    -0.106092450571040E+01 ,    -0.298697168615368E+00 , 
   2.66082 ,     0.198646142022492E+00 ,    -0.106345924393622E+01 ,    -0.257898155050741E+00 , 
   2.69085 ,     0.149289767175184E+00 ,    -0.106130027002328E+01 ,    -0.215718811592370E+00 , 
   2.72089 ,     0.106092760344108E+00 ,    -0.105553904655740E+01 ,    -0.173078169239631E+00 , 
   2.75092 ,     0.683934784421934E-01 ,    -0.104721597136573E+01 ,    -0.130967424482789E+00 , 
   2.78096 ,     0.352997380343572E-01 ,    -0.103727010278073E+01 ,    -0.904045480276177E-01 , 
   2.81099 ,     0.575655452467912E-02 ,    -0.102649724994894E+01 ,    -0.523873212904226E-01 , 
   2.84103 ,    -0.213811226858100E-01 ,    -0.101551839768923E+01 ,    -0.178471712962324E-01 , 
   2.87106 ,    -0.472743234250464E-01 ,    -0.100475980023301E+01 ,     0.123938965114035E-01 , 
   2.90110 ,    -0.730282466372624E-01 ,    -0.994445386009047E+00 ,     0.376611532899206E-01 , 
   2.93113 ,    -0.996261646026290E-01 ,    -0.984601406401763E+00 ,     0.574579637734978E-01 , 
   2.96117 ,    -0.127872125535825E+00 ,    -0.975072575120266E+00 ,     0.714881148274161E-01 , 
   2.99120 ,    -0.158345041415011E+00 ,    -0.965548319300864E+00 ,     0.796686476169018E-01 , 
   3.02124 ,    -0.191366133483159E+00 ,    -0.955597232321594E+00 ,     0.821326714794634E-01 , 
   3.05127 ,    -0.226981008137160E+00 ,    -0.944707409088555E+00 ,     0.792221421374213E-01 , 
   3.08131 ,    -0.264956886671203E+00 ,    -0.932330077357342E+00 ,     0.714710842196571E-01 , 
   3.11134 ,    -0.304794751429047E+00 ,    -0.917923825148014E+00 ,     0.595802032180347E-01 , 
   3.14138 ,    -0.345755436341219E+00 ,    -0.900996767260480E+00 ,     0.443842420334103E-01 , 
   3.17142 ,    -0.386898017788459E+00 ,    -0.881144187189394E+00 ,     0.268137723683843E-01 , 
   3.20145 ,    -0.427128284847212E+00 ,    -0.858079519923879E+00 ,     0.785335571505317E-02 , 
   3.23149 ,    -0.465254613614891E+00 ,    -0.831656984401602E+00 ,    -0.115018482594892E-01 , 
   3.26152 ,    -0.500048259291251E+00 ,    -0.801884704011726E+00 ,    -0.302889119935215E-01 , 
   3.29156 ,    -0.530304925253943E+00 ,    -0.768927737483323E+00 ,    -0.476173657688722E-01 , 
