Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.400E+03  0.100E+01
115358.212      179570      243906  0.324E-01  0.103E+01
115410.212      335248      454593  0.325E-01  0.103E+01
115422.212      493515      668941  0.301E-01  0.103E+01
115434.212      654868      886930  0.316E-01  0.103E+01
115446.211      818519     1108384  0.322E-01  0.103E+01
115458.212      982894     1330395  0.320E-01  0.103E+01
115510.212     1146873     1552406  0.299E-01  0.103E+01
115522.213     1307040     1768359  0.311E-01  0.103E+01
115534.211     1470023     1988551  0.323E-01  0.103E+01
115546.212     1634045     2210903  0.321E-01  0.103E+01
115558.212     1788004     2419928  0.310E-01  0.103E+01
115610.211     1966149     2662118  0.311E-01  0.103E+01
115622.211     2130648     2885627  0.302E-01  0.103E+01
115634.212     2291408     3103701  0.291E-01  0.103E+01
115646.211     2453024     3322833  0.308E-01  0.103E+01
115658.212     2611562     3536928  0.306E-01  0.103E+01
115710.212     2774408     3758157  0.300E-01  0.103E+01
115722.211     2937968     3979502  0.295E-01  0.103E+01
115734.211     3101861     4201373  0.301E-01  0.103E+01
115746.212     3265972     4424152  0.304E-01  0.103E+01
115758.211     3429913     4646227  0.309E-01  0.103E+01
115810.211     3594521     4869025  0.310E-01  0.103E+01
115822.211     3758515     5091156  0.305E-01  0.103E+01
115834.212     3919362     5309408  0.303E-01  0.103E+01
115846.212     4083687     5531713  0.302E-01  0.103E+01
115858.211     4247304     5753619  0.300E-01  0.103E+01
115910.212     4406667     5970606  0.308E-01  0.103E+01
115922.212     4562852     6183137  0.295E-01  0.103E+01
115934.211     4724513     6402916  0.306E-01  0.103E+01
115946.211     4885760     6620691  0.300E-01  0.103E+01
115958.211     5047220     6838695  0.301E-01  0.103E+01
120010.212     5209689     7057569  0.310E-01  0.103E+01
120022.212     5370739     7276270  0.305E-01  0.103E+01
120034.212     5534439     7497622  0.308E-01  0.103E+01
120046.211     5695162     7715718  0.301E-01  0.103E+01
120058.211     5851952     7927680  0.306E-01  0.103E+01
120110.212     6014246     8147102  0.307E-01  0.103E+01
120122.212     6174473     8363661  0.297E-01  0.103E+01
120134.212     6335129     8581111  0.303E-01  0.103E+01
120146.211     6493584     8795084  0.323E-01  0.103E+01
120158.211     6654775     9013704  0.311E-01  0.103E+01
120210.212     6818226     9235655  0.309E-01  0.103E+01
120222.212     6976303     9450616  0.305E-01  0.103E+01
120234.212     7133859     9663314  0.297E-01  0.103E+01
120246.212     7297683     9884385  0.304E-01  0.103E+01
120258.211     7455050    10096911  0.302E-01  0.103E+01
120310.211     7614152    10312545  0.295E-01  0.103E+01
120322.212     7775629    10531093  0.292E-01  0.103E+01
120334.212     7937128    10750328  0.294E-01  0.103E+01
120346.212     8094593    10963536  0.296E-01  0.103E+01
