611
 gdr350K.dat    mutli by 1 
  0.06545093411804731  0.0
  0.13090186823609462  0.0
  0.19635280235414193  0.0
  0.26180373647218924  0.0
  0.32725467059023655  0.0
  0.39270560470828386  0.0
  0.45815653882633117  0.0
  0.5236074729443785  0.0
  0.5890584070624258  0.0
  0.6545093411804731  0.0
  0.7199602752985204  0.0
  0.7854112094165677  0.0
  0.8508621435346151  0.0
  0.9163130776526623  0.0
  0.9817640117707096  0.0
  1.047214945888757  0.0
  1.1126658800068043  0.0
  1.1781168141248517  0.0
  1.2435677482428988  0.13366420193448925
  1.3090186823609462  0.40874925841114546
  1.3744696164789936  0.754313106813407
  1.4399205505970407  1.1485414897475321
  1.505371484715088  1.5505350377051013
  1.5708224188331354  1.9059448275209852
  1.6362733529511828  2.1587834396342513
  1.7017242870692302  2.2659461732181203
  1.7671752211872773  2.2093321896032534
  1.8326261553053247  2.001050690467211
  1.898077089423372  1.679847316692857
  1.9635280235414192  1.3003389922258086
  2.028978957659467  0.9192624691518311
  2.094429891777514  0.5835707898891006
  2.159880825895561  0.32375539295976347
  2.2253317600136087  0.15315067001781116
  2.290782694131656  0.07155820322398503
  2.3562336282497034  0.07037352350147923
  2.4216845623677505  0.13677653414891333
  2.4871354964857977  0.2559231130311234
  2.5525864306038453  0.4115305072913059
  2.6180373647218924  0.5860280762483933
  2.6834882988399396  0.7613177301303089
  2.748939232957987  0.9204587756481479
  2.8143901670760343  1.049816138096665
  2.8798411011940814  1.140839603865047
  2.945292035312129  1.190798449977248
  3.010742969430176  1.2022868292300206
  3.0761939035482238  1.1818120724178462
  3.141644837666271  1.138030140589665
  3.207095771784318  1.0801428469075918
  3.2725467059023656  1.0167344957780362
  3.3379976400204128  0.9550756944492278
  3.4034485741384604  0.9007812708775148
  3.4688995082565075  0.8576976138976343
  3.5343504423745546  0.8279538622709588
  3.5998013764926022  0.8121644199492185
  3.6652523106106494  0.8097732825029493
  3.7307032447286965  0.8194883456819564
  3.796154178846744  0.839703233349816
  3.8616051129647913  0.8687856254879339
  3.9270560470828384  0.9051458546341891
  3.992506981200886  0.947081386314438
  4.057957915318934  0.9924917543328554
  4.123408849436981  1.0386326368996277
  4.188859783555028  1.0820892510484823
  4.254310717673075  1.1190816957268337
  4.319761651791122  1.1460851786333497
  4.38521258590917  1.1606051446252355
  4.450663520027217  1.1618539098732448
  4.5161144541452645  1.1510787159699916
  4.581565388263312  1.131397290524889
  4.647016322381359  1.10716470682258
  4.712467256499407  1.0830542323168764
  4.777918190617454  1.0631198213854507
  4.843369124735501  1.0500901582225202
  4.908820058853548  1.0450422029522026
  4.974270992971595  1.04746794012894
  5.0397219270896425  1.055637870409209
  5.1051728612076905  1.0671130374257198
  5.170623795325738  1.0792656551140236
  5.236074729443785  1.0897134246975049
  5.301525663561832  1.0966242778912074
  5.366976597679879  1.0988857601859963
  5.432427531797927  1.0961514356523578
  5.497878465915974  1.0887821582396882
  5.563329400034021  1.077702473451053
  5.628780334152069  1.064197420024507
  5.694231268270116  1.0496820794082147
  5.759682202388163  1.0354809801077465
  5.825133136506211  1.0226525282964933
  5.890584070624258  1.0118835549137843
  5.956035004742305  1.0034630807994096
  6.021485938860352  0.9973272544252807
  6.0869368729783995  0.9931541718710252
  6.1523878070964475  0.9904811809954384
  6.217838741214495  0.9888185874333293
  6.283289675332542  0.9877401449373162
  6.348740609450589  0.9869391133030464
  6.414191543568636  0.9862466515817294
  6.479642477686684  0.9856161609698693
  6.545093411804731  0.985083099237894
  6.610544345922778  0.9847144517697652
  6.6759952800408255  0.984563948509768
  6.741446214158873  0.9846464135845244
  6.806897148276921  0.9849370298258725
  6.872348082394968  0.9853912772758392
  6.937799016513015  0.9859733272124589
  7.003249950631062  0.9866785955771878
  7.068700884749109  0.9875406712928426
  7.134151818867156  0.9886209530669633
  7.1996027529852045  0.9899864411999938
  7.265053687103252  0.9916840782434829
  7.330504621221299  0.9937188752452953
  7.395955555339346  0.9960402837209382
  7.461406489457393  0.9985392812117893
  7.526857423575441  1.0010577610586628
  7.592308357693488  1.003410498089385
  7.657759291811535  1.0054168080281976
  7.7232102259295825  1.0069347332836727
  7.78866116004763  1.0078879055957284
  7.854112094165677  1.0082767639185515
  7.919563028283725  1.0081715994476703
  7.985013962401772  1.0076919443901136
  8.05046489651982  1.0069810332518025
  8.115915830637867  1.0061832805268836
  8.181366764755914  1.0054282490268354
  8.246817698873961  1.0048200748075955
  8.312268632992009  1.0044298515178582
  8.377719567110056  1.0042902943777938
  8.443170501228103  1.0043946135406194
  8.50862143534615  1.004702020920863
  8.574072369464197  1.005149832842199
  8.639523303582244  1.0056685597855552
  8.704974237700291  1.0061945829792416
  8.77042517181834  1.0066765104469226
  8.835876105936388  1.0070750329784988
  8.901327040054435  1.007359415065678
  8.966777974172482  1.0075045569181966
  9.032228908290529  1.0074908070539723
  9.097679842408576  1.0073061334113007
  9.163130776526623  1.0069487906119174
  9.22858171064467  1.0064288684127665
  9.294032644762718  1.0057682335465654
  9.359483578880765  1.0049991611413345
  9.424934512998814  1.0041619452365962
