 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
  10.36100 ,     0.461501076100858E+01 ,    -0.422826305921272E+01 ,    -0.249529083897220E+01 ,     0.413363085810313E+01 ,     0.147924746871106E+01 ,    -0.312964075502025E+00 , 
  10.38100 ,     0.470979049748439E+01 ,    -0.343962327430797E+01 ,    -0.259700790209402E+01 ,     0.421950699521416E+01 ,     0.814849661079631E+00 ,    -0.334008333295877E+00 , 
  10.40100 ,     0.453910070654721E+01 ,    -0.249384053764130E+01 ,    -0.254694559062992E+01 ,     0.406905458894641E+01 ,     0.130335406284461E+00 ,    -0.333606308068973E+00 , 
  10.42100 ,     0.410719401659107E+01 ,    -0.145611154921018E+01 ,    -0.234212709348602E+01 ,     0.368619061964006E+01 ,    -0.534337239491975E+00 ,    -0.309966034577122E+00 , 
  10.44100 ,     0.343676283833322E+01 ,    -0.398923817095638E+00 ,    -0.198963095896505E+01 ,     0.309122260291655E+01 ,    -0.113954909572639E+01 ,    -0.262422382465366E+00 , 
  10.46100 ,     0.256784446052372E+01 ,     0.603197220763698E+00 ,    -0.150651211699362E+01 ,     0.231984812453306E+01 ,    -0.164857944677013E+01 ,    -0.191592228734074E+00 , 
  10.48100 ,     0.155538948033367E+01 ,     0.147923568730140E+01 ,    -0.919044430125583E+00 ,     0.142096802329021E+01 ,    -0.203007755081058E+01 ,    -0.994842151251889E-01 , 
  10.50100 ,     0.465641469855871E+00 ,     0.216708818529908E+01 ,    -0.261300698646289E+00 ,     0.453448085093781E+00 ,    -0.226026869638600E+01 ,     0.104592932129463E-01 , 
  10.52100 ,    -0.628427601731557E+00 ,     0.261838427314133E+01 ,     0.426864922534575E+00 ,    -0.517950398848260E+00 ,    -0.232472665754933E+01 ,     0.133407836839208E+00 , 
  10.54100 ,    -0.165230194771652E+01 ,     0.280232473862065E+01 ,     0.110231952319324E+01 ,    -0.142718074418787E+01 ,    -0.221956710722107E+01 ,     0.263290233106173E+00 , 
  10.56100 ,    -0.253534623210809E+01 ,     0.270821027604947E+01 ,     0.172148420732426E+01 ,    -0.221172239816543E+01 ,    -0.195195180055285E+01 ,     0.393049568297935E+00 , 
  10.58100 ,    -0.321606178669398E+01 ,     0.234643425878678E+01 ,     0.224330903516052E+01 ,    -0.281723148549465E+01 ,    -0.153983908557433E+01 ,     0.515001515704135E+00 , 
  10.60100 ,    -0.364677103752377E+01 ,     0.174783503849337E+01 ,     0.263218140887769E+01 ,    -0.320167286066495E+01 ,    -0.101096948505458E+01 ,     0.621280623534526E+00 , 
  10.62100 ,    -0.379736213961241E+01 ,     0.961435644143012E+00 ,     0.286055335412206E+01 ,    -0.333860917820997E+01 ,    -0.401131871102069E+00 ,     0.704348450311176E+00 , 
  10.64100 ,    -0.365779106245964E+01 ,     0.507309012182596E-01 ,     0.291108365363309E+01 ,    -0.321938154793771E+01 ,     0.248188241426001E+00 ,     0.757528180987666E+00 , 
  10.66100 ,    -0.323912848231717E+01 ,    -0.911197268110903E+00 ,     0.277811775356829E+01 ,    -0.285399718322005E+01 ,     0.892626058000528E+00 ,     0.775523774786445E+00 , 
  10.68100 ,    -0.257304711649473E+01 ,    -0.184735654844905E+01 ,     0.246837055817077E+01 ,    -0.227063602294417E+01 ,     0.148802723115547E+01 ,     0.754878701132485E+00 , 
  10.70100 ,    -0.170976331957429E+01 ,    -0.268286431224788E+01 ,     0.200073208166023E+01 ,    -0.151379321089273E+01 ,     0.199358895924818E+01 ,     0.694330514345947E+00 , 
  10.72100 ,    -0.714565677191689E+00 ,    -0.335082997686674E+01 ,     0.140517966601635E+01 ,    -0.641179382886020E+00 ,     0.237481994474417E+01 ,     0.595023098619239E+00 , 
  10.74100 ,     0.336826380358812E+00 ,    -0.379762547877106E+01 ,     0.720848386314602E+00 ,     0.280402342495357E+00 ,     0.260609295551833E+01 ,     0.460548136315604E+00 , 
  10.76100 ,     0.136373806078964E+01 ,    -0.398711585521231E+01 ,    -0.662194969313869E-02 ,     0.117990268493891E+01 ,     0.267258796747201E+01 ,     0.296800529723535E+00 , 
  10.78100 ,     0.228644498525226E+01 ,    -0.390350376443531E+01 ,    -0.728284609658269E+00 ,     0.198723717640560E+01 ,     0.257146481049881E+01 ,     0.111648064692690E+00 , 
  10.80100 ,     0.303206809572658E+01 ,    -0.355255276386098E+01 ,    -0.139540152839756E+01 ,     0.263847171148912E+01 ,     0.231215919915083E+01 ,    -0.855678282654262E-01 , 
  10.82100 ,     0.354001299099684E+01 ,    -0.296108526307277E+01 ,    -0.196301742306633E+01 ,     0.308059115605271E+01 ,     0.191576105963612E+01 ,    -0.284667329137133E+00 , 
  10.84100 ,     0.376653986088659E+01 ,    -0.217479149042487E+01 ,    -0.239332039158966E+01 ,     0.327548839342952E+01 ,     0.141350425545754E+01 ,    -0.475356690762207E+00 , 
  10.86100 ,     0.368811335448322E+01 ,    -0.125452393019893E+01 ,    -0.265852541372251E+01 ,     0.320286838114890E+01 ,     0.844466666393953E+00 ,    -0.647984727186159E+00 , 
  10.88100 ,     0.330327247871851E+01 ,    -0.271376006185220E+00 ,    -0.274304696052275E+01 ,     0.286184298067804E+01 ,     0.252643443421523E+00 ,    -0.794268491878748E+00 , 
  10.90100 ,     0.263287206142504E+01 ,     0.699056084676598E+00 ,    -0.264477634981045E+01 ,     0.227109128012319E+01 ,    -0.316391180732936E+00 ,    -0.907925136906930E+00 , 
  10.92100 ,     0.171867082968301E+01 ,     0.158276195710100E+01 ,    -0.237534518811041E+01 ,     0.146756918786410E+01 ,    -0.818981451094827E+00 ,    -0.985152526559414E+00 , 
  10.94100 ,     0.620367148263829E+00 ,     0.231326039178122E+01 ,    -0.195933337156843E+01 ,     0.503862733597949E+00 ,    -0.121677748802545E+01 ,    -0.102491225233011E+01 , 
  10.96100 ,    -0.588697908997595E+00 ,     0.283691342713853E+01 ,    -0.143246272853030E+01 ,    -0.555616884170055E+00 ,    -0.147974665318310E+01 ,    -0.102898446450161E+01 , 
  10.98100 ,    -0.182684851990761E+01 ,     0.311717872447011E+01 ,    -0.838898881605910E+00 ,    -0.163931003983112E+01 ,    -0.158856799120828E+01 ,    -0.100178312778219E+01 , 
  11.00100 ,    -0.300999418747341E+01 ,     0.313745503924973E+01 ,    -0.227857588010197E+00 ,    -0.267370443505917E+01 ,    -0.153621359394312E+01 ,    -0.949941282921290E+00 , 
  11.02100 ,    -0.405771648175662E+01 ,     0.290229144424998E+01 ,     0.350228558850947E+00 ,    -0.358865808485671E+01 ,    -0.132858202338376E+01 ,    -0.881696783878926E+00 , 
  11.04100 ,    -0.489906489918558E+01 ,     0.243686567876885E+01 ,     0.847686862400899E+00 ,    -0.432244909378737E+01 ,    -0.984122125550150E+00 ,    -0.806127853519975E+00 , 
  11.06100 ,    -0.547762754490667E+01 ,     0.178477945832433E+01 ,     0.122341124786287E+01 ,    -0.482617409987376E+01 ,    -0.532464951123056E+00 ,    -0.732302853778562E+00 , 
  11.08100 ,    -0.575549911229173E+01 ,     0.100435694049754E+01 ,     0.144619333621938E+01 ,    -0.506716874657527E+01 ,    -0.121607292136177E-01 ,    -0.668418387173882E+00 , 
  11.10100 ,    -0.571585441684855E+01 ,     0.163755321106593E+00 ,     0.149730498232995E+01 ,    -0.503120007184129E+01 ,     0.532309529200157E+00 ,    -0.621003168716727E+00 , 
  11.12100 ,    -0.536394375522309E+01 ,    -0.664706444709335E+00 ,     0.137211495113723E+01 ,    -0.472327618929496E+01 ,     0.105401821060677E+01 ,    -0.594261521352088E+00 , 
  11.14100 ,    -0.472644807685018E+01 ,    -0.141053155457269E+01 ,     0.108059666299977E+01 ,    -0.416702551341637E+01 ,     0.150729916317639E+01 ,    -0.589619965644636E+00 , 
  11.16100 ,    -0.384925779039427E+01 ,    -0.201084837371832E+01 ,     0.646671150289934E+00 ,    -0.340270761203307E+01 ,     0.185138684351177E+01 ,    -0.605523934656158E+00 , 
  11.18100 ,    -0.279385910278623E+01 ,    -0.241555561959109E+01 ,     0.106422595099880E+00 ,    -0.248402192737051E+01 ,     0.205369624287115E+01 ,    -0.637510463451755E+00 , 
  11.20100 ,    -0.163261672741796E+01 ,    -0.259138877970455E+01 ,    -0.494684508099473E+00 ,    -0.147397096168435E+01 ,     0.209247929066233E+01 ,    -0.678558565116928E+00 , 
  11.22100 ,    -0.443323467729725E+00 ,    -0.252457745418945E+01 ,    -0.110537497865437E+01 ,    -0.440104091217140E+00 ,     0.195864109733053E+01 ,    -0.719694015148607E+00 , 
  11.24100 ,     0.696560659096397E+00 ,    -0.222188093293769E+01 ,    -0.167264131559008E+01 ,     0.550488333295431E+00 ,     0.165656507872678E+01 ,    -0.750801659864342E+00 , 
  11.26100 ,     0.171553830899473E+01 ,    -0.170992406080627E+01 ,    -0.214600809180521E+01 ,     0.143604669656907E+01 ,     0.120387452226952E+01 ,    -0.761578309446684E+00 , 
  11.28100 ,     0.255314803617857E+01 ,    -0.103289605610898E+01 ,    -0.248164079733623E+01 ,     0.216451156851459E+01 ,     0.630143217118015E+00 ,    -0.742544671321972E+00 , 
  11.30100 ,     0.316410395806363E+01 ,    -0.248809726571240E+00 ,    -0.264596638064511E+01 ,     0.269706716268614E+01 ,    -0.253475242889316E-01 ,    -0.686027076047146E+00 , 
  11.32100 ,     0.352120255801408E+01 ,     0.575363691111179E+00 ,    -0.261850888065393E+01 ,     0.301060409757205E+01 ,    -0.716630715733075E+00 ,    -0.587019807583161E+00 , 
  11.34100 ,     0.361679731512517E+01 ,     0.136927775240758E+01 ,    -0.239370433857757E+01 ,     0.309893471903398E+01 ,    -0.139461596303224E+01 ,    -0.443846854429717E+00 , 
  11.36100 ,     0.346275608663265E+01 ,     0.206504879616205E+01 ,    -0.198153987627110E+01 ,     0.297269395276904E+01 ,    -0.201090898765834E+01 ,    -0.258557318657764E+00 , 
  11.38100 ,     0.308893544862412E+01 ,     0.260286709423214E+01 ,    -0.140695596163296E+01 ,     0.265796206643512E+01 ,    -0.252158334872178E+01 ,    -0.370103506196312E-01 , 
  11.40100 ,     0.254032101949825E+01 ,     0.293592117241461E+01 ,    -0.708050797108854E+00 ,     0.219374458798720E+01 ,    -0.289060213659747E+01 ,     0.211368468742851E+00 , 
  11.42100 ,     0.187308410653560E+01 ,     0.303423483954108E+01 ,     0.667767473539033E-01 ,     0.162853117336686E+01 ,    -0.309261487518214E+01 ,     0.474149116100263E+00 , 
  11.44100 ,     0.114988497371317E+01 ,     0.288710869233712E+01 ,     0.862522263483334E+00 ,     0.101622275493496E+01 ,    -0.311490482339683E+01 ,     0.736739293369574E+00 , 
  11.46100 ,     0.434805579428551E+00 ,     0.250397491531567E+01 ,     0.162181641557988E+01 ,     0.411759758277175E+00 ,    -0.295833029664819E+01 ,     0.983443304547951E+00 , 
  11.48100 ,    -0.211683999277531E+00 ,     0.191360616645309E+01 ,     0.228937289155445E+01 ,    -0.133199520945538E+00 ,    -0.263718497432847E+01 ,     0.119865390248794E+01 , 
  11.50100 ,    -0.737332277505451E+00 ,     0.116175515647361E+01 ,     0.281628752310222E+01 ,    -0.574212981401905E+00 ,    -0.217798976750398E+01 ,     0.136807998128844E+01 , 
  11.52100 ,    -0.110193507730942E+01 ,     0.307429880475507E+00 ,     0.316384353412228E+01 ,    -0.877302094154490E+00 ,    -0.161731549830745E+01 ,     0.147990778296772E+01 , 
  11.54100 ,    -0.128010430155604E+01 ,    -0.581880254926963E+00 ,     0.330651736368308E+01 ,    -0.102127477972085E+01 ,    -0.998814253364361E+00 ,     0.152579684877641E+01 , 
  11.56100 ,    -0.126278514639405E+01 ,    -0.143562895406128E+01 ,     0.323394417497695E+01 ,    -0.998964987390302E+00 ,    -0.369701335482266E+00 ,     0.150162410090295E+01 , 
  11.58100 ,    -0.105743398072157E+01 ,    -0.218584028048366E+01 ,     0.295168670516881E+01 ,    -0.817320224988472E+00 ,     0.223026035124595E+00 ,     0.140790925445150E+01 , 
  11.60100 ,    -0.686877905519233E+00 ,    -0.277247877507465E+01 ,     0.248074855076443E+01 ,    -0.496361902754745E+00 ,     0.736326372317541E+00 ,     0.124988061123938E+01 , 
  11.62100 ,    -0.186981874601986E+00 ,    -0.314812881577265E+01 ,     0.185587523810263E+01 ,    -0.671329243779825E-01 ,     0.113450546314688E+01 ,     0.103717000466377E+01 , 
  11.64100 ,     0.396658179226843E+00 ,    -0.328161140688922E+01 ,     0.112278499849628E+01 ,     0.431174672626423E+00 ,     0.139198854937968E+01 ,     0.783156713251932E+00 , 
  11.66100 ,     0.101270476531208E+01 ,    -0.316025846729643E+01 ,     0.334557850668025E+00 ,     0.954658172097730E+00 ,     0.149525146286817E+01 ,     0.504009861014356E+00 , 
  11.68100 ,     0.160841145293113E+01 ,    -0.279067864968642E+01 ,    -0.452520819043245E+00 ,     0.145841573391094E+01 ,     0.144375861632042E+01 ,     0.217504589158348E+00 , 
  11.70100 ,     0.213393993443478E+01 ,    -0.219797501681604E+01 ,    -0.118332309912584E+01 ,     0.190022354849809E+01 ,     0.124983757990744E+01 ,    -0.582931485639597E-01 , 
  11.72100 ,     0.254631290421129E+01 ,    -0.142350284371581E+01 ,    -0.180809407037838E+01 ,     0.224388188924235E+01 ,     0.937507242409131E+00 ,    -0.306366686290445E+00 , 
  11.74100 ,     0.281269235917956E+01 ,    -0.521374702460239E+00 ,    -0.228618094598266E+01 ,     0.246196804348889E+01 ,     0.540362030276661E+00 ,    -0.512004532204212E+00 , 
  11.76100 ,     0.291273559233481E+01 ,     0.445980008821319E+00 ,    -0.258897950586717E+01 ,     0.253778932685679E+01 ,     0.986912790316690E-01 ,    -0.663869580033987E+00 , 
  11.78100 ,     0.283986262987840E+01 ,     0.141282093921703E+01 ,    -0.270186855516950E+01 ,     0.246640018832403E+01 ,    -0.343925677517321E+00 ,    -0.754794586403671E+00 , 
  11.80100 ,     0.260136209653987E+01 ,     0.231524769529217E+01 ,    -0.262498879011281E+01 ,     0.225462765149831E+01 ,    -0.744266821504243E+00 ,    -0.782239712623981E+00 , 
  11.82100 ,     0.221735958906153E+01 ,     0.309607093224318E+01 ,    -0.237281941344574E+01 ,     0.192013221304942E+01 ,    -0.106305743924924E+01 ,    -0.748376295285055E+00 , 
  11.84100 ,     0.171876552974174E+01 ,     0.370900989717094E+01 ,    -0.197260588843423E+01 ,     0.148960995370655E+01 ,    -0.126820999824837E+01 ,    -0.659792447364921E+00 , 
  11.86100 ,     0.114440059327054E+01 ,     0.412188633562351E+01 ,    -0.146178691341959E+01 ,     0.996309620091825E+00 ,    -0.133745212466955E+01 ,    -0.526847890598607E+00 , 
  11.88100 ,     0.537559698070382E+00 ,     0.431857501202059E+01 ,    -0.884650092440669E+00 ,     0.477090424244195E+00 ,    -0.126013320043785E+01 ,    -0.362734834414580E+00 , 
  11.90100 ,    -0.576845957017197E-01 ,     0.429958013442588E+01 ,    -0.288507097962108E+00 ,    -0.307216662196614E-01 ,    -0.103806921575896E+01 ,    -0.182326205860991E+00 , 
  11.92100 ,    -0.600124458610031E+00 ,     0.408122523066686E+01 ,     0.280284658043469E+00 ,    -0.492411524063218E+00 ,    -0.685365569449103E+00 ,    -0.909986471538253E-03 , 
  11.94100 ,    -0.105470262483450E+01 ,     0.369356134814515E+01 ,     0.780118568221110E+00 ,    -0.878631374185956E+00 ,    -0.227241769951397E+00 ,     0.167082671353019E+00 , 
  11.96100 ,    -0.139517679213314E+01 ,     0.317720490027953E+01 ,     0.117743847069132E+01 ,    -0.116761485697972E+01 ,     0.302036574760846E+00 ,     0.309248244912083E+00 , 
  11.98100 ,    -0.160595638400864E+01 ,     0.257940316152473E+01 ,     0.144927287472495E+01 ,    -0.134667857552563E+01 ,     0.861941209261688E+00 ,     0.416182848458716E+00 , 
  12.00100 ,    -0.168298009373930E+01 ,     0.194968521504700E+01 ,     0.158480410021866E+01 ,    -0.141290537416456E+01 ,     0.140894639475814E+01 ,     0.482175687009096E+00 , 
  12.02100 ,    -0.163358662547302E+01 ,     0.133548435374405E+01 ,     0.158585765185049E+01 ,    -0.137297526644334E+01 ,     0.190000553086204E+01 ,     0.505568907878307E+00 , 
  12.04100 ,    -0.147541718942884E+01 ,     0.778112551176907E+00 ,     0.146629087413322E+01 ,    -0.124218279186954E+01 ,     0.229595519261608E+01 ,     0.488758091580067E+00 , 
  12.06100 ,    -0.123446932721070E+01 ,     0.309429570972650E+00 ,     0.125035428774540E+01 ,    -0.104274749326271E+01 ,     0.256457235312792E+01 ,     0.437838918754120E+00 , 
  12.08100 ,    -0.942490834421672E+00 ,    -0.505177289818233E-01 ,     0.970185901552590E+00 ,    -0.801581567186446E+00 ,     0.268304285318116E+01 ,     0.361936110205062E+00 , 
  12.10100 ,    -0.633954322168499E+00 ,    -0.294700180727735E+00 ,     0.662670852435707E+00 ,    -0.547720942957543E+00 ,     0.263965095548355E+01 ,     0.272277901271097E+00 , 
  12.12100 ,    -0.342883292635526E+00 ,    -0.429074104424476E+00 ,     0.365949913925032E+00 ,    -0.309649849027390E+00 ,     0.243456649419497E+01 ,     0.181100729822951E+00 , 
  12.14100 ,    -0.998073482210609E-01 ,    -0.471341285790255E+00 ,     0.115886556252209E+00 ,    -0.112752697626251E+00 ,     0.207968192317253E+01 ,     0.100482657326134E+00 , 
  12.16100 ,     0.708928158753941E-01 ,    -0.448636547534861E+00 ,    -0.571986434980135E-01 ,     0.228890544028008E-01 ,     0.159753001755605E+01 ,     0.412091497834979E-01 , 
  12.18100 ,     0.153028794070149E+00 ,    -0.394371445015035E+00 ,    -0.131244977293220E+00 ,     0.841717638727383E-01 ,     0.101938750300985E+01 ,     0.117708407665229E-01 , 
  12.20100 ,     0.139871349845013E+00 ,    -0.344534676749991E+00 ,    -0.943902150842098E-01 ,     0.659821431374744E-01 ,     0.382734316944441E+00 ,     0.175802076232709E-01 , 
  12.22100 ,     0.345458815500412E-01 ,    -0.333794775065963E+00 ,     0.540281426425365E-01 ,    -0.285268263384017E-01 ,    -0.271712663967907E+00 ,     0.604739020733707E-01 , 
  12.24100 ,    -0.150461626415636E+00 ,    -0.391764890483812E+00 ,     0.303484284902061E+00 ,    -0.188406004509968E+00 ,    -0.903142599760947E+00 ,     0.138541627862006E+00 , 
  12.26100 ,    -0.394629251232612E+00 ,    -0.539772046006262E+00 ,     0.633274314040962E+00 ,    -0.396071118603931E+00 ,    -0.147371282744547E+01 ,     0.246293276098061E+00 , 
  12.28100 ,    -0.671424780713416E+00 ,    -0.788425894445118E+00 ,     0.101442450732103E+01 ,    -0.629040970714626E+00 ,    -0.195128551930466E+01 ,     0.375146114158015E+00 , 
  12.30100 ,    -0.950844319098263E+00 ,    -0.113620910710830E+01 ,     0.141231976006930E+01 ,    -0.862091222077568E+00 ,    -0.231162718754253E+01 ,     0.514185820488213E+00 , 
  12.32100 ,    -0.120223436045031E+01 ,    -0.156921956857039E+01 ,     0.178981365857596E+01 ,    -0.106962890909065E+01 ,    -0.253990922497418E+01 ,     0.651131517408038E+00 , 
  12.34100 ,    -0.139714665252530E+01 ,    -0.206209165553534E+01 ,     0.211054242079720E+01 ,    -0.122807681113229E+01 ,    -0.263140985135991E+01 ,     0.773417721338135E+00 , 
  12.36100 ,    -0.151197573056435E+01 ,    -0.258001902800982E+01 ,     0.234215038416493E+01 ,    -0.131805903358583E+01 ,    -0.259138680690483E+01 ,     0.869296762900018E+00 , 
  12.38100 ,    -0.153015092608035E+01 ,    -0.308170365434282E+01 ,     0.245914579658198E+01 ,    -0.132619920015333E+01 ,    -0.243415990415763E+01 ,     0.928864475513090E+00 , 
  12.40100 ,    -0.144369577192852E+01 ,    -0.352297364942827E+01 ,     0.244514111804927E+01 ,    -0.124637847890080E+01 ,    -0.218150717812176E+01 ,     0.944919786985402E+00 , 
  12.42100 ,    -0.125402426203103E+01 ,    -0.386075295665908E+01 ,     0.229428849379269E+01 ,    -0.108034900528665E+01 ,    -0.186053248758710E+01 ,     0.913584488791592E+00 , 
  12.44100 ,    -0.971910363619278E+00 ,    -0.405703399355088E+01 ,     0.201179334807082E+01 ,    -0.837654817421001E+00 ,    -0.150120166079835E+01 ,     0.834631431967893E+00 , 
  12.46100 ,    -0.616638697195090E+00 ,    -0.408250274988654E+01 ,     0.161347068014094E+01 ,    -0.534872263781682E+00 ,    -0.113376566046865E+01 ,     0.711495689076743E+00 , 
  12.48100 ,    -0.214414267713823E+00 ,    -0.391949450476076E+01 ,     0.112439238749648E+01 ,    -0.194239861837286E+00 ,    -0.786291384996733E+00 ,     0.550971448433960E+00 , 
  12.50100 ,     0.203828357801766E+00 ,    -0.356401474662147E+01 ,     0.576752463043204E+00 ,     0.158201106696012E+00 ,    -0.482503933429407E+00 ,     0.362625043192624E+00 , 
  12.52100 ,     0.605026168902013E+00 ,    -0.302663910941368E+01 ,     0.714342115076779E-02 ,     0.494793622599650E+00 ,    -0.240110379589437E+00 ,     0.157979117776080E+00 , 
  12.54100 ,     0.956775707682777E+00 ,    -0.233220132550065E+01 ,    -0.546513857925450E+00 ,     0.788591782739775E+00 ,    -0.697276917351298E-01 ,    -0.504576507281706E-01 , 
  12.56100 ,     0.123007064603492E+01 ,    -0.151828116311328E+01 ,    -0.104811756171516E+01 ,     0.101562973532980E+01 ,     0.255191312198772E-01 ,    -0.250228290001208E+00 , 
  12.58100 ,     0.140175797613690E+01 ,    -0.632606263448263E+00 ,    -0.146633705752523E+01 ,     0.115694181073709E+01 ,     0.497231952358908E-01 ,    -0.429941052492228E+00 , 
  12.60100 ,     0.145650758347184E+01 ,     0.270425945536401E+00 ,    -0.177711759153185E+01 ,     0.120016580997271E+01 ,     0.132997719525912E-01 ,    -0.580170547330064E+00 , 
  12.62100 ,     0.138813269794862E+01 ,     0.113382530076571E+01 ,    -0.196552770012705E+01 ,     0.114059809761857E+01 ,    -0.684254279547521E-01 ,    -0.694169596659479E+00 , 
  12.64100 ,     0.120015461678244E+01 ,     0.190235293237482E+01 ,    -0.202679941130495E+01 ,     0.981616383576276E+00 ,    -0.176995820520756E+00 ,    -0.768332882296819E+00 , 
  12.66100 ,     0.905569290274250E+00 ,     0.252677721909762E+01 ,    -0.196648352822288E+01 ,     0.734439749226470E+00 ,    -0.292796086229759E+00 ,    -0.802376382839327E+00 , 
  12.68100 ,     0.525840356429957E+00 ,     0.296769335820515E+01 ,    -0.179972028507473E+01 ,     0.417250982582090E+00 ,    -0.397030660590261E+00 ,    -0.799222403401074E+00 , 
  12.70100 ,     0.892073427320354E-01 ,     0.319859407086267E+01 ,    -0.154970254712311E+01 ,     0.537589554990945E-01 ,    -0.473528302649031E+00 ,    -0.764606327745477E+00 , 
  12.72100 ,    -0.371546315840807E+00 ,     0.320794074061069E+01 ,    -0.124547778195567E+01 ,    -0.328675762627057E+00 ,    -0.510214327504485E+00 ,    -0.706445717164482E+00 , 
  12.74100 ,    -0.821677638725418E+00 ,     0.300006668489616E+01 ,    -0.919290324540059E+00 ,    -0.701194299434441E+00 ,    -0.500127497154570E+00 ,    -0.634032878867709E+00 , 
  12.76100 ,    -0.122720609578389E+01 ,     0.259484027098293E+01 ,    -0.603702349538894E+00 ,    -0.103569318826596E+01 ,    -0.441904000912111E+00 ,    -0.557126752784840E+00 , 
  12.78100 ,    -0.155754978928542E+01 ,     0.202611710075629E+01 ,    -0.328747485176634E+00 ,    -0.130699391668885E+01 ,    -0.339702091901368E+00 ,    -0.485027684906223E+00 , 
  12.80100 ,    -0.178786237925701E+01 ,     0.133910899923983E+01 ,    -0.119364105771077E+00 ,    -0.149475346259619E+01 ,    -0.202593041393568E+00 ,    -0.425718778146062E+00 , 
  12.82100 ,    -0.190088491613105E+01 ,     0.586884868210368E+00 ,     0.667303989614243E-02 ,    -0.158496494020103E+01 ,    -0.434924131689083E-01 ,    -0.385150138276722E+00 , 
  12.84100 ,    -0.188816938700637E+01 ,    -0.173712561179508E+00 ,     0.401512615553080E-01 ,    -0.157093357271257E+01 ,     0.122254024156115E+00 ,    -0.366728233945020E+00 , 
  12.86100 ,    -0.175058467386682E+01 ,    -0.886404989783369E+00 ,    -0.189618597883503E-01 ,    -0.145365821379742E+01 ,     0.278486589491703E+00 ,    -0.371053129840061E+00 , 
  12.88100 ,    -0.149807609269716E+01 ,    -0.149972511324343E+01 ,    -0.161720768143287E+00 ,    -0.124159865585372E+01 ,     0.409892006586662E+00 ,    -0.395923355949806E+00 , 
  12.90100 ,    -0.114871158103359E+01 ,    -0.197083575245308E+01 ,    -0.371192635498029E+00 ,    -0.949859736578588E+00 ,     0.503549403263538E+00 ,    -0.436603759427345E+00 , 
  12.92100 ,    -0.727105737429575E+00 ,    -0.226862417398381E+01 ,    -0.624135966973654E+00 ,    -0.598870542477806E+00 ,     0.550218021541981E+00 ,    -0.486328060811286E+00 , 
  12.94100 ,    -0.262362494864334E+00 ,    -0.237583645493170E+01 ,    -0.893208127988247E+00 ,    -0.212676929461333E+00 ,     0.545249941799230E+00 ,    -0.536987110557447E+00 , 
  12.96100 ,     0.214285771498981E+00 ,    -0.229009740206818E+01 ,    -0.114949923437242E+01 ,     0.183005059915951E+00 ,     0.489048531645998E+00 ,    -0.579937829555695E+00 , 
  12.98100 ,     0.671943330919654E+00 ,    -0.202375369199743E+01 ,    -0.136516474418469E+01 ,     0.562810763229712E+00 ,     0.387037239070851E+00 ,    -0.606857881151260E+00 , 
  13.00100 ,     0.108241643042886E+01 ,    -0.160257376771464E+01 ,    -0.151592435988320E+01 ,     0.903656755363623E+00 ,     0.249149609933035E+00 ,    -0.610568057056421E+00 , 
  13.02100 ,     0.142228744338199E+01 ,    -0.106342961753955E+01 ,    -0.158321056200542E+01 ,     0.118642365114786E+01 ,     0.888957405888750E-01 ,    -0.585748329827381E+00 , 
  13.04100 ,     0.167453467327544E+01 ,    -0.451165359837846E+00 ,    -0.155578451950144E+01 ,     0.139726057326186E+01 ,    -0.779012450799538E-01 ,    -0.529484059443953E+00 , 
  13.06100 ,     0.182957604296403E+01 ,     0.185080852685282E+00 ,    -0.143068690725433E+01 ,     0.152841453605321E+01 ,    -0.234576081613872E+00 ,    -0.441594887675810E+00 , 
  13.08100 ,     0.188566571236959E+01 ,     0.795796500658548E+00 ,    -0.121345166204039E+01 ,     0.157852990630176E+01 ,    -0.365159815534887E+00 ,    -0.324718880315565E+00 , 
  13.10100 ,     0.184862847621440E+01 ,     0.133493801464940E+01 ,    -0.917576414892235E+00 ,     0.155240874171030E+01 ,    -0.455842047549773E+00 ,    -0.184146621508577E+00 , 
  13.12100 ,     0.173097282114501E+01 ,     0.176339336000555E+01 ,    -0.563308379983227E+00 ,     0.146026827882685E+01 ,    -0.496222527857138E+00 ,    -0.274222062571906E-01 , 
  13.14100 ,     0.155047505052255E+01 ,     0.205179776488742E+01 ,    -0.175863151675727E+00 ,     0.131657332888254E+01 ,    -0.480239246621745E+00 ,     0.136251575625281E+00 , 
  13.16100 ,     0.132836965003102E+01 ,     0.218249574744692E+01 ,     0.216758877194011E+00 ,     0.113855542858862E+01 ,    -0.406691780471751E+00 ,     0.296749903342263E+00 , 
  13.18100 ,     0.108731160753659E+01 ,     0.215051751941501E+01 ,     0.586161849999066E+00 ,     0.944554549805162E+00 ,    -0.279317241410337E+00 ,     0.443838908304421E+00 , 
  13.20100 ,     0.849292338830669E+00 ,     0.196352180907783E+01 ,     0.905938853067276E+00 ,     0.752331161986642E+00 ,    -0.106418066180844E+00 ,     0.567993913993207E+00 , 
  13.22100 ,     0.633691096023876E+00 ,     0.164074293154868E+01 ,     0.115384539938973E+01 ,     0.577495666328494E+00 ,     0.999178210963522E-01 ,     0.661152740622447E+00 , 
  13.24100 ,     0.455628477366095E+00 ,     0.121106030945575E+01 ,     0.131357863081532E+01 ,     0.432188969269025E+00 ,     0.324927027210148E+00 ,     0.717340945764395E+00 , 
