  0.00000E+00 -0.37258E-02 -0.00000E+00  0.37258E-02
  0.50000E-01 -0.26670E-02 -0.00000E+00  0.26670E-02
  0.10000E+00  0.29122E-03 -0.00000E+00  0.29122E-03
  0.15000E+00  0.45335E-02 -0.00000E+00  0.45335E-02
  0.20000E+00  0.91818E-02 -0.00000E+00  0.91818E-02
  0.25000E+00  0.13286E-01 -0.00000E+00  0.13286E-01
  0.30000E+00  0.16008E-01 -0.00000E+00  0.16008E-01
  0.35000E+00  0.16794E-01  0.18133E-01  0.13391E-02
  0.40000E+00  0.15470E-01  0.30880E-01  0.15410E-01
  0.45000E+00  0.12247E-01  0.25880E-01  0.13633E-01
  0.50000E+00  0.76530E-02  0.14562E-01  0.69091E-02
  0.55000E+00  0.23950E-02  0.19720E-02  0.42295E-03
  0.60000E+00 -0.27994E-02 -0.95524E-02  0.67531E-02
  0.65000E+00 -0.73309E-02 -0.17451E-01  0.10120E-01
  0.70000E+00 -0.10833E-01 -0.19505E-01  0.86718E-02
  0.75000E+00 -0.13211E-01 -0.16108E-01  0.28971E-02
  0.80000E+00 -0.14612E-01 -0.10864E-01  0.37481E-02
  0.85000E+00 -0.15350E-01 -0.69628E-02  0.83876E-02
  0.90000E+00 -0.15792E-01 -0.74050E-02  0.83867E-02
  0.95000E+00 -0.16251E-01 -0.13273E-01  0.29781E-02
  0.10000E+01 -0.16913E-01 -0.21786E-01  0.48729E-02
  0.10500E+01 -0.17802E-01 -0.29588E-01  0.11786E-01
  0.11000E+01 -0.18791E-01 -0.32404E-01  0.13613E-01
  0.11500E+01 -0.19659E-01 -0.28136E-01  0.84779E-02
  0.12000E+01 -0.20161E-01 -0.18138E-01  0.20230E-02
  0.12500E+01 -0.20106E-01 -0.62336E-02  0.13873E-01
  0.13000E+01 -0.19400E-01  0.67360E-03  0.20074E-01
  0.13500E+01 -0.18073E-01 -0.34528E-02  0.14621E-01
  0.14000E+01 -0.16264E-01 -0.17349E-01  0.10846E-02
  0.14500E+01 -0.14180E-01 -0.32977E-01  0.18796E-01
  0.15000E+01 -0.12050E-01 -0.38964E-01  0.26914E-01
  0.15500E+01 -0.10070E-01 -0.26761E-01  0.16691E-01
  0.16000E+01 -0.83727E-02 -0.40637E-02  0.43090E-02
  0.16500E+01 -0.70146E-02  0.13488E-01  0.20503E-01
  0.17000E+01 -0.59852E-02  0.18672E-01  0.24657E-01
  0.17500E+01 -0.52309E-02  0.11378E-01  0.16609E-01
  0.18000E+01 -0.46859E-02 -0.34899E-02  0.11960E-02
  0.18500E+01 -0.42964E-02 -0.18400E-01  0.14104E-01
  0.19000E+01 -0.40357E-02 -0.26954E-01  0.22918E-01
  0.19500E+01 -0.39029E-02 -0.25644E-01  0.21741E-01
  0.20000E+01 -0.39104E-02 -0.14841E-01  0.10931E-01
  0.20500E+01 -0.40659E-02  0.16298E-02  0.56958E-02
  0.21000E+01 -0.43548E-02  0.16741E-01  0.21095E-01
