 Q (1/Ang),S-S  ,S-F  ,F-F  
  11.31007 ,    -0.132399187788519E-01 ,    -0.287260261813493E+00 ,    -0.385462328938379E-01 , 
  11.33007 ,    -0.228018697125655E-01 ,    -0.278595623430382E+00 ,    -0.323413473981522E-01 , 
  11.35007 ,    -0.322487891835517E-01 ,    -0.269466459434408E+00 ,    -0.260856645651625E-01 , 
  11.37007 ,    -0.413964007382198E-01 ,    -0.259959635118055E+00 ,    -0.198287173285636E-01 , 
  11.39007 ,    -0.500630657075190E-01 ,    -0.250169554519909E+00 ,    -0.136204419508506E-01 , 
  11.41007 ,    -0.580739415952414E-01 ,    -0.240196105660451E+00 ,    -0.751000726935058E-02 , 
  11.43007 ,    -0.652650333705065E-01 ,    -0.230142403242603E+00 ,    -0.154463375660602E-02 , 
  11.45007 ,    -0.714870330998547E-01 ,    -0.220112387741001E+00 ,     0.423156410084120E-02 , 
  11.47007 ,    -0.766088478033567E-01 ,    -0.210208344780195E+00 ,     0.977867858191603E-02 , 
  11.49008 ,    -0.805223606227713E-01 ,    -0.200523643592132E+00 ,     0.150645907625895E-01 , 
  11.51008 ,    -0.831378496889021E-01 ,    -0.191159552141543E+00 ,     0.200554270463908E-01 , 
  11.53008 ,    -0.843978652325068E-01 ,    -0.182193814134333E+00 ,     0.247321742214084E-01 , 
  11.55008 ,    -0.842702057715254E-01 ,    -0.173698051693335E+00 ,     0.290805338499271E-01 , 
  11.57008 ,    -0.827509922823190E-01 ,    -0.165730986038406E+00 ,     0.330940126842003E-01 , 
  11.59008 ,    -0.798647979786926E-01 ,    -0.158336866190324E+00 ,     0.367740969462307E-01 , 
  11.61008 ,    -0.756640950514456E-01 ,    -0.151544248519820E+00 ,     0.401302118393137E-01 , 
  11.63008 ,    -0.702280314627799E-01 ,    -0.145365164672062E+00 ,     0.431794633744529E-01 , 
  11.65008 ,    -0.636605688053462E-01 ,    -0.139794705063288E+00 ,     0.459461657131473E-01 , 
  11.67008 ,    -0.560880293557824E-01 ,    -0.134811033967663E+00 ,     0.484611633435716E-01 , 
  11.69008 ,    -0.476561162863099E-01 ,    -0.130375840502183E+00 ,     0.507609633432765E-01 , 
  11.71008 ,    -0.385264850889168E-01 ,    -0.126435217905794E+00 ,     0.528866985650556E-01 , 
  11.73008 ,    -0.288729562075079E-01 ,    -0.122920951733112E+00 ,     0.548829476489792E-01 , 
  11.75008 ,    -0.188774683172718E-01 ,    -0.119752186277865E+00 ,     0.567964421616025E-01 , 
  11.77008 ,    -0.872587836255414E-02 ,    -0.116837428028673E+00 ,     0.586746947597615E-01 , 
  11.79008 ,     0.139628183071653E-02 ,    -0.114076835540667E+00 ,     0.605645849598723E-01 , 
  11.81008 ,     0.113079819234457E-01 ,    -0.111364737050757E+00 ,     0.625109407782149E-01 , 
  11.83008 ,     0.208366944354403E-01 ,    -0.108592310704013E+00 ,     0.645551551353749E-01 , 
  11.85008 ,     0.298221186361800E-01 ,    -0.105650357580227E+00 ,     0.667338754606583E-01 , 
  11.87008 ,     0.381195328270533E-01 ,    -0.102432094949709E+00 ,     0.690778033926742E-01 , 
  11.89008 ,     0.456026918671775E-01 ,    -0.988358964272080E-01 ,     0.716106388841436E-01 , 
  11.91008 ,     0.521662000751931E-01 ,    -0.947679069576816E-01 ,     0.743481994463340E-01 , 
  11.93009 ,     0.577298238171575E-01 ,    -0.901420007124653E-01 ,     0.772992686855673E-01 , 
  11.95009 ,     0.622290505024819E-01 ,    -0.848914680018100E-01 ,     0.804591310043071E-01 , 
  11.97009 ,     0.656323539670446E-01 ,    -0.789570476346601E-01 ,     0.838182023874420E-01 , 
  11.99009 ,     0.679294274822019E-01 ,    -0.722973366514072E-01 ,     0.873562664724935E-01 , 
  12.01009 ,     0.691334948351200E-01 ,    -0.648877090405983E-01 ,     0.910441719786989E-01 , 
  12.03009 ,     0.692799934894344E-01 ,    -0.567209722554105E-01 ,     0.948443526022677E-01 , 
  12.05009 ,     0.684247163205346E-01 ,    -0.478075791280105E-01 ,     0.987115796946332E-01 , 
  12.07009 ,     0.666414762308991E-01 ,    -0.381753912439225E-01 ,     0.102593930058348E+00 , 
  12.09009 ,     0.640193707000440E-01 ,    -0.278690019474417E-01 ,     0.106433945223530E+00 , 
  12.11009 ,     0.606597336978505E-01 ,    -0.169486390008126E-01 ,     0.110169953207784E+00 , 
  12.13009 ,     0.566728700936276E-01 ,    -0.548867818292181E-02 ,     0.113737519166770E+00 , 
  12.15009 ,     0.521746725109681E-01 ,     0.642419052604823E-02 ,     0.117070987642447E+00 , 
  12.17009 ,     0.472832223820745E-01 ,     0.186930933565934E-01 ,     0.120105076418293E+00 , 
  12.19009 ,     0.421154757071589E-01 ,     0.312133412125670E-01 ,     0.122776480374442E+00 , 
  12.21009 ,     0.367841297792022E-01 ,     0.438749715635070E-01 ,     0.125025443249391E+00 , 
  12.23009 ,     0.313947600361658E-01 ,     0.565653948872067E-01 ,     0.126797255876068E+00 , 
  12.25009 ,     0.260433064820415E-01 ,     0.691720744525424E-01 ,     0.128043641253642E+00 , 
  12.27009 ,     0.208139770837099E-01 ,     0.815851678858190E-01 ,     0.128723989695817E+00 , 
  12.29009 ,     0.157776215807434E-01 ,     0.937000606002165E-01 ,     0.128806411184385E+00 , 
  12.31009 ,     0.109906136759670E-01 ,     0.105419724730493E+00 ,     0.128268576848062E+00 , 
  12.33009 ,     0.649426308615768E-02 ,     0.116656842592406E+00 ,     0.127098327050121E+00 , 
  12.35009 ,     0.231476193503882E-02 ,     0.127335640716121E+00 ,     0.125294029751672E+00 , 
  12.37010 ,    -0.153819024542976E-02 ,     0.137398253799115E+00 ,     0.122863311251750E+00 , 
  12.39010 ,    -0.506289197148393E-02 ,     0.146786049351379E+00 ,     0.119828069465367E+00 , 
  12.41010 ,    -0.827578092805221E-02 ,     0.155470569540751E+00 ,     0.116216749255655E+00 , 
  12.43010 ,    -0.112017643356153E-01 ,     0.163433394652902E+00 ,     0.112068228357585E+00 , 
  12.45010 ,    -0.138741066112087E-01 ,     0.170671241608724E+00 ,     0.107429859847795E+00 , 
  12.47010 ,    -0.163320687444802E-01 ,     0.177195470165666E+00 ,     0.102356368580170E+00 , 
  12.49010 ,    -0.186183942344145E-01 ,     0.183031205503213E+00 ,     0.969085710114303E-01 , 
  12.51010 ,    -0.207767326866790E-01 ,     0.188216107594302E+00 ,     0.911519521490250E-01 , 
  12.53010 ,    -0.228490934769792E-01 ,     0.192798827216651E+00 ,     0.851551370576708E-01 , 
  12.55010 ,    -0.248734202258781E-01 ,     0.196837196690130E+00 ,     0.789882970418417E-01 , 
  12.57010 ,    -0.268813722633731E-01 ,     0.200396210215591E+00 ,     0.727215322087373E-01 , 
  12.59010 ,    -0.288963919357807E-01 ,     0.203545853857704E+00 ,     0.664232725695130E-01 , 
  12.61010 ,    -0.309321267569601E-01 ,     0.206358848627594E+00 ,     0.601587391474459E-01 , 
  12.63010 ,    -0.329912633432601E-01 ,     0.208908371700329E+00 ,     0.539885047534957E-01 , 
  12.65010 ,    -0.350648161778445E-01 ,     0.211265820520604E+00 ,     0.479671912168284E-01 , 
  12.67010 ,    -0.371318989637761E-01 ,     0.213498682434039E+00 ,     0.421423360040076E-01 , 
  12.69010 ,    -0.391599901282168E-01 ,     0.215668568610509E+00 ,     0.365534564364126E-01 , 
  12.71010 ,    -0.411056874432555E-01 ,     0.217829465528763E+00 ,     0.312313342552919E-01 , 
  12.73010 ,    -0.429159302558282E-01 ,     0.220026250342713E+00 ,     0.261975372418478E-01 , 
  12.75010 ,    -0.445296519907569E-01 ,     0.222293508263774E+00 ,     0.214641881453019E-01 , 
  12.77010 ,    -0.458798109083957E-01 ,     0.224654680918745E+00 ,     0.170339844849556E-01 , 
  12.79010 ,    -0.468957340285939E-01 ,     0.227121564753147E+00 ,     0.129004660581482E-01 , 
  12.81011 ,    -0.475058897123359E-01 ,     0.229695479524928E+00 ,     0.904666131191702E-02 , 
  12.83011 ,    -0.476395995140520E-01 ,     0.232362279806784E+00 ,     0.545337330177888E-02 , 
  12.85011 ,    -0.472317160699629E-01 ,     0.235100641386112E+00 ,     0.208856916808511E-02 , 
  12.87011 ,    -0.462239209442564E-01 ,     0.237877849119786E+00 ,    -0.108368561376016E-02 , 
  12.89011 ,    -0.445677727817154E-01 ,     0.240652233236177E+00 ,    -0.410397962027651E-02 , 
  12.91011 ,    -0.422271254277543E-01 ,     0.243374599247162E+00 ,    -0.701620620726068E-02 , 
  12.93011 ,    -0.391802429925415E-01 ,     0.245989866281554E+00 ,    -0.986614460382337E-02 , 
  12.95011 ,    -0.354215349969623E-01 ,     0.248438862882843E+00 ,    -0.127000101206964E-01 , 
  12.97011 ,    -0.309628457790620E-01 ,     0.250660225463525E+00 ,    -0.155630125989210E-01 , 
  12.99011 ,    -0.258342455557635E-01 ,     0.252592342395292E+00 ,    -0.184979615339440E-01 , 
  13.01011 ,    -0.200842855270592E-01 ,     0.254175286183315E+00 ,    -0.215439545798828E-01 , 
  13.03011 ,    -0.137796957227273E-01 ,     0.255352677318287E+00 ,    -0.247351834283876E-01 , 
  13.05011 ,    -0.700452142634031E-02 ,     0.256073426167939E+00 ,    -0.280998874521724E-01 , 
  13.07011 ,     0.141288558461320E-03 ,     0.256293303559394E+00 ,    -0.316594811150287E-01 , 
  13.09011 ,     0.754381134655550E-02 ,     0.255976296371004E+00 ,    -0.354278761089353E-01 , 
  13.11011 ,     0.150775502494790E-01 ,     0.255095711314584E+00 ,    -0.394110136325297E-01 , 
  13.13011 ,     0.226082439023081E-01 ,     0.253634997930707E+00 ,    -0.436066163340482E-01 , 
  13.15011 ,     0.299960088847357E-01 ,     0.251588270399545E+00 ,    -0.480041633739523E-01 , 
  13.17011 ,     0.370987293024494E-01 ,     0.248960516827217E+00 ,    -0.525850859889239E-01 , 
  13.19011 ,     0.437755981579287E-01 ,     0.245767493931827E+00 ,    -0.573231750288328E-01 , 
  13.21011 ,     0.498907095268124E-01 ,     0.242035314250328E+00 ,    -0.621851863539630E-01 , 
  13.23011 ,     0.553165977635601E-01 ,     0.237799741848615E+00 ,    -0.671316248722997E-01 , 
  13.25012 ,     0.599397119970873E-01 ,     0.233102767114059E+00 ,    -0.721201784077104E-01 , 
  13.27012 ,     0.636547006064942E-01 ,     0.228001024913571E+00 ,    -0.770967869297949E-01 , 
  13.29012 ,     0.663811267087624E-01 ,     0.222550266654837E+00 ,    -0.820118014278720E-01 , 
  13.31012 ,     0.680561024740399E-01 ,     0.216812989303307E+00 ,    -0.868112322551731E-01 , 
  13.33012 ,     0.686386462257897E-01 ,     0.210854533124277E+00 ,    -0.914404951024351E-01 , 
  13.35012 ,     0.681109550263345E-01 ,     0.204741358706265E+00 ,    -0.958456670822635E-01 , 
  13.37012 ,     0.664790717104255E-01 ,     0.198539317170075E+00 ,    -0.999747069974612E-01 , 
  13.39012 ,     0.637729220855652E-01 ,     0.192311963517421E+00 ,    -0.103778608482479E+00 , 
  13.41012 ,     0.600457163044864E-01 ,     0.186118961045156E+00 ,    -0.107212457219328E+00 , 
  13.43012 ,     0.553727269939181E-01 ,     0.180014621344428E+00 ,    -0.110236366692426E+00 , 
  13.45012 ,     0.498494750354436E-01 ,     0.174046619738575E+00 ,    -0.112816270854349E+00 , 
  13.47012 ,     0.435893713847460E-01 ,     0.168254920245484E+00 ,    -0.114924556502845E+00 , 
  13.49012 ,     0.367208794538351E-01 ,     0.162670937466143E+00 ,    -0.116540522982551E+00 , 
  13.51012 ,     0.293842768737629E-01 ,     0.157316955412535E+00 ,    -0.117650661877333E+00 , 
  13.53012 ,     0.217281074641111E-01 ,     0.152205815424485E+00 ,    -0.118248754501657E+00 , 
  13.55012 ,     0.139054235882232E-01 ,     0.147340877226998E+00 ,    -0.118335790082335E+00 , 
  13.57012 ,     0.606992547668463E-02 ,     0.142716249091296E+00 ,    -0.117919712400137E+00 , 
  13.59012 ,    -0.162789264900629E-02 ,     0.138317275224658E+00 ,    -0.117015007197853E+00 , 
  13.61012 ,    -0.904447983590180E-02 ,     0.134121261156191E+00 ,    -0.115642146733001E+00 , 
  13.63012 ,    -0.160467425178387E-01 ,     0.130098411219837E+00 ,    -0.113826911351757E+00 , 
  13.65012 ,    -0.225152354506184E-01 ,     0.126212946451026E+00 ,    -0.111599610796199E+00 , 
  13.67013 ,    -0.283496805965721E-01 ,     0.122422489201676E+00 ,    -0.108992838842470E+00 , 
  13.69013 ,    -0.334599072338161E-01 ,     0.118686953232410E+00 ,    -0.106045973610518E+00 , 
  13.71013 ,    -0.377851396432162E-01 ,     0.114958638999483E+00 ,    -0.102796407147236E+00 , 
  13.73013 ,    -0.412830860191273E-01 ,     0.111191280411668E+00 ,    -0.992836656731474E-01 , 
  13.75013 ,    -0.439335150709150E-01 ,     0.107339550921813E+00 ,    -0.955473053085355E-01 , 
  13.77013 ,    -0.457381072858701E-01 ,     0.103360418359828E+00 ,    -0.916260717951596E-01 , 
  13.79013 ,    -0.467196726007360E-01 ,     0.992143948952637E-01 ,    -0.875571342639188E-01 , 
  13.81013 ,    -0.469207624298566E-01 ,     0.948666474001842E-01 ,    -0.833754113162274E-01 , 
  13.83013 ,    -0.464017221974820E-01 ,     0.902879383841256E-01 ,    -0.791130042642526E-01 , 
  13.85013 ,    -0.452382473590814E-01 ,     0.854553733900277E-01 ,    -0.747987486076760E-01 , 
  13.87013 ,    -0.435185208583708E-01 ,     0.803529370869334E-01 ,    -0.704578908352005E-01 , 
  13.89013 ,    -0.413400225941056E-01 ,     0.749718070698147E-01 ,    -0.661118935547883E-01 , 
  13.91013 ,    -0.388061113736017E-01 ,     0.693104413665808E-01 ,    -0.617783679051395E-01 , 
  13.93013 ,    -0.360224866991034E-01 ,     0.633744426412227E-01 ,    -0.574711283062510E-01 , 
  13.95013 ,    -0.330936413495263E-01 ,     0.571762088573808E-01 ,    -0.532003609857611E-01 , 
  13.97013 ,    -0.301194159623547E-01 ,     0.507343865250519E-01 ,    -0.489728944762405E-01 , 
  13.99013 ,    -0.271917636683054E-01 ,     0.440731484070275E-01 ,    -0.447925575087647E-01 , 
  14.01013 ,    -0.243918263672006E-01 ,     0.372213225443905E-01 ,    -0.406606075057802E-01 , 
  14.03013 ,    -0.217874146398927E-01 ,     0.302114035313221E-01 ,    -0.365762112586036E-01 , 
  14.05013 ,    -0.194309708460986E-01 ,     0.230784800177823E-01 ,    -0.325369583990757E-01 , 
  14.07013 ,    -0.173580800268175E-01 ,     0.158591143663434E-01 ,    -0.285393879571823E-01 , 
  14.09013 ,    -0.155865762546994E-01 ,     0.859021119343626E-02 ,    -0.245795086321339E-01 , 
  14.11014 ,    -0.141156114889402E-01 ,     0.130427250333469E-02 ,    -0.206513390518756E-01 , 
  14.13014 ,    -0.129288033859768E-01 ,    -0.595707499516689E-02 ,    -0.167551973045016E-01 , 
  14.15014 ,    -0.119908276194515E-01 ,    -0.131659063299494E-01 ,    -0.128863228299260E-01 , 
  14.17014 ,    -0.112520877056684E-01 ,    -0.202942515665496E-01 ,    -0.904307236653355E-02 , 
  14.19014 ,    -0.106500338429013E-01 ,    -0.273184225195199E-01 ,    -0.522519968404849E-02 , 
  14.21014 ,    -0.101117701764274E-01 ,    -0.342195332307820E-01 ,    -0.143402213308234E-02 , 
  14.23014 ,    -0.955705890282966E-02 ,    -0.409838410573106E-01 ,     0.232750024101579E-02 , 
  14.25014 ,    -0.890162610035869E-02 ,    -0.476029003836946E-01 ,     0.605477279271353E-02 , 
  14.27014 ,    -0.806066381425135E-02 ,    -0.540735270674535E-01 ,     0.974165814412017E-02 , 
  14.29014 ,    -0.695241572053532E-02 ,    -0.603975777896929E-01 ,     0.133806453668856E-01 , 
  14.31014 ,    -0.550172987906841E-02 ,    -0.665815543329340E-01 ,     0.169630872771640E-01 , 
  14.33014 ,    -0.364346180593040E-02 ,    -0.726360482631268E-01 ,     0.204794942711813E-01 , 
  14.35014 ,    -0.132561438155444E-02 ,    -0.785750463898678E-01 ,     0.239198712027728E-01 , 
  14.37014 ,     0.148789210762228E-02 ,    -0.844151215729532E-01 ,     0.272740823828259E-01 , 
  14.39014 ,     0.481491639639251E-02 ,    -0.901745368137133E-01 ,     0.305322289062155E-01 , 
  14.41014 ,     0.865334259781282E-02 ,    -0.958722930220067E-01 ,     0.336850222084046E-01 , 
  14.43014 ,     0.129799441372674E-01 ,    -0.101527152320172E+00 ,     0.367241380263551E-01 , 
  14.45014 ,     0.177499148760270E-01 ,    -0.107156669200490E+00 ,     0.396425357725951E-01 , 
  14.47014 ,     0.228970973013892E-01 ,    -0.112776261291751E+00 ,     0.424347296947701E-01 , 
  14.49014 ,     0.283349167987412E-01 ,    -0.118398349943717E+00 ,     0.450970000359723E-01 , 
  14.51014 ,     0.339580096443237E-01 ,    -0.124031598366128E+00 ,     0.476275346684252E-01 , 
  14.53014 ,     0.396445110971311E-01 ,    -0.129680271749985E+00 ,     0.500264942661010E-01 , 
  14.55015 ,     0.452617146876106E-01 ,    -0.135346574446578E+00 ,     0.522970998821322E-01 , 
  14.57015 ,     0.506582915174308E-01 ,    -0.141018973996021E+00 ,     0.544410626068571E-01 , 
  14.59015 ,     0.556851132400144E-01 ,    -0.146689025432649E+00 ,     0.564652121318952E-01 , 
  14.61015 ,     0.601881112519633E-01 ,    -0.152340053936669E+00 ,     0.583766431680036E-01 , 
  14.63015 ,     0.640155395314006E-01 ,    -0.157950161160652E+00 ,     0.601835635875211E-01 , 
  14.65015 ,     0.670224947068942E-01 ,    -0.163492571982941E+00 ,     0.618949189676649E-01 , 
  14.67015 ,     0.690753998128838E-01 ,    -0.168936139395210E+00 ,     0.635199729306232E-01 , 
  14.69015 ,     0.700563199879673E-01 ,    -0.174245992163780E+00 ,     0.650678576552663E-01 , 
  14.71015 ,     0.698669809945679E-01 ,    -0.179384305668935E+00 ,     0.665471102800506E-01 , 
  14.73015 ,     0.684323678399614E-01 ,    -0.184311172743713E+00 ,     0.679652117372642E-01 , 
  14.75015 ,     0.657037908072547E-01 ,    -0.188985548506084E+00 ,     0.693281448251927E-01 , 
  14.77015 ,     0.616613196025415E-01 ,    -0.193366241183142E+00 ,     0.706399880250162E-01 , 
  14.79015 ,     0.563155027334945E-01 ,    -0.197412919813695E+00 ,     0.719025607096490E-01 , 
  14.81015 ,     0.497083082084588E-01 ,    -0.201087109508301E+00 ,     0.731151339967484E-01 , 
  14.83015 ,     0.419132426600505E-01 ,    -0.204353145637470E+00 ,     0.742742196095628E-01 , 
  14.85015 ,     0.330346284679487E-01 ,    -0.207179059874727E+00 ,     0.753734467850652E-01 , 
  14.87015 ,     0.232060417510898E-01 ,    -0.209537373381164E+00 ,     0.764035345809334E-01 , 
  14.89015 ,     0.125879375619431E-01 ,    -0.211405775496587E+00 ,     0.773523639654557E-01 , 
  14.91015 ,     0.136451157827655E-02 ,    -0.212767669993299E+00 ,     0.782051509205761E-01 , 
  14.93015 ,    -0.102601306047710E-01 ,    -0.213612575127878E+00 ,     0.789447185477175E-01 , 
  14.95015 ,    -0.220664054538083E-01 ,    -0.213936368256567E+00 ,     0.795518629415348E-01 , 
  14.97015 ,    -0.338241759533471E-01 ,    -0.213741370514644E+00 ,     0.800058044911476E-01 , 
  14.99016 ,    -0.453036715078124E-01 ,    -0.213035793935965E+00 ,     0.802848053410592E-01 , 
  15.01016 ,    -0.562581913155357E-01 ,    -0.211835180522847E+00 ,     0.803662832106224E-01 , 
  15.03016 ,    -0.664643223147809E-01 ,    -0.210159900399577E+00 ,     0.802282952676082E-01 , 
  15.05016 ,    -0.757042739319510E-01 ,    -0.208035807190621E+00 ,     0.798495370046249E-01 , 
  15.07016 ,    -0.837770650403489E-01 ,    -0.205493390652810E+00 ,     0.792101921374850E-01 , 
  15.09016 ,    -0.905035379919022E-01 ,    -0.202567060806241E+00 ,     0.782925857798065E-01 , 
  15.11016 ,    -0.957308927525380E-01 ,    -0.199294359845202E+00 ,     0.770818063953130E-01 , 
  15.13016 ,    -0.993366184151058E-01 ,    -0.195715125733287E+00 ,     0.755662775550541E-01 , 
  15.15016 ,    -0.101231714606406E+00 ,    -0.191870632158779E+00 ,     0.737382616757912E-01 , 
  15.17016 ,    -0.101363113563802E+00 ,    -0.187802729510841E+00 ,     0.715942796181348E-01 , 
  15.19016 ,    -0.997152344361226E-01 ,    -0.183553010749840E+00 ,     0.691354322308770E-01 , 
  15.21016 ,    -0.963106240958431E-01 ,    -0.179162024526807E+00 ,     0.663676125779116E-01 , 
  15.23016 ,    -0.912096628113838E-01 ,    -0.174668555720810E+00 ,     0.633016005988170E-01 , 
  15.25016 ,    -0.845093378585078E-01 ,    -0.170108990792939E+00 ,     0.599530352448664E-01 , 
  15.27016 ,    -0.763411128672316E-01 ,    -0.165516782103144E+00 ,     0.563422626013350E-01 , 
  15.29016 ,    -0.668679447241158E-01 ,    -0.160922021716894E+00 ,     0.524940620511667E-01 , 
  15.31016 ,    -0.562805225168272E-01 ,    -0.156351131368360E+00 ,     0.484372560483046E-01 , 
  15.33016 ,    -0.447928236935608E-01 ,    -0.151826671277134E+00 ,     0.442042124458895E-01 , 
  15.35016 ,    -0.326371007444446E-01 ,    -0.147367266569664E+00 ,     0.398302514634048E-01 , 
  15.37016 ,    -0.200584267965711E-01 ,    -0.142987646264878E+00 ,     0.353529721829766E-01 , 
  15.39016 ,    -0.730894013507698E-02 ,    -0.138698786269322E+00 ,     0.308115158534560E-01 , 
  15.41016 ,     0.535806449752314E-02 ,    -0.134508144702730E+00 ,     0.262457851790501E-01 , 
  15.43017 ,     0.177000910395634E-01 ,    -0.130417957129289E+00 ,     0.216933755069163E-01 , 
  15.45017 ,     0.294666811309039E-01 ,    -0.126433735844757E+00 ,     0.171978636880275E-01 , 
  15.47017 ,     0.404420655177495E-01 ,    -0.122552423319049E+00 ,     0.127943409383490E-01 , 
  15.49017 ,     0.504252109054392E-01 ,    -0.118771065422893E+00 ,     0.851779707679369E-02 , 
  15.51017 ,     0.592405553362719E-01 ,    -0.115085191965434E+00 ,     0.440015137733249E-02 , 
  15.53017 ,     0.667417982584699E-01 ,    -0.111489255510163E+00 ,     0.469643986540643E-03 , 
  15.55017 ,     0.728149232521988E-01 ,    -0.107977041639922E+00 ,    -0.324967832183682E-02 , 
  15.57017 ,     0.773803810838733E-01 ,    -0.104542035566924E+00 ,    -0.673836866393599E-02 , 
  15.59017 ,     0.803943834013735E-01 ,    -0.101177732305627E+00 ,    -0.998186847537114E-02 , 
  15.61017 ,     0.818492812612633E-01 ,    -0.978778803757684E-01 ,    -0.129706708227565E-01 , 
  15.63017 ,     0.817730271363135E-01 ,    -0.946366520769316E-01 ,    -0.157003550930674E-01 , 
  15.65017 ,     0.802277434158766E-01 ,    -0.914487366613401E-01 ,    -0.181714931774841E-01 , 
  15.67017 ,     0.773074440168622E-01 ,    -0.883093561084248E-01 ,    -0.203894308747397E-01 , 
  15.69017 ,     0.731349779268933E-01 ,    -0.852142065508816E-01 ,    -0.223639517289554E-01 , 
  15.71017 ,     0.678582837033625E-01 ,    -0.821593315969883E-01 ,    -0.241088337862150E-01 , 
  15.73017 ,     0.616460616104932E-01 ,    -0.791409367232332E-01 ,    -0.256413127071148E-01 , 
  15.75017 ,     0.546829847222628E-01 ,    -0.761551564698216E-01 ,    -0.269814672233663E-01 , 
  15.77017 ,     0.471645815691773E-01 ,    -0.731977882675125E-01 ,    -0.281515450014776E-01 , 
  15.79017 ,     0.392919304744776E-01 ,    -0.702640082819196E-01 ,    -0.291752485162871E-01 , 
  15.81017 ,     0.312663094269498E-01 ,    -0.673480856240746E-01 ,    -0.300770014984316E-01 , 
  15.83017 ,     0.232839450978349E-01 ,    -0.644431116075277E-01 ,    -0.308812168768869E-01 , 
  15.85017 ,     0.155310004623042E-01 ,    -0.615407604183316E-01 ,    -0.316115868827676E-01 , 
  15.87018 ,     0.817538314163341E-02 ,    -0.586296380791969E-01 ,    -0.322907451306777E-01 , 
  15.89018 ,     0.137710247423209E-02 ,    -0.557009720526067E-01 ,    -0.329383280794573E-01 , 
  15.91018 ,    -0.473745818567150E-02 ,    -0.527398316053959E-01 ,    -0.335724652707087E-01 , 
  15.93018 ,    -0.100634133065082E-01 ,    -0.497309594909496E-01 ,    -0.342079685214076E-01 , 
  15.95018 ,    -0.145232844050140E-01 ,    -0.466574297937747E-01 ,    -0.348563444182739E-01 , 
  15.97018 ,    -0.180683198511084E-01 ,    -0.435008484616594E-01 ,    -0.355255663274308E-01 , 
  15.99018 ,    -0.206789902404867E-01 ,    -0.402416438060217E-01 ,    -0.362199611550163E-01 , 
  16.01018 ,    -0.223646574343840E-01 ,    -0.368594428241951E-01 ,    -0.369402121426218E-01 , 
  16.03018 ,    -0.231624380819906E-01 ,    -0.333335257268619E-01 ,    -0.376834755305014E-01 , 
  16.05018 ,    -0.231353043681567E-01 ,    -0.296433477676663E-01 ,    -0.384436055663147E-01 , 
  16.07018 ,    -0.223694852702735E-01 ,    -0.257691144874371E-01 ,    -0.392114791773267E-01 , 
  16.09018 ,    -0.209712502098600E-01 ,    -0.216923939107774E-01 ,    -0.399754087525979E-01 , 
  16.11018 ,    -0.190631731514485E-01 ,    -0.173967471635133E-01 ,    -0.407216289826952E-01 , 
  16.13018 ,    -0.167799885104075E-01 ,    -0.128683574954647E-01 ,    -0.414348416500561E-01 , 
  16.15018 ,    -0.142641603421074E-01 ,    -0.809663685523800E-02 ,    -0.420988007117030E-01 , 
  16.17018 ,    -0.116612929484618E-01 ,    -0.307478901248200E-02 ,    -0.426969190104089E-01 , 
  16.19018 ,    -0.911551410337462E-02 ,     0.219969122365707E-02 ,    -0.432128775167518E-01 , 
  16.21018 ,    -0.676496151593920E-02 ,     0.772460188847208E-02 ,    -0.436312181514269E-01 , 
  16.23018 ,    -0.473749897056572E-02 ,     0.134927181226509E-01 ,    -0.439379019557583E-01 , 
  16.25018 ,    -0.314678095708284E-02 ,     0.194915915402630E-01 ,    -0.441208156423487E-01 , 
  16.27018 ,    -0.208877377509821E-02 ,     0.257034763399823E-01 ,    -0.441702113246685E-01 , 
  16.29018 ,    -0.163882739591150E-02 ,     0.321053902430710E-01 ,    -0.440790664365567E-01 , 
  16.31018 ,    -0.184937619808540E-02 ,     0.386693144364834E-01 ,    -0.438433534394036E-01 , 
  16.33018 ,    -0.274832852950073E-02 ,     0.453625325609429E-01 ,    -0.434622117945921E-01 , 
  16.35019 ,    -0.433915036312604E-02 ,     0.521515137946655E-01 ,    -0.429377206832892E-01 , 
  16.37019 ,    -0.659719704905923E-02 ,     0.589888913190939E-01 ,    -0.422759868732663E-01 , 
  16.39019 ,    -0.947511644728858E-02 ,     0.658345640200044E-01 ,    -0.414854326698785E-01 , 
  16.41019 ,    -0.129013509854177E-01 ,     0.726429609183801E-01 ,    -0.405775434881569E-01 , 
  16.43019 ,    -0.167827866196240E-01 ,     0.793673042179211E-01 ,    -0.395663211936319E-01 , 
  16.45019 ,    -0.210074025964235E-01 ,     0.859605551445996E-01 ,    -0.384678863580694E-01 , 
  16.47019 ,    -0.254474682057588E-01 ,     0.923763909452012E-01 ,    -0.373000156993771E-01 , 
  16.49019 ,    -0.299631951226731E-01 ,     0.985701869739594E-01 ,    -0.360816295474373E-01 , 
  16.51019 ,    -0.344067421271453E-01 ,     0.104499977067322E+00 ,    -0.348322455921277E-01 , 
  16.53019 ,    -0.386264601139927E-01 ,     0.110127365471251E+00 ,    -0.335714160712828E-01 , 
  16.55019 ,    -0.424712595667710E-01 ,     0.115418364452950E+00 ,    -0.323181659210200E-01 , 
  16.57019 ,    -0.457949801914933E-01 ,     0.120344133384547E+00 ,    -0.310904492316711E-01 , 
  16.59019 ,    -0.484606432179612E-01 ,     0.124881597490590E+00 ,    -0.299046406392107E-01 , 
