 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.231593969414084E+01 ,     0.644437260053079E+00 ,    -0.192614491677826E+01 , 
   0.49828 ,    -0.235946943677029E+01 ,     0.602902236877572E+00 ,    -0.180962300278237E+01 , 
   0.52832 ,    -0.243945634014350E+01 ,     0.526924310407442E+00 ,    -0.166269408703814E+01 , 
   0.55835 ,    -0.254570059037159E+01 ,     0.426280615956774E+00 ,    -0.150109006362899E+01 , 
   0.58838 ,    -0.266726014732288E+01 ,     0.311574542192645E+00 ,    -0.134044996754084E+01 , 
   0.61841 ,    -0.279321539150214E+01 ,     0.193470673445715E+00 ,    -0.119512432630569E+01 , 
   0.64843 ,    -0.291338276451658E+01 ,     0.819566880786352E-01 ,    -0.107712673496302E+01 , 
   0.67846 ,    -0.301893067381840E+01 ,    -0.143156512967316E-01 ,    -0.995310001173445E+00 , 
   0.70848 ,    -0.310286060370021E+01 ,    -0.885648185640962E-01 ,    -0.954824437155289E+00 , 
   0.73850 ,    -0.316032821180547E+01 ,    -0.136253412446422E+00 ,    -0.956891928253405E+00 , 
   0.76852 ,    -0.318879214941666E+01 ,    -0.155278316406009E+00 ,    -0.998903296078031E+00 , 
   0.79854 ,    -0.318799135688986E+01 ,    -0.145967952264909E+00 ,    -0.107482035296064E+01 , 
   0.82855 ,    -0.315976365392782E+01 ,    -0.110892181194246E+00 ,    -0.117584003477298E+01 , 
   0.85856 ,    -0.310772871807424E+01 ,    -0.545046356517345E-01 ,    -0.129125801311993E+01 , 
   0.88857 ,    -0.303686638483889E+01 ,     0.173500937530940E-01 ,    -0.140945477484145E+01 , 
   0.91857 ,    -0.295302621951298E+01 ,     0.980219186655284E-01 ,    -0.151891938090082E+01 , 
   0.94858 ,    -0.286240637661109E+01 ,     0.180684144242937E+00 ,    -0.160922547701666E+01 , 
   0.97858 ,    -0.277103900077874E+01 ,     0.258953746982184E+00 ,    -0.167188052612577E+01 , 
   1.00857 ,    -0.268431617152220E+01 ,     0.327452293989726E+00 ,    -0.170098198947489E+01 , 
   1.03857 ,    -0.260658515586885E+01 ,     0.382262098032910E+00 ,    -0.169363210637598E+01 , 
   1.06856 ,    -0.254083511198629E+01 ,     0.421241174370436E+00 ,    -0.165008441361308E+01 , 
   1.09855 ,    -0.248849002160476E+01 ,     0.444172466967795E+00 ,    -0.157361833890019E+01 , 
   1.12853 ,    -0.244931513014638E+01 ,     0.452736698456515E+00 ,    -0.147016112699659E+01 , 
   1.15851 ,    -0.242143706923333E+01 ,     0.450312955035546E+00 ,    -0.134769710050370E+01 , 
   1.18849 ,    -0.240147153446341E+01 ,     0.441625546798148E+00 ,    -0.121552112739310E+01 , 
   1.21846 ,    -0.238474715782637E+01 ,     0.432268601712097E+00 ,    -0.108340482839428E+01 , 
   1.24843 ,    -0.236561017017872E+01 ,     0.428150184429595E+00 ,    -0.960749636971504E+00 , 
   1.27840 ,    -0.233779158625157E+01 ,     0.434904606623798E+00 ,    -0.855799978632631E+00 , 
   1.30836 ,    -0.229481685313158E+01 ,     0.457324416695632E+00 ,    -0.774982769009170E+00 , 
   1.33832 ,    -0.223043701053669E+01 ,     0.498862055832742E+00 ,    -0.722426867642668E+00 , 
   1.36827 ,    -0.213906022405665E+01 ,     0.561245433421547E+00 ,    -0.699699244598158E+00 , 
   1.39822 ,    -0.201616289625290E+01 ,     0.644242151059311E+00 ,    -0.705774942489807E+00 , 
   1.42817 ,    -0.185866031172597E+01 ,     0.745594556888049E+00 ,    -0.737237180053699E+00 , 
   1.45811 ,    -0.166521787931765E+01 ,     0.861133269864011E+00 ,    -0.788683937929540E+00 , 
   1.48805 ,    -0.143648552369995E+01 ,     0.985061486589632E+00 ,    -0.853299792933115E+00 , 
   1.51798 ,    -0.117523974454513E+01 ,     0.111038756237297E+01 ,    -0.923538088515473E+00 , 
   1.54791 ,    -0.886420444573480E+00 ,     0.122947030750363E+01 ,    -0.991849855093684E+00 , 
   1.57783 ,    -0.577052979738642E+00 ,     0.133463128960987E+01 ,    -0.105139288884016E+01 , 
   1.60775 ,    -0.256050128359217E+00 ,     0.141878208196874E+01 ,    -0.109665723170160E+01 , 
   1.63766 ,     0.661061361457920E-01 ,     0.147601243314195E+01 ,    -0.112395163834667E+01 , 
   1.66757 ,     0.377797105253636E+00 ,     0.150208797720442E+01 ,    -0.113170867156847E+01 , 
   1.69747 ,     0.666801278307281E+00 ,     0.149481318863829E+01 ,    -0.112058264971684E+01 , 
   1.72737 ,     0.920909870400796E+00 ,     0.145422626378846E+01 ,    -0.109333330696273E+01 , 
   1.75726 ,     0.112859687416984E+01 ,     0.138260659487442E+01 ,    -0.105450709314077E+01 , 
