Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
222337.020        4886       42969  0.449E-01  0.103E+01
222349.017        6856       98177  0.506E-01  0.102E+01
222401.040        8147      151896  0.518E-01  0.102E+01
222413.062       10861      219197  0.473E-01  0.102E+01
222425.035       12690      284862  0.507E-01  0.102E+01
222437.034       13776      345727  0.506E-01  0.102E+01
222449.029       17064      409455  0.500E-01  0.102E+01
222501.033       18226      458611  0.518E-01  0.102E+01
222513.027       21121      538988  0.499E-01  0.102E+01
222525.019       22610      596026  0.522E-01  0.102E+01
222537.022       23701      654648  0.527E-01  0.102E+01
222549.017       26162      718246  0.455E-01  0.102E+01
222601.036       28552      812811  0.507E-01  0.102E+01
222613.019       29366      858566  0.511E-01  0.102E+01
222625.021       30177      909654  0.517E-01  0.102E+01
222637.017       31214      977562  0.514E-01  0.102E+01
222649.072       34125     1042425  0.488E-01  0.102E+01
222701.021       37210     1115669  0.500E-01  0.102E+01
222713.017       38182     1170065  0.502E-01  0.102E+01
222725.054       39593     1254898  0.514E-01  0.102E+01
222737.032       40125     1290335  0.513E-01  0.102E+01
222749.017       41455     1375545  0.520E-01  0.102E+01
222801.031       42660     1451689  0.515E-01  0.102E+01
222813.023       43580     1496818  0.520E-01  0.102E+01
222825.017       44668     1567609  0.524E-01  0.102E+01
222837.055       48111     1641600  0.506E-01  0.102E+01
222849.016       52138     1756171  0.497E-01  0.102E+01
222901.017       58241     1990042  0.508E-01  0.102E+01
222913.017       62908     2165832  0.464E-01  0.102E+01
222925.017       69582     2339017  0.515E-01  0.102E+01
222937.017       77533     2510629  0.479E-01  0.102E+01
222949.017       83200     2685104  0.524E-01  0.102E+01
223001.017       90663     2860313  0.416E-01  0.102E+01
223013.017      102384     3030781  0.492E-01  0.102E+01
223025.017      108596     3202342  0.516E-01  0.102E+01
223037.017      112937     3376510  0.476E-01  0.102E+01
223049.017      124532     3550768  0.432E-01  0.102E+01
223101.017      132684     3724976  0.438E-01  0.102E+01
223113.017      140450     3898987  0.434E-01  0.102E+01
223125.017      147360     4073498  0.514E-01  0.102E+01
223137.017      152059     4248508  0.493E-01  0.102E+01
223149.017      157466     4423055  0.495E-01  0.102E+01
223201.017      164424     4597359  0.492E-01  0.102E+01
223213.017      173716     4771908  0.486E-01  0.102E+01
223225.017      183660     4945615  0.470E-01  0.102E+01
223237.017      190581     5120017  0.473E-01  0.102E+01
223249.017      196748     5295018  0.499E-01  0.102E+01
223301.017      203206     5468600  0.480E-01  0.102E+01
223313.017      211571     5642931  0.459E-01  0.102E+01
223325.017      215252     5817377  0.514E-01  0.101E+01
