Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
185832.601        2147        5253  0.325E+00  0.320E+01
185844.566        3353       13213  0.325E+00  0.313E+01
185856.574        4852       23244  0.325E+00  0.305E+01
185908.586        6018       31883  0.325E+00  0.299E+01
185920.574        6514       35715  0.325E+00  0.296E+01
185932.598        7544       44250  0.325E+00  0.291E+01
185944.606        8723       54008  0.325E+00  0.285E+01
185956.604        9383       59711  0.325E+00  0.282E+01
190008.602       10206       67920  0.325E+00  0.278E+01
190020.609       11013       75726  0.325E+00  0.275E+01
190032.611       11661       81917  0.325E+00  0.273E+01
190044.574       12682       91845  0.325E+00  0.269E+01
190056.556       13469       99769  0.324E+00  0.266E+01
190108.565       14298      108420  0.324E+00  0.263E+01
190120.596       14843      114183  0.324E+00  0.261E+01
190132.593       15536      121708  0.324E+00  0.259E+01
190144.565       16047      127167  0.324E+00  0.257E+01
190156.567       16796      135173  0.324E+00  0.255E+01
190208.577       17268      140758  0.324E+00  0.253E+01
190220.574       17913      147805  0.324E+00  0.251E+01
190232.573       18512      154159  0.324E+00  0.250E+01
190244.566       19248      163353  0.324E+00  0.248E+01
190256.557       19900      171151  0.323E+00  0.246E+01
190308.571       20668      180775  0.323E+00  0.244E+01
190320.573       21435      190015  0.323E+00  0.242E+01
190332.618       21762      194084  0.323E+00  0.241E+01
190344.573       22498      202732  0.323E+00  0.239E+01
190356.568       23174      211049  0.323E+00  0.237E+01
190408.566       23968      220762  0.323E+00  0.235E+01
190420.565       24583      228460  0.323E+00  0.234E+01
190432.581       25355      238210  0.322E+00  0.232E+01
190444.554       26165      248429  0.322E+00  0.230E+01
190456.602       27170      260543  0.322E+00  0.228E+01
190508.598       27794      269098  0.322E+00  0.226E+01
190520.570       28287      275634  0.322E+00  0.225E+01
190532.590       28913      284533  0.322E+00  0.224E+01
190544.571       29597      293591  0.322E+00  0.223E+01
190556.564       30355      303524  0.321E+00  0.221E+01
190608.584       30868      310652  0.321E+00  0.220E+01
190620.592       31240      316074  0.321E+00  0.220E+01
190632.556       31843      324461  0.321E+00  0.218E+01
190644.547       32293      330673  0.321E+00  0.217E+01
190656.568       32954      339521  0.321E+00  0.216E+01
190708.567       33573      348096  0.321E+00  0.215E+01
190720.572       34310      358483  0.321E+00  0.214E+01
190732.613       34954      367498  0.321E+00  0.213E+01
190744.597       35708      377418  0.321E+00  0.212E+01
190756.572       36436      387807  0.321E+00  0.210E+01
190808.572       37131      397068  0.320E+00  0.209E+01
190820.565       37647      405425  0.320E+00  0.208E+01
190832.565       38207      413044  0.320E+00  0.208E+01
190844.584       39012      425167  0.320E+00  0.207E+01
190856.586       39574      433215  0.320E+00  0.206E+01
190908.575       40358      444074  0.320E+00  0.204E+01
190920.565       41009      454402  0.320E+00  0.203E+01
190932.566       41734      465233  0.320E+00  0.202E+01
190944.595       42318      473579  0.320E+00  0.201E+01
190956.564       42942      483028  0.320E+00  0.201E+01
191008.572       43705      495062  0.320E+00  0.200E+01
191020.568       44366      504822  0.320E+00  0.199E+01
191032.565       44931      513668  0.320E+00  0.198E+01
191044.566       45501      522453  0.319E+00  0.198E+01
191056.593       46236      532809  0.319E+00  0.197E+01
191108.591       46791      541448  0.319E+00  0.196E+01
191120.570       47322      549317  0.319E+00  0.196E+01
191132.565       47792      556688  0.319E+00  0.195E+01
191144.565       48264      563915  0.319E+00  0.195E+01
191156.577       48898      574356  0.319E+00  0.194E+01
191208.565       49529      583307  0.319E+00  0.193E+01
191220.552       50048      591704  0.319E+00  0.193E+01
191232.584       50512      598609  0.319E+00  0.193E+01
191244.561       51027      606761  0.319E+00  0.192E+01
191256.579       51570      615518  0.319E+00  0.191E+01
191308.623       52399      628012  0.319E+00  0.191E+01
191320.567       52878      635637  0.319E+00  0.190E+01
191332.552       53436      644152  0.319E+00  0.189E+01
191344.604       53934      652120  0.319E+00  0.189E+01
191356.558       54340      658197  0.319E+00  0.189E+01
191408.573       55056      669627  0.319E+00  0.188E+01
191420.592       55378      674777  0.318E+00  0.188E+01
191432.591       55881      682638  0.318E+00  0.187E+01
191444.592       56396      690570  0.318E+00  0.187E+01
191456.574       56928      698739  0.318E+00  0.186E+01
191508.573       57368      705592  0.318E+00  0.186E+01
191520.567       58076      716579  0.318E+00  0.185E+01
191532.579       58425      722427  0.318E+00  0.185E+01
191544.547       58892      729765  0.318E+00  0.185E+01
191556.593       59237      735626  0.318E+00  0.184E+01
191608.568       59778      743831  0.318E+00  0.184E+01
191620.566       60176      749937  0.318E+00  0.183E+01
191632.589       60638      757015  0.318E+00  0.183E+01
191644.594       61094      764136  0.318E+00  0.183E+01
191656.582       61652      772627  0.318E+00  0.182E+01
191708.595       62144      780552  0.318E+00  0.182E+01
