 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.302049370257500E+01 ,    -0.171925764132608E+00 ,    -0.146684853373657E+01 , 
   0.49828 ,    -0.314063494347683E+01 ,    -0.352826340893441E+00 ,    -0.164199095888075E+01 , 
   0.52832 ,    -0.318693687431144E+01 ,    -0.437197492266671E+00 ,    -0.173140923964791E+01 , 
   0.55835 ,    -0.317006891075671E+01 ,    -0.436704273784601E+00 ,    -0.174321886521892E+01 , 
   0.58839 ,    -0.310816281132568E+01 ,    -0.374106986988898E+00 ,    -0.169471154336467E+01 , 
   0.61842 ,    -0.302266015846696E+01 ,    -0.278118949933096E+00 ,    -0.160847702138621E+01 , 
   0.64846 ,    -0.293409972221116E+01 ,    -0.177822752327821E+00 ,    -0.150812796713459E+01 , 
   0.67849 ,    -0.285861593073951E+01 ,    -0.976516508736251E-01 ,    -0.141438516058428E+01 , 
   0.70853 ,    -0.280571594084200E+01 ,    -0.537581850859414E-01 ,    -0.134214542042545E+01 , 
   0.73856 ,    -0.277760700895155E+01 ,    -0.522727230092850E-01 ,    -0.129892043934481E+01 , 
   0.76860 ,    -0.277002166062694E+01 ,    -0.895681479635912E-01 ,    -0.128475175254557E+01 , 
   0.79863 ,    -0.277420093542968E+01 ,    -0.154269428382315E+00 ,    -0.129343163620372E+01 , 
   0.82867 ,    -0.277949982099509E+01 ,    -0.230448186174447E+00 ,    -0.131464248405479E+01 , 
   0.85870 ,    -0.277600646978345E+01 ,    -0.301273169056437E+00 ,    -0.133650390202809E+01 , 
   0.88874 ,    -0.275662364618986E+01 ,    -0.352370509307206E+00 ,    -0.134800237511079E+01 , 
   0.91878 ,    -0.271822628420567E+01 ,    -0.374275004000499E+00 ,    -0.134086564315039E+01 , 
   0.94881 ,    -0.266174141908492E+01 ,    -0.363590263048827E+00 ,    -0.131060639001286E+01 , 
   0.97885 ,    -0.259124329673865E+01 ,    -0.322767422792989E+00 ,    -0.125665841443921E+01 , 
   1.00888 ,    -0.251236467624661E+01 ,    -0.258697935593926E+00 ,    -0.118172012219649E+01 , 
   1.03892 ,    -0.243045388600714E+01 ,    -0.180539618352995E+00 ,    -0.109056698589350E+01 , 
   1.06895 ,    -0.234893387512415E+01 ,    -0.973164969955438E-01 ,    -0.988670918414132E+00 , 
   1.09899 ,    -0.226824487723461E+01 ,    -0.158347819523777E-01 ,    -0.880961299052292E+00 , 
   1.12902 ,    -0.218559837142283E+01 ,     0.606526617061742E-01 ,    -0.770987934486172E+00 , 
   1.15906 ,    -0.209557446689128E+01 ,     0.132792929331914E+00 ,    -0.660623046692505E+00 , 
   1.18909 ,    -0.199140223952973E+01 ,     0.204479716657362E+00 ,    -0.550298468016700E+00 , 
   1.21913 ,    -0.186661456784207E+01 ,     0.281406208923319E+00 ,    -0.439647924786819E+00 , 
   1.24916 ,    -0.171669563456836E+01 ,     0.369191514854998E+00 ,    -0.328339276143325E+00 , 
   1.27920 ,    -0.154035292078384E+01 ,     0.471522675099343E+00 ,    -0.216853511414755E+00 , 
   1.30923 ,    -0.134013927084591E+01 ,     0.588731923527719E+00 ,    -0.106998207949074E+00 , 
   1.33927 ,    -0.112230048895117E+01 ,     0.717119219122585E+00 ,    -0.202181497148987E-02 , 
   1.36930 ,    -0.895894901429668E+00 ,     0.849160305063278E+00 ,     0.936995623862120E-01 , 
   1.39934 ,    -0.671385323537567E+00 ,     0.974548847740877E+00 ,     0.175325037265119E+00 , 
   1.42937 ,    -0.459008194973991E+00 ,     0.108184828065053E+01 ,     0.238401069875136E+00 , 
   1.45941 ,    -0.267258796404230E+00 ,     0.116040962496693E+01 ,     0.279701257458833E+00 , 
   1.48944 ,    -0.101791078757358E+00 ,     0.120216782215504E+01 ,     0.297859823717604E+00 , 
   1.51948 ,     0.350722054614696E-01 ,     0.120296640724895E+01 ,     0.293657279718579E+00 , 
   1.54951 ,     0.144163509646509E+00 ,     0.116316719557728E+01 ,     0.269899930410102E+00 , 
   1.57955 ,     0.228718248935879E+00 ,     0.108745289949941E+01 ,     0.230928448071756E+00 , 
   1.60958 ,     0.293254139377882E+00 ,     0.983893276154725E+00 ,     0.181872709991632E+00 , 
   1.63962 ,     0.342356520161535E+00 ,     0.862485934057322E+00 ,     0.127822120863264E+00 , 
   1.66966 ,     0.379646650016258E+00 ,     0.733473986620567E+00 ,     0.730918970561406E-01 , 
   1.69969 ,     0.407150901500192E+00 ,     0.605768585981547E+00 ,     0.207352087778143E-01 , 
   1.72973 ,     0.425183917180105E+00 ,     0.485763423553127E+00 ,    -0.276127747136999E-01 , 
   1.75976 ,     0.432733535970109E+00 ,     0.376732686680110E+00 ,    -0.715540843421574E-01 , 
   1.78980 ,     0.428218591790671E+00 ,     0.278876315356413E+00 ,    -0.111484661486528E+00 , 
