Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
120258.228        2495        3225  0.506E+00  0.132E+01
120310.266        2742        3830  0.498E+00  0.131E+01
120322.223        4082        7977  0.467E+00  0.127E+01
120334.227        5706       13978  0.431E+00  0.122E+01
120346.223        6906       19052  0.410E+00  0.119E+01
120358.230        8111       24124  0.390E+00  0.116E+01
120410.226        8881       27615  0.378E+00  0.114E+01
120422.223       10017       32691  0.361E+00  0.111E+01
120434.237       11616       39986  0.340E+00  0.107E+01
120446.224       13219       47044  0.320E+00  0.103E+01
120458.223       14654       53283  0.300E+00  0.100E+01
120510.235       15450       56920  0.290E+00  0.986E+00
120522.251       16766       62921  0.275E+00  0.957E+00
120534.227       18613       71633  0.253E+00  0.919E+00
120546.239       20199       79087  0.236E+00  0.889E+00
120558.230       21785       86191  0.219E+00  0.859E+00
120610.226       23609       94911  0.200E+00  0.825E+00
120622.223       25190      102745  0.185E+00  0.795E+00
120634.223       26930      111337  0.170E+00  0.767E+00
120646.223       28304      118625  0.159E+00  0.747E+00
120658.223       29818      126508  0.149E+00  0.722E+00
120710.223       31186      133857  0.139E+00  0.704E+00
120722.222       32547      141014  0.130E+00  0.684E+00
120734.225       33781      147296  0.123E+00  0.666E+00
120746.246       35127      155104  0.114E+00  0.648E+00
120758.223       36461      162918  0.106E+00  0.632E+00
120810.223       37597      169812  0.101E+00  0.619E+00
120822.223       38910      177432  0.945E-01  0.603E+00
120834.223       40055      184223  0.891E-01  0.591E+00
120846.225       41232      191124  0.847E-01  0.577E+00
120858.226       42429      198639  0.796E-01  0.564E+00
120910.223       43704      206333  0.737E-01  0.552E+00
120922.224       44860      213544  0.694E-01  0.541E+00
120934.231       46091      221262  0.646E-01  0.530E+00
120946.253       47406      229800  0.604E-01  0.519E+00
120958.227       48490      236668  0.573E-01  0.509E+00
121010.223       49567      243813  0.537E-01  0.500E+00
121022.222       50675      251398  0.521E-01  0.490E+00
121034.224       51810      259210  0.500E-01  0.480E+00
121046.223       52871      266668  0.470E-01  0.473E+00
121058.223       53770      272950  0.457E-01  0.466E+00
121110.223       54965      281307  0.434E-01  0.457E+00
121122.224       55979      288825  0.418E-01  0.450E+00
121134.223       56891      295649  0.391E-01  0.445E+00
121146.223       57858      302713  0.382E-01  0.438E+00
121158.224       58876      310686  0.371E-01  0.431E+00
121210.223       59850      318411  0.366E-01  0.425E+00
121222.223       60873      326306  0.359E-01  0.419E+00
121234.223       61824      334235  0.341E-01  0.415E+00
121246.223       62806      342692  0.350E-01  0.409E+00
121258.224       63806      351055  0.331E-01  0.404E+00
121310.222       64658      358509  0.318E-01  0.400E+00
121322.222       65576      366235  0.308E-01  0.396E+00
121334.232       66625      374873  0.296E-01  0.392E+00
121346.226       67416      381678  0.305E-01  0.387E+00
121358.223       68282      389114  0.297E-01  0.383E+00
121410.224       69124      396266  0.289E-01  0.380E+00
121422.223       70009      404130  0.287E-01  0.376E+00
121434.226       70963      412401  0.270E-01  0.374E+00
121446.223       71892      421220  0.274E-01  0.370E+00
121458.223       72672      428502  0.268E-01  0.367E+00
121510.223       73533      436640  0.273E-01  0.364E+00
121522.228       74361      444828  0.263E-01  0.362E+00
121534.223       74957      451189  0.271E-01  0.359E+00
121546.226       75665      457867  0.266E-01  0.358E+00
121558.223       76412      465032  0.267E-01  0.355E+00
121610.228       77040      471913  0.266E-01  0.353E+00
121622.223       77723      478977  0.255E-01  0.352E+00
121634.224       78613      487829  0.279E-01  0.348E+00
121646.224       79179      493702  0.265E-01  0.348E+00
121658.281       79512      497410  0.275E-01  0.346E+00
121710.231       79545      497833  0.275E-01  0.346E+00
121722.223       79991      502796  0.273E-01  0.345E+00
121734.223       80524      508003  0.275E-01  0.343E+00
121746.225       80807      511082  0.275E-01  0.343E+00
121758.237       80866      511748  0.280E-01  0.342E+00
121810.229       81238      515441  0.270E-01  0.342E+00
121822.225       81642      519788  0.273E-01  0.341E+00
121834.255       82069      524650  0.260E-01  0.341E+00
121846.239       82156      525558  0.262E-01  0.341E+00
121858.223       82354      527653  0.264E-01  0.340E+00
121910.241       82866      533168  0.302E-01  0.337E+00
121922.241       83389      538342  0.289E-01  0.336E+00
121934.261       83651      541106  0.301E-01  0.335E+00
121946.254       83691      541639  0.302E-01  0.335E+00
121958.229       84048      545430  0.291E-01  0.335E+00
122010.224       84522      550611  0.282E-01  0.335E+00
122022.256       84899      554071  0.272E-01  0.335E+00
122034.230       85020      555364  0.269E-01  0.335E+00
122046.229       85048      555686  0.266E-01  0.335E+00
122058.229       85425      560013  0.286E-01  0.333E+00
122110.233       85855      564586  0.294E-01  0.331E+00
