  1.0000000e+000  1.2447962e+003  1.5778442e+001
  2.0000000e+000  4.8298643e+002  9.8283917e+000
  3.0000000e+000  5.3707555e+002  1.0364125e+001
  4.0000000e+000  6.5320816e+002  1.1429857e+001
  5.0000000e+000  1.2170445e+003  1.5601566e+001
  6.0000000e+000  2.0038730e+003  2.0019355e+001
  7.0000000e+000  2.0653077e+003  2.0323916e+001
  8.0000000e+000  2.0859633e+003  2.0425296e+001
  9.0000000e+000  1.7432255e+003  1.8672040e+001
  1.0000000e+001  1.3646468e+003  1.6520573e+001
  1.1000000e+001  1.2692793e+003  1.5932855e+001
  1.2000000e+001  1.2792938e+003  1.5995586e+001
  1.3000000e+001  1.2949341e+003  1.6093068e+001
  1.4000000e+001  1.3101141e+003  1.6187118e+001
  1.5000000e+001  1.3304872e+003  1.6312494e+001
  1.6000000e+001  1.3453805e+003  1.6403538e+001
  1.7000000e+001  1.4523319e+003  1.7043074e+001
  1.8000000e+001  1.5792937e+003  1.7772415e+001
  1.9000000e+001  2.0132001e+003  2.0065892e+001
  2.0000000e+001  2.5816017e+003  2.2722683e+001
  2.1000000e+001  2.3665415e+003  2.1755650e+001
  2.2000000e+001  2.6493460e+003  2.3018888e+001
  2.3000000e+001  2.5003156e+003  2.2362092e+001
  2.4000000e+001  3.0112537e+003  2.4540797e+001
  2.5000000e+001  5.2463403e+003  3.2392409e+001
  2.6000000e+001  6.9756164e+003  3.7351349e+001
  2.7000000e+001  7.0041534e+003  3.7427673e+001
  2.8000000e+001  7.2362404e+003  3.8541652e+001
  2.9000000e+001  7.2189173e+003  3.8783613e+001
  3.0000000e+001  7.5235486e+003  4.0196945e+001
  3.1000000e+001  7.6559539e+003  4.3483764e+001
  3.2000000e+001  7.4515671e+003  4.2268385e+001
  3.3000000e+001  7.0377144e+003  3.9044554e+001
  3.4000000e+001  7.0770602e+003  3.7885356e+001
  3.5000000e+001  7.0139316e+003  3.8377288e+001
  3.6000000e+001  7.0718696e+003  3.8766448e+001
  3.7000000e+001  6.9782736e+003  3.6878585e+001
  3.8000000e+001  7.0215121e+003  3.7368290e+001
  3.9000000e+001  6.8477739e+003  3.8017313e+001
  4.0000000e+001  6.6334298e+003  3.8150088e+001
  4.1000000e+001  6.8661025e+003  3.6703206e+001
  4.2000000e+001  6.8558916e+003  3.7423429e+001
  4.3000000e+001  6.8503500e+003  3.7378388e+001
  4.4000000e+001  6.8009066e+003  3.6623003e+001
  4.5000000e+001  6.7694791e+003  3.6501841e+001
  4.6000000e+001  6.7659300e+003  3.6274048e+001
  4.7000000e+001  6.7604546e+003  3.7011641e+001
  4.8000000e+001  6.6914355e+003  3.6834070e+001
  4.9000000e+001  6.6868547e+003  3.7303279e+001
  5.0000000e+001  6.7124658e+003  3.6464006e+001
  5.1000000e+001  6.7251505e+003  3.8701270e+001
  5.2000000e+001  6.6825987e+003  3.7455154e+001
  5.3000000e+001  6.7627558e+003  3.6159351e+001
  5.4000000e+001  6.7228571e+003  3.6934465e+001
  5.5000000e+001  6.8544920e+003  3.7317242e+001
  5.6000000e+001  6.8922827e+003  3.7262707e+001
  5.7000000e+001  6.8662154e+003  3.7360425e+001
  5.8000000e+001  6.9750103e+003  3.7947921e+001
  5.9000000e+001  6.8347566e+003  3.8098053e+001
  6.0000000e+001  6.4040195e+003  3.8836615e+001
  6.1000000e+001  6.8185108e+003  3.7390887e+001
  6.2000000e+001  6.9391590e+003  3.7762151e+001
  6.3000000e+001  6.9815484e+003  3.6890366e+001
  6.4000000e+001  7.0287614e+003  3.6986119e+001
  6.5000000e+001  7.0251327e+003  3.7066132e+001
  6.6000000e+001  6.9596596e+003  3.6593756e+001
  6.7000000e+001  7.0388659e+003  3.7123114e+001
