   1.2000000e+01   2.5110000e-01   2.4940000e-01   2.4770000e-01   2.4540000e-01   2.4480000e-01             NaN   1.3890000e-01
   2.4000000e+01   2.5110000e-01   2.4940000e-01   2.4770000e-01   2.4540000e-01   2.4480000e-01             NaN   1.3890000e-01
   3.6000000e+01   2.5100000e-01   2.4930000e-01   2.4760000e-01   2.4530000e-01   2.4470000e-01             NaN   1.3880000e-01
   4.8000000e+01   2.5090000e-01   2.4920000e-01   2.4750000e-01   2.4520000e-01   2.4460000e-01             NaN   1.3880000e-01
   6.0000000e+01   2.5070000e-01   2.4900000e-01   2.4730000e-01   2.4500000e-01   2.4450000e-01             NaN   1.3870000e-01
   7.2000000e+01   2.5060000e-01   2.4890000e-01   2.4720000e-01   2.4490000e-01   2.4440000e-01             NaN   1.3860000e-01
   8.4000000e+01   2.5060000e-01   2.4890000e-01   2.4720000e-01   2.4490000e-01   2.4430000e-01             NaN   1.3850000e-01
   9.6000000e+01   2.5040000e-01   2.4870000e-01   2.4710000e-01   2.4480000e-01   2.4420000e-01             NaN   1.3840000e-01
   1.0800000e+02   2.5030000e-01   2.4860000e-01   2.4700000e-01   2.4470000e-01   2.4410000e-01             NaN   1.3820000e-01
   1.2000000e+02   2.5020000e-01   2.4850000e-01   2.4680000e-01   2.4460000e-01   2.4400000e-01             NaN   1.3810000e-01
