angle data err_data 
-2.6828563423556995 12040.9 46.25953695263151
-2.4828563423556993 1394.6 14.729335967517812
-2.2828563423556996 1665.8 21.827047188249832
-2.0828563423556994 2018.3 19.74807998005599
-1.8828563423556994 2872.0 23.343330915645232
-1.6828563423556995 3920.7 28.650072533845137
-1.4828563423556993 4525.4 33.557744441602985
-1.2828563423556993 5454.4 28.953219113034756
-1.0828563423556994 5744.9 35.15410502377694
-0.8828563423556994 6046.6 35.450090224329976
-0.6828563423556995 5593.5 30.921764810790112
-0.4828563423556993 5442.6 37.78591749920004
-0.2828563423556991 4971.4 34.19925272781919
-0.08285634235569939 4351.0 27.18475909582905
0.11714365764430079 4076.2 32.07446196959799
0.3171436576443005 3922.2 28.604078752763154
0.5171436576443007 4279.8 31.64451864674441
0.7171436576443009 4424.0 27.46148828285304
0.9171436576443006 5062.2 26.727721682382224
1.1171436576443008 12465.4 49.818446596909766
1.3171436576443005 6112.5 41.4890884605208
1.5171436576443007 6655.6 34.847094442006004
1.7171436576443009 6941.2 47.27935844098561
1.917143657644301 8308.4 41.79234401098951
2.1171436576443012 25287.4 82.4360371316196
2.3171436576443005 45743.2 119.29135031259558
2.5171436576443007 49779.1 91.55100603617647
2.717143657644301 55300.922212344805 116.53693818180224
2.917143657644301 57213.13265298043 87.96797475371233
3.1171436576443012 58278.82241819281 92.62441036399302
3.3171436576443005 57638.792242331976 115.05488802407076
3.5171436576443007 57989.40507515337 112.30673906666972
3.717143657644301 57858.61622849889 104.71920125253708
3.917143657644301 58240.10400109112 122.15792485148313
4.117143657644301 58341.43610641882 105.31560376898133
4.3171436576443005 58783.027652975834 104.46970744534036
4.517143657644301 58994.01087903456 95.86317991229404
4.717143657644301 59544.85928244637 99.31924238084746
4.917143657644301 59737.23632215276 119.59382992929133
5.117143657644301 59291.7853116716 123.47608600585944
5.3171436576443005 60771.59346302769 99.42022623677312
5.517143657644302 61258.60434911527 89.5408961460391
5.717143657644301 61512.28505989056 129.03774372123306
5.9171436576443 62112.92757556066 104.06791190563592
6.117143657644301 62661.234371078936 99.67705323206903
6.3171436576443005 63222.670379849245 134.42720284652427
6.517143657644302 63974.41448940525 116.94064063832036
6.717143657644301 65011.01792308298 149.9428248940309
6.917143657644302 65707.06196792074 149.12754029050973
7.117143657644301 67002.48296735893 122.55487379262787
7.3171436576443005 66997.63521775017 152.44393768259124
7.517143657644302 68516.52786164836 126.82296805790436
7.717143657644301 70154.77685394367 126.02786521782086
7.917143657644302 71947.65900842726 128.22352576967148
8.117143657644302 73642.58678421113 132.24341923080553
8.317143657644301 75915.12550868286 166.74048120305267
8.5171436576443 77235.94878630995 120.29004773362003
8.7171436576443 79816.04203396787 129.66456969077268
8.917143657644303 81443.70257164206 135.28011911379548
9.117143657644302 80967.72852596793 188.78437024121743
9.317143657644301 86316.46654264384 119.18857331784544
9.5171436576443 88980.7394356031 124.19529731245393
9.7171436576443 90354.28159295142 174.33343255754116
9.917143657644303 91054.93583698987 137.06620873295103
10.117143657644302 91523.84426058787 158.28038742380886
10.317143657644301 91316.85861093982 170.00782661078054
10.5171436576443 91126.88727407288 130.9165647703699
10.7171436576443 90432.82444624726 174.70272532761615
10.917143657644303 89512.38965908055 185.29159784566244
11.117143657644302 88893.6473036645 146.57148977294892
