-0.404615112535613	-0.0540984557817692	-0.0516457349210117	-0.0519147630896664	-0.0517042612394611	-0.0527244802120789	-0.0545153850120404	-0.0570111828116882	-0.0559764895549790	-0.0584533876960712	-0.0769951080469336	-0.0754430910107193	-0.0696778965761421	-0.0705091434469397
-0.374537129584055	-0.228379811351290	-0.227881045041997	-0.226934851970134	-0.226145456852144	-0.225550478032753	-0.225801200862086	-0.225732668196883	-0.225513587054167	-0.224597714222275	-0.222990999076091	-0.219890752860078	-0.222040919367925	-0.221973040525216
-0.344458005727447	-0.224574190004657	-0.223955002786435	-0.223427060643178	-0.223352275671886	-0.222180135431752	-0.222318420132407	-0.224094585788450	-0.222593906630222	-0.221422503147696	-0.216633835099501	-0.219668618440358	-0.221760027711917	-0.218205345181905
-0.314377832592015	-0.221553404537940	-0.220003984152222	-0.220008821082913	-0.218923584842013	-0.219090485156249	-0.218088254567769	-0.217160737522530	-0.217945401954173	-0.216449050813415	-0.207388224546766	-0.213860174829751	-0.214938124310173	-0.215380494916224
-0.284296701807185	-0.214971788889670	-0.214489810209198	-0.214135122195676	-0.213813376031715	-0.212838112184863	-0.212792580264184	-0.214316030850585	-0.211761483288374	-0.211162106038946	-0.207496964771124	-0.208365792791367	-0.208094445944694	-0.209023356765812
-0.254214705005297	-0.212028033620325	-0.211111219095173	-0.209599708173897	-0.209850358643616	-0.209661480186224	-0.210060846174715	-0.207958722757853	-0.208554657445198	-0.208665965508014	-0.208354869635169	-0.205821958542135	-0.205646964256429	-0.205619939161605
-0.224131933821330	-0.200160911213127	-0.200383485640395	-0.198546679128649	-0.198566883412889	-0.198749943088760	-0.197669279232428	-0.199855939393992	-0.198152381886791	-0.197148700727915	-0.205761939406731	-0.191705127586216	-0.192731368923036	-0.194083657741924
-0.194048479892623	-0.186574271120500	-0.184858244911311	-0.185516253268959	-0.185524371192980	-0.184481871239659	-0.183510647013415	-0.181075851721660	-0.180868430562592	-0.181214033377454	-0.172708732119376	-0.178194765775022	-0.174575285502558	-0.178475309161391
-0.163964434858594	-0.174735088257523	-0.174512034911239	-0.174535602092926	-0.172814247146595	-0.171707302580321	-0.170593947543028	-0.172174871332376	-0.170582888825900	-0.170726784122471	-0.165686150853465	-0.169206945325403	-0.168029501070644	-0.168871976379298
-0.133879890360460	-0.167698215171006	-0.166630706080090	-0.166255602179111	-0.163620234126440	-0.163749475146657	-0.163824929025880	-0.164821486414383	-0.163513820716510	-0.160145695481586	-0.159074263886410	-0.152274464696196	-0.156386720554303	-0.157975834096617
