angle data err_data 
-2.6828563423556995 6795.380228743223 33.98331398446449
-2.4828563423556993 996.0391562906973 15.343551300469251
-2.2828563423556996 1205.1607745908304 15.434476966384212
-2.0828563423556994 1441.4821170777182 22.083535342166826
-1.8828563423556994 2097.215768223126 20.764957569135504
-1.6828563423556995 3118.8568380810834 19.58596468625375
-1.4828563423556993 3425.6255345558643 27.659558697740803
-1.2828563423556993 3890.781651995491 24.16740315674913
-1.0828563423556994 3859.4950750885346 23.443864773969008
-0.8828563423556994 3842.8300775623993 25.578398315808833
-0.6828563423556995 3590.637639803152 24.536627351739234
-0.4828563423556993 3489.441010732044 26.877596940181416
-0.2828563423556991 3333.6160609877606 24.881158860797193
-0.08285634235569939 3005.5808260454573 23.583050708329655
0.11714365764430079 2929.4016742337417 29.223973138732898
0.3171436576443005 2817.5939304154235 21.078985842866217
0.5171436576443007 3071.247369199383 22.522700493711874
0.7171436576443009 3290.903177778037 25.402478624492506
0.9171436576443006 3840.2118688150354 29.776432065316698
1.1171436576443008 7667.530627064537 35.499855323168234
1.3171436576443005 4663.523037586409 27.419392842087174
1.5171436576443007 5052.841744534046 26.033849313801934
1.7171436576443009 5235.776833110291 31.328912282628693
1.917143657644301 6393.739992816338 37.92391173644399
2.1171436576443012 20625.82370612854 56.520218001468294
2.3171436576443005 35013.97351261947 82.71010149004445
2.5171436576443007 38800.873410181266 90.57557250657923
2.717143657644301 43724.391265619764 90.98139127034418
2.917143657644301 45703.100665769496 88.37552554725262
3.1171436576443012 46359.79788435608 107.45492843439384
3.3171436576443005 46820.51978756861 121.88156498076252
3.5171436576443007 46099.58376024464 117.67721971470819
3.717143657644301 45879.52081497324 83.19115876448112
3.917143657644301 46003.384539316205 116.88025367406618
4.117143657644301 45909.34777510934 91.59664328743439
4.3171436576443005 45702.261369498134 120.68695390608121
4.517143657644301 45794.89352851722 112.95108952070005
4.717143657644301 45970.55054822127 86.06577380551286
4.917143657644301 45943.388218799075 90.81609901150648
5.117143657644301 45707.10225667505 94.10204355706637
5.3171436576443005 45591.13840939113 89.47954306893942
5.517143657644302 45658.49705941714 83.87534434313021
5.717143657644301 45655.68380161009 86.60259319545096
5.9171436576443 45208.02731881472 101.13338931505817
6.117143657644301 45380.12438147875 84.94347138190396
6.3171436576443005 45496.237037000275 101.02463694991441
6.517143657644302 45377.42635892405 91.7642452309658
6.717143657644301 45387.306774523604 98.4220105970842
6.917143657644302 45281.54837628133 103.78724201241084
7.117143657644301 45450.66402864374 86.90768271385164
7.3171436576443005 45583.234964110314 91.9263821334995
7.517143657644302 45437.1529075475 82.83070276575883
