angle data err_data 
-2.6828563423556995 905.9024996172561 21.477724694434393
-2.4828563423556993 440.1084803692967 15.990849540251473
-2.2828563423556996 488.3767988079557 12.861328462916507
-2.0828563423556994 582.5147647412828 16.316675691383793
-1.8828563423556994 1063.319488999906 24.829571778372156
-1.6828563423556995 1633.1425316971886 22.671229538071348
-1.4828563423556993 1743.9077585531788 34.394498563575866
-1.2828563423556993 1826.0364497384994 36.33923258884722
-1.0828563423556994 1527.7224507318697 29.849204821571384
-0.8828563423556994 1215.2272036345498 45.10726246349118
-0.6828563423556995 1112.5219160545705 26.375902251903597
-0.4828563423556993 1130.8884719665698 22.85998308280764
-0.2828563423556991 1132.4067904052288 25.765865086539197
-0.08285634235569939 1208.1261056358944 20.639967205273763
0.11714365764430079 1204.5785326905589 19.17680550576175
0.3171436576443005 1137.5602142518997 18.642557749559902
0.5171436576443007 1322.5861461185539 41.29697573946109
0.7171436576443009 1482.8021387091972 26.764798876808722
0.9171436576443006 1873.142300639835 25.118613004158693
1.1171436576443008 2289.5190994477907 45.76098754835811
1.3171436576443005 2144.013147339807 37.8526646300313
1.5171436576443007 2432.1677703917812 35.19936377332975
1.7171436576443009 2287.5866521517964 26.912903682872777
1.917143657644301 2764.257932322419 44.845694882151115
2.1171436576443012 3786.9915501796604 48.17416583393899
2.3171436576443005 3556.913523522344 43.614029215418334
2.5171436576443007 3322.683734338368 58.72768068466183
2.717143657644301 3175.867041041891 37.64899642501787
2.917143657644301 3070.550289404622 57.69054657433471
3.1171436576443012 3241.0134109161536 33.995514069362564
3.3171436576443005 3470.2609936990457 37.35701062957266
3.5171436576443007 3178.1053086007737 38.413886663099106
3.717143657644301 2774.147422050438 38.97027118606864
3.917143657644301 2881.3426324638085 44.70273505241532
4.117143657644301 2728.910457150852 35.90147591251264
4.3171436576443005 2677.445750301138 40.947137631933266
4.517143657644301 2784.8199714190637 40.10367142818001
4.717143657644301 2763.1299596106396 27.882434588573407
4.917143657644301 2756.0642169408075 54.12614551405974
5.117143657644301 2709.5258581660873 42.10652069813827
5.3171436576443005 2747.804708910118 33.19547650456118
5.517143657644302 2708.927910426519 37.721076714652185
5.717143657644301 2649.006163944686 34.335325915577805
5.9171436576443 2645.2397118652743 36.228348516133615
6.117143657644301 2671.5959915888934 35.32093020255616
6.3171436576443005 2662.585429100528 39.19207698566692
6.517143657644302 2647.4008387079894 34.78193874871274
6.717143657644301 2669.067422868219 28.129671221864303
6.917143657644302 2654.2539969779373 39.024758274448985
7.117143657644301 2713.480359331121 37.86756630802328
7.3171436576443005 2728.4613393852856 38.46772095584957
7.517143657644302 2736.4216638482617 35.812029396315054
7.717143657644301 2887.2353643799543 49.86705562199314
7.917143657644302 2898.2523393639535 29.646896748430304
8.117143657644302 2957.0476101935365 38.52546527790445
8.317143657644301 2990.0979636230504 68.0591292844456
8.5171436576443 3058.4351710188284 51.588064796667695
8.7171436576443 3150.42300670488 34.52836961793788
8.917143657644303 3085.3071578265126 31.838586125719694
9.117143657644302 3018.4600061962983 36.00468711992501
9.317143657644301 3083.247123641249 51.22613606229434
9.5171436576443 3249.760499129922 34.01521817666204
9.7171436576443 3255.989061872455 36.519219370161345
9.917143657644303 3312.974523536521 42.324231455792656
10.117143657644302 3304.8741829421124 34.7069036822704
10.317143657644301 3329.385163462599 38.43049100711323
10.5171436576443 3341.6280692447035 30.69761242186732
10.7171436576443 3315.148353271242 55.26225573091021
10.917143657644303 3338.597723833088 42.02515417139033
11.117143657644302 3329.029369576364 49.70612728577422
11.317143657644301 3351.5660855907668 35.69221846325224
11.5171436576443 3310.18931170885 41.94475810171915
11.7171436576443 3355.2161416932395 36.27166163038678
11.917143657644303 3391.4690835645156 31.810769782894425
12.117143657644302 3355.0142387559404 31.53968378639201
12.317143657644301 3445.8092391036585 44.157743742865954
12.5171436576443 3443.8313115699416 41.59628737024271
12.7171436576443 3416.291858657145 48.771062162886174
12.917143657644303 3440.6110726113757 36.94550330809997
13.117143657644302 3284.925586547487 60.55835694619636
13.317143657644301 3457.9256624246636 35.82508581362585
13.5171436576443 3538.418955151902 31.117584699107706
13.717143657644304 3571.8096294779093 36.30638207794637
13.917143657644303 3652.316942505233 41.106099093775256
14.117143657644302 3613.4426748425444 48.86775810576196
14.317143657644301 3624.395587014819 42.50899865095861
14.5171436576443 3670.4954566104384 51.80656180072212
14.717143657644304 3675.120709669131 44.483748502125714
14.917143657644303 3710.5802003371396 40.38695183174813
15.117143657644302 3671.945542762953 38.76652146580664
15.317143657644301 3735.7211393219345 45.16150576077291
15.5171436576443 3703.2416516887697 39.40837024090595
15.717143657644304 3719.049514895353 36.59956787997011
15.917143657644303 3756.8605851097227 43.799898941356005
16.117143657644302 3780.2909182739313 48.87853480582857
16.3171436576443 3805.2773233097487 63.52083089239401
16.517143657644304 3797.521517391865 42.56806360183783
16.717143657644304 3802.8689674561338 36.006955869265965
16.917143657644303 3926.3158234956663 42.11475525747517
17.117143657644302 3854.720687838509 46.15766161194097
17.3171436576443 3819.355604122885 56.29207625114045
17.517143657644304 3896.127243539707 60.876887022433486
17.717143657644304 3856.7306795123254 39.91173268951035
17.917143657644303 3909.793375410943 41.381659319773355
18.117143657644302 3975.3446546742975 47.00285373952074
