 Results from RMCProfile version 6.7.9.5

 (Version 6f format configuration file)                                          

 0 experiments   1 partials

 Partial g(r)'s are printed out below

   348  1 are NR and NPAR

   r (Ang)
   0.06545     0.00000
   0.13090     0.00000
   0.19635     0.00000
   0.26180     0.00000
   0.32725     0.00000
   0.39271     0.00000
   0.45816     0.00000
   0.52361     0.00000
   0.58906     0.00000
   0.65451     0.00000
   0.71996     0.00000
   0.78541     0.00000
   0.85086     0.00000
   0.91631     0.00000
   0.98176     0.00000
   1.04721     0.00000
   1.11267     0.00000
   1.17812     0.00000
   1.24357     0.00000
   1.30902     0.00000
   1.37447     0.00000
   1.43992     0.00000
   1.50537     0.00000
   1.57082     0.00000
   1.63627     0.00000
   1.70172     0.00000
   1.76718     0.00000
   1.83263     0.00000
   1.89808     0.00000
   1.96353     0.00000
   2.02898     0.00000
   2.09443     0.00000
   2.15988     0.00000
   2.22533     0.00000
   2.29078     0.00000
   2.35623     0.00000
   2.42168     0.00000
   2.48714     0.00000
   2.55259     0.00000
   2.61804     0.00000
   2.68349     0.00000
   2.74894     0.00000
   2.81439     0.00000
   2.87984     0.45375
   2.94529     2.22909
   3.01074     2.28013
   3.07619     2.19025
   3.14164     2.08235
   3.20710     2.20649
   3.27255     2.11371
   3.33800     2.02124
   3.40345     1.85429
   3.46890     1.71762
   3.53435     1.86316
   3.59980     1.27330
   3.66525     0.79296
   3.73070     0.86106
   3.79615     0.81957
   3.86161     0.79591
   3.92706     0.94229
   3.99251     0.83901
   4.05796     0.83677
   4.12341     0.95684
   4.18886     0.85458
   4.25431     0.91486
   4.31976     0.80047
   4.38521     0.80385
   4.45066     0.84469
   4.51611     0.80335
   4.58157     0.84951
   4.64702     0.90618
   4.71247     0.84730
   4.77792     0.85975
   4.84337     0.91318
   4.90882     0.85055
   4.97427     0.80959
   5.03972     0.92547
   5.10517     0.86413
   5.17062     0.93984
   5.23607     0.91860
   5.30153     0.97434
   5.36698     0.89444
   5.43243     0.90440
   5.49788     0.95387
   5.56333     1.08495
   5.62878     1.04707
   5.69423     1.00350
   5.75968     1.01224
   5.82513     1.06128
   5.89058     0.97609
   5.95604     1.05268
   6.02149     1.06824
   6.08694     1.15478
   6.15239     1.02939
   6.21784     1.08420
   6.28329     1.11159
   6.34874     1.04139
   6.41419     1.08217
   6.47964     0.95837
   6.54509     1.06094
   6.61054     1.07315
   6.67600     1.01974
   6.74145     1.05354
   6.80690     1.05462
   6.87235     1.09960
   6.93780     1.00437
   7.00325     1.00694
   7.06870     1.00807
   7.13415     1.01469
   7.19960     1.01419
   7.26505     1.06072
   7.33050     0.96860
   7.39596     1.00445
   7.46141     0.98379
   7.52686     0.96267
   7.59231     0.96121
   7.65776     0.97249
   7.72321     0.94249
   7.78866     0.99829
   7.85411     0.90383
   7.91956     0.93141
   7.98501     0.98431
   8.05046     0.98981
   8.11592     0.98533
   8.18137     0.97655
   8.24682     1.00368
   8.31227     1.05832
   8.37772     1.00638
   8.44317     0.99002
   8.50862     0.99484
   8.57407     0.97341
   8.63952     0.97579
   8.70497     0.99631
   8.77043     1.00107
   8.83588     0.98926
   8.90133     1.02811
   8.96678     0.96779
   9.03223     1.02123
   9.09768     1.02198
   9.16313     1.02329
   9.22858     1.05030
   9.29403     1.02081
   9.35948     1.01650
   9.42493     1.03371
   9.49039     1.01179
   9.55584     1.00622
   9.62129     1.02635
   9.68674     1.00574
   9.75219     1.00081
   9.81764     1.00553
   9.88309     0.98040
   9.94854     0.99036
  10.01399     1.04616
  10.07944     0.99956
  10.14489     0.99402
  10.21035     1.02797
  10.27580     1.02149
  10.34125     0.97233
  10.40670     0.98366
  10.47215     0.95979
  10.53760     0.97293
  10.60305     0.95632
  10.66850     0.97718
  10.73395     0.96128
  10.79940     0.97994
  10.86486     0.99368
  10.93031     1.00847
  10.99576     0.97016
  11.06121     0.96960
  11.12666     1.01574
  11.19211     0.97986
  11.25756     0.98952
  11.32301     0.97134
  11.38846     1.01154
  11.45391     1.01016
  11.51936     0.99130
  11.58482     1.02974
  11.65027     1.00157
  11.71572     0.99884
  11.78117     1.02407
  11.84662     0.98597
  11.91207     1.02535
  11.97752     1.02951
  12.04297     1.01316
  12.10842     1.05476
  12.17387     0.98290
  12.23932     0.99096
  12.30478     1.01563
  12.37023     1.00756
  12.43568     1.00559
  12.50113     0.98768
  12.56658     1.04708
  12.63203     1.02646
  12.69748     1.01016
  12.76293     1.01084
  12.82838     1.00196
  12.89383     0.98938
  12.95928     0.98389
  13.02474     0.97812
  13.09019     0.96161
  13.15564     0.99154
  13.22109     1.00029
  13.28654     0.99210
  13.35199     1.00156
  13.41744     0.99889
  13.48289     1.02138
  13.54834     1.03361
  13.61379     0.99402
  13.67925     0.99969
  13.74470     0.98774
  13.81015     1.01999
  13.87560     0.98423
  13.94105     0.96518
  14.00650     0.96769
  14.07195     0.99087
  14.13740     0.99215
  14.20285     1.02780
  14.26830     0.99564
  14.33375     1.00545
  14.39921     0.97985
  14.46466     0.99646
  14.53011     1.01027
  14.59556     0.99905
  14.66101     0.98719
  14.72646     0.99605
  14.79191     0.99043
  14.85736     1.02186
  14.92281     0.99679
  14.98826     0.99945
  15.05371     1.02705
  15.11917     1.00400
  15.18462     1.01043
  15.25007     0.99480
  15.31552     1.00039
  15.38097     1.03080
  15.44642     0.99466
  15.51187     1.01107
  15.57732     0.96490
  15.64277     1.01149
  15.70822     0.98619
  15.77368     1.00664
  15.83913     1.01680
  15.90458     1.01280
  15.97003     0.98817
  16.03548     1.00759
  16.10093     1.00299
  16.16638     1.01083
  16.23183     0.97743
  16.29728     0.98507
  16.36273     1.01224
  16.42818     1.02929
  16.49364     0.98985
  16.55909     0.99935
  16.62454     0.99715
  16.68999     0.99434
  16.75544     0.99751
  16.82089     0.97524
  16.88634     1.00911
  16.95179     0.99207
  17.01724     1.01664
  17.08269     1.00331
  17.14814     0.99822
  17.21360     0.98654
  17.27905     0.99537
  17.34450     0.99250
  17.40995     0.98123
  17.47540     0.97332
  17.54085     1.00408
  17.60630     1.00149
  17.67175     0.98796
  17.73720     1.01031
  17.80265     0.99961
  17.86811     1.01007
  17.93356     0.99299
  17.99901     1.02099
  18.06446     1.00456
  18.12991     1.00436
  18.19536     1.00345
  18.26081     1.00147
  18.32626     0.98209
  18.39171     1.01277
  18.45716     0.97382
  18.52261     1.00678
  18.58807     1.00339
  18.65352     0.99453
  18.71897     0.99932
  18.78442     1.01353
  18.84987     1.01172
  18.91532     0.99745
  18.98077     1.01790
  19.04622     0.99464
  19.11167     0.98926
  19.17712     1.01243
  19.24257     1.02526
  19.30803     1.01195
  19.37348     1.00914
  19.43893     0.98627
  19.50438     0.98529
  19.56983     0.99579
  19.63528     1.00523
  19.70073     0.99722
  19.76618     0.97640
  19.83163     1.00324
  19.89708     1.00805
  19.96253     0.98446
  20.02799     1.00387
  20.09344     1.00494
  20.15889     0.98119
  20.22434     1.00627
  20.28979     1.00429
  20.35524     0.99449
  20.42069     0.99840
  20.48614     0.99492
  20.55159     0.99997
  20.61704     0.98029
  20.68250     0.98451
  20.74795     1.02028
  20.81340     1.00144
  20.87885     0.99291
  20.94430     1.00849
  21.00975     1.01625
  21.07520     1.00591
  21.14065     0.98739
  21.20610     0.98851
  21.27155     1.00841
  21.33700     1.00287
  21.40246     1.00976
  21.46791     1.01090
  21.53336     1.00339
  21.59881     0.99620
  21.66426     1.00537
  21.72971     1.01036
  21.79516     1.01417
