 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.237441730661610E+01 ,     0.611693995446361E+00 ,    -0.718483978276964E+00 , 
   0.49828 ,    -0.229033319500826E+01 ,     0.736909255160126E+00 ,    -0.548504087593651E+00 , 
   0.52832 ,    -0.230484210850195E+01 ,     0.785292315181269E+00 ,    -0.463299579470658E+00 , 
   0.55835 ,    -0.237819376831212E+01 ,     0.774037089765263E+00 ,    -0.448132757037323E+00 , 
   0.58839 ,    -0.245566313042226E+01 ,     0.736634836886625E+00 ,    -0.468645306934769E+00 , 
   0.61842 ,    -0.249198533440619E+01 ,     0.707210398096740E+00 ,    -0.487367338583384E+00 , 
   0.64846 ,    -0.246864192734314E+01 ,     0.707301536741473E+00 ,    -0.478387486352841E+00 , 
   0.67849 ,    -0.239780602187150E+01 ,     0.739851240473654E+00 ,    -0.434889269779772E+00 , 
   0.70853 ,    -0.231279528899763E+01 ,     0.791758721337217E+00 ,    -0.367727509924097E+00 , 
   0.73856 ,    -0.225045146614950E+01 ,     0.842756106994150E+00 ,    -0.296982690576789E+00 , 
   0.76860 ,    -0.223373703091837E+01 ,     0.876074861679435E+00 ,    -0.240987806884860E+00 , 
   0.79863 ,    -0.226203962470398E+01 ,     0.886139968106741E+00 ,    -0.207786037364437E+00 , 
   0.82867 ,    -0.231279888644479E+01 ,     0.880282287386023E+00 ,    -0.192377021562689E+00 , 
   0.85870 ,    -0.235294487444985E+01 ,     0.874299991391262E+00 ,    -0.180297426936264E+00 , 
   0.88874 ,    -0.235449304614915E+01 ,     0.884365285076569E+00 ,    -0.155323099162215E+00 , 
   0.91878 ,    -0.230716590323199E+01 ,     0.919167673630926E+00 ,    -0.107507675610639E+00 , 
   0.94881 ,    -0.222257859617795E+01 ,     0.975819288972825E+00 ,    -0.379358648988887E-01 , 
   0.97885 ,    -0.212845908389603E+01 ,     0.104119633386444E+01 ,     0.417425117370894E-01 , 
   1.00888 ,    -0.205578382048606E+01 ,     0.109793053990339E+01 ,     0.114545394039618E+00 , 
   1.03892 ,    -0.202469175524944E+01 ,     0.113227302101555E+01 ,     0.165675162877290E+00 , 
   1.06895 ,    -0.203537912844734E+01 ,     0.114034734747931E+01 ,     0.188988835136225E+00 , 
   1.09899 ,    -0.206783562913669E+01 ,     0.113012056775224E+01 ,     0.189702899870902E+00 , 
   1.12902 ,    -0.209036071459806E+01 ,     0.111833205766753E+01 ,     0.182330617636842E+00 , 
   1.15906 ,    -0.207302787065576E+01 ,     0.112377261634512E+01 ,     0.184881117914053E+00 , 
   1.18909 ,    -0.200024658219802E+01 ,     0.115978457571599E+01 ,     0.211828420104149E+00 , 
   1.21913 ,    -0.187710718947293E+01 ,     0.122907030946730E+01 ,     0.268707447450628E+00 , 
   1.24916 ,    -0.172697185059269E+01 ,     0.132282060594965E+01 ,     0.350347389870298E+00 , 
   1.27920 ,    -0.158154508825963E+01 ,     0.142431622484097E+01 ,     0.443147506787480E+00 , 
   1.30923 ,    -0.146779199864461E+01 ,     0.151532627128540E+01 ,     0.530157857345257E+00 , 
   1.33927 ,    -0.139726719810891E+01 ,     0.158258304059145E+01 ,     0.596729808826792E+00 , 
   1.36930 ,    -0.136223247448914E+01 ,     0.162174535453216E+01 ,     0.634507996279893E+00 , 
   1.39934 ,    -0.133995459692172E+01 ,     0.163745151056404E+01 ,     0.642456048462533E+00 , 
   1.42937 ,    -0.130310474422288E+01 ,     0.163975613761686E+01 ,     0.624974767461351E+00 , 
   1.45941 ,    -0.123170271077307E+01 ,     0.163871104777740E+01 ,     0.588366096730936E+00 , 
