Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
012353.681        2491        3116  0.104E+00  0.996E+00
012405.691        3974        6307  0.907E-01  0.995E+00
012417.683        4950        8786  0.833E-01  0.995E+00
012429.689        6214       12305  0.751E-01  0.995E+00
012441.667        7112       15023  0.704E-01  0.994E+00
012453.675        8079       18154  0.657E-01  0.994E+00
012505.665        9270       22316  0.602E-01  0.994E+00
012517.673       10071       25330  0.575E-01  0.994E+00
012529.669       11164       29213  0.540E-01  0.993E+00
012541.670       12264       33533  0.512E-01  0.993E+00
012553.669       12950       36166  0.493E-01  0.993E+00
012605.677       13525       38432  0.481E-01  0.993E+00
012617.672       14391       41879  0.461E-01  0.993E+00
012629.703       15330       45560  0.443E-01  0.993E+00
012641.689       15747       47310  0.437E-01  0.993E+00
012653.708       15868       47818  0.434E-01  0.993E+00
012705.692       15945       48093  0.433E-01  0.992E+00
012717.691       16037       48456  0.432E-01  0.992E+00
012729.675       16132       48824  0.430E-01  0.992E+00
012741.687       16253       49321  0.429E-01  0.992E+00
012753.687       16353       49710  0.428E-01  0.992E+00
012805.698       16487       50274  0.426E-01  0.992E+00
012817.669       16583       50662  0.424E-01  0.992E+00
012829.721       16739       51271  0.422E-01  0.992E+00
012841.693       16852       51738  0.420E-01  0.992E+00
012853.691       17037       52382  0.416E-01  0.992E+00
012905.686       17145       52774  0.414E-01  0.992E+00
012917.672       17284       53226  0.411E-01  0.992E+00
012929.692       17358       53496  0.410E-01  0.992E+00
012941.682       17440       53851  0.409E-01  0.992E+00
012953.669       17886       55585  0.403E-01  0.992E+00
013005.703       18718       59035  0.393E-01  0.992E+00
013017.669       19660       62785  0.380E-01  0.992E+00
013029.674       20607       66477  0.370E-01  0.992E+00
013041.672       21274       69066  0.361E-01  0.992E+00
013053.679       21907       71763  0.353E-01  0.992E+00
013105.715       22396       73812  0.347E-01  0.992E+00
013117.674       23135       76750  0.337E-01  0.992E+00
013129.734       23960       80207  0.328E-01  0.991E+00
013141.674       24507       82871  0.323E-01  0.991E+00
013153.670       25339       86620  0.313E-01  0.991E+00
013205.694       26379       91035  0.305E-01  0.991E+00
013217.682       26790       93010  0.302E-01  0.991E+00
013229.675       27500       96568  0.296E-01  0.991E+00
013241.666       28347      100640  0.288E-01  0.991E+00
013253.670       29297      105313  0.282E-01  0.991E+00
013305.679       30003      108812  0.275E-01  0.991E+00
013317.670       30645      112098  0.271E-01  0.990E+00
013329.667       31363      115922  0.265E-01  0.990E+00
013341.675       31985      119279  0.262E-01  0.990E+00
013353.671       32646      122861  0.256E-01  0.990E+00
013405.732       33033      125106  0.254E-01  0.990E+00
013417.704       33784      129129  0.250E-01  0.990E+00
013429.682       34400      132890  0.246E-01  0.990E+00
