  0.00000E+00 -0.61840E-01 -0.17791E+00 -0.41918E+00 -0.45587E+00  0.35849E+00  0.42934E+00
  0.50000E-01 -0.48591E-01 -0.13065E+00 -0.41110E+00 -0.43236E+00  0.35825E+00  0.41590E+00
  0.10000E+00 -0.11811E-01 -0.11175E-01 -0.38845E+00 -0.37385E+00  0.35621E+00  0.38482E+00
  0.15000E+00  0.40316E-01  0.12654E+00 -0.35557E+00 -0.30937E+00  0.34885E+00  0.35683E+00
  0.20000E+00  0.96382E-01  0.19172E+00 -0.31847E+00 -0.36517E+00  0.33170E+00  0.27343E-01
  0.25000E+00  0.14449E+00  0.23930E+00 -0.28341E+00 -0.26114E+00  0.30102E+00  0.19208E+00
  0.30000E+00  0.17498E+00  0.22714E+00 -0.25537E+00 -0.17495E+00  0.25515E+00  0.42013E+00
  0.35000E+00  0.18286E+00  0.16179E+00 -0.23710E+00 -0.19012E+00  0.19625E+00  0.37745E+00
  0.40000E+00  0.16841E+00  0.96740E-01 -0.22839E+00 -0.22835E+00  0.12933E+00  0.26006E+00
  0.45000E+00  0.13701E+00  0.50080E-01 -0.22651E+00 -0.28999E+00  0.62101E-01 -0.21257E-02
  0.50000E+00  0.97418E-01  0.40489E-01 -0.22709E+00 -0.29793E+00  0.32060E-02 -0.18815E+00
  0.55000E+00  0.59640E-01  0.47230E-01 -0.22552E+00 -0.26066E+00 -0.39785E-01 -0.15790E+00
  0.60000E+00  0.32082E-01  0.55392E-01 -0.21798E+00 -0.21531E+00 -0.62156E-01 -0.87529E-01
  0.65000E+00  0.19901E-01  0.60734E-01 -0.20253E+00 -0.17814E+00 -0.63035E-01 -0.30721E-01
  0.70000E+00  0.23741E-01  0.68478E-01 -0.17973E+00 -0.14621E+00 -0.45926E-01  0.19480E-01
  0.75000E+00  0.40226E-01  0.78929E-01 -0.15195E+00 -0.11462E+00 -0.17361E-01  0.61688E-01
  0.80000E+00  0.63014E-01  0.86846E-01 -0.12289E+00 -0.10062E+00  0.14350E-01  0.52774E-01
  0.85000E+00  0.84705E-01  0.90212E-01 -0.96561E-01 -0.93938E-01  0.41154E-01  0.32608E-01
  0.90000E+00  0.98864E-01  0.90925E-01 -0.76022E-01 -0.82562E-01  0.57059E-01  0.36105E-01
  0.95000E+00  0.10171E+00  0.77508E-01 -0.62799E-01 -0.80468E-01  0.59450E-01  0.43693E-01
  0.10000E+01  0.92597E-01  0.64489E-01 -0.56590E-01 -0.79295E-01  0.49108E-01  0.35793E-01
  0.10500E+01  0.74210E-01  0.51200E-01 -0.55491E-01 -0.76596E-01  0.29955E-01  0.20422E-01
  0.11000E+01  0.51334E-01  0.41949E-01 -0.56704E-01 -0.66702E-01  0.75466E-02 -0.86123E-03
  0.11500E+01  0.29411E-01  0.34828E-01 -0.57334E-01 -0.61359E-01 -0.12505E-01 -0.23482E-01
  0.12000E+01  0.13155E-01  0.27799E-01 -0.55201E-01 -0.46676E-01 -0.25913E-01 -0.30645E-01
  0.12500E+01  0.52923E-02  0.27139E-01 -0.49331E-01 -0.29540E-01 -0.30775E-01 -0.94011E-02
  0.13000E+01  0.62421E-02  0.29207E-01 -0.39958E-01 -0.20305E-01 -0.27650E-01  0.65102E-02
  0.13500E+01  0.14141E-01  0.30503E-01 -0.28374E-01 -0.18747E-01 -0.19268E-01  0.10022E-01
  0.14000E+01  0.25755E-01  0.26602E-01 -0.16286E-01 -0.13538E-01 -0.93944E-02  0.12154E-02
  0.14500E+01  0.37527E-01  0.29444E-01 -0.52189E-02 -0.64614E-02 -0.16529E-02 -0.13361E-01
  0.15000E+01  0.46599E-01  0.32608E-01  0.39636E-02 -0.23993E-02  0.15205E-02 -0.26583E-01
  0.15500E+01  0.51489E-01  0.29754E-01  0.11271E-01  0.13859E-02 -0.51981E-03 -0.27069E-01
  0.16000E+01  0.52295E-01  0.31483E-01  0.17474E-01  0.94190E-02 -0.65961E-02 -0.25599E-01
  0.16500E+01  0.50309E-01  0.39858E-01  0.23737E-01  0.11431E-01 -0.14233E-01 -0.15867E-01
  0.17000E+01  0.47471E-01  0.49468E-01  0.31118E-01  0.21155E-01 -0.20462E-01 -0.10073E-01
  0.17500E+01  0.45536E-01  0.53568E-01  0.40119E-01  0.35672E-01 -0.22783E-01 -0.19951E-01
  0.18000E+01  0.45468E-01  0.56994E-01  0.50418E-01  0.57463E-01 -0.19852E-01 -0.25630E-01
  0.18500E+01  0.47162E-01  0.54833E-01  0.60916E-01  0.76328E-01 -0.11907E-01 -0.11274E-01
  0.19000E+01  0.49530E-01  0.56323E-01  0.69997E-01  0.94873E-01 -0.48747E-03  0.93293E-02
  0.19500E+01  0.50941E-01  0.58992E-01  0.76009E-01  0.94194E-01  0.11980E-01  0.15815E-01
  0.20000E+01  0.49804E-01  0.49112E-01  0.77750E-01  0.85636E-01  0.22929E-01  0.24826E-01
  0.20500E+01  0.45136E-01  0.43920E-01  0.74842E-01  0.68625E-01  0.30349E-01  0.27949E-01
  0.21000E+01  0.36885E-01  0.38559E-01  0.67854E-01  0.59663E-01  0.33257E-01  0.38863E-01
  0.21500E+01  0.26038E-01  0.14670E-01  0.58254E-01  0.41591E-01  0.31920E-01  0.32155E-01
  0.22000E+01  0.14233E-01  0.62518E-02  0.47901E-01  0.43992E-01  0.27534E-01  0.42150E-01
  0.22500E+01  0.33600E-02 -0.23544E-02  0.38667E-01  0.34507E-01  0.21837E-01  0.26861E-01
  0.23000E+01 -0.50097E-02 -0.44670E-02  0.31949E-01  0.42375E-01  0.16569E-01  0.34359E-01
  0.23500E+01 -0.10021E-01 -0.90543E-02  0.28346E-01  0.36142E-01  0.12934E-01  0.19542E-01
  0.24000E+01 -0.11713E-01 -0.18936E-02  0.27596E-01  0.40728E-01  0.11372E-01  0.17873E-01
  0.24500E+01 -0.10982E-01 -0.12297E-03  0.28710E-01  0.35595E-01  0.11527E-01  0.18440E-01
  0.25000E+01 -0.91793E-02 -0.82018E-02  0.30338E-01  0.36285E-01  0.12487E-01  0.19730E-01
  0.25500E+01 -0.77439E-02 -0.13963E-01  0.31175E-01  0.27649E-01  0.13158E-01  0.21748E-01
  0.26000E+01 -0.77503E-02 -0.20482E-01  0.30309E-01  0.18238E-01  0.12626E-01  0.93715E-03
  0.26500E+01 -0.96431E-02 -0.17891E-01  0.27475E-01  0.20322E-01  0.10469E-01  0.76279E-02
  0.27000E+01 -0.13194E-01 -0.25976E-01  0.23023E-01  0.16610E-01  0.68004E-02 -0.50344E-03
  0.27500E+01 -0.17629E-01 -0.23508E-01  0.17808E-01  0.21019E-01  0.22231E-02  0.66050E-02
  0.28000E+01 -0.21949E-01 -0.23388E-01  0.12857E-01  0.24329E-01 -0.24460E-02  0.81043E-02
  0.28500E+01 -0.25238E-01 -0.27526E-01  0.90769E-02  0.18111E-01 -0.64502E-02 -0.33599E-03
  0.29000E+01 -0.26963E-01 -0.27556E-01  0.69945E-02  0.10093E-01 -0.93280E-02  0.16205E-02
  0.29500E+01 -0.27076E-01 -0.28159E-01  0.66425E-02  0.84019E-02 -0.11032E-01 -0.62857E-02
  0.30000E+01 -0.25982E-01 -0.33891E-01  0.75977E-02 -0.10261E-02 -0.11894E-01 -0.19111E-01
  0.30500E+01 -0.24322E-01 -0.23834E-01  0.91617E-02  0.77554E-02 -0.12458E-01 -0.23345E-01
  0.31000E+01 -0.22772E-01 -0.23818E-01  0.10569E-01  0.75184E-02 -0.13276E-01 -0.18417E-01
  0.31500E+01 -0.21784E-01 -0.33552E-01  0.11228E-01  0.10014E-01 -0.14699E-01 -0.24239E-01
  0.32000E+01 -0.21458E-01 -0.35825E-01  0.10868E-01  0.66316E-02 -0.16759E-01 -0.34005E-01
  0.32500E+01 -0.21547E-01 -0.36465E-01  0.95686E-02  0.84316E-02 -0.19171E-01 -0.22035E-01
  0.33000E+01 -0.21570E-01 -0.22628E-01  0.76933E-02  0.13293E-01 -0.21443E-01 -0.25911E-01
  0.33500E+01 -0.21014E-01 -0.20140E-01  0.57336E-02  0.91940E-02 -0.23059E-01 -0.17789E-01
  0.34000E+01 -0.19520E-01 -0.15892E-01  0.41409E-02  0.35055E-02 -0.23648E-01 -0.15223E-01
  0.34500E+01 -0.17022E-01 -0.10377E-01  0.31886E-02  0.53347E-02 -0.23116E-01 -0.12464E-01
  0.35000E+01 -0.13773E-01 -0.19681E-01  0.29085E-02  0.73765E-02 -0.21664E-01 -0.16690E-01
  0.35500E+01 -0.10263E-01 -0.22969E-01  0.31115E-02 -0.33668E-02 -0.19721E-01 -0.24244E-01
  0.36000E+01 -0.70654E-02 -0.19667E-01  0.34783E-02  0.25804E-02 -0.17790E-01 -0.15689E-01
  0.36500E+01 -0.46556E-02 -0.53302E-02  0.36816E-02  0.41958E-02 -0.16291E-01 -0.20014E-01
  0.37000E+01 -0.32746E-02  0.64602E-02  0.34963E-02  0.15169E-01 -0.15423E-01 -0.15415E-01
