 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.219060224495020E+01 ,     0.689403646109325E+00 ,    -0.701517125316151E+00 , 
   0.49828 ,    -0.204098974698668E+01 ,     0.894760325620212E+00 ,    -0.421352125238804E+00 , 
   0.52832 ,    -0.199202232061148E+01 ,     0.104069200728043E+01 ,    -0.196581307883164E+00 , 
   0.55835 ,    -0.202775776965516E+01 ,     0.112372709675222E+01 ,    -0.392806874604807E-01 , 
   0.58839 ,    -0.211962077661574E+01 ,     0.114958606903966E+01 ,     0.482839797919363E-01 , 
   0.61842 ,    -0.223348680106850E+01 ,     0.113086407524932E+01 ,     0.726923602076080E-01 , 
   0.64846 ,    -0.233694292670393E+01 ,     0.108398340780421E+01 ,     0.473089306579101E-01 , 
   0.67849 ,    -0.240535425903581E+01 ,     0.102598932470596E+01 ,    -0.104821478603973E-01 , 
   0.70853 ,    -0.242570452018501E+01 ,     0.971727136954912E+00 ,    -0.822826658673103E-01 , 
   0.73856 ,    -0.239769136676787E+01 ,     0.931815936980360E+00 ,    -0.151463380561360E+00 , 
   0.76860 ,    -0.233213139908207E+01 ,     0.911653583838188E+00 ,    -0.205331582063891E+00 , 
   0.79863 ,    -0.224725148199679E+01 ,     0.911485133496879E+00 ,    -0.236415496677212E+00 , 
   0.82867 ,    -0.216381331302441E+01 ,     0.927380122169734E+00 ,    -0.242755410084040E+00 , 
   0.85870 ,    -0.210017396661222E+01 ,     0.952824264027115E+00 ,    -0.227255236058195E+00 , 
   0.88874 ,    -0.206830930980076E+01 ,     0.980558301566649E+00 ,    -0.196292480195768E+00 , 
   0.91878 ,    -0.207154975004692E+01 ,     0.100429712029806E+01 ,    -0.157887711548384E+00 , 
   0.94881 ,    -0.210436748032684E+01 ,     0.102002813323138E+01 ,    -0.119782919915645E+00 , 
   0.97885 ,    -0.215410287022039E+01 ,     0.102670047223676E+01 ,    -0.877671034863976E-01 , 
   1.00888 ,    -0.220411975474605E+01 ,     0.102625012802509E+01 ,    -0.645223830581018E-01 , 
   1.03892 ,    -0.223761369521970E+01 ,     0.102303401390741E+01 ,    -0.491585156170592E-01 , 
   1.06895 ,    -0.224121095083002E+01 ,     0.102284504246470E+01 ,    -0.374772669136835E-01 , 
   1.09899 ,    -0.220759644834183E+01 ,     0.103173561646204E+01 ,    -0.228824080615247E-01 , 
   1.12902 ,    -0.213666482448288E+01 ,     0.105488332069027E+01 ,     0.225347995188752E-02 , 
   1.15906 ,    -0.203503725822520E+01 ,     0.109569485359847E+01 ,     0.450218405060992E-01 , 
   1.18909 ,    -0.191414962264806E+01 ,     0.115527509023911E+01 ,     0.110488798254183E+00 , 
   1.21913 ,    -0.178741666612580E+01 ,     0.123230493770083E+01 ,     0.200536704167233E+00 , 
   1.24916 ,    -0.166715182253484E+01 ,     0.132329228960337E+01 ,     0.313224394353878E+00 , 
   1.27920 ,    -0.156194132709607E+01 ,     0.142309983358277E+01 ,     0.442761520721091E+00 , 
   1.30923 ,    -0.147503757772332E+01 ,     0.152562092616009E+01 ,     0.580089199081645E+00 , 
   1.33927 ,    -0.140408556921108E+01 ,     0.162447249154268E+01 ,     0.713962793981839E+00 , 
   1.36930 ,    -0.134218678475851E+01 ,     0.171359760044418E+01 ,     0.832358104558604E+00 , 
   1.39934 ,    -0.128000634139733E+01 ,     0.178771083269912E+01 ,     0.923980207184823E+00 , 
   1.42937 ,    -0.120840567925638E+01 ,     0.184256520637013E+01 ,     0.979649444677044E+00 , 
   1.45941 ,    -0.112098043937838E+01 ,     0.187505935259118E+01 ,     0.993369865645286E+00 , 
   1.48944 ,    -0.101591963687749E+01 ,     0.188322962888376E+01 ,     0.962944494026851E+00 , 
   1.51948 ,    -0.896765592881472E+00 ,     0.186618031725970E+01 ,     0.890077776384867E+00 , 
   1.54951 ,    -0.771905311092140E+00 ,     0.182399704543885E+01 ,     0.779985151641497E+00 , 
   1.57955 ,    -0.652906439734302E+00 ,     0.175766918281809E+01 ,     0.640600086080075E+00 , 
   1.60958 ,    -0.552063049939144E+00 ,     0.166902360513135E+01 ,     0.481519795915018E+00 , 
   1.63962 ,    -0.479684900622531E+00 ,     0.156065254874746E+01 ,     0.312855923106509E+00 , 
   1.66966 ,    -0.441714745415975E+00 ,     0.143580821464764E+01 ,     0.144154024565739E+00 , 
   1.69969 ,    -0.438183649244139E+00 ,     0.129823911885469E+01 ,    -0.164811735907395E-01 , 
   1.72973 ,    -0.462833154263231E+00 ,     0.115195701796220E+01 ,    -0.162962610182026E+00 , 
   1.75976 ,    -0.503986402959572E+00 ,     0.100094438082831E+01 ,    -0.291461532187361E+00 , 
   1.78980 ,    -0.546491572986339E+00 ,     0.848834577983153E+00 ,    -0.400327207120490E+00 , 
   1.81983 ,    -0.574344706852960E+00 ,     0.698613592198288E+00 ,    -0.489745833699968E+00 , 
   1.84987 ,    -0.573469121272269E+00 ,     0.552397859475875E+00 ,    -0.561228948075945E+00 , 
   1.87990 ,    -0.534109436422360E+00 ,     0.411335307433352E+00 ,    -0.617034112207789E+00 , 
   1.90994 ,    -0.452390275100632E+00 ,     0.275656646853020E+00 ,    -0.659615700891109E+00 , 
   1.93997 ,    -0.330770021162126E+00 ,     0.144875589191861E+00 ,    -0.691184178114692E+00 , 
   1.97001 ,    -0.177348282000578E+00 ,     0.181062485546737E-01 ,    -0.713423324491669E+00 , 
   2.00004 ,    -0.421301533943042E-02 ,    -0.105559397085370E+00 ,    -0.727382283821301E+00 , 
   2.03008 ,     0.174807052187198E+00 ,    -0.226685379392635E+00 ,    -0.733528684920687E+00 , 
   2.06011 ,     0.346521899854963E+00 ,    -0.345207858088755E+00 ,    -0.731925017402992E+00 , 
   2.09015 ,     0.500430179706117E+00 ,    -0.460288859337224E+00 ,    -0.722475763950234E+00 , 
   2.12018 ,     0.630073103237645E+00 ,    -0.570335568922202E+00 ,    -0.705188476427157E+00 , 
   2.15022 ,     0.733489460182746E+00 ,    -0.673179659368561E+00 ,    -0.680397214781405E+00 , 
   2.18025 ,     0.812764024807247E+00 ,    -0.766378949009678E+00 ,    -0.648909368577880E+00 , 
   2.21029 ,     0.872845569009403E+00 ,    -0.847579805609050E+00 ,    -0.612053880174022E+00 , 
   2.24032 ,     0.919945811868087E+00 ,    -0.914868263498929E+00 ,    -0.571627122706210E+00 , 
   2.27036 ,     0.959891496544999E+00 ,    -0.967042920861837E+00 ,    -0.529749320793528E+00 , 
   2.30039 ,     0.996780183430061E+00 ,    -0.100376190927922E+01 ,    -0.488657296104019E+00 , 
   2.33043 ,     0.103219613461850E+01 ,    -0.102554499817917E+01 ,    -0.450467202812602E+00 , 
   2.36046 ,     0.106510070076649E+01 ,    -0.103364353195200E+01 ,    -0.416943389996301E+00 , 
   2.39050 ,     0.109235561802993E+01 ,    -0.102981816953954E+01 ,    -0.389306930626006E+00 , 
   2.42054 ,     0.110970235175255E+01 ,    -0.101608119955387E+01 ,    -0.368110570663481E+00 , 
   2.45057 ,     0.111293427253968E+01 ,    -0.994462957672021E+00 ,    -0.353197082044061E+00 , 
   2.48061 ,     0.109897679125767E+01 ,    -0.966850334185386E+00 ,    -0.343746595527611E+00 , 
   2.51064 ,     0.106663415175105E+01 ,    -0.934922658632995E+00 ,    -0.338406795845160E+00 , 
   2.54068 ,     0.101685637830331E+01 ,    -0.900182139892168E+00 ,    -0.335489155896893E+00 , 
   2.57071 ,     0.952501235834567E+00 ,    -0.864049540609600E+00 ,    -0.333205807472924E+00 , 
   2.60075 ,     0.877684746492910E+00 ,    -0.827977493356912E+00 ,    -0.329916144259758E+00 , 
   2.63078 ,     0.796902830534403E+00 ,    -0.793528469195661E+00 ,    -0.324350525678801E+00 , 
   2.66082 ,     0.714147275718652E+00 ,    -0.762373438890505E+00 ,    -0.315780853503406E+00 , 
   2.69085 ,     0.632224890017939E+00 ,    -0.736188770509836E+00 ,    -0.304114249337718E+00 , 
   2.72089 ,     0.552425828571288E+00 ,    -0.716457836097237E+00 ,    -0.289895985851309E+00 , 
   2.75092 ,     0.474593160078928E+00 ,    -0.704213147903335E+00 ,    -0.274220111143054E+00 , 
   2.78096 ,     0.397544657114863E+00 ,    -0.699777261682008E+00 ,    -0.258559292212681E+00 , 
   2.81099 ,     0.319714078413534E+00 ,    -0.702570204514588E+00 ,    -0.244537441659226E+00 , 
   2.84103 ,     0.239832221202614E+00 ,    -0.711044667497135E+00 ,    -0.233677802655707E+00 , 
   2.87106 ,     0.157467593876951E+00 ,    -0.722788159385481E+00 ,    -0.227163753091134E+00 , 
   2.90110 ,     0.732910017869517E-01 ,    -0.734797911329649E+00 ,    -0.225648642784584E+00 , 
   2.93113 ,    -0.109948054418184E-01 ,    -0.743896546133571E+00 ,    -0.229144322272935E+00 , 
   2.96117 ,    -0.930299551863700E-01 ,    -0.747222701027713E+00 ,    -0.237006428886307E+00 , 
   2.99120 ,    -0.170366961212623E+00 ,    -0.742708741575143E+00 ,    -0.248019630221570E+00 , 
   3.02124 ,    -0.241075397928954E+00 ,    -0.729452974591522E+00 ,    -0.260570216090728E+00 , 
   3.05127 ,    -0.304214028673880E+00 ,    -0.707908326370336E+00 ,    -0.272879296369287E+00 , 
   3.08131 ,    -0.360037688229087E+00 ,    -0.679841134270117E+00 ,    -0.283259852964839E+00 , 
   3.11134 ,    -0.409875453712928E+00 ,    -0.648056555847540E+00 ,    -0.290356831456788E+00 , 
   3.14138 ,    -0.455702755463995E+00 ,    -0.615932580639937E+00 ,    -0.293332173162905E+00 , 
   3.17142 ,    -0.499511605071554E+00 ,    -0.586843360654212E+00 ,    -0.291965829665347E+00 , 
   3.20145 ,    -0.542639628478958E+00 ,    -0.563576346215847E+00 ,    -0.286657860115253E+00 , 
   3.23149 ,    -0.585235640198108E+00 ,    -0.547851252815042E+00 ,    -0.278333269066160E+00 , 
   3.26152 ,    -0.626012107685964E+00 ,    -0.540031032813851E+00 ,    -0.268267402468954E+00 , 
   3.29156 ,    -0.662368795418221E+00 ,    -0.539079047217625E+00 ,    -0.257862638202374E+00 , 
   3.32159 ,    -0.690882367658941E+00 ,    -0.542769586833338E+00 ,    -0.248414525827898E+00 , 
   3.35163 ,    -0.708064930813567E+00 ,    -0.548110195074295E+00 ,    -0.240906198619319E+00 , 
   3.38166 ,    -0.711222572203398E+00 ,    -0.551893718881563E+00 ,    -0.235863793651850E+00 , 
   3.41170 ,    -0.699210836529311E+00 ,    -0.551273841135144E+00 ,    -0.233294005725777E+00 , 
   3.44173 ,    -0.672897186794563E+00 ,    -0.544254858549280E+00 ,    -0.232709994903361E+00 , 
   3.47177 ,    -0.635199351790838E+00 ,    -0.530005137126580E+00 ,    -0.233236450571225E+00 , 
   3.50180 ,    -0.590660844543335E+00 ,    -0.508940029363111E+00 ,    -0.233771491657774E+00 , 
   3.53184 ,    -0.544630489713802E+00 ,    -0.482566498666302E+00 ,    -0.233174542345919E+00 , 
   3.56187 ,    -0.502207563723294E+00 ,    -0.453128690461239E+00 ,    -0.230446716476673E+00 , 
   3.59191 ,    -0.467175990711572E+00 ,    -0.423131650471714E+00 ,    -0.224873755520759E+00 , 
   3.62194 ,    -0.441164725390086E+00 ,    -0.394841759161505E+00 ,    -0.216110217621079E+00 , 
   3.65198 ,    -0.423232281151941E+00 ,    -0.369863229606494E+00 ,    -0.204195507412794E+00 , 
   3.68201 ,    -0.409988415276940E+00 ,    -0.348870556686376E+00 ,    -0.189505053610709E+00 , 
   3.71205 ,    -0.396252789489067E+00 ,    -0.331541671433806E+00 ,    -0.172651053861741E+00 , 
   3.74208 ,    -0.376133233444137E+00 ,    -0.316693489577429E+00 ,    -0.154354748589490E+00 , 
   3.77212 ,    -0.344310752710625E+00 ,    -0.302579781918906E+00 ,    -0.135315020145171E+00 , 
   3.80215 ,    -0.297266128001756E+00 ,    -0.287279576925458E+00 ,    -0.116096108536497E+00 , 
   3.83219 ,    -0.234186312270389E+00 ,    -0.269089031019646E+00 ,    -0.970512252669701E-01 , 
   3.86222 ,    -0.157348410483333E+00 ,    -0.246833605124436E+00 ,    -0.782903975982209E-01 , 
   3.89226 ,    -0.718831928918232E-01 ,    -0.220039025634513E+00 ,    -0.596919066001177E-01 , 
   3.92230 ,     0.150526062088199E-01 ,    -0.188933657098581E+00 ,    -0.409490398193567E-01 , 
   3.95233 ,     0.955422536996522E-01 ,    -0.154293761143177E+00 ,    -0.216389499619165E-01 , 
   3.98237 ,     0.162366501031654E+00 ,    -0.117178007032195E+00 ,    -0.129886011428781E-02 , 
   4.01240 ,     0.210362145282822E+00 ,    -0.786209335469017E-01 ,     0.205034583912395E-01 , 
   4.04244 ,     0.237407349694289E+00 ,    -0.393619342098859E-01 ,     0.441139375415629E-01 , 
   4.07247 ,     0.244832444543057E+00 ,     0.324431865550155E-03 ,     0.697550421264351E-01 , 
   4.10251 ,     0.237169939447777E+00 ,     0.406566644086061E-01 ,     0.975062059556886E-01 , 
   4.13254 ,     0.221290625591924E+00 ,     0.822274801834395E-01 ,     0.127297595554619E+00 , 
   4.16258 ,     0.205096267609917E+00 ,     0.125767793077854E+00 ,     0.158911791715772E+00 , 
   4.19261 ,     0.196027856872272E+00 ,     0.171851790756743E+00 ,     0.191989044828776E+00 , 
   4.22265 ,     0.199683553283764E+00 ,     0.220616260339205E+00 ,     0.226034420661776E+00 , 
   4.25268 ,     0.218815371890248E+00 ,     0.271565333410275E+00 ,     0.260428372414926E+00 , 
   4.28272 ,     0.252894104411438E+00 ,     0.323513404604268E+00 ,     0.294444868485233E+00 , 
   4.31275 ,     0.298314959806784E+00 ,     0.374688219017592E+00 ,     0.327282165568233E+00 , 
