 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.296762716496457E+01 ,     0.926093972440940E-01 ,    -0.128740260384782E+01 , 
   0.49828 ,    -0.309068038890938E+01 ,    -0.638264384255020E-01 ,    -0.148093298776340E+01 , 
   0.52832 ,    -0.314526710928218E+01 ,    -0.173264027170975E+00 ,    -0.161260669734434E+01 , 
   0.55835 ,    -0.313996236292205E+01 ,    -0.235704068442934E+00 ,    -0.168144849536834E+01 , 
   0.58839 ,    -0.309129468848718E+01 ,    -0.256802282088354E+00 ,    -0.169416726145796E+01 , 
   0.61842 ,    -0.301966379792019E+01 ,    -0.246213612017427E+00 ,    -0.166318904293036E+01 , 
   0.64846 ,    -0.294507716451068E+01 ,    -0.215563570179905E+00 ,    -0.160406744666165E+01 , 
   0.67849 ,    -0.288349792844093E+01 ,    -0.176412839337908E+00 ,    -0.153273074415936E+01 , 
   0.70853 ,    -0.284441223797697E+01 ,    -0.138540530687027E+00 ,    -0.146300996477823E+01 , 
   0.73856 ,    -0.282994001592242E+01 ,    -0.108778994375554E+00 ,    -0.140480630576566E+01 , 
   0.76860 ,    -0.283549014568425E+01 ,    -0.905101535601429E-01 ,    -0.136311903011881E+01 , 
   0.79863 ,    -0.285166395479253E+01 ,    -0.838050930328344E-01 ,    -0.133799355457051E+01 , 
   0.82867 ,    -0.286689532928301E+01 ,    -0.860789890174947E-01 ,    -0.132529269676457E+01 , 
   0.85870 ,    -0.287021805888625E+01 ,    -0.930606979055460E-01 ,    -0.131806807834767E+01 , 
   0.88874 ,    -0.285358184351588E+01 ,    -0.998500474015895E-01 ,    -0.130823217778521E+01 , 
   0.91878 ,    -0.281328239220898E+01 ,    -0.101855903665625E+00 ,    -0.128821316904404E+01 , 
   0.94881 ,    -0.275029126428356E+01 ,    -0.954652695425150E-01 ,    -0.125231236006119E+01 , 
   0.97885 ,    -0.266951769447053E+01 ,    -0.783724327546271E-01 ,    -0.119756607557441E+01 , 
   1.00888 ,    -0.257825566990894E+01 ,    -0.495791774166159E-01 ,    -0.112402178259779E+01 , 
   1.03892 ,    -0.248422159180058E+01 ,    -0.914508787105098E-02 ,    -0.103445077130559E+01 , 
   1.06895 ,    -0.239364443086858E+01 ,     0.421916499216752E-01 ,    -0.933616527677504E+00 , 
   1.09899 ,    -0.230982614013150E+01 ,     0.103393686879384E+00 ,    -0.827283447475678E+00 , 
   1.12902 ,    -0.223246109780862E+01 ,     0.173397010002768E+00 ,    -0.721176156372915E+00 , 
   1.15906 ,    -0.215782198254997E+01 ,     0.251214230790200E+00 ,    -0.620084790323739E+00 , 
   1.18909 ,    -0.207972708019756E+01 ,     0.335861694457659E+00 ,    -0.527262888369918E+00 , 
   1.21913 ,    -0.199104168754116E+01 ,     0.426155386959651E+00 ,    -0.444194266680238E+00 , 
   1.24916 ,    -0.188536629303976E+01 ,     0.520457205683582E+00 ,    -0.370728337563277E+00 , 
   1.27920 ,    -0.175854377449928E+01 ,     0.616466661551027E+00 ,    -0.305514532387108E+00 , 
   1.30923 ,    -0.160967632929247E+01 ,     0.711141481022951E+00 ,    -0.246617591196360E+00 , 
   1.33927 ,    -0.144146295481993E+01 ,     0.800797709549147E+00 ,    -0.192173495367275E+00 , 
   1.36930 ,    -0.125982071282157E+01 ,     0.881394318312348E+00 ,    -0.140952107455577E+00 , 
   1.39934 ,    -0.107290334661114E+01 ,     0.948960106601738E+00 ,    -0.927231666930875E-01 , 
   1.42937 ,    -0.889747250831095E+00 ,     0.100008300237016E+01 ,    -0.483691082682215E-01 , 
   1.45941 ,    -0.718834749946597E+00 ,     0.103236235780947E+01 ,    -0.974098273256400E-02 , 
   1.48944 ,    -0.566859141249857E+00 ,     0.104472787957524E+01 ,     0.206977651878917E-01 , 
   1.51948 ,    -0.437910759229010E+00 ,     0.103755366067818E+01 ,     0.403592026487837E-01 , 
   1.54951 ,    -0.333196807624363E+00 ,     0.101253681651675E+01 ,     0.470523648811673E-01 , 
   1.57955 ,    -0.251286134437601E+00 ,     0.972358429824125E+00 ,     0.394418361902353E-01 , 
   1.60958 ,    -0.188761363835586E+00 ,     0.920189424082453E+00 ,     0.173657999785912E-01 , 
   1.63962 ,    -0.141088053625996E+00 ,     0.859136034186055E+00 ,    -0.180334575724306E-01 , 
   1.66966 ,    -0.103487429307180E+00 ,     0.791732053998330E+00 ,    -0.643778610139389E-01 , 
   1.69969 ,    -0.716272283210184E-01 ,     0.719575590027972E+00 ,    -0.118298007246437E+00 , 
   1.72973 ,    -0.420139123443756E-01 ,     0.643178864654984E+00 ,    -0.175804725390284E+00 , 
   1.75976 ,    -0.120597525972833E-01 ,     0.562056968763630E+00 ,    -0.232723540067435E+00 , 
   1.78980 ,     0.201131544183269E-01 ,     0.475034261627866E+00 ,    -0.285125115013499E+00 , 
   1.81983 ,     0.560046620378806E-01 ,     0.380704947159438E+00 ,    -0.329693236304300E+00 , 
   1.84987 ,     0.970500183600466E-01 ,     0.277955501245606E+00 ,    -0.363988543080329E+00 , 
   1.87990 ,     0.144777542939491E+00 ,     0.166446402470965E+00 ,    -0.386586972750281E+00 , 
   1.90994 ,     0.200727637769888E+00 ,     0.469604114241474E-01 ,    -0.397092597102134E+00 , 
   1.93997 ,     0.266127781070022E+00 ,    -0.784482139526820E-01 ,    -0.396041718692814E+00 , 
   1.97001 ,     0.341398402330840E+00 ,    -0.206530677738067E+00 ,    -0.384726544711160E+00 , 
   2.00004 ,     0.425626675271561E+00 ,    -0.333131968627849E+00 ,    -0.364971686057906E+00 , 
   2.03008 ,     0.516172939024113E+00 ,    -0.453638575301793E+00 ,    -0.338895720732561E+00 , 
   2.06011 ,     0.608559651536349E+00 ,    -0.563507995998831E+00 ,    -0.308684679070046E+00 , 
   2.09015 ,     0.696737711921789E+00 ,    -0.658792424657473E+00 ,    -0.276396603287166E+00 , 
   2.12018 ,     0.773741622474264E+00 ,    -0.736575333779779E+00 ,    -0.243808316599466E+00 , 
   2.15022 ,     0.832652257293090E+00 ,    -0.795259873811472E+00 ,    -0.212308758043162E+00 , 
   2.18025 ,     0.867705569574798E+00 ,    -0.834677083906334E+00 ,    -0.182838538683845E+00 , 
   2.21029 ,     0.875336694341027E+00 ,    -0.856013595061374E+00 ,    -0.155872839659072E+00 , 
   2.24032 ,     0.854944119849033E+00 ,    -0.861586647329145E+00 ,    -0.131443874907823E+00 , 
   2.27036 ,     0.809200759526045E+00 ,    -0.854514040019809E+00 ,    -0.109199006317640E+00 , 
   2.30039 ,     0.743820273008011E+00 ,    -0.838335503520355E+00 ,    -0.884903179308831E-01 , 
   2.33043 ,     0.666791420602681E+00 ,    -0.816639859284697E+00 ,    -0.684903691023169E-01 , 
   2.36046 ,     0.587198846909850E+00 ,    -0.792741407249782E+00 ,    -0.483267292139557E-01 , 
   2.39050 ,     0.513833156673181E+00 ,    -0.769432946809753E+00 ,    -0.272250136995461E-01 , 
   2.42054 ,     0.453838428228210E+00 ,    -0.748825906867762E+00 ,    -0.464716952924273E-02 , 
   2.45057 ,     0.411641558755131E+00 ,    -0.732273929764057E+00 ,     0.195903963622902E-01 , 
   2.48061 ,     0.388355515501233E+00 ,    -0.720367310564113E+00 ,     0.452346944425547E-01 , 
   2.51064 ,     0.381758332487338E+00 ,    -0.712982607372690E+00 ,     0.715639666613263E-01 , 
   2.54068 ,     0.386840066141315E+00 ,    -0.709373514426681E+00 ,     0.974148741694956E-01 , 
   2.57071 ,     0.396803305425063E+00 ,    -0.708293532387070E+00 ,     0.121271732076013E+00 , 
   2.60075 ,     0.404320718559185E+00 ,    -0.708145422529452E+00 ,     0.141412243157306E+00 , 
   2.63078 ,     0.402811579223893E+00 ,    -0.707154584014348E+00 ,     0.156095698049881E+00 , 
   2.66082 ,     0.387505600705775E+00 ,    -0.703562054984777E+00 ,     0.163772240597626E+00 , 
   2.69085 ,     0.356113976359481E+00 ,    -0.695827900843699E+00 ,     0.163286864693044E+00 , 
   2.72089 ,     0.309012258407251E+00 ,    -0.682828764323780E+00 ,     0.154050338609319E+00 , 
   2.75092 ,     0.248939080740305E+00 ,    -0.664026709306480E+00 ,     0.136151779902748E+00 , 
   2.78096 ,     0.180307820283058E+00 ,    -0.639582865045227E+00 ,     0.110394055360831E+00 , 
   2.81099 ,     0.108296281535735E+00 ,    -0.610390943486982E+00 ,     0.782428515220954E-01 , 
   2.84103 ,     0.379096112477384E-01 ,    -0.578013468592639E+00 ,     0.416918931762351E-01 , 
   2.87106 ,    -0.268003007474738E-01 ,    -0.544516975418796E+00 ,     0.305873503397337E-02 , 
   2.90110 ,    -0.832247549021286E-01 ,    -0.512219396600402E+00 ,    -0.352639794403819E-01 , 
   2.93113 ,    -0.130336847031656E+00 ,    -0.483380068664507E+00 ,    -0.710695812853952E-01 , 
   2.96117 ,    -0.168498678084816E+00 ,    -0.459876504600011E+00 ,    -0.102575668624265E+00 , 
   2.99120 ,    -0.199026721566685E+00 ,    -0.442918927305730E+00 ,    -0.128606755935819E+00 , 
   3.02124 ,    -0.223648810427758E+00 ,    -0.432851382354870E+00 ,    -0.148695637719968E+00 , 
   3.05127 ,    -0.243996131285628E+00 ,    -0.429076673026880E+00 ,    -0.163089178931290E+00 , 
   3.08131 ,    -0.261249355584866E+00 ,    -0.430122990912718E+00 ,    -0.172658133279682E+00 , 
   3.11134 ,    -0.276007212046107E+00 ,    -0.433846294987984E+00 ,    -0.178724929282799E+00 , 
   3.14138 ,    -0.288381842679024E+00 ,    -0.437738664223018E+00 ,    -0.182835883726161E+00 , 
   3.17142 ,    -0.298264160940837E+00 ,    -0.439293654557293E+00 ,    -0.186512913228633E+00 , 
   3.20145 ,    -0.305658901446505E+00 ,    -0.436368996702762E+00 ,    -0.191022969984688E+00 , 
   3.23149 ,    -0.310973255005626E+00 ,    -0.427487038422054E+00 ,    -0.197200422289724E+00 , 
   3.26152 ,    -0.315158175118127E+00 ,    -0.412024316671005E+00 ,    -0.205348746073815E+00 , 
   3.29156 ,    -0.319643352171508E+00 ,    -0.390261521123682E+00 ,    -0.215234527700621E+00 , 
   3.32159 ,    -0.326064793421963E+00 ,    -0.363290080837645E+00 ,    -0.226171087738248E+00 , 
