Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
233153.312        3639        5929  0.114E+01  0.702E+00
233205.267        5825       12964  0.778E+00  0.665E+00
233217.269        7927       20240  0.554E+00  0.637E+00
233229.267        9604       26730  0.430E+00  0.618E+00
233241.269       11134       32666  0.351E+00  0.601E+00
233253.268       12696       38982  0.291E+00  0.586E+00
233305.266       14039       44706  0.254E+00  0.573E+00
233317.267       15322       50880  0.224E+00  0.561E+00
233329.264       16497       57276  0.206E+00  0.550E+00
233341.270       17609       63578  0.191E+00  0.541E+00
233353.353       18855       70703  0.177E+00  0.531E+00
233405.265       20019       77408  0.166E+00  0.521E+00
233417.321       21315       85512  0.155E+00  0.512E+00
233429.295       22220       91389  0.147E+00  0.506E+00
233441.270       23084       97203  0.142E+00  0.499E+00
233453.267       23789      101812  0.138E+00  0.495E+00
233505.267       24844      109026  0.131E+00  0.488E+00
233517.271       25606      114403  0.127E+00  0.483E+00
233529.268       26360      120141  0.124E+00  0.478E+00
233541.308       27324      127373  0.119E+00  0.473E+00
233553.262       28414      135857  0.114E+00  0.467E+00
233605.265       29509      144141  0.110E+00  0.461E+00
233617.261       30669      153243  0.105E+00  0.455E+00
233629.262       31676      161200  0.101E+00  0.450E+00
233641.269       32644      169302  0.976E-01  0.445E+00
233653.267       33578      177631  0.948E-01  0.441E+00
233705.267       34381      185103  0.926E-01  0.437E+00
233717.271       35386      193569  0.900E-01  0.432E+00
233729.271       36302      201830  0.879E-01  0.428E+00
233741.263       37159      209858  0.856E-01  0.425E+00
233753.269       38107      218699  0.837E-01  0.421E+00
233805.266       38918      226302  0.821E-01  0.418E+00
233817.262       39696      233857  0.806E-01  0.415E+00
233829.351       40361      240611  0.797E-01  0.412E+00
233841.270       41119      248483  0.778E-01  0.409E+00
233853.269       41999      257369  0.755E-01  0.407E+00
233905.268       42642      264529  0.751E-01  0.404E+00
233917.270       43291      271590  0.738E-01  0.402E+00
233929.264       44033      279396  0.725E-01  0.400E+00
233941.273       44789      287265  0.714E-01  0.397E+00
233953.270       45548      295628  0.703E-01  0.395E+00
234005.267       46285      303888  0.698E-01  0.392E+00
234017.267       47003      312498  0.699E-01  0.390E+00
234029.264       47777      321079  0.689E-01  0.387E+00
234041.268       48586      330389  0.693E-01  0.384E+00
234053.263       49314      338839  0.689E-01  0.382E+00
234105.269       50014      346453  0.686E-01  0.379E+00
234117.267       50632      353899  0.677E-01  0.378E+00
234129.270       51353      362262  0.672E-01  0.376E+00
234141.265       51821      367868  0.671E-01  0.375E+00
234153.271       52576      377193  0.662E-01  0.374E+00
234205.262       53072      383505  0.663E-01  0.372E+00
234217.275       53775      392233  0.655E-01  0.371E+00
234229.301       54313      399322  0.654E-01  0.370E+00
234241.262       54949      407804  0.650E-01  0.369E+00
234253.267       55643      416360  0.650E-01  0.367E+00
234305.264       56249      424388  0.651E-01  0.365E+00
234317.264       56800      431801  0.650E-01  0.364E+00
234329.379       57313      438413  0.654E-01  0.367E+00
234341.263       57926      446763  0.642E-01  0.363E+00
234353.264       58547      455147  0.643E-01  0.362E+00
234405.262       59082      462922  0.645E-01  0.361E+00
234417.269       59567      470118  0.647E-01  0.360E+00
234429.267       60141      478537  0.647E-01  0.359E+00
234441.263       60705      486642  0.646E-01  0.358E+00
234453.267       61223      494363  0.641E-01  0.358E+00
234505.265       61814      503341  0.642E-01  0.357E+00
234517.270       62382      511723  0.643E-01  0.357E+00
234529.267       62943      520188  0.640E-01  0.356E+00
234541.268       63464      528150  0.642E-01  0.356E+00
234553.262       64030      536201  0.640E-01  0.355E+00
234605.272       64529      543674  0.637E-01  0.355E+00
234617.270       65104      552457  0.635E-01  0.355E+00
234629.267       65715      561919  0.633E-01  0.354E+00
234641.268       66226      569359  0.639E-01  0.353E+00
234653.267       66735      576753  0.631E-01  0.353E+00
234705.262       67345      585802  0.636E-01  0.352E+00
234717.282       67854      593531  0.626E-01  0.352E+00
234729.268       68308      600853  0.626E-01  0.352E+00
234741.265       68905      609753  0.621E-01  0.352E+00
234753.266       69475      619213  0.621E-01  0.351E+00
234805.267       70006      627750  0.621E-01  0.351E+00
234817.268       70479      635559  0.619E-01  0.351E+00
234829.329       71003      644101  0.621E-01  0.350E+00
234841.336       71458      651406  0.621E-01  0.350E+00
234853.273       72064      661157  0.615E-01  0.350E+00
234905.271       72517      667845  0.618E-01  0.350E+00
234917.268       73088      676877  0.616E-01  0.350E+00
234929.265       73642      685505  0.614E-01  0.349E+00
234941.271       74108      693878  0.615E-01  0.349E+00
234953.267       74624      701831  0.620E-01  0.348E+00
235005.267       75112      709908  0.618E-01  0.348E+00
235017.267       75645      718368  0.618E-01  0.348E+00
235029.268       76122      726008  0.620E-01  0.348E+00
235041.263       76699      735479  0.619E-01  0.347E+00
235053.263       77234      744308  0.618E-01  0.347E+00
235105.270       77753      752730  0.619E-01  0.347E+00
235117.267       78251      760826  0.616E-01  0.347E+00
235129.265       78774      769432  0.613E-01  0.347E+00
235141.269       79299      777864  0.615E-01  0.346E+00
235153.280       79820      786305  0.617E-01  0.346E+00
235205.264       80281      793796  0.614E-01  0.346E+00
235217.262       80728      801363  0.611E-01  0.346E+00
235229.274       81289      809847  0.608E-01  0.346E+00
235241.273       81784      818740  0.599E-01  0.346E+00
235253.301       82224      826437  0.600E-01  0.346E+00
235305.266       82682      834025  0.599E-01  0.346E+00
235317.267       83211      842578  0.600E-01  0.346E+00
235329.268       83679      851614  0.597E-01  0.346E+00
235341.276       84228      859000  0.600E-01  0.346E+00
235353.267       84736      867039  0.604E-01  0.345E+00
235405.264       85216      875440  0.610E-01  0.344E+00
235417.267       85715      883896  0.605E-01  0.344E+00
235429.270       86270      891821  0.596E-01  0.345E+00
235441.265       86711      899602  0.594E-01  0.345E+00
235453.272       87222      908432  0.598E-01  0.345E+00
235505.267       87595      914860  0.604E-01  0.344E+00
235517.267       88004      922506  0.601E-01  0.344E+00
235529.268       88535      932122  0.600E-01  0.344E+00
235541.265       89030      941060  0.606E-01  0.343E+00
235553.269       89528      949365  0.610E-01  0.342E+00
235605.338       89981      957118  0.614E-01  0.342E+00
235617.267       90500      965922  0.607E-01  0.342E+00
235629.279       91007      974284  0.611E-01  0.342E+00
235641.270       91466      982028  0.609E-01  0.342E+00
235653.368       91998      990538  0.615E-01  0.341E+00
235705.268       92505      999256  0.618E-01  0.341E+00
235717.264       93017     1007917  0.623E-01  0.340E+00
235729.303       93495     1016320  0.616E-01  0.341E+00
235741.267       94041     1025214  0.620E-01  0.340E+00
235753.342       94521     1033048  0.615E-01  0.341E+00
235805.262       94953     1040717  0.616E-01  0.340E+00
235817.267       95435     1048619  0.618E-01  0.340E+00
235829.331       95817     1055270  0.614E-01  0.340E+00
235841.273       96297     1063416  0.618E-01  0.340E+00
235853.268       96838     1072685  0.619E-01  0.340E+00
235905.262       97373     1081413  0.626E-01  0.339E+00
235917.261       97882     1089944  0.624E-01  0.339E+00
235929.269       98393     1098449  0.622E-01  0.339E+00
235941.272       98827     1106004  0.626E-01  0.339E+00
235953.267       99378     1114866  0.622E-01  0.339E+00
000005.265       99873     1123642  0.621E-01  0.339E+00
000017.264      100313     1131048  0.623E-01  0.339E+00
000029.267      100735     1138635  0.622E-01  0.339E+00
000041.289      101276     1147324  0.621E-01  0.339E+00
000053.270      101703     1155199  0.620E-01  0.339E+00
000105.267      102237     1164159  0.620E-01  0.339E+00
000117.272      102791     1173496  0.625E-01  0.338E+00
000129.270      103247     1181634  0.620E-01  0.338E+00
000141.274      103705     1189802  0.632E-01  0.337E+00
000153.269      104256     1198950  0.621E-01  0.338E+00
000205.286      104684     1206309  0.624E-01  0.338E+00
000217.270      105091     1214502  0.624E-01  0.338E+00
000229.266      105548     1222069  0.625E-01  0.338E+00
000241.263      106072     1230386  0.625E-01  0.338E+00
000253.267      106596     1239411  0.623E-01  0.338E+00
000305.267      106995     1246366  0.620E-01  0.338E+00
000317.351      107470     1254268  0.619E-01  0.338E+00
000329.316      107916     1262102  0.619E-01  0.338E+00
000341.263      108458     1271325  0.615E-01  0.338E+00
000353.264      108770     1276519  0.614E-01  0.338E+00
000405.281      109232     1285020  0.610E-01  0.338E+00
000417.270      109667     1292848  0.609E-01  0.338E+00
000429.265      110107     1300347  0.602E-01  0.338E+00
000441.264      110615     1309256  0.603E-01  0.338E+00
000453.263      111135     1317947  0.606E-01  0.338E+00
000505.307      111616     1326295  0.612E-01  0.337E+00
000517.270      112188     1336827  0.610E-01  0.337E+00
000529.264      112693     1345136  0.610E-01  0.337E+00
000541.270      113228     1354171  0.611E-01  0.337E+00
000553.268      113679     1361655  0.610E-01  0.337E+00
000605.267      114114     1369438  0.611E-01  0.337E+00
000617.268      114555     1377442  0.615E-01  0.337E+00
000629.262      115004     1386092  0.612E-01  0.337E+00
000641.268      115478     1394212  0.608E-01  0.337E+00
000653.273      115882     1401343  0.610E-01  0.337E+00
000705.331      116408     1411536  0.611E-01  0.337E+00
000717.266      116869     1419714  0.610E-01  0.337E+00
000729.268      117319     1427865  0.604E-01  0.337E+00
000741.263      117827     1436741  0.607E-01  0.337E+00
000753.265      118287     1444715  0.607E-01  0.337E+00
000805.270      118731     1452362  0.606E-01  0.337E+00
000817.267      119134     1460337  0.608E-01  0.336E+00
000829.266      119566     1468038  0.607E-01  0.337E+00
000841.270      120009     1475973  0.607E-01  0.337E+00
000853.269      120492     1484723  0.601E-01  0.337E+00
000905.273      120900     1491860  0.596E-01  0.337E+00
000917.270      121435     1501201  0.594E-01  0.337E+00
000929.272      121885     1509411  0.602E-01  0.337E+00
000941.265      122418     1518296  0.607E-01  0.336E+00
000953.261      122941     1527481  0.608E-01  0.336E+00
001005.269      123379     1535820  0.605E-01  0.336E+00
001017.267      123749     1542682  0.605E-01  0.336E+00
001029.267      124304     1552393  0.603E-01  0.336E+00
001041.282      124767     1561003  0.598E-01  0.336E+00
001053.265      125237     1569720  0.596E-01  0.336E+00
001105.262      125716     1578430  0.594E-01  0.337E+00
001117.267      126187     1587502  0.598E-01  0.336E+00
001129.265      126619     1595431  0.594E-01  0.336E+00
001141.270      127065     1603438  0.597E-01  0.336E+00
001153.272      127489     1611116  0.593E-01  0.336E+00
001205.270      127907     1618902  0.589E-01  0.337E+00
001217.327      128291     1626125  0.593E-01  0.336E+00
001229.272      128762     1634581  0.592E-01  0.336E+00
001241.264      129215     1642674  0.599E-01  0.336E+00
001253.267      129666     1650244  0.604E-01  0.335E+00
001305.271      130110     1658510  0.602E-01  0.335E+00
001317.264      130474     1665005  0.600E-01  0.335E+00
001329.267      130962     1673743  0.601E-01  0.335E+00
001341.262      131374     1681031  0.604E-01  0.335E+00
001353.343      131842     1689708  0.600E-01  0.335E+00
001405.271      132296     1698410  0.605E-01  0.335E+00
001417.264      132823     1707465  0.602E-01  0.335E+00
001429.267      133293     1715977  0.600E-01  0.335E+00
001441.269      133776     1724599  0.595E-01  0.335E+00
001453.269      134234     1732826  0.601E-01  0.335E+00
001505.265      134731     1742031  0.598E-01  0.335E+00
001517.264      135166     1750486  0.595E-01  0.335E+00
001529.270      135641     1758790  0.591E-01  0.335E+00
001541.268      136082     1766563  0.594E-01  0.335E+00
001553.268      136525     1774448  0.596E-01  0.335E+00
001605.264      136895     1781042  0.595E-01  0.335E+00
001617.267      137420     1789802  0.591E-01  0.335E+00
001629.263      137853     1797686  0.593E-01  0.335E+00
001641.273      138271     1805609  0.591E-01  0.335E+00
001653.265      138843     1815469  0.594E-01  0.334E+00
001705.265      139243     1823191  0.593E-01  0.334E+00
001717.264      139679     1831194  0.589E-01  0.335E+00
001729.267      140213     1840445  0.587E-01  0.335E+00
001741.270      140725     1849293  0.586E-01  0.335E+00
001753.269      141175     1857436  0.586E-01  0.334E+00
001805.267      141580     1864722  0.587E-01  0.334E+00
001817.308      142030     1873030  0.584E-01  0.334E+00
001829.262      142472     1880926  0.585E-01  0.334E+00
001841.270      142898     1888810  0.585E-01  0.334E+00
001853.332      143378     1897069  0.584E-01  0.334E+00
001905.287      143829     1905007  0.580E-01  0.334E+00
001917.269      144307     1913005  0.575E-01  0.335E+00
001929.279      144769     1921735  0.580E-01  0.334E+00
001941.264      145285     1931056  0.572E-01  0.335E+00
001953.265      145730     1939077  0.576E-01  0.334E+00
002005.328      146150     1946820  0.576E-01  0.334E+00
002017.267      146684     1956050  0.579E-01  0.334E+00
002029.270      147166     1964915  0.571E-01  0.334E+00
002041.264      147687     1974450  0.571E-01  0.334E+00
002053.270      148092     1981934  0.570E-01  0.334E+00
002105.267      148527     1990104  0.572E-01  0.334E+00
002117.270      149040     1999103  0.572E-01  0.334E+00
002129.270      149460     2007968  0.567E-01  0.334E+00
002141.261      149935     2016900  0.567E-01  0.334E+00
002153.270      150372     2024924  0.563E-01  0.335E+00
002205.269      150783     2033114  0.567E-01  0.334E+00
002217.273      151232     2041674  0.569E-01  0.334E+00
002229.268      151650     2048936  0.571E-01  0.334E+00
002241.347      152134     2057496  0.570E-01  0.334E+00
002253.267      152588     2065179  0.569E-01  0.334E+00
002305.267      152962     2072054  0.572E-01  0.334E+00
002317.267      153403     2080063  0.573E-01  0.333E+00
002329.270      153882     2088859  0.575E-01  0.333E+00
002341.263      154335     2097050  0.574E-01  0.333E+00
002353.267      154803     2105761  0.568E-01  0.334E+00
002405.338      155251     2113570  0.567E-01  0.334E+00
002417.264      155696     2122077  0.569E-01  0.334E+00
002429.262      156165     2130158  0.565E-01  0.334E+00
002441.273      156532     2137913  0.564E-01  0.334E+00
002453.267      157079     2147884  0.563E-01  0.334E+00
002505.270      157515     2156269  0.562E-01  0.334E+00
002517.336      157998     2165194  0.561E-01  0.334E+00
002529.263      158467     2174319  0.563E-01  0.334E+00
002541.291      158902     2182724  0.562E-01  0.334E+00
002553.263      159360     2191395  0.560E-01  0.334E+00
002605.271      159928     2201222  0.563E-01  0.334E+00
002617.270      160350     2208782  0.564E-01  0.333E+00
002629.263      160745     2216270  0.560E-01  0.334E+00
002641.273      161206     2224711  0.560E-01  0.334E+00
002653.268      161667     2232798  0.564E-01  0.333E+00
002705.267      162102     2240803  0.567E-01  0.333E+00
002717.267      162543     2248705  0.562E-01  0.333E+00
002729.275      162987     2257016  0.566E-01  0.333E+00
002741.270      163378     2264033  0.566E-01  0.333E+00
002753.269      163837     2272260  0.569E-01  0.333E+00
002805.264      164312     2280814  0.564E-01  0.333E+00
002817.273      164739     2289175  0.561E-01  0.333E+00
002829.267      165212     2297912  0.562E-01  0.333E+00
002841.270      165643     2305789  0.563E-01  0.333E+00
002853.264      166034     2312903  0.563E-01  0.333E+00
002905.266      166487     2321684  0.562E-01  0.333E+00
002917.271      166926     2329631  0.562E-01  0.333E+00
002929.270      167327     2337489  0.558E-01  0.333E+00
002941.273      167743     2344677  0.554E-01  0.333E+00
002953.307      168257     2353553  0.561E-01  0.328E+00
003005.263      168721     2361847  0.617E-01  0.368E+00
003017.351      169227     2370649  0.557E-01  0.333E+00
003029.263      169642     2378827  0.553E-01  0.333E+00
003041.267      170082     2387117  0.552E-01  0.333E+00
003053.266      170496     2394626  0.552E-01  0.333E+00
003105.262      170996     2403262  0.553E-01  0.333E+00
003117.266      171397     2410981  0.546E-01  0.333E+00
003129.264      171910     2420118  0.550E-01  0.333E+00
003141.268      172385     2428611  0.548E-01  0.333E+00
003153.274      172833     2436656  0.549E-01  0.333E+00
003205.267      173316     2445335  0.542E-01  0.334E+00
003217.262      173692     2452634  0.543E-01  0.333E+00
003229.271      174138     2461120  0.543E-01  0.333E+00
003241.266      174601     2469452  0.538E-01  0.334E+00
003253.271      174995     2477503  0.541E-01  0.333E+00
003305.274      175371     2484822  0.536E-01  0.334E+00
003317.263      175777     2492388  0.539E-01  0.333E+00
003329.266      176225     2500632  0.544E-01  0.333E+00
003341.267      176635     2508198  0.544E-01  0.333E+00
003353.273      177124     2517203  0.542E-01  0.333E+00
003405.264      177620     2526082  0.542E-01  0.333E+00
003417.264      178090     2534192  0.541E-01  0.333E+00
003429.272      178485     2541521  0.540E-01  0.333E+00
003441.269      178952     2550472  0.536E-01  0.333E+00
003453.263      179378     2558850  0.534E-01  0.333E+00
003505.265      179862     2568224  0.541E-01  0.333E+00
003517.302      180263     2575924  0.541E-01  0.333E+00
003529.353      180691     2583756  0.542E-01  0.333E+00
003541.263      181083     2591310  0.540E-01  0.333E+00
003553.266      181516     2599146  0.543E-01  0.332E+00
003605.264      182042     2608263  0.538E-01  0.333E+00
003617.267      182481     2616291  0.541E-01  0.333E+00
003629.270      182976     2625094  0.532E-01  0.333E+00
003641.267      183382     2632523  0.536E-01  0.333E+00
003653.263      183776     2640077  0.534E-01  0.333E+00
003705.268      184240     2648971  0.536E-01  0.333E+00
003717.269      184707     2657284  0.537E-01  0.333E+00
003729.268      185109     2664044  0.537E-01  0.332E+00
003741.266      185547     2672276  0.536E-01  0.333E+00
003753.264      186018     2680613  0.537E-01  0.332E+00
003805.271      186494     2688980  0.536E-01  0.332E+00
003817.269      186882     2696567  0.539E-01  0.332E+00
003829.265      187306     2704561  0.539E-01  0.332E+00
003841.275      187637     2711195  0.535E-01  0.332E+00
003853.265      188117     2719183  0.537E-01  0.332E+00
003905.265      188582     2728108  0.528E-01  0.333E+00
003917.293      189112     2737215  0.526E-01  0.333E+00
003929.263      189517     2745456  0.526E-01  0.333E+00
003941.274      189973     2753917  0.524E-01  0.333E+00
003953.284      190373     2761531  0.521E-01  0.333E+00
004005.271      190723     2769056  0.518E-01  0.333E+00
004017.266      191163     2777360  0.517E-01  0.333E+00
004029.270      191602     2785989  0.515E-01  0.333E+00
004041.267      192036     2793827  0.520E-01  0.333E+00
004053.265      192516     2802789  0.520E-01  0.333E+00
