 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.277102963429868E+01 ,     0.593151374647496E-01 ,    -0.132184506747256E+01 , 
   0.49828 ,    -0.303083289457631E+01 ,    -0.203889240700609E+00 ,    -0.160760657964203E+01 , 
   0.52832 ,    -0.320968767381574E+01 ,    -0.347665995018441E+00 ,    -0.178316825726188E+01 , 
   0.55835 ,    -0.330516936877441E+01 ,    -0.382876487213028E+00 ,    -0.185250016196505E+01 , 
   0.58839 ,    -0.332474049260671E+01 ,    -0.333997767317829E+00 ,    -0.183257173437779E+01 , 
   0.61842 ,    -0.328343430681296E+01 ,    -0.233118807059497E+00 ,    -0.174901742783900E+01 , 
   0.64846 ,    -0.320076007949499E+01 ,    -0.113427847973687E+00 ,    -0.163098108575414E+01 , 
   0.67849 ,    -0.309737924346764E+01 ,    -0.338584103611700E-02 ,    -0.150606285072279E+01 , 
   0.70853 ,    -0.299207714072095E+01 ,     0.774564897599353E-01 ,    -0.139618682533263E+01 , 
   0.73856 ,    -0.289944817913409E+01 ,     0.120434496031407E+00 ,    -0.131497055622562E+01 , 
   0.76860 ,    -0.282854895515507E+01 ,     0.127440331258490E+00 ,    -0.126686080800216E+01 , 
   0.79863 ,    -0.278258744510597E+01 ,     0.108633916027716E+00 ,    -0.124796662281512E+01 , 
   0.82867 ,    -0.275954083328860E+01 ,     0.788777909916917E-01 ,    -0.124823126207499E+01 , 
   0.85870 ,    -0.275345874112470E+01 ,     0.537554359838915E-01 ,    -0.125438752123100E+01 , 
   0.88874 ,    -0.275613140872625E+01 ,     0.460244385405907E-01 ,    -0.125306362232068E+01 , 
   0.91878 ,    -0.275879021929503E+01 ,     0.631794610434232E-01 ,    -0.123345266348144E+01 , 
   0.94881 ,    -0.275355496516105E+01 ,     0.106503431777153E+00 ,    -0.118910761568746E+01 , 
   0.97885 ,    -0.273443254665328E+01 ,     0.171637663867668E+00 ,    -0.111863869987787E+01 , 
   1.00888 ,    -0.269778346762707E+01 ,     0.250377271961329E+00 ,    -0.102532409518060E+01 , 
   1.03892 ,    -0.264228234748924E+01 ,     0.333162196444792E+00 ,    -0.915852170985070E+00 , 
   1.06895 ,    -0.256848671201553E+01 ,     0.411628940618203E+00 ,    -0.798556832977170E+00 , 
   1.09899 ,    -0.247818117326141E+01 ,     0.480626649653680E+00 ,    -0.681565683995559E+00 , 
   1.12902 ,    -0.237367677693421E+01 ,     0.539265629137047E+00 ,    -0.571250467897296E+00 , 
   1.15906 ,    -0.225722114943006E+01 ,     0.590813777128820E+00 ,    -0.471265079301754E+00 , 
   1.18909 ,    -0.213062415870513E+01 ,     0.641528724560287E+00 ,    -0.382305849941515E+00 , 
   1.21913 ,    -0.199514002932408E+01 ,     0.698750762830649E+00 ,    -0.302566084190607E+00 , 
   1.24916 ,    -0.185158476303142E+01 ,     0.768734573236072E+00 ,    -0.228715477220322E+00 , 
   1.27920 ,    -0.170061948847393E+01 ,     0.854737568785697E+00 ,    -0.157141427881665E+00 , 
   1.30923 ,    -0.154310366430504E+01 ,     0.955806130424255E+00 ,    -0.851578146457340E-01 , 
   1.33927 ,    -0.138041909357965E+01 ,     0.106653006128850E+01 ,    -0.119182719115371E-01 , 
   1.36930 ,    -0.121468351885809E+01 ,     0.117781137959308E+01 ,     0.611465642898287E-01 , 
   1.39934 ,    -0.104880438877609E+01 ,     0.127846698807906E+01 ,     0.130436109390368E+00 , 
   1.42937 ,    -0.886360616864592E+00 ,     0.135730508837571E+01 ,     0.190782610405582E+00 , 
   1.45941 ,    -0.731334463526595E+00 ,     0.140521971767489E+01 ,     0.236403579696549E+00 , 
   1.48944 ,    -0.587740758063090E+00 ,     0.141685422876489E+01 ,     0.261997508081406E+00 , 
   1.51948 ,    -0.459213308307822E+00 ,     0.139148811436083E+01 ,     0.263762124663892E+00 , 
   1.54951 ,    -0.348608556435871E+00 ,     0.133297680679116E+01 ,     0.240144745907994E+00 , 
   1.57955 ,    -0.257677034295629E+00 ,     0.124878098789036E+01 ,     0.192199017555800E+00 , 
   1.60958 ,    -0.186838172060679E+00 ,     0.114831510714794E+01 ,     0.123505528484142E+00 , 
   1.63962 ,    -0.135077910772894E+00 ,     0.104098326055066E+01 ,     0.396972276245219E-01 , 
   1.66966 ,    -0.999747367888909E-01 ,     0.934326392960799E+00 ,    -0.523019926406077E-01 , 
   1.69969 ,    -0.778498215705297E-01 ,     0.832668564662776E+00 ,    -0.145177091299584E+00 , 
   1.72973 ,    -0.640306666423690E-01 ,     0.736532303297458E+00 ,    -0.232103416533252E+00 , 
   1.75976 ,    -0.532133555296758E-01 ,     0.642921398760808E+00 ,    -0.307474735018893E+00 , 
   1.78980 ,    -0.399039839041445E-01 ,     0.546382036631208E+00 ,    -0.367385486275735E+00 , 
   1.81983 ,    -0.189133040831354E-01 ,     0.440590186947540E+00 ,    -0.409828354604693E+00 , 
