0.4	-0.92121	1
0.45	-0.9191	1
0.5	-0.91699	1
0.55	-0.9161	1
0.6	-0.91521	1
0.65	-0.91363	1
0.7	-0.91205	1
0.75	-0.90886	1
0.8	-0.90566	1
0.85	-0.90057	1
0.9	-0.89549	1
0.95	-0.88716	1
1	-0.87884	1
1.05	-0.86771	1
1.1	-0.85658	1
1.15	-0.84127	1
1.2	-0.82596	1
1.25	-0.80267	1
1.3	-0.77938	1
1.35	-0.74564	1
1.4	-0.7119	1
1.45	-0.66282	1
1.5	-0.61375	1
1.55	-0.54315	1
1.6	-0.47255	1
1.65	-0.37854	1
1.7	-0.28453	1
1.75	-0.16912	1
1.8	-0.05371	1
1.85	0.05906	1
1.9	0.17183	1
1.95	0.24763	1
2	0.32343	1
2.05	0.34669	1
2.1	0.36996	1
2.15	0.35697	1
2.2	0.34398	1
2.25	0.32018	1
2.3	0.29638	1
2.35	0.27552	1
2.4	0.25467	1
2.45	0.2468	1
2.5	0.23892	1
2.55	0.24636	1
2.6	0.25379	1
2.65	0.27659	1
2.7	0.29939	1
2.75	0.32867	1
2.8	0.35796	1
2.85	0.38215	1
2.9	0.40635	1
2.95	0.40481	1
3	0.40326	1
3.05	0.36487	1
3.1	0.32648	1
3.15	0.2587	1
3.2	0.19091	1
3.25	0.11652	1
3.3	0.04212	1
3.35	-0.01764	1
3.4	-0.07739	1
3.45	-0.1215	1
3.5	-0.1656	1
3.55	-0.1889	1
3.6	-0.21219	1
3.65	-0.22146	1
3.7	-0.23074	1
3.75	-0.22646	1
3.8	-0.22219	1
3.85	-0.20792	1
3.9	-0.19364	1
3.95	-0.17523	1
4	-0.15683	1
4.05	-0.1334	1
4.1	-0.10997	1
4.15	-0.08494	1
4.2	-0.05991	1
4.25	-0.0362	1
4.3	-0.0125	1
4.35	0.00886	1
4.4	0.03021	1
4.45	0.05316	1
4.5	0.0761	1
4.55	0.09018	1
4.6	0.10427	1
4.65	0.11598	1
4.7	0.1277	1
4.75	0.13482	1
4.8	0.14193	1
4.85	0.14371	1
4.9	0.14549	1
4.95	0.14459	1
5	0.14369	1
5.05	0.13984	1
5.1	0.13599	1
5.15	0.11896	1
5.2	0.10194	1
5.25	0.10194	1
5.3	0.10195	1
5.35	0.07864	1
5.4	0.05533	1
5.45	0.03531	1
5.5	0.01529	1
5.55	-0.00687	1
5.6	-0.02903	1
5.65	-0.03844	1
5.7	-0.04784	1
5.75	-0.06119	1
5.8	-0.07454	1
5.85	-0.08149	1
5.9	-0.08844	1
5.95	-0.09626	1
6	-0.10408	1
6.05	-0.09548	1
6.1	-0.08688	1
6.15	-0.08959	1
6.2	-0.0923	1
6.25	-0.08607	1
6.3	-0.07983	1
6.35	-0.06373	1
6.4	-0.04762	1
6.45	-0.03134	1
6.5	-0.01506	1
6.55	5.74135E-5	1
6.6	0.01517	1
6.65	0.03099	1
6.7	0.04681	1
6.75	0.06338	1
6.8	0.07995	1
6.85	0.08475	1
6.9	0.08956	1
6.95	0.10463	1
7	0.1197	1
7.05	0.11142	1
7.1	0.10315	1
7.15	0.1065	1
7.2	0.10986	1
7.25	0.11164	1
7.3	0.11342	1
7.35	0.10129	1
7.4	0.08916	1
7.45	0.07624	1
7.5	0.06333	1
7.55	0.06321	1
7.6	0.06309	1
7.65	0.04717	1
7.7	0.03125	1
7.75	0.02841	1
7.8	0.02556	1
7.85	0.0079	1
7.9	-0.00976	1
7.95	-0.01351	1
8	-0.01725	1
8.05	-0.02286	1
8.1	-0.02847	1
8.15	-0.03439	1
8.2	-0.04032	1
8.25	-0.04657	1
8.3	-0.05282	1
8.35	-0.05972	1
8.4	-0.06662	1
8.45	-0.07489	1
8.5	-0.08316	1
8.55	-0.07513	1
8.6	-0.06711	1
8.65	-0.05887	1
8.7	-0.05063	1
8.75	-0.04265	1
8.8	-0.03467	1
8.85	-0.02718	1
8.9	-0.01969	1
8.95	-0.0298	1
9	-0.03992	1
9.05	-0.03235	1
9.1	-0.02478	1
9.15	-0.01763	1
9.2	-0.01049	1
9.25	-0.00357	1
9.3	0.00334	1
