 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.258383159100095E+01 ,     0.243156805798294E+00 ,     0.528814700025669E+00 , 
   0.49828 ,    -0.267929024421351E+01 ,    -0.163326393284704E+00 ,    -0.106068605516720E+01 , 
   0.52832 ,    -0.275232584078729E+01 ,    -0.236953531676768E+00 ,    -0.181708792365981E+01 , 
   0.55835 ,    -0.273075525034292E+01 ,    -0.291530214620549E-01 ,    -0.149996697624175E+01 , 
   0.58838 ,    -0.261524842475961E+01 ,     0.201123727497324E+00 ,    -0.608030151283873E+00 , 
   0.61841 ,    -0.249227086356195E+01 ,     0.229384737494806E+00 ,     0.421664788092706E-01 , 
   0.64843 ,    -0.246287718723121E+01 ,     0.522227773150409E-01 ,    -0.414586616689149E-01 , 
   0.67846 ,    -0.255080481453307E+01 ,    -0.141677053405107E+00 ,    -0.701857997123983E+00 , 
   0.70848 ,    -0.267563712223472E+01 ,    -0.166991993596577E+00 ,    -0.135196909822142E+01 , 
   0.73850 ,    -0.271975041548770E+01 ,    -0.110236854321385E-01 ,    -0.150091790050959E+01 , 
   0.76852 ,    -0.263178655528675E+01 ,     0.172413187552042E+00 ,    -0.113025329846117E+01 , 
   0.79854 ,    -0.247344460652618E+01 ,     0.220726786772539E+00 ,    -0.638123105442459E+00 , 
   0.82855 ,    -0.236554150043767E+01 ,     0.113401952816811E+00 ,    -0.453545849643623E+00 , 
   0.85856 ,    -0.238069019503235E+01 ,    -0.214343913464417E-01 ,    -0.679258989172867E+00 , 
   0.88857 ,    -0.248003378852031E+01 ,    -0.383680928006226E-01 ,    -0.105405325174607E+01 , 
   0.91857 ,    -0.255247240299272E+01 ,     0.879597422110701E-01 ,    -0.122565384080327E+01 , 
   0.94858 ,    -0.252048186313242E+01 ,     0.246450365811060E+00 ,    -0.106683854325802E+01 , 
   0.97858 ,    -0.241349868153716E+01 ,     0.300672434111251E+00 ,    -0.761164932707749E+00 , 
   1.00857 ,    -0.233814915565530E+01 ,     0.216989924451842E+00 ,    -0.609307769369125E+00 , 
   1.03857 ,    -0.237082338217577E+01 ,     0.914668312356891E-01 ,    -0.750409310936494E+00 , 
   1.06856 ,    -0.247389240432899E+01 ,     0.575873371471462E-01 ,    -0.104771868663181E+01 , 
   1.09855 ,    -0.251949157472181E+01 ,     0.165833146770841E+00 ,    -0.122507965896420E+01 , 
   1.12853 ,    -0.240618900050851E+01 ,     0.344622000981705E+00 ,    -0.111781097750254E+01 , 
   1.15851 ,    -0.216322422086214E+01 ,     0.470708910865547E+00 ,    -0.812891898290090E+00 , 
   1.18849 ,    -0.194059211848285E+01 ,     0.477616417560807E+00 ,    -0.563835169050903E+00 , 
   1.21846 ,    -0.188331682145376E+01 ,     0.404052198268636E+00 ,    -0.566131926308962E+00 , 
   1.24843 ,    -0.199683443911121E+01 ,     0.347562064276141E+00 ,    -0.792848993805247E+00 , 
   1.27840 ,    -0.212686898812159E+01 ,     0.375926371704742E+00 ,    -0.102669625470045E+01 , 
   1.30836 ,    -0.208108840601765E+01 ,     0.478905380819128E+00 ,    -0.105051576690637E+01 , 
   1.33832 ,    -0.179341494366827E+01 ,     0.595162621194728E+00 ,    -0.827355149804255E+00 , 
   1.36827 ,    -0.138876959258945E+01 ,     0.676408282244326E+00 ,    -0.520954578720801E+00 , 
