Q (Ang^-1), RMC, Data
  0.46824702735654544       ,  -0.13464757248940881       ,  -0.75031459959482893     
  0.49828222786331428       ,  -0.85456465130986914       ,  -0.73202260911111316     
  0.52831591051600291       ,   -1.1465856462921753       ,  -0.75776042522795939     
  0.55834798382680495       ,  -0.94433646016261918       ,  -0.72943173908892778     
  0.58837835631281710       ,  -0.52932315734726376       ,  -0.72880520555568129     
  0.61840693649631662       ,  -0.28464473443033211       ,  -0.70415465218323903     
  0.64843363290504041       ,  -0.38851099516809257       ,  -0.71273868298490461     
  0.67845835407246424       ,  -0.70693141416474714       ,  -0.69647181457563523     
  0.70848100853808016       ,  -0.95052898591161317       ,  -0.69745725563230276     
  0.73850150484767585       ,  -0.93453441909991253       ,  -0.66014863711609839     
  0.76851975155361374       ,  -0.71528281821434014       ,  -0.68155825672604042     
  0.79853565721510811       ,  -0.50714558670300669       ,  -0.64734818552986406     
  0.82854913039850486       ,  -0.47885389520179106       ,  -0.63999754406451370     
  0.85856007967755932       ,  -0.61676984253931710       ,  -0.61294350340518278     
  0.88856841363371564       ,  -0.76271575911015466       ,  -0.62499774764739990     
  0.91857404085638483       ,  -0.77230515806030597       ,  -0.58435473478611755     
  0.94857686994322199       ,  -0.64258248217309477       ,  -0.57837015293679461     
  0.97857680950040704       ,  -0.50078090697208011       ,  -0.53204218765240618     
   1.0085737681429205       ,  -0.47755847368709148       ,  -0.55701265463857552     
   1.0385676544948250       ,  -0.58647663614928658       ,  -0.50683462933964696     
   1.0685583771895408       ,  -0.71557411386859360       ,  -0.48600483685994722     
   1.0985458448701255       ,  -0.73099873720608988       ,  -0.43162640028437715     
   1.1285299661895516       ,  -0.59556667011400011       ,  -0.43263420937162156     
   1.1585106498109856       ,  -0.39896517981760199       ,  -0.36794334218962726     
   1.1884878044080667       ,  -0.27860529009825330       ,  -0.33129296114156270     
   1.2184613386651821       ,  -0.30387105801958975       ,  -0.25174097317461813     
   1.2484311612777486       ,  -0.42205675383472108       ,  -0.24263421140616562     
   1.2783971809524890       ,  -0.50625708378187484       ,  -0.17058794344947892     
   1.3083593064077110       ,  -0.45928823145138731       ,  -0.10196418860213192     
   1.3383174463735845       ,  -0.28658867787093628       ,   -1.2985054778812822E-003
   1.3682715095924187       ,   -8.3912323284550658E-002  ,    1.4597949055720474E-002
   1.3982214048189423       ,    4.1768385834606424E-002  ,   0.12739338827625724     
   1.4281670408205815       ,    4.9880920562979429E-002  ,   0.18493694943643721     
   1.4581083263777348       ,   -1.6085946342669497E-002  ,   0.26195199365707211     
   1.4880451702840547       ,   -7.5217902447690929E-002  ,   0.24465128301056857     
   1.5179774813467213       ,   -7.4538524625950051E-002  ,   0.30193471608949768     
   1.5479051683867255       ,   -2.0498604513128037E-002  ,   0.30171383541274183     
   1.5778281402391416       ,    4.0920048316143050E-002  ,   0.31804002342691717     
   1.6077463057534089       ,    6.9836152231441767E-002  ,   0.27612463474319010     
   1.6376595737936057       ,    6.2430677714000675E-002  ,   0.26405926459685430     
   1.6675678532387310       ,    4.3874843519450868E-002  ,   0.22420231647109265     
   1.6974710529829773       ,    3.7150634221800975E-002  ,   0.19769524645696254     
   1.7273690819360130       ,    3.9215505299503822E-002  ,   0.12271476791698753     
   1.7572618490232566       ,    2.5536375386773297E-002  ,   0.10671401858212751     
   1.7871492631861565       ,   -2.3242818387440134E-002  ,    7.4371314913282860E-002
   1.8170312333824645       ,   -9.8241528338522496E-002  ,    6.0128407038101572E-002
   1.8469076685865176       ,  -0.16460132529593288       ,   -1.9960512222508837E-002
   1.8767784777895129       ,  -0.18814798542949993       ,   -5.4978415311021593E-002
   1.9066435699997859       ,  -0.16421876207251812       ,   -8.8078924221818594E-002
   1.9365028542430853       ,  -0.12411008045452709       ,   -8.6683398042522355E-002
   1.9663562395628538       ,  -0.11275166025381940       ,  -0.15525699026299256     
   1.9962036350205019       ,  -0.15465100201942833       ,  -0.15682461186598379     
   2.0260449496956867       ,  -0.23484170990742917       ,  -0.17625118622594588     
   2.0558800926865892       ,  -0.30984354725747998       ,  -0.17777829756204136     
   2.0857089731101883       ,  -0.34001974462763296       ,  -0.22730480504762937     
   2.1155315001025423       ,  -0.31807871022420064       ,  -0.21224567670253217     
   2.1453475828190620       ,  -0.27197006131137941       ,  -0.22763547841597090     
   2.1751571304347888       ,  -0.24106418680928640       ,  -0.20685800627238093     
   2.2049600521446702       ,  -0.24557228549599747       ,  -0.25819301591290744     
   2.2347562571638382       ,  -0.27371562009208961       ,  -0.24008652447137688     
   2.2645456547278857       ,  -0.29575819817875781       ,  -0.23934345874447932     
   2.2943281540931402       ,  -0.29160334771629054       ,  -0.21065788145127723     
   2.3241036645369446       ,  -0.26789393720990762       ,  -0.25388962519966340     
   2.3538720953579308       ,  -0.25032351337693509       ,  -0.22643410154300042     
   2.3836333558762943       ,  -0.25869156186628944       ,  -0.23235940450579196     
   2.4133873554340757       ,  -0.28733805168164878       ,  -0.19551163173710223     
   2.4431340033954312       ,  -0.30885516009238734       ,  -0.24548300240799956     
