 Results from RMCProfile version 6.7.9.5

 (Version 6f format configuration file)                                          

 0 experiments   1 partials

 Partial g(r)'s are printed out below

   128  1 are NR and NPAR

   r (Ang)
   0.06545     0.00000
   0.13090     0.00000
   0.19635     0.00000
   0.26180     0.00000
   0.32725     0.00000
   0.39271     0.00000
   0.45816     0.00000
   0.52361     0.00000
   0.58906     0.00000
   0.65451     0.00000
   0.71996     0.00000
   0.78541     0.00000
   0.85086     0.00000
   0.91631     0.00000
   0.98176     1.20091
   1.04721     0.00000
   1.11267     0.00000
   1.17812     0.00000
   1.24357     0.74859
   1.30902     0.67562
   1.37447     0.00000
   1.43992     0.00000
   1.50537     0.00000
   1.57082     0.46921
   1.63627     0.00000
   1.70172     0.00000
   1.76718     0.00000
   1.83263     0.34474
   1.89808     0.64275
   1.96353     0.00000
   2.02898     0.00000
   2.09443     0.26395
   2.15988     0.00000
   2.22533     0.23381
   2.29078     0.22064
   2.35623     0.00000
   2.42168     0.98717
   2.48714     0.18718
   2.55259     0.53312
   2.61804     0.16893
   2.68349     0.48238
   2.74894     0.30645
   2.81439     0.58473
   2.87984     0.83768
   2.94529     2.00217
   3.01074     1.78833
   3.07619     1.46833
   3.14164     1.99436
   3.20710     2.13895
   3.27255     1.18930
   3.33800     2.07840
   3.40345     1.59939
   3.46890     2.79053
   3.53435     2.41005
   3.59980     1.34032
   3.66525     0.60334
   3.73070     0.49916
   3.79615     0.80350
   3.86161     0.62120
   3.92706     0.37541
   3.99251     1.01698
   4.05796     0.84380
   4.12341     0.74913
   4.18886     0.85788
   4.25431     0.76771
   4.31976     0.62052
   4.38521     1.02363
   4.45066     0.87684
   4.51611     0.90838
   4.58157     1.21359
   4.64702     0.96517
   4.71247     0.88640
   4.77792     0.65939
   4.84337     0.83914
   4.90882     1.00912
   4.97427     0.88915
   5.03972     1.18533
   5.10517     0.93299
   5.17062     0.82290
   5.23607     0.92916
   5.30153     0.82396
   5.36698     1.04519
   5.43243     0.82397
   5.49788     1.07262
   5.56333     0.82306
   5.62878     0.91367
   5.69423     0.82137
   5.75968     0.87262
   5.82513     0.98962
   5.89058     1.00112
   5.95604     0.81603
   6.02149     0.99000
   6.08694     1.28135
   6.15239     1.00950
   6.21784     0.77871
   6.28329     0.58659
   6.34874     1.20658
   6.41419     1.09765
   6.47964     1.07558
   6.54509     1.10824
   6.61054     0.90092
   6.67600     0.90932
   6.74145     1.04462
   6.80690     1.47447
   6.87235     1.12779
   6.93780     1.01039
   7.00325     1.08603
   7.06870     1.04283
   7.13415     0.93278
   7.19960     0.93824
   7.26505     0.76784
   7.33050     0.92658
   7.39596     0.74090
   7.46141     1.22714
   7.52686     1.20589
   7.59231     1.10483
   7.65776     0.96755
   7.72321     1.04829
   7.78866     0.93530
   7.85411     0.95732
   7.91956     0.92310
   7.98501     0.99884
   8.05046     1.26853
   8.11592     1.00203
   8.18137     1.03796
   8.24682     1.03858
   8.31227     0.93849
   8.37772     0.82490
