Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
005600.689      574173      626906
005612.689     1079366     1178005
005624.689     1580859     1727363
005636.689     2054834     2244581
005648.689     2530698     2764948
005700.689     3030877     3312726
005712.689     3533007     3859618
005724.689     4035586     4407822
005736.689     4540326     4957955
005748.688     5081330     5549392
005800.689     5659719     6180310
005812.688     6234726     6807989
005824.689     6809624     7437514
005836.689     7383162     8064600
005848.688     7947059     8681064
005900.689     8465287     9247131
005912.689     8983397     9812957
005924.689     9481336    10356737
005936.689     9963561    10884897
005948.690    10423637    11385920
010000.689    10858941    11861138
010012.688    11337951    12386164
010024.689    11830591    12922326
010036.689    12377131    13516591
010048.688    12876275    14061821
010100.689    13309516    14537592
010112.689    13768668    15039717
010124.689    14232932    15546100
010136.689    14672030    16025600
010148.689    15109381    16503472
010200.689    15548994    16983433
010212.689    15997042    17471834
010224.689    16472443    17990633
010236.689    16900976    18458987
010248.689    17394862    18997617
010300.691    17834701    19476922
010312.689    18281658    19962994
010324.688    18766458    20490344
010336.690    19296679    21068958
010348.689    19801528    21620417
010400.690    20271774    22134444
010412.690    20775941    22682528
010424.689    21242546    23191519
010436.689    21708528    23699659
010448.689    22186771    24222531
010500.689    22645017    24722287
010512.689    23071396    25187092
010524.689    23550222    25709674
010536.689    23989401    26188772
010548.689    24416344    26654410
010600.689    24810916    27084485
010612.688    25303687    27623034
010624.689    25716331    28073379
010636.689    26157725    28554163
010648.689    26586409    29021339
010700.689    27096886    29578277
010712.689    27612583    30140067
010724.689    28128644    30702639
010736.689    28603878    31220887
010748.689    29055963    31714668
010800.689    29539488    32240222
010812.689    30027663    32771805
010824.689    30528969    33317535
010836.688    31060383    33896565
010848.690    31480886    34354645
010900.689    31867511    34775903
010912.689    32315648    35265013
010924.691    32809822    35804687
010936.689    33250816    36286566
010948.689    33679378    36754290
011000.691    34158149    37275540
011012.689    34646219    37807149
011024.689    35082901    38283743
011036.691    35565416    38809609
011048.689    36061466    39349936
011100.689    36550229    39883014
011112.689    36994523    40367305
011124.689    37466983    40884148
011136.689    37957793    41421484
011148.689    38375533    41877181
011200.689    38799323    42339972
011212.689    39233200    42812960
011224.689    39704553    43327475
011236.689    40205910    43874780
011248.689    40679919    44392771
011300.689    41176356    44934187
011312.689    41657531    45458132
011324.689    42159931    46008042
011336.689    42664677    46556455
011348.689    43124181    47056055
011400.689    43611953    47588372
011412.689    44034518    48051711
011424.689    44461530    48518625
011436.689    44855502    48949129
011448.689    45255473    49384617
011500.689    45683268    49851770
011512.691    46140648    50350415
011524.689    46636521    50891777
011536.689    47162326    51465012
011548.689    47681756    52032428
011600.689    48205305    52604025
011612.690    48716218    53159325
011624.689    49185261    53670116
011636.689    49644538    54169663
011648.689    50100093    54666401
011700.689    50554366    55162584
011712.689    50969795    55616125
011724.691    51342016    56020900
011736.689    51861997    56586819
011748.689    52340468    57108613
011800.688    52816076    57627093
011812.689    53334447    58193196
011824.689    53863316    58770452
011836.689    54328212    59278276
011848.688    54810664    59804981
011900.688    55349403    60392726
011912.688    55875097    60966408
011924.689    56335396    61469288
011936.688    56809013    61986475
011948.689    57323002    62547586
012000.689    57782513    63050189
012012.689    58236514    63546293
012024.689    58676693    64026523
012036.689    59128361    64519712
012048.689    59648077    65087397
012100.689    60144472    65630300
012112.688    60669678    66201668
012124.688    61198866    66777990
012136.689    61684782    67307116
012148.689    62178315    67844786
012200.692    62601485    68306220
012212.689    63051498    68797320
012224.689    63526925    69316194
012236.689    64000186    69833100
012248.689    64427322    70299638
012300.689    64907955    70822365
012312.689    65411467    71370097
012324.691    65859590    71859801
012336.689    66317771    72359516
012348.689    66795401    72879830
012400.689    67304653    73435108
012412.690    67803090    73978148
012424.689    68278458    74497466
012436.689    68776557    75040965
012448.689    69301553    75614361
012500.688    69831634    76192616
012512.689    70330112    76736494
012524.689    70868097    77323409
012536.689    71402294    77907105
012548.691    71876902    78425595
