 Q (1/Ang),Ge-Ge,Ge-O ,O-O  
   0.46825 ,    -0.582670552322001E+00 ,    -0.853225877373427E-01 ,    -0.138269306648207E+01 , 
   0.49828 ,    -0.887318535663634E+00 ,    -0.853937432188855E-01 ,    -0.138747108331615E+01 , 
   0.52832 ,    -0.116998894121395E+01 ,    -0.899299910498872E-01 ,    -0.138963656528583E+01 , 
   0.55835 ,    -0.142894558211164E+01 ,    -0.983822274676833E-01 ,    -0.138905426296508E+01 , 
   0.58839 ,    -0.166303916047262E+01 ,    -0.109959415541098E+00 ,    -0.138561378318493E+01 , 
   0.61842 ,    -0.187159888417108E+01 ,    -0.123650349649031E+00 ,    -0.137921867315203E+01 , 
   0.64846 ,    -0.205431195902894E+01 ,    -0.138255080896071E+00 ,    -0.136977572541856E+01 , 
   0.67849 ,    -0.221110046577662E+01 ,    -0.152425121257780E+00 ,    -0.135718550143801E+01 , 
   0.70853 ,    -0.234200500163493E+01 ,    -0.164711170364577E+00 ,    -0.134133499692751E+01 , 
   0.73856 ,    -0.244708374408152E+01 ,    -0.173616769350984E+00 ,    -0.132209323394028E+01 , 
   0.76860 ,    -0.252633432656159E+01 ,    -0.177655996726203E+00 ,    -0.129931037041135E+01 , 
   0.79863 ,    -0.257964418287932E+01 ,    -0.175413096148912E+00 ,    -0.127282067956418E+01 , 
   0.82867 ,    -0.260677292729058E+01 ,    -0.165601777714249E+00 ,    -0.124244948345346E+01 , 
   0.85870 ,    -0.260736802115563E+01 ,    -0.147121872577360E+00 ,    -0.120802384361166E+01 , 
   0.88874 ,    -0.258101257856480E+01 ,    -0.119111051797667E+00 ,    -0.116938653483280E+01 , 
   0.91878 ,    -0.252730183204218E+01 ,    -0.809894466958109E-01 ,    -0.112641257309656E+01 , 
   0.94881 ,    -0.244594266097712E+01 ,    -0.324952280886164E-01 ,    -0.107902735191574E+01 , 
   0.97885 ,    -0.233686881306367E+01 ,     0.262904905088022E-01 ,    -0.102722527725317E+01 , 
   1.00888 ,    -0.220036313546337E+01 ,     0.949306755267929E-01 ,    -0.971087690848141E+00 , 
   1.03892 ,    -0.203717736301831E+01 ,     0.172632123415734E+00 ,    -0.910798842832096E+00 , 
   1.06895 ,    -0.184863983844011E+01 ,     0.258258246073732E+00 ,    -0.846658720194743E+00 , 
   1.09899 ,    -0.163674198094600E+01 ,     0.350354680882770E+00 ,    -0.779091656833487E+00 , 
