Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
233625.758       16264      188314  0.185E-01  0.102E+01
233637.758       29188      362649  0.185E-01  0.102E+01
233649.758       42903      547607  0.186E-01  0.102E+01
233701.769       55922      725417  0.200E-01  0.110E+01
233713.766       70306      920291  0.195E-01  0.108E+01
233725.758       83935     1102919  0.184E-01  0.102E+01
233737.761       97883     1288685  0.183E-01  0.102E+01
233749.759      111119     1468126  0.180E-01  0.997E+00
233801.759      124039     1645332  0.184E-01  0.102E+01
233813.797      137240     1821703  0.172E-01  0.967E+00
233825.758      150695     2002970  0.181E-01  0.102E+01
233837.758      163479     2175923  0.184E-01  0.102E+01
233849.762      177502     2365654  0.212E-01  0.120E+01
233901.763      191045     2548773  0.185E-01  0.102E+01
233913.758      203963     2723239  0.181E-01  0.102E+01
233925.758      217317     2904872  0.186E-01  0.102E+01
233937.758      230596     3084570  0.183E-01  0.102E+01
233949.758      243687     3257938  0.184E-01  0.102E+01
234001.758      257019     3435912  0.183E-01  0.102E+01
234013.758      270853     3621530  0.184E-01  0.102E+01
234025.758      284512     3804985  0.184E-01  0.102E+01
234037.801      298022     3984182  0.191E-01  0.108E+01
234049.758      311132     4161792  0.183E-01  0.102E+01
234101.758      324656     4343750  0.184E-01  0.102E+01
234113.775      337640     4519655  0.195E-01  0.110E+01
234125.783      350704     4693877  0.158E-01  0.868E+00
234137.758      363109     4864582  0.184E-01  0.102E+01
234149.806      376541     5046371  0.234E-01  0.128E+01
234201.772      389674     5224384  0.213E-01  0.121E+01
234213.758      404525     5425103  0.184E-01  0.102E+01
234225.797      418539     5611729  0.202E-01  0.105E+01
234237.788      431362     5787427  0.183E-01  0.996E+00
234249.758      444198     5961935  0.187E-01  0.102E+01
234301.759      457440     6140548  0.189E-01  0.102E+01
234313.758      470686     6318705  0.186E-01  0.102E+01
234325.758      484681     6503899  0.187E-01  0.102E+01
234337.771      498149     6681446  0.179E-01  0.977E+00
234349.758      512088     6869878  0.184E-01  0.102E+01
234401.807      525136     7043481  0.149E-01  0.838E+00
234413.766      538503     7223049  0.186E-01  0.101E+01
234425.758      551451     7398338  0.187E-01  0.102E+01
234437.758      564603     7576283  0.186E-01  0.102E+01
234449.807      577698     7753884  0.170E-01  0.917E+00
234501.759      591433     7939472  0.186E-01  0.102E+01
234513.796      605791     8134214  0.201E-01  0.109E+01
234525.758      619368     8321929  0.189E-01  0.102E+01
234537.810      633110     8509558  0.114E-01  0.624E+00
234549.767      646013     8688562  0.203E-01  0.110E+01
234601.758      659834     8876110  0.184E-01  0.102E+01
234613.758      674014     9062575  0.184E-01  0.102E+01
234625.758      687871     9250070  0.183E-01  0.102E+01
234637.758      701676     9433546  0.181E-01  0.102E+01
234649.762      715446     9617495  0.208E-01  0.116E+01
234701.758      730429     9815711  0.183E-01  0.102E+01
234713.758      744002     9996378  0.185E-01  0.102E+01
234725.758      758583    10192425  0.181E-01  0.102E+01
234737.758      772798    10383089  0.187E-01  0.102E+01
234749.758      787133    10575402  0.181E-01  0.102E+01
234801.758      800842    10761864  0.181E-01  0.102E+01
234813.759      814801    10949506  0.184E-01  0.102E+01
234825.758      828069    11130582  0.185E-01  0.102E+01
234837.758      841589    11312768  0.180E-01  0.102E+01
234849.758      854504    11491634  0.186E-01  0.102E+01
234901.816      867538    11670311  0.193E-01  0.106E+01
234913.795      880258    11847696  0.166E-01  0.893E+00
234925.800      894045    12034841  0.188E-01  0.105E+01
234937.758      907478    12214372  0.184E-01  0.102E+01
234949.758      920570    12392711  0.185E-01  0.102E+01
235001.779      935043    12590835  0.194E-01  0.109E+01
235013.758      948303    12774978  0.185E-01  0.102E+01
235025.763      962279    12964019  0.170E-01  0.925E+00
235037.781      975711    13145199  0.235E-01  0.130E+01
235049.776      989203    13328700  0.155E-01  0.875E+00
235101.759     1003935    13529249  0.185E-01  0.102E+01
235113.758     1017056    13704501  0.188E-01  0.102E+01
235125.758     1030242    13886307  0.186E-01  0.102E+01
235137.758     1042729    14059453  0.185E-01  0.102E+01
235149.758     1055125    14229299  0.186E-01  0.102E+01
235201.775     1068432    14411818  0.228E-01  0.125E+01
235213.792     1081484    14588385  0.191E-01  0.104E+01
235225.758     1094834    14768243  0.189E-01  0.102E+01
235237.758     1108072    14949700  0.184E-01  0.102E+01
235249.758     1121642    15133559  0.186E-01  0.102E+01
235301.758     1134236    15309242  0.185E-01  0.102E+01
235313.797     1147482    15490968  0.200E-01  0.110E+01
235325.758     1160466    15667840  0.185E-01  0.102E+01
235337.773     1173292    15844558  0.148E-01  0.824E+00
235349.758     1186240    16024926  0.184E-01  0.102E+01
235401.758     1199544    16206591  0.185E-01  0.102E+01
235413.758     1213022    16388304  0.185E-01  0.102E+01
235425.765     1225854    16567095  0.205E-01  0.115E+01
235437.758     1239406    16751594  0.183E-01  0.102E+01
235449.762     1251936    16923690  0.170E-01  0.952E+00
235501.758     1265765    17111937  0.187E-01  0.102E+01
235513.775     1277859    17276836  0.200E-01  0.107E+01
235525.805     1291273    17460965  0.159E-01  0.862E+00
235537.797     1304089    17640861  0.265E-01  0.151E+01
235549.758     1316851    17816781  0.185E-01  0.102E+01
235601.774     1329892    17994901  0.168E-01  0.921E+00
235613.758     1343614    18179973  0.187E-01  0.102E+01
