Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
232227.412       18558      213696  0.179E-01  0.102E+01
232239.412       32452      397383  0.182E-01  0.102E+01
232251.412       46403      582061  0.180E-01  0.102E+01
232303.413       60367      768843  0.179E-01  0.102E+01
232315.412       74452      959331  0.181E-01  0.102E+01
232327.412       89160     1155098  0.178E-01  0.102E+01
232339.412      103677     1350542  0.178E-01  0.102E+01
232351.416      117778     1537501  0.190E-01  0.108E+01
232403.412      131792     1724934  0.178E-01  0.102E+01
232415.412      145942     1912645  0.178E-01  0.102E+01
232427.416      159181     2090696  0.172E-01  0.100E+01
232439.412      172958     2275046  0.181E-01  0.102E+01
232451.412      187342     2465369  0.181E-01  0.102E+01
232503.435      201316     2652573  0.218E-01  0.124E+01
232515.412      214995     2837674  0.182E-01  0.102E+01
232527.431      228779     3022890  0.224E-01  0.131E+01
232539.412      242847     3211142  0.181E-01  0.102E+01
232551.414      257281     3404425  0.182E-01  0.102E+01
232603.435      270694     3583158  0.166E-01  0.917E+00
232615.412      284603     3770528  0.181E-01  0.102E+01
232627.413      298021     3949226  0.177E-01  0.102E+01
232639.431      311965     4137929  0.162E-01  0.921E+00
232651.412      326262     4326559  0.181E-01  0.102E+01
232703.412      339958     4509391  0.182E-01  0.102E+01
232715.412      353830     4695626  0.182E-01  0.102E+01
232727.412      367660     4880861  0.182E-01  0.102E+01
232739.412      382267     5078859  0.182E-01  0.102E+01
232751.412      397277     5283610  0.184E-01  0.102E+01
232803.413      410819     5464113  0.182E-01  0.102E+01
232815.412      424704     5650512  0.183E-01  0.102E+01
232827.412      438936     5840270  0.182E-01  0.102E+01
232839.416      452962     6029078  0.173E-01  0.949E+00
232851.412      466706     6216020  0.184E-01  0.102E+01
232903.412      481513     6416988  0.182E-01  0.102E+01
232915.412      495515     6608248  0.181E-01  0.102E+01
232927.412      510043     6802023  0.182E-01  0.102E+01
232939.412      523785     6986714  0.182E-01  0.102E+01
232951.460      537622     7173964  0.198E-01  0.113E+01
233003.412      552086     7369551  0.180E-01  0.102E+01
233015.412      565742     7554795  0.181E-01  0.102E+01
233027.412      580114     7747462  0.183E-01  0.102E+01
233039.412      594465     7942350  0.182E-01  0.102E+01
233051.412      607987     8122666  0.183E-01  0.102E+01
233103.412      622453     8315724  0.183E-01  0.102E+01
233115.412      636831     8507773  0.181E-01  0.102E+01
233127.412      650775     8697604  0.180E-01  0.102E+01
233139.421      665046     8888149  0.122E-01  0.673E+00
233151.412      679514     9082547  0.186E-01  0.102E+01
233203.438      692900     9264109  0.267E-01  0.146E+01
233215.443      706600     9449550  0.190E-01  0.106E+01
