Flight time (us) , Calculated , Experiment
   2464.4220000000000       ,    4.4761304026510009       ,    4.3106999999999998     
   2466.3909999999996       ,    4.5069033905029547       ,    4.1759000000000004     
   2468.3589999999999       ,    4.1736061736653181       ,    4.0530999999999997     
   2470.3440000000001       ,    3.7477862154261152       ,    3.7463000000000002     
   2472.3280000000000       ,    3.2977361263740317       ,    3.4630999999999998     
   2474.2970000000000       ,    2.8794638820039142       ,    3.0613999999999999     
   2476.2809999999999       ,    2.5203703235252997       ,    2.6899999999999999     
   2478.2660000000001       ,    2.2372102984924975       ,    2.4451000000000001     
   2480.2339999999999       ,    2.0299650627369585       ,    2.2593999999999999     
   2482.2190000000001       ,    1.8839691096001929       ,    2.0463000000000000     
   2484.2190000000001       ,    1.7861983828507118       ,    1.9318000000000000     
   2486.2030000000000       ,    1.7240566789104570       ,    1.9034000000000000     
   2488.1880000000001       ,    1.6852599460954050       ,    1.7911999999999999     
   2490.1870000000004       ,    1.6615425572003675       ,    1.7497000000000000     
   2492.1720000000000       ,    1.6478129735623144       ,    1.7270000000000001     
   2494.1559999999999       ,    1.6405070091711600       ,    1.7526999999999999     
   2496.1559999999999       ,    1.6375618708788324       ,    1.8091999999999999     
   2498.1559999999999       ,    1.6377238634909332       ,    1.8161000000000000     
   2500.1559999999999       ,    1.6400981655324183       ,    1.7847999999999999     
   2502.1559999999999       ,    1.6442253836652934       ,    1.8485000000000000     
   2504.1559999999999       ,    1.6503699649756025       ,    1.8326000000000000     
   2506.1559999999999       ,    1.6600965654512083       ,    1.8309000000000000     
   2508.1559999999999       ,    1.6768377405842698       ,    1.8987000000000001     
   2510.1720000000000       ,    1.7067096773902419       ,    1.8912000000000000     
   2512.1869999999999       ,    1.7566520013123512       ,    1.8583000000000001     
   2514.1879999999996       ,    1.8341382494350622       ,    1.8835999999999999     
   2516.2030000000000       ,    1.9460105911971297       ,    1.9297000000000000     
   2518.2190000000001       ,    2.0924100598646751       ,    2.0238000000000000     
   2520.2339999999999       ,    2.2652053628330657       ,    2.1032999999999999     
   2522.2500000000000       ,    2.4479674737104040       ,    2.2715000000000001     
   2524.2660000000001       ,    2.6135727202493739       ,    2.3334000000000001     
   2526.2809999999999       ,    2.7339228849485138       ,    2.5606000000000000     
   2528.2969999999996       ,    2.7864722027530346       ,    2.5347000000000000     
   2530.3280000000000       ,    2.7617081507085688       ,    2.6023000000000001     
   2532.3589999999999       ,    2.6661017937594549       ,    2.5076000000000001     
   2534.3750000000000       ,    2.5206792982795267       ,    2.4853000000000001     
   2536.3910000000001       ,    2.3497571195962768       ,    2.3963999999999999     
   2538.4220000000000       ,    2.1758039785789212       ,    2.3090000000000002     
   2540.4530000000000       ,    2.0182253617273709       ,    2.1244999999999998     
   2542.4839999999999       ,    1.8874204549928044       ,    2.0034999999999998     
   2544.5309999999999       ,    1.7857719405644854       ,    1.8039000000000001     
   2546.5780000000000       ,    1.7122760185027084       ,    1.7343999999999999     
