 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
  11.04600 ,    -0.295887181333181E+01 ,     0.940002897730081E+00 ,     0.618803664604910E+00 ,    -0.401627505053008E+01 ,    -0.543101233307784E+00 ,    -0.551901623478940E+00 , 
  11.06600 ,    -0.303752414185067E+01 ,     0.423657544332358E+00 ,     0.782699518218792E+00 ,    -0.413074526410070E+01 ,    -0.677471965587263E-01 ,    -0.544901626569429E+00 , 
  11.08600 ,    -0.294847778458114E+01 ,    -0.110919847870721E+00 ,     0.834942998299030E+00 ,    -0.401793214660062E+01 ,     0.421149522684967E+00 ,    -0.547693785448052E+00 , 
  11.10600 ,    -0.269988674626322E+01 ,    -0.617481158289166E+00 ,     0.774267338719027E+00 ,    -0.368759921192513E+01 ,     0.883182648124168E+00 ,    -0.562016810372253E+00 , 
  11.12600 ,    -0.231081547862382E+01 ,    -0.105283156993799E+01 ,     0.608875428274983E+00 ,    -0.316441480180952E+01 ,     0.127982684379437E+01 ,    -0.587731300946477E+00 , 
  11.14600 ,    -0.180964261244997E+01 ,    -0.138036804036778E+01 ,     0.355769284747842E+00 ,    -0.248592033106454E+01 ,     0.157744824594500E+01 ,    -0.622713319713552E+00 , 
  11.16600 ,    -0.123179794540486E+01 ,    -0.157303774276153E+01 ,     0.393673472621329E-01 ,    -0.169957019343719E+01 ,     0.174994912219019E+01 ,    -0.662941295598430E+00 , 
  11.18600 ,    -0.617016551928194E+00 ,    -0.161547780080522E+01 ,    -0.310483220274992E+00 ,    -0.859081206238048E+00 ,     0.178083569536547E+01 ,    -0.702777217607983E+00 , 
  11.20600 ,    -0.632847374903288E-02 ,    -0.150516754772869E+01 ,    -0.660942114436851E+00 ,    -0.203798479468955E-01 ,     0.166454241126448E+01 ,    -0.735424986348564E+00 , 
  11.22600 ,     0.560980620520172E+00 ,    -0.125250778922862E+01 ,    -0.978864727469819E+00 ,     0.762537204991171E+00 ,     0.140690401124321E+01 ,    -0.753531602290928E+00 , 
  11.24600 ,     0.105020426446845E+01 ,    -0.879831088651461E+00 ,    -0.123352764850983E+01 ,     0.144151152924925E+01 ,     0.102473410875208E+01 ,    -0.749882209257359E+00 , 
  11.26600 ,     0.143363218307863E+01 ,    -0.419435409360756E+00 ,    -0.139916985886048E+01 ,     0.197760542018867E+01 ,     0.544540165846454E+00 ,    -0.718129316288235E+00 , 
  11.28600 ,     0.169237281377532E+01 ,     0.891867915898907E-01 ,    -0.145714234098027E+01 ,     0.234370899041846E+01 ,     0.474050104377002E-03 ,    -0.653490902059957E+00 , 
  11.30600 ,     0.181745473575048E+01 ,     0.602687268059507E+00 ,    -0.139748961342022E+01 ,     0.252618706279926E+01 ,    -0.568320945496181E+00 ,    -0.553352237407240E+00 , 
  11.32600 ,     0.181013948430403E+01 ,     0.107748739906127E+01 ,    -0.121983218395263E+01 ,     0.252545913745919E+01 ,    -0.112075671220045E+01 ,    -0.417712307054360E+00 , 
  11.34600 ,     0.168144154369395E+01 ,     0.147338866565644E+01 ,    -0.933475420918192E+00 ,     0.235549100504413E+01 ,    -0.161699839980207E+01 ,    -0.249427297750506E+00 , 
  11.36600 ,     0.145091370186458E+01 ,     0.175687120255191E+01 ,    -0.556733269243640E+00 ,     0.204226214919914E+01 ,    -0.202155903834564E+01 ,    -0.542198575935327E-01 , 
  11.38600 ,     0.114481242867811E+01 ,     0.190381262856851E+01 ,    -0.115519403937751E+00 ,     0.162135210189038E+01 ,    -0.230604368679755E+01 ,     0.159557613957557E+00 , 
  11.40600 ,     0.793804083663915E+00 ,     0.190141036129983E+01 ,     0.358681496368371E+00 ,     0.113485517782101E+01 ,    -0.245132408024190E+01 ,     0.381396181298241E+00 , 
  11.42600 ,     0.430405062011137E+00 ,     0.174915892035574E+01 ,     0.831298667414668E+00 ,     0.627881427041922E+00 ,    -0.244897061585725E+01 ,     0.599309629617942E+00 , 
  11.44600 ,     0.863651267641616E-01 ,     0.145881342238254E+01 ,     0.126741503232699E+01 ,     0.144928630619433E+00 ,    -0.230182855646942E+01 ,     0.800670383687150E+00 , 
  11.46600 ,    -0.209797814982754E+00 ,     0.105335479596724E+01 ,     0.163453937832448E+01 ,    -0.273586069897120E+00 ,    -0.202369464496385E+01 ,     0.973137606194222E+00 , 
  11.48600 ,    -0.434920908183386E+00 ,     0.565054125449164E+00 ,     0.190518570751479E+01 ,    -0.594365660200210E+00 ,    -0.163812323547998E+01 ,     0.110560312954965E+01 , 
  11.50600 ,    -0.572819497350395E+00 ,     0.328061993274872E-01 ,     0.205905036262024E+01 ,    -0.793615078055738E+00 ,    -0.117646156737276E+01 ,     0.118907723450350E+01 , 
  11.52600 ,    -0.615296683294057E+00 ,    -0.501040115676119E+00 ,     0.208461067935721E+01 ,    -0.858594532149222E+00 ,    -0.675276131062155E+00 ,     0.121743932007833E+01 , 
  11.54600 ,    -0.562478257174519E+00 ,    -0.994089190382616E+00 ,     0.198001664297230E+01 ,    -0.788243863537299E+00 ,    -0.173381068516819E+00 ,     0.118798807588544E+01 , 
  11.56600 ,    -0.422468063023794E+00 ,    -0.140726282351491E+01 ,     0.175320535213602E+01 ,    -0.592854407942620E+00 ,     0.291288815314315E+00 ,     0.110174115215294E+01 , 
  11.58600 ,    -0.210373840846134E+00 ,    -0.170784861993215E+01 ,     0.142123214787062E+01 ,    -0.292841885041929E+00 ,     0.684706170330831E+00 ,     0.963454281574225E+00 , 
  11.60600 ,     0.531969422140381E-01 ,    -0.187199041033938E+01 ,     0.100887669190624E+01 ,     0.832551880159940E-01 ,     0.979435287010104E+00 ,     0.781352675699441E+00 , 
  11.62600 ,     0.344031762931687E+00 ,    -0.188642861401170E+01 ,     0.546641689057433E+00 ,     0.501367827063193E+00 ,     0.115675656439225E+01 ,     0.566591353860811E+00 , 
  11.64600 ,     0.636431197034193E+00 ,    -0.174936351244341E+01 ,     0.683113777959463E-01 ,     0.924852997830948E+00 ,     0.120806235473018E+01 ,     0.332483812422211E+00 , 
  11.66600 ,     0.905370465393373E+00 ,    -0.147038881355156E+01 ,    -0.391727755887557E+00 ,     0.131756399327573E+01 ,     0.113541583112863E+01 ,     0.935581263841533E-01 , 
  11.68600 ,     0.112852634123958E+01 ,    -0.106952028095841E+01 ,    -0.801183276415681E+00 ,     0.164678212491053E+01 ,     0.951233688084020E+00 ,    -0.135485537811036E+00 , 
  11.70600 ,     0.128800802322494E+01 ,    -0.575418074985459E+00 ,    -0.113234953382692E+01 ,     0.188577525102676E+01 ,     0.677125498801132E+00 ,    -0.340833258217181E+00 , 
  11.72600 ,     0.137166002850964E+01 ,    -0.229657006051498E-01 ,    -0.136419486385952E+01 ,     0.201578556933312E+01 ,     0.341991440188961E+00 ,    -0.510546970265650E+00 , 
  11.74600 ,     0.137384464611802E+01 ,     0.549582106388255E+00 ,    -0.148387664811443E+01 ,     0.202730128491235E+01 ,    -0.204598345417022E-01 ,    -0.635406087379080E+00 , 
  11.76600 ,     0.129565747091714E+01 ,     0.110363945625661E+01 ,    -0.148756670159106E+01 ,     0.192052958202628E+01 ,    -0.374565072869551E+00 ,    -0.709533881105392E+00 , 
  11.78600 ,     0.114457801817027E+01 ,     0.160326436794846E+01 ,    -0.138052802002089E+01 ,     0.170505635524735E+01 ,    -0.685695124518607E+00 ,    -0.730759108602277E+00 , 
  11.80600 ,     0.933604295517384E+00 ,     0.201782727571336E+01 ,    -0.117644697792172E+01 ,     0.139874565111328E+01 ,    -0.923132492138273E+00 ,    -0.700685321317383E+00 , 
  11.82600 ,     0.679961619183494E+00 ,     0.232416281205218E+01 ,    -0.896087261507386E+00 ,     0.102599316239900E+01 ,    -0.106260308177011E+01 ,    -0.624464568567126E+00 , 
  11.84600 ,     0.403508595832434E+00 ,     0.250804298256501E+01 ,    -0.565387889905659E+00 ,     0.615498456284364E+00 ,    -0.108825810367108E+01 ,    -0.510296740247111E+00 , 
  11.86600 ,     0.124984562304732E+00 ,     0.256487064105357E+01 ,    -0.213172914178018E+00 ,     0.197755983900119E+00 ,    -0.993949241404344E+00 ,    -0.368698466680215E+00 , 
  11.88600 ,    -0.135748596943514E+00 ,     0.249956010128599E+01 ,     0.131328973132105E+00 ,    -0.197517277801573E+00 ,    -0.783699870913779E+00 ,    -0.211604364192549E+00 , 
  11.90600 ,    -0.361321821179548E+00 ,     0.232564090711538E+01 ,     0.440943126884239E+00 ,    -0.543800529548385E+00 ,    -0.471342189224178E+00 ,    -0.513768681266667E-01 , 
  11.92600 ,    -0.538199857909168E+00 ,     0.206368534940381E+01 ,     0.692778689583385E+00 ,    -0.819836127785465E+00 ,    -0.793589473085114E-01 ,     0.100192209694662E+00 , 
  11.94600 ,    -0.657643749315661E+00 ,     0.173921489039677E+01 ,     0.870044245241350E+00 ,    -0.101118182773669E+01 ,     0.362966676271822E+00 ,     0.232805491276110E+00 , 
  11.96600 ,    -0.716226166202900E+00 ,     0.138028080436175E+01 ,     0.963301887422402E+00 ,    -0.111113313586102E+01 ,     0.821934031388230E+00 ,     0.338433600863840E+00 , 
  11.98600 ,    -0.715871163497264E+00 ,     0.101493694384630E+01 ,     0.971062017192671E+00 ,    -0.112095694573248E+01 ,     0.126214012267297E+01 ,     0.411876577245205E+00 , 
  12.00600 ,    -0.663431391193908E+00 ,     0.668826018705149E+00 ,     0.899678807233487E+00 ,    -0.104943750319978E+01 ,     0.164930177895883E+01 ,     0.451070082128593E+00 , 
  12.02600 ,    -0.569854933784933E+00 ,     0.363085210689202E+00 ,     0.762566686319874E+00 ,    -0.911794037253303E+00 ,     0.195295425010201E+01 ,     0.457115723105765E+00 , 
  12.04600 ,    -0.449027507211540E+00 ,     0.112744041156650E+00 ,     0.578816204858694E+00 ,    -0.728081223620551E+00 ,     0.214880930479545E+01 ,     0.434038709240978E+00 , 
  12.06600 ,    -0.316401011878393E+00 ,    -0.742596868125311E-01 ,     0.371338278002951E+00 ,    -0.521224790104584E+00 ,     0.222058735199171E+01 ,     0.388299402622255E+00 , 
  12.08600 ,    -0.187534494587373E+00 ,    -0.197377031931988E+00 ,     0.164704784554014E+00 ,    -0.314871790247261E+00 ,     0.216118442219220E+01 ,     0.328106096596309E+00 , 
  12.10600 ,    -0.766774019738864E-01 ,    -0.263051094005721E+00 ,    -0.171224153223530E-01 ,    -0.131246374305606E+00 ,     0.197309191564561E+01 ,     0.262592759104321E+00 , 
  12.12600 ,     0.448241409401673E-02 ,    -0.283680376868164E+00 ,    -0.152974722273572E+00 ,     0.108033294745630E-01 ,     0.166804989742622E+01 ,     0.200936143158297E+00 , 
  12.14600 ,     0.478012199510897E-01 ,    -0.276051827783001E+00 ,    -0.226383006693643E+00 ,     0.974025379404505E-01 ,     0.126597802484148E+01 ,     0.151490718328722E+00 , 
  12.16600 ,     0.493140042861399E-01 ,    -0.259397865332080E+00 ,    -0.227043767797571E+00 ,     0.120761174463122E+00 ,     0.793286609427832E+00 ,     0.121017038633370E+00 , 
  12.18600 ,     0.947504374137067E-02 ,    -0.253262305270747E+00 ,    -0.151722317214611E+00 ,     0.797139865390121E-01 ,     0.280719023827681E+00 ,     0.114069763713390E+00 , 
  12.20600 ,    -0.670062297013592E-01 ,    -0.275374050821998E+00 ,    -0.452035971593278E-02 ,    -0.203446534614019E-01 ,    -0.239088252255470E+00 ,     0.132596496045553E+00 , 
  12.22600 ,    -0.171709249757277E+00 ,    -0.339723776193063E+00 ,     0.203508608600761E+00 ,    -0.168112295869159E+00 ,    -0.734122883368972E+00 ,     0.175779280121562E+00 , 
  12.24600 ,    -0.293368979799704E+00 ,    -0.455018169521402E+00 ,     0.455355781322792E+00 ,    -0.347547024331517E+00 ,    -0.117538496311783E+01 ,     0.240128783222215E+00 , 
  12.26600 ,    -0.418981280533714E+00 ,    -0.623650636771718E+00 ,     0.729572320054119E+00 ,    -0.539440486356565E+00 ,    -0.153895617370576E+01 ,     0.319818795794304E+00 , 
  12.28600 ,    -0.535044240289172E+00 ,    -0.841279983368954E+00 ,     0.100216621022650E+01 ,    -0.723249860456694E+00 ,    -0.180759133674945E+01 ,     0.407227731961720E+00 , 
  12.30600 ,    -0.628823238265516E+00 ,    -0.109705372882225E+01 ,     0.124871171883379E+01 ,    -0.879023548790771E+00 ,    -0.197171808668305E+01 ,     0.493636105923338E+00 , 
  12.32600 ,    -0.689527925319526E+00 ,    -0.137445520012028E+01 ,     0.144648573425949E+01 ,    -0.989250198755792E+00 ,    -0.202978310936541E+01 ,     0.570016024657916E+00 , 
  12.34600 ,    -0.709299351579330E+00 ,    -0.165269838660087E+01 ,     0.157644483389147E+01 ,    -0.104047018015171E+01 ,    -0.198793990801123E+01 ,     0.627841645115442E+00 , 
  12.36600 ,    -0.683924055347524E+00 ,    -0.190854645386393E+01 ,     0.162487266767464E+01 ,    -0.102451178939438E+01 ,    -0.185912846922319E+01 ,     0.659848835260835E+00 , 
  12.38600 ,    -0.613217259073473E+00 ,    -0.211839287585716E+01 ,     0.158455762644404E+01 ,    -0.939248994871337E+00 ,    -0.166164678726127E+01 ,     0.660677918556705E+00 , 
  12.40600 ,    -0.501047067415501E+00 ,    -0.226042142030585E+01 ,     0.145540298610581E+01 ,    -0.788820327392251E+00 ,    -0.141735385344101E+01 ,     0.627344772173171E+00 , 
  12.42600 ,    -0.355003079447180E+00 ,    -0.231665453145395E+01 ,     0.124442198403909E+01 ,    -0.583295764409851E+00 ,    -0.114967026827205E+01 ,     0.559501588706510E+00 , 
  12.44600 ,    -0.185743374065424E+00 ,    -0.227470942531173E+01 ,     0.965124133572367E+00 ,    -0.337826055754254E+00 ,    -0.881554130855624E+00 ,     0.459467800077523E+00 , 
  12.46600 ,    -0.608081504506900E-02 ,    -0.212910646794149E+01 ,     0.636351792344291E+00 ,    -0.713528367488732E-01 ,    -0.633625698919440E+00 ,     0.332032243248855E+00 , 
  12.48600 ,     0.170109173970529E+00 ,    -0.188201286073226E+01 ,     0.280672997188481E+00 ,     0.195005595492201E+00 ,    -0.422595265994263E+00 ,     0.184047766350766E+00 , 
  12.50600 ,     0.329063471394915E+00 ,    -0.154335292417325E+01 ,    -0.775261640268236E-01 ,     0.439751780859457E+00 ,    -0.260116822470314E+00 ,     0.238573475332701E-01 , 
  12.52600 ,     0.458287582819436E+00 ,    -0.113027017154307E+01 ,    -0.414081987016986E+00 ,     0.642835011796038E+00 ,    -0.152148481392009E+00 ,    -0.139395125965132E+00 , 
  12.54600 ,     0.547595693729881E+00 ,    -0.665981280195368E+00 ,    -0.707049196424604E+00 ,     0.787350358979346E+00 ,    -0.988532615224870E-01 ,    -0.296507181871294E+00 , 
  12.56600 ,     0.589948379077770E+00 ,    -0.178113346210672E+00 ,    -0.938481372335379E+00 ,     0.860968212437400E+00 ,    -0.950249501952192E-01 ,    -0.438947570729428E+00 , 
  12.58600 ,     0.582020610653754E+00 ,     0.303340851214830E+00 ,    -0.109584529828645E+01 ,     0.856976317522767E+00 ,    -0.130977764976795E+00 ,    -0.559510458223357E+00 , 
  12.60600 ,     0.524456711404054E+00 ,     0.748283031616751E+00 ,    -0.117295235974951E+01 ,     0.774850444081862E+00 ,    -0.193799387285161E+00 ,    -0.652838987939588E+00 , 
  12.62600 ,     0.421796052928736E+00 ,     0.112880078048857E+01 ,    -0.117033344951510E+01 ,     0.620310524785768E+00 ,    -0.268837941332241E+00 ,    -0.715776019507124E+00 , 
  12.64600 ,     0.282081207192001E+00 ,     0.142130359040706E+01 ,    -0.109503300951529E+01 ,     0.404862791847935E+00 ,    -0.341276947481877E+00 ,    -0.747516157154048E+00 , 
  12.66600 ,     0.116186568020427E+00 ,     0.160833033296810E+01 ,    -0.959848501176435E+00 ,     0.144871398606582E+00 ,    -0.397649336463255E+00 ,    -0.749551450840763E+00 , 
  12.68600 ,    -0.630720302887691E-01 ,     0.167988245782001E+01 ,    -0.782089315604466E+00 ,    -0.139758368049243E+00 ,    -0.427152175606216E+00 ,    -0.725421694390311E+00 , 
  12.70600 ,    -0.241969257898125E+00 ,     0.163417659757778E+01 ,    -0.581969790114962E+00 ,    -0.427172067170380E+00 ,    -0.422646530624603E+00 ,    -0.680297387714271E+00 , 
  12.72600 ,    -0.406956333909142E+00 ,     0.147775809384863E+01 ,    -0.380781137013244E+00 ,    -0.695298934978564E+00 ,    -0.381259503005872E+00 ,    -0.620437657452340E+00 , 
  12.74600 ,    -0.545711241867617E+00 ,     0.122496919578690E+01 ,    -0.199004224859093E+00 ,    -0.923581686808338E+00 ,    -0.304544750668055E+00 ,    -0.552575519758989E+00 , 
  12.76600 ,    -0.648068300157406E+00 ,     0.896817947266471E+00 ,    -0.545279607514636E-01 ,    -0.109456204003715E+01 ,    -0.198199999292190E+00 ,    -0.483287997425214E+00 , 
  12.78600 ,    -0.706754337179642E+00 ,     0.519341753275868E+00 ,     0.388735475843771E-01 ,    -0.119519506764646E+01 ,    -0.713812839594506E-01 ,    -0.418408414478183E+00 , 
  12.80600 ,    -0.717876547276037E+00 ,     0.121599394485284E+00 ,     0.726766139604185E-01 ,    -0.121779015847328E+01 ,     0.643098003015153E-01 ,    -0.362532818597773E+00 , 
  12.82600 ,    -0.681129041675937E+00 ,    -0.266546332113142E+00 ,     0.442635202316597E-01 ,    -0.116050907418514E+01 ,     0.196060934200855E+00 ,    -0.318662527592135E+00 , 
  12.84600 ,    -0.599709208987886E+00 ,    -0.616678315350343E+00 ,    -0.429517182036963E-01 ,    -0.102738946290422E+01 ,     0.311182810550768E+00 ,    -0.288011267934712E+00 , 
  12.86600 ,    -0.479959182062902E+00 ,    -0.903929877912405E+00 ,    -0.179930212162608E+00 ,    -0.827901946909972E+00 ,     0.398412092535874E+00 ,    -0.269989582886096E+00 , 
  12.88600 ,    -0.330769942334541E+00 ,    -0.110878140382661E+01 ,    -0.352904101920381E+00 ,    -0.576087184141270E+00 ,     0.449059549452335E+00 ,    -0.262362625638523E+00 , 
  12.90600 ,    -0.162804068744689E+00 ,    -0.121841282629202E+01 ,    -0.544675975789123E+00 ,    -0.289352937465155E+00 ,     0.457896316172052E+00 ,    -0.261561648507848E+00 , 
  12.92600 ,     0.123935875564487E-01 ,    -0.122751368719538E+01 ,    -0.736202403679213E+00 ,     0.129625480736601E-01 ,     0.423697778558135E+00 ,    -0.263115879394887E+00 , 
  12.94600 ,     0.183320914840214E+00 ,    -0.113849752491255E+01 ,    -0.908319223174710E+00 ,     0.311137709072481E+00 ,     0.349398079366819E+00 ,    -0.262161237247489E+00 , 
  12.96600 ,     0.339402330743972E+00 ,    -0.961115890100603E+00 ,    -0.104345600340513E+01 ,     0.586595998894542E+00 ,     0.241845455766935E+00 ,    -0.253976338430866E+00 , 
  12.98600 ,     0.471760362058218E+00 ,    -0.711515291572068E+00 ,    -0.112719034672782E+01 ,     0.823290737140495E+00 ,     0.111186068462037E+00 ,    -0.234494936709640E+00 , 
  13.00600 ,     0.573815700494006E+00 ,    -0.410823915802941E+00 ,    -0.114950888039012E+01 ,     0.100883683705470E+01 ,    -0.300617852696409E-01 ,    -0.200747330576062E+00 , 
  13.02600 ,     0.641672701069104E+00 ,    -0.833905664576436E-01 ,    -0.110566932467912E+01 ,     0.113530362616200E+01 ,    -0.168153258339370E+00 ,    -0.151190939720452E+00 , 
  13.04600 ,     0.674266672564272E+00 ,     0.245176819358958E+00 ,    -0.996594318668207E+00 ,     0.119961347013410E+01 ,    -0.289373367626087E+00 ,    -0.859013899118690E-01 , 
  13.06600 ,     0.673270073558982E+00 ,     0.550013318010502E+00 ,    -0.828769432504319E+00 ,     0.120352534588950E+01 ,    -0.381286485707211E+00 ,    -0.660894345632610E-02 , 
  13.08600 ,     0.642775085556086E+00 ,     0.808880914823817E+00 ,    -0.613661265680121E+00 ,     0.115321790923300E+01 ,    -0.433863399086930E+00 ,     0.834203302952627E-01 , 
  13.10600 ,     0.588788285548868E+00 ,     0.100378895713363E+01 ,    -0.366712903858775E+00 ,     0.105851996633316E+01 ,    -0.440383286035835E+00 ,     0.179645001353977E+00 , 
  13.12600 ,     0.518587809869840E+00 ,     0.112223114506772E+01 ,    -0.106009709629753E+00 ,     0.931864820135915E+00 ,    -0.398030103568785E+00 ,     0.276624066266746E+00 , 
  13.14600 ,     0.440003359444292E+00 ,     0.115795331096875E+01 ,     0.149264561401482E+00 ,     0.787066415138596E+00 ,    -0.308132097861483E+00 ,     0.368471907386785E+00 , 
  13.16600 ,     0.360683943173624E+00 ,     0.111120655823521E+01 ,     0.380445203269599E+00 ,     0.638027883906617E+00 ,    -0.176026666896051E+00 ,     0.449349946566935E+00 , 
  13.18600 ,     0.287417166363963E+00 ,     0.988483217585486E+00 ,     0.570937425540925E+00 ,     0.497496114887664E+00 ,    -0.105674605133388E-01 ,     0.513950278741424E+00 , 
  13.20600 ,     0.225557400932010E+00 ,     0.801774921275014E+00 ,     0.707568725151027E+00 ,     0.375969253388863E+00 ,     0.176676801963419E+00 ,     0.557928503099183E+00 , 
  13.22600 ,     0.178609024851107E+00 ,     0.567429457530332E+00 ,     0.781630362746163E+00 ,     0.280848376291566E+00 ,     0.372454747384950E+00 ,     0.578248776384583E+00 , 
  13.24600 ,     0.147996164655240E+00 ,     0.304712973103637E+00 ,     0.789524444134064E+00 ,     0.215901447206682E+00 ,     0.562998863666564E+00 ,     0.573413145322680E+00 , 
  13.26600 ,     0.133033363904654E+00 ,     0.342042667599903E-01 ,     0.732968698628635E+00 ,     0.181079163981365E+00 ,     0.735218113228152E+00 ,     0.543558539405828E+00 , 
  13.28600 ,     0.131093831007311E+00 ,    -0.223843037873836E+00 ,     0.618750095129146E+00 ,     0.172690969301695E+00 ,     0.877807858265240E+00 ,     0.490417297489852E+00 , 
  13.30600 ,     0.137954911987267E+00 ,    -0.451037160517942E+00 ,     0.458057472204678E+00 ,     0.183918016253688E+00 ,     0.982177530304714E+00 ,     0.417149558858256E+00 , 
  13.32600 ,     0.148285601755384E+00 ,    -0.632163896503017E+00 ,     0.265458978151529E+00 ,     0.205610935992150E+00 ,     0.104311470855205E+01 ,     0.328067105317248E+00 , 
  13.34600 ,     0.156229443796583E+00 ,    -0.756184657431610E+00 ,     0.576192859148149E-01 ,     0.227296255729916E+00 ,     0.105912971164751E+01 ,     0.228277275615333E+00 , 
  13.36600 ,     0.156028950846962E+00 ,    -0.816850363505797E+00 ,    -0.148128142478256E+00 ,     0.238298215834176E+00 ,     0.103245501550717E+01 ,     0.123281606988996E+00 , 
  13.38600 ,     0.142635207001098E+00 ,    -0.812899510056306E+00 ,    -0.335228599259385E+00 ,     0.228873875063035E+00 ,     0.968705943298021E+00 ,     0.185664190992214E-01 , 
  13.40600 ,     0.112248673850706E+00 ,    -0.747844890167030E+00 ,    -0.489249547220496E+00 ,     0.191259397856504E+00 ,     0.876240153343954E+00 ,    -0.807784831583079E-01 , 
  13.42600 ,     0.627441031361205E-01 ,    -0.629387864813984E+00 ,    -0.599007907872127E+00 ,     0.120534156771900E+00 ,     0.765280636473164E+00 ,    -0.170381226681730E+00 , 
  13.44600 ,    -0.605682853143692E-02 ,    -0.468528841754441E+00 ,    -0.657390596828564E+00 ,     0.152258945971503E-01 ,     0.646887782343918E+00 ,    -0.246824895733924E+00 , 
  13.46600 ,    -0.922879864373971E-01 ,    -0.278465347630810E+00 ,    -0.661806417998455E+00 ,    -0.122396835159639E+00 ,     0.531878755952089E+00 ,    -0.307784939473259E+00 , 
  13.48600 ,    -0.192123957158926E+00 ,    -0.733830262706754E-01 ,    -0.614240841993660E+00 ,    -0.286371414251363E+00 ,     0.429795885990293E+00 ,    -0.352062079803808E+00 , 
  13.50600 ,    -0.300039990161157E+00 ,     0.132750846798466E+00 ,    -0.520920254039155E+00 ,    -0.467424252800256E+00 ,     0.348019810798638E+00 ,    -0.379516193318789E+00 , 
  13.52600 ,    -0.409224138602556E+00 ,     0.327287224226105E+00 ,    -0.391625856693061E+00 ,    -0.653658585409598E+00 ,     0.291108425728585E+00 ,    -0.390915986387268E+00 , 
  13.54600 ,    -0.512106559904784E+00 ,     0.499798823413324E+00 ,    -0.238726648441942E+00 ,    -0.831489431411043E+00 ,     0.260420690557005E+00 ,    -0.387726725525259E+00 , 
  13.56600 ,    -0.600961577904463E+00 ,     0.642719417285167E+00 ,    -0.760233195471991E-01 ,    -0.986747330518638E+00 ,     0.254057197466548E+00 ,    -0.371863147454966E+00 , 
  13.58600 ,    -0.668532568629813E+00 ,     0.751677923171033E+00 ,     0.824912805672501E-01 ,    -0.110585834615522E+01 ,     0.267119625110262E+00 ,    -0.345436551695077E+00 , 
  13.60600 ,    -0.708628382156139E+00 ,     0.825515920245520E+00 ,     0.223845234504560E+00 ,    -0.117700154460710E+01 ,     0.292261574406520E+00 ,    -0.310523879730692E+00 , 
  13.62600 ,    -0.716642873525001E+00 ,     0.866006699324730E+00 ,     0.337169838075300E+00 ,    -0.119114714828537E+01 ,     0.320476509689442E+00 ,    -0.268982527731866E+00 , 
  13.64600 ,    -0.689955863016523E+00 ,     0.877320659242001E+00 ,     0.414561180838385E+00 ,    -0.114288857386771E+01 ,     0.342047030984353E+00 ,    -0.222328227547027E+00 , 
  13.66600 ,    -0.628183849190814E+00 ,     0.865303478885281E+00 ,     0.451653076698247E+00 ,    -0.103099868887307E+01 ,     0.347565382823168E+00 ,    -0.171685294696105E+00 , 
  13.68600 ,    -0.533261178094998E+00 ,     0.836648198347558E+00 ,     0.447860667005939E+00 ,    -0.858663365874872E+00 ,     0.328929185852936E+00 ,    -0.117809764313165E+00 , 
  13.70600 ,    -0.409346079775010E+00 ,     0.798048990161474E+00 ,     0.406284073022865E+00 ,    -0.633371850294938E+00 ,     0.280219301304191E+00 ,    -0.611773574734363E-01 , 
  13.72600 ,    -0.262559888851654E+00 ,     0.755422602967831E+00 ,     0.333291585843034E+00 ,    -0.366471374787165E+00 ,     0.198378135583576E+00 ,    -0.212074503025383E-02 , 
  13.74600 ,    -0.100580751928938E+00 ,     0.713273602420102E+00 ,     0.237829392768646E+00 ,    -0.724205466550649E-01 ,     0.836254268298480E-01 ,     0.590050203142491E-01 , 
  13.76600 ,     0.678758246729207E-01 ,     0.674262731163134E+00 ,     0.130527395610684E+00 ,     0.232199902133832E+00 ,    -0.604271610256852E-01 ,     0.121653180210981E+00 , 
  13.78600 ,     0.233648953190792E+00 ,     0.639015686867673E+00 ,     0.226864288174887E-01 ,     0.529841309827162E+00 ,    -0.226973746873776E+00 ,     0.184936720585633E+00 , 
  13.80600 ,     0.387751318445091E+00 ,     0.606184544919680E+00 ,    -0.747600603165393E-01 ,     0.803215888330258E+00 ,    -0.406507044747230E+00 ,     0.247522872308370E+00 , 
  13.82600 ,     0.521968314587785E+00 ,     0.572748341263243E+00 ,    -0.152217500735012E+00 ,     0.103650456581363E+01 ,    -0.587562595438299E+00 ,     0.307588044282208E+00 , 
  13.84600 ,     0.629393013085624E+00 ,     0.534515409498248E+00 ,    -0.202251315089721E+00 ,     0.121645081120149E+01 ,    -0.757648439014842E+00 ,     0.362843698541884E+00 , 
  13.86600 ,     0.704858454641442E+00 ,     0.486770159521272E+00 ,    -0.220190058183481E+00 ,     0.133325733943847E+01 ,    -0.904278102342537E+00 ,     0.410635562480460E+00 , 
  13.88600 ,     0.745237461166818E+00 ,     0.424992914421209E+00 ,    -0.204464377520615E+00 ,     0.138121909381622E+01 ,    -0.101601614607442E+01 ,     0.448110078946928E+00 , 
  13.90600 ,     0.749590971706140E+00 ,     0.345574445729809E+00 ,    -0.156660410662217E+00 ,     0.135904751803686E+01 ,    -0.108344507622857E+01 ,     0.472434022844407E+00 , 
  13.92600 ,     0.719157917633258E+00 ,     0.246447550522938E+00 ,    -0.812921413258421E-01 ,     0.126986604803509E+01 ,    -0.109997010017987E+01 ,     0.481046612640249E+00 , 
