r (Ang), PDF (RMC), PDF (Expt)
   6.5450934118047310E-002  ,   -5.1848715021545887E-002  ,   -5.1848715021545887E-002
  0.13090186823609462       ,  -0.10369743004309177       ,  -0.10369743004309177     
  0.19635280235414193       ,  -0.15554614506463765       ,  -0.15554614506463765     
  0.26180373647218924       ,  -0.20739486008618355       ,  -0.20739486008618355     
  0.32725467059023655       ,  -0.25924357510772938       ,  -0.25924357510772938     
  0.39270560470828386       ,  -0.31109229012927531       ,  -0.31109229012927531     
  0.45815653882633117       ,  -0.36294100515082123       ,  -0.36294100515082123     
  0.52360747294437848       ,  -0.41478972017236709       ,  -0.41478972017236709     
  0.58905840706242585       ,  -0.46663843519391296       ,  -0.46663843519391296     
  0.65450934118047310       ,  -0.51848715021545877       ,  -0.51848715021545877     
  0.71996027529852036       ,  -0.57033586523700464       ,  -0.57033586523700464     
  0.78541120941656772       ,  -0.62218458025855061       ,  -0.62218458025855061     
  0.85086214353461509       ,  -0.67403329528009648       ,  -0.67403329528009648     
  0.91631307765266234       ,  -0.72588201030164246       ,  -0.72588201030164246     
  0.98176401177070960       ,  -0.77773072532318821       ,  -0.77773072532318821     
   1.0472149458887570       ,  -0.82957944034473419       ,  -0.82957944034473419     
   1.1126658800068043       ,  -0.88142815536627983       ,  -0.88142815536627983     
   1.1781168141248517       ,  -0.77437305861352357       ,  -0.93327687038782592     
   1.2435677482428988       ,  -0.66107166205510326       ,  -0.85344956023038154     
   1.3090186823609462       ,  -0.54822228790109451       ,  -0.61311182413836374     
   1.3744696164789936       ,  -0.48144801811193361       ,  -0.26750954389657350     
   1.4399205505970407       ,  -0.47267999687490819       ,   0.16943707815750478     
   1.5053714847150881       ,  -0.48927802390436376       ,   0.65652428842499988     
   1.5708224188331354       ,  -0.47502193226916833       ,    1.1273298044970983     
   1.6362733529511828       ,  -0.38976824014805800       ,    1.5020358083320751     
   1.7017242870692302       ,  -0.23914741467385228       ,    1.7065797415628750     
   1.7671752211872773       ,   -7.1536712982732009E-002  ,    1.6929626417582717     
   1.8326261553053247       ,    5.6437791200423360E-002  ,    1.4532893752203726     
   1.8980770894233721       ,   0.12029896715961005       ,    1.0222270836597473     
   1.9635280235414192       ,   0.14301542055576189       ,   0.46716572453322697     
   2.0289789576594668       ,   0.17284458637017788       ,  -0.12977025408318948     
   2.0944298917775139       ,   0.24039027375304978       ,  -0.69092222213399934     
   2.1598808258955611       ,   0.32840071959431538       ,   -1.1570596592044544     
   2.2253317600136087       ,   0.37879760800498230       ,   -1.4928736855987419     
   2.2907826941316558       ,   0.33288069858277652       ,   -1.6848479947296064     
   2.3562336282497034       ,   0.17467607880133251       ,   -1.7351977772324025     
   2.4216845623677505       ,   -5.5423846850732837E-002  ,   -1.6560100167904930     
   2.4871354964857977       ,  -0.28667902399574141       ,   -1.4660183577295949     
   2.5525864306038453       ,  -0.46294834444540239       ,   -1.1899440940267434     
   2.6180373647218924       ,  -0.57180605629475567       ,  -0.85855649206072704     
   2.6834882988399396       ,  -0.63699104583685384       ,  -0.50739012863794208     
   2.7489392329579871       ,  -0.68394274131632404       ,  -0.17321263150312888     
   2.8143901670760343       ,  -0.71033960493267134       ,   0.11106481814886242     
   2.8798411011940814       ,  -0.68869442828795191       ,   0.32130350932003426     
   2.9452920353121290       ,  -0.59965172606986394       ,   0.44516945067403546     
   3.0107429694301762       ,  -0.46607408397415995       ,   0.48246235942253485     
   3.0761939035482238       ,  -0.35388133987732850       ,   0.44305594952267013     
   3.1416448376662709       ,  -0.33119538540106019       ,   0.34352090034323768     
   3.2070957717843180       ,  -0.41319029344412267       ,   0.20360987788602800     
   3.2725467059023656       ,  -0.53673644257219078       ,    4.3383105131233189E-002
   3.3379976400204128       ,  -0.59080094818304218       ,  -0.11879264331818475     
   3.4034485741384604       ,  -0.48738523543616258       ,  -0.26750690777572778     
   3.4688995082565075       ,  -0.22475198937301910       ,  -0.39104438078710030     
   3.5343504423745546       ,   0.10357406788664890       ,  -0.48170004294621738     
   3.5998013764926022       ,   0.36342900267555800       ,  -0.53564684035278576     
   3.6652523106106494       ,   0.46201866776655015       ,  -0.55232860843936693     
   3.7307032447286965       ,   0.40114478571785422       ,  -0.53347994739983051     
   3.7961541788467441       ,   0.26645912760597568       ,  -0.48204851962939638     
   3.8616051129647913       ,   0.16372420072195454       ,  -0.40139450593758391     
   3.9270560470828384       ,   0.14977803335679457       ,  -0.29508393310105313     
   3.9925069812008860       ,   0.20627162736574087       ,  -0.16736948933939697     
   4.0579579153189336       ,   0.26952704374003322       ,   -2.4136159174267324E-002
   4.1234088494369807       ,   0.28778734484871443       ,   0.12619231261179842     
   4.1888597835550279       ,   0.25978197420370375       ,   0.27239821977247347     
   4.2543107176730750       ,   0.22747855652100588       ,   0.40132513889149751     
   4.3197616517911221       ,   0.23411297566708167       ,   0.49990570052492334     
   4.3852125859091702       ,   0.28505212853823259       ,   0.55792041510275536     
   4.4506635200272173       ,   0.34370885134835988       ,   0.57065037287357723     
   4.5161144541452645       ,   0.36383528524211384       ,   0.54049337302029210     
   4.5815653882633116       ,   0.32936327856559938       ,   0.47689464697197681     
   4.6470163223813588       ,   0.26792074500650670       ,   0.39450101645321412     
   4.7124672564994068       ,   0.22718259889834014       ,   0.31005037603663116     
   4.7779181906174539       ,   0.23436446726475055       ,   0.23890575907943290     
   4.8433691247355011       ,   0.27267618504795715       ,   0.19218616509070566     
   4.9088200588535482       ,   0.29398378381120360       ,   0.17515352586085386     
   4.9742709929715954       ,   0.25706947298897065       ,   0.18704752923079590     
