r (Ang), PDF (RMC), PDF (Expt)
   5.0397219270896425       ,   0.16047658687549779       ,   0.22212591071846410     
   5.1051728612076905       ,    4.4140752410442165E-002  ,   0.27141853063388649     
   5.1706237953257377       ,   -4.0353577016269224E-002  ,   0.32467596667724880     
   5.2360747294437848       ,   -6.6437739836413157E-002  ,   0.37212206325982755     
   5.3015256635618320       ,   -4.7722501786739001E-002  ,   0.40579741653205348     
   5.3669765976798791       ,   -2.1937568800081568E-002  ,   0.42042216716495728     
   5.4324275317979271       ,   -1.8991795992187116E-002  ,   0.41378225604228347     
   5.4978784659159743       ,   -3.9518174577875605E-002  ,   0.38667222901165993     
   5.5633294000340214       ,   -5.9475620087245509E-002  ,   0.34244573920679489     
   5.6287803341520686       ,   -5.4157046018301673E-002  ,   0.28625562129334670     
