Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
230249.513     1367491     1631765
230301.513     2655445     3162588
230313.513     3920472     4672982
230325.513     5160882     6152881
230337.513     6363720     7585417
230349.513     7584233     9040980
230401.513     8772433    10463774
230413.513     9967803    11888405
230425.513    11135637    13281872
230437.513    12437773    14834448
230449.513    13707700    16356862
230501.513    14846153    17716307
230513.513    16037800    19143418
230525.513    17309030    20659795
230537.513    18465678    22039342
230549.513    19777253    23598234
230601.513    21009999    25075628
230613.513    22245993    26549226
230625.513    23434874    27970316
230637.513    24665638    29433728
230649.513    25928347    30938377
230701.513    27181301    32439242
230713.513    28449078    33946769
230725.513    29747739    35500570
230737.513    30981048    36974085
230749.513    32258973    38499242
230801.513    33552893    40040982
230813.513    34842841    41586983
230825.513    36105739    43091024
230837.513    37333864    44553914
230849.513    38512553    45955833
230901.513    39745213    47428079
230913.513    40980666    48905305
230925.535    41583010    49624821
230937.513    42038749    50167745
230949.513    42493138    50707337
231001.513    42829443    51109102
231013.513    43246834    51604826
231025.516    43797967    52261102
231037.524    44253987    52804600
231049.540    44808213    53462604
231101.513    45494580    54283263
231113.513    46243310    55172795
231125.513    46971723    56042000
231137.513    47624439    56816000
231149.513    48347056    57675525
231201.513    49119166    58596884
231213.534    49856916    59476947
231225.529    50529511    60278235
231237.542    51213101    61091532
