 Atomic positions for srtio3_5k
 33.069960  0.000000  0.000000
 -0.000000 33.069960  0.000000
 -0.000000 -0.000000 31.218560
Sr     2.729142   32.995954    1.872656
Sr    33.037997    2.776457    5.825190
Sr     2.771579    0.011459    5.808161
Sr    33.037044    2.756169    1.973876
Sr     2.710399   33.059065    9.783530
Sr     0.046126    2.734827   13.626956
Sr     2.796191    0.060826   13.651071
Sr     0.053190    2.783890    9.817047
Sr     2.810726    0.010326   17.518975
Sr     0.034794    2.803809   21.485160
Sr     2.694723   33.064753   21.422017
Sr     0.048709    2.705920   17.528323
Sr     2.764048   33.040421   25.427440
Sr     0.016978    2.806385   29.229225
Sr     2.741409   33.048361   29.230973
Sr     0.040085    2.708381   25.327833
Sr     2.710241    5.613849    1.920500
Sr    33.043119    8.326836    5.811796
Sr     2.771790    5.595510    5.856115
Sr     0.024302    8.301833    1.951253
Sr     2.792683    5.522410    9.837421
Sr    33.069912    8.181424   13.725698
Sr     2.808190    5.552228   13.687065
Sr    33.003300    8.287337    9.769412
Sr     2.798768    5.543003   17.529273
Sr     0.000447    8.240467   21.508188
Sr     2.816858    5.554789   21.507495
Sr    33.045527    8.194812   17.577942
Sr     2.732614    5.525958   25.295663
Sr    33.018523    8.267843   29.327687
Sr     2.796490    5.457666   29.294823
Sr     0.092639    8.221233   25.358270
Sr     2.779582   11.092216    1.930144
Sr    33.057403   13.839504    5.858342
Sr     2.695714   11.055732    5.869841
Sr     0.040538   13.823290    1.984738
Sr     2.785823   10.981645    9.788138
Sr    33.021685   13.708135   13.720795
Sr     2.789787   11.034288   13.699974
Sr     0.046994   13.806130    9.722518
Sr     2.730065   10.959499   17.534588
Sr     0.047790   13.748676   21.491680
Sr     2.851259   10.972082   21.450091
Sr    33.053935   13.754149   17.495800
Sr     2.819901   11.065531   25.348553
Sr    33.050948   13.758207   29.238294
Sr     2.832681   11.028512   29.298249
Sr    33.057072   13.730626   25.344400
Sr     2.698267   16.511775    2.000593
Sr    33.043530   19.289346    5.853869
Sr     2.719241   16.563732    5.850240
Sr     0.026222   19.315144    1.962164
Sr     2.775199   16.520508    9.739440
Sr     0.015532   19.263577   13.592274
Sr     2.810882   16.464121   13.681712
Sr    33.061067   19.290508    9.746801
Sr     2.805441   16.471717   17.524909
Sr     0.004141   19.334468   21.450008
Sr     2.785279   16.497329   21.450867
Sr    33.012487   19.295689   17.560932
Sr     2.800660   16.510954   25.425946
Sr     0.030813   19.312981   29.291602
Sr     2.843361   16.527435   29.266103
Sr     0.031326   19.306753   25.358373
Sr     2.767073   22.027506    1.962138
Sr    33.069009   24.809710    5.811464
Sr     2.786142   22.089315    5.830234
Sr     0.009038   24.776609    1.943237
Sr     2.808289   22.045967    9.744877
Sr    33.036309   24.855696   13.577350
Sr     2.833593   22.048482   13.674399
Sr     0.063807   24.790261    9.737316
Sr     2.763694   22.054940   17.588435
Sr    33.036222   24.887581   21.471808
Sr     2.697709   22.144832   21.484518
Sr    33.044590   24.897846   17.578106
Sr     2.718843   22.029761   25.401487
Sr     0.041132   24.810421   29.240080
Sr     2.723515   22.129241   29.276162
Sr    33.063569   24.830898   25.350856
Sr     2.717155   27.569407    1.953196
Sr    33.020401   30.278117    5.803731
Sr     2.816219   27.518626    5.828388
Sr    33.059231   30.246065    1.891260
Sr     2.767148   27.501821    9.774074
Sr     0.026804   30.361578   13.774990
Sr     2.785576   27.636666   13.687918
Sr     0.016501   30.390456    9.806490
Sr     2.704026   27.634652   17.540668
Sr     0.004752   30.351415   21.557495
Sr     2.755182   27.536812   21.438902
Sr    33.020202   30.374657   17.561438
Sr     2.780646   27.576535   25.384489
Sr     0.060195   30.313536   29.239237
Sr     2.688877   27.574354   29.289572
Sr     0.008899   30.304660   25.367437
Sr     8.243923   33.001428    2.023083
Sr     5.542800    2.762729    5.823992
Sr     8.315151   33.061097    5.821179
Sr     5.492692    2.710717    1.995309
Sr     8.318838   33.010628    9.841300
Sr     5.493140    2.849062   13.675833
Sr     8.280103   33.064383   13.702179
Sr     5.526269    2.780045    9.828299
Sr     8.269755   33.025074   17.557180
Sr     5.487762    2.795063   21.498467
Sr     8.313988   33.063333   21.451895
Sr     5.501815    2.748685   17.542479
Sr     8.260351    0.044787   25.355061
Sr     5.501338    2.657460   29.235521
Sr     8.301240   33.057345   29.247310
Sr     5.501219    2.726596   25.344767
Sr     8.197644    5.541103    1.948262
Sr     5.498462    8.268466    5.909576
Sr     8.243448    5.532590    5.892283
Sr     5.560407    8.247521    2.034311
Sr     8.299655    5.488248    9.801331
Sr     5.506181    8.276430   13.671296
Sr     8.250778    5.476544   13.638577
Sr     5.501928    8.280443    9.739875
Sr     8.263669    5.505927   17.608950
Sr     5.478048    8.203107   21.504779
Sr     8.295777    5.481889   21.473336
Sr     5.545089    8.276024   17.596966
Sr     8.285591    5.506460   25.318507
Sr     5.523149    8.252321   29.303599
Sr     8.339659    5.510658   29.325728
Sr     5.491934    8.254568   25.377700
Sr     8.275729   11.040256    1.986859
Sr     5.533743   13.805906    5.905863
Sr     8.340272   11.035274    5.854125
Sr     5.501904   13.781753    1.929185
Sr     8.291279   10.991212    9.819392
Sr     5.527225   13.808614   13.716967
Sr     8.292751   11.012989   13.635662
Sr     5.519907   13.771273    9.734090
Sr     8.285837   11.032753   17.570474
Sr     5.508206   13.710828   21.511668
Sr     8.259054   10.980345   21.401499
Sr     5.553938   13.724380   17.506719
Sr     8.226517   11.050509   25.409568
Sr     5.482064   13.820186   29.337703
Sr     8.236411   11.076014   29.237408
Sr     5.487354   13.766517   25.420301
Sr     8.336862   16.515376    1.947402
Sr     5.463750   19.318610    5.813468
Sr     8.271845   16.561267    5.867541
Sr     5.551528   19.268017    1.930439
Sr     8.307553   16.550902    9.787176
Sr     5.519766   19.321187   13.564514
Sr     8.275469   16.485986   13.699780
Sr     5.576601   19.310935    9.707752
Sr     8.348500   16.531318   17.535696
Sr     5.514519   19.266800   21.507707
Sr     8.302109   16.589700   21.375382
Sr     5.564059   19.238043   17.473923
Sr     8.273539   16.569851   25.441141
Sr     5.553368   19.292059   29.277560
Sr     8.266836   16.602407   29.343686
Sr     5.495953   19.290461   25.394311
Sr     8.222798   22.008081    1.992626
Sr     5.503448   24.798651    5.808720
Sr     8.251218   22.022439    5.843656
Sr     5.464011   24.754806    1.893773
Sr     8.258137   22.079481    9.686503
Sr     5.516988   24.892127   13.570831
Sr     8.367540   22.093530   13.644600
Sr     5.516861   24.813945    9.681679
Sr     8.288864   22.106925   17.546685
Sr     5.514107   24.802752   21.461447
Sr     8.341482   22.044135   21.532325
Sr     5.551362   24.906745   17.528899
Sr     8.308902   22.048342   25.424729
Sr     5.468306   24.854787   29.350326
Sr     8.272517   22.026991   29.342651
