0.35	-0.90309
0.4	-0.8958
0.45	-0.88659
0.5	-0.87686
0.55	-0.86991
0.6	-0.86212
0.65	-0.85239
0.7	-0.84267
0.75	-0.81859
0.8	-0.79799
0.85	-0.77304
0.9	-0.75548
0.95	-0.73757
1	-0.73067
1.05	-0.73776
1.1	-0.74985
1.15	-0.75904
1.2	-0.76744
1.25	-0.76745
1.3	-0.77032
1.35	-0.76591
1.4	-0.74227
1.45	-0.69643
1.5	-0.66541
1.55	-0.65061
1.6	-0.60775
1.65	-0.56005
1.7	-0.49804
1.75	-0.4302
1.8	-0.29797
1.85	-0.19399
1.9	-0.08568
1.95	0.03528
2	0.18949
2.05	0.3235
2.1	0.37939
2.15	0.40395
2.2	0.3864
2.25	0.36885
2.3	0.3358
2.35	0.26266
2.4	0.16828
2.45	0.10271
2.5	0.03686
2.55	-0.01821
2.6	-0.10359
2.65	-0.13389
2.7	-0.16329
2.75	-0.1698
2.8	-0.17029
2.85	-0.17031
2.9	-0.16386
2.95	-0.15561
3	-0.14612
3.05	-0.13883
3.1	-0.13114
3.15	-0.12141
3.2	-0.11401
3.25	-0.10839
3.3	-0.10516
3.35	-0.09928
3.4	-0.0925
3.45	-0.08521
3.5	-0.05569
3.55	-0.04052
3.6	-0.02184
3.65	0.0025
3.7	0.02684
3.75	0.04823
3.8	0.0677
3.85	0.08499
3.9	0.10085
3.95	0.11336
4	0.11984
4.05	0.11584
4.1	0.11049
4.15	0.10723
4.2	0.10397
4.25	0.09549
4.3	0.08086
4.35	0.0688
4.4	0.04417
4.45	0.02467
4.5	0.00659
4.55	-0.01013
4.6	-0.03175
4.65	-0.04071
4.7	-0.04722
4.75	-0.05373
4.8	-0.05911
4.85	-0.06237
4.9	-0.06855
4.95	-0.06995
5	-0.0651
5.05	-0.05313
5.1	-0.04665
5.15	-0.04017
5.2	-0.03062
5.25	-0.01571
5.3	-0.00842
5.35	0.0053
5.4	0.02108
5.45	0.03568
5.5	0.05027
5.55	0.06306
5.6	0.0741
5.65	0.08708
5.7	0.10626
5.75	0.10965
5.8	0.10936
5.85	0.1058
5.9	0.09929
5.95	0.09383
6	0.08894
6.05	0.07714
6.1	0.06613
6.15	0.05638
6.2	0.04267
6.25	0.03216
6.3	0.0224
6.35	0.01264
6.4	-0.00172
6.45	-0.0068
6.5	-0.01145
6.55	-0.01147
6.6	-0.01926
6.65	-0.03069
6.7	-0.03314
6.75	-0.03566
6.8	-0.03846
6.85	-0.04126
6.9	-0.04406
6.95	-0.04291
7	-0.04097
7.05	-0.03904
7.1	-0.03711
7.15	-0.03518
7.2	-0.0352
7.25	-0.03522
7.3	-0.0314
7.35	-0.02447
7.4	-0.01644
7.45	-0.01645
7.5	-0.01176
7.55	-0.00618
7.6	-0.00295
7.65	-3.88271E-4
7.7	0.00203
7.75	0.00227
7.8	0.00226
7.85	0.00224
7.9	0.00223
7.95	0.00221
8	0.00243
8.05	0.00485
8.1	0.00767
8.15	0.0122
8.2	0.01544
8.25	0.01624
8.3	0.01476
8.35	0.00987
8.4	0.00678
8.45	0.00676
8.5	0.00675
8.55	0.00209
8.6	0.00841
8.65	0.0114
8.7	0.01139
8.75	0.01059
8.8	0.00408
8.85	0.00193
8.9	0.00191
8.95	0.0019
