0.35	-0.31684
0.4	-0.31457
0.45	-0.3123
0.5	-0.31079
0.55	-0.30928
0.6	-0.30818
0.65	-0.30743
0.7	-0.30621
0.75	-0.30015
0.8	-0.2941
0.85	-0.28541
0.9	-0.27519
0.95	-0.25891
1	-0.24074
1.05	-0.22996
1.1	-0.22542
1.15	-0.22059
1.2	-0.21264
1.25	-0.20572
1.3	-0.20004
1.35	-0.19344
1.4	-0.17653
1.45	-0.16559
1.5	-0.15537
1.55	-0.14597
1.6	-0.13381
1.65	-0.1186
1.7	-0.09895
1.75	-0.08305
1.8	-0.06715
1.85	-0.04342
1.9	-0.02445
1.95	-0.00645
2	0.00944
2.05	0.01305
2.1	0.01291
2.15	0.00609
2.2	-0.00144
2.25	-0.0094
2.3	-0.02298
2.35	-0.03419
2.4	-0.03979
2.45	-0.03781
2.5	-0.03318
2.55	-0.0275
2.6	-0.02082
2.65	-0.01287
2.7	-0.00401
2.75	-5.48133E-4
2.8	0.00185
2.85	0.00242
2.9	0.00298
2.95	0.00345
3	0.00288
3.05	0.00231
3.1	0.00174
3.15	0.00254
3.2	0.00309
3.25	8.17883E-4
3.3	-0.00146
3.35	-0.00251
3.4	-0.00309
3.45	-0.00366
3.5	-0.00465
3.55	-0.00616
3.6	-0.00768
3.65	-0.00815
3.7	-0.00861
3.75	-0.00907
3.8	-0.00953
3.85	-0.00999
3.9	-0.01044
3.95	-0.0109
4	-0.01136
4.05	-0.011
4.1	-0.01043
4.15	-0.00987
4.2	-0.0072
4.25	-0.00266
4.3	-0.00624
4.35	-0.0095
4.4	-0.00905
4.45	-0.0086
4.5	-0.00815
4.55	-0.00702
4.6	-0.00248
4.65	0.00146
4.7	0.00486
4.75	0.0086
4.8	0.01238
4.85	0.01798
4.9	0.02593
4.95	0.03842
5	0.04535
5.05	0.05295
5.1	0.06083
5.15	0.06764
5.2	0.07664
5.25	0.08569
5.3	0.08796
5.35	0.09863
5.4	0.10909
5.45	0.1152
5.5	0.11747
5.55	0.11974
5.6	0.1188
5.65	0.11652
5.7	0.11196
5.75	0.10158
5.8	0.09249
5.85	0.0834
5.9	0.06874
5.95	0.05965
6	0.04699
6.05	0.03589
6.1	0.02493
6.15	-0.00345
6.2	-0.008
6.25	-0.01673
6.3	-0.02809
6.35	-0.03353
6.4	-0.03883
6.45	-0.04493
6.5	-0.05175
6.55	-0.05789
6.6	-0.06396
6.65	-0.06839
6.7	-0.07066
6.75	-0.07294
6.8	-0.07466
6.85	-0.07637
6.9	-0.07807
6.95	-0.07739
7	-0.07569
7.05	-0.07399
7.1	-0.07229
7.15	-0.07059
7.2	-0.06889
7.25	-0.06675
7.3	-0.06221
7.35	-0.05767
7.4	-0.05432
7.45	-0.05149
7.5	-0.04865
7.55	-0.04315
7.6	-0.03407
7.65	-0.0196
7.7	-0.01474
7.75	-0.0102
7.8	-0.00332
7.85	0.00577
7.9	0.01285
7.95	0.01947
8	0.02553
8.05	0.03158
8.1	0.04002
8.15	0.0447
8.2	0.04757
8.25	0.04711
8.3	0.04665
8.35	0.04619
8.4	0.04511
8.45	0.04208
8.5	0.03905
8.55	0.03661
8.6	0.03399
8.65	0.02945
8.7	0.02568
8.75	0.02265
8.8	0.01939
8.85	0.01257
8.9	0.0048
8.95	-1.786E-4
9	-0.00245
9.05	-0.00446
9.1	-0.00492
9.15	-0.00537
9.2	-0.00583
9.25	-0.00626
9.3	-0.00627
9.35	-0.00627
9.4	-0.00628
9.45	-0.00628
9.5	-0.00409
9.55	-0.00182
9.6	5.94195E-5
9.65	0.00157
9.7	0.00298
9.75	0.00265
9.8	0.00232
9.85	0.00199
9.9	0.00167
9.95	0.00134
10	0.00112
10.05	0.00111
10.1	0.00111
10.15	0.00259
10.2	0.00429
10.25	0.00599
10.3	0.00576
10.35	0.00424
10.4	0.00288
10.45	0.00242
10.5	0.00196
10.55	0.0015
10.6	0.00115
10.65	0.00266
10.7	0.00417
10.75	0.00478
10.8	0.00477
10.85	0.00412
10.9	-4.24116E-4
10.95	-0.00286
11	-0.00325
11.05	-0.00363
11.1	-0.00401
11.15	-0.00439
11.2	-0.00557
11.25	-0.00727
11.3	-0.00898
11.35	-0.01124
11.4	-0.01465
11.45	-0.01728
11.5	-0.01955
11.55	-0.02183
11.6	-0.0241
11.65	-0.02604
11.7	-0.02775
11.75	-0.02946
11.8	-0.03007
11.85	-0.02837
11.9	-0.02667
11.95	-0.02499
12	-0.02363
12.05	-0.02227
12.1	-0.02091
12.15	-0.01955
12.2	-0.01732
12.25	-0.01506
12.3	-0.01279
12.35	-0.01052
12.4	-0.00531
12.45	-2.78444E-4
12.5	0.00256
12.55	0.00539
12.6	0.00823
12.65	0.0098
12.7	0.01131
12.75	0.0132
12.8	0.01547
12.85	0.01773
12.9	0.02
12.95	0.02227
13	0.02453
13.05	0.02447
13.1	0.02371
13.15	0.02295
13.2	0.02219
13.25	0.02143
13.3	0.01871
13.35	0.01568
13.4	0.01387
13.45	0.01387
13.5	0.01387
13.55	0.01386
13.6	0.01386
13.65	0.01385
13.7	0.01308
13.75	0.01194
13.8	0.0108
13.85	0.00829
13.9	0.00374
13.95	-2.25872E-4
14	-0.00401
14.05	-0.0068
14.1	-0.00737
14.15	-0.00794
14.2	-0.00855
14.25	-0.01007
14.3	-0.01159
14.35	-0.0126
14.4	-0.01325
14.45	-0.0139
14.5	-0.01456
14.55	-0.01521
14.6	-0.01586
14.65	-0.0145
14.7	-0.0128
14.75	-0.0111
14.8	-0.01106
14.85	-0.0122
14.9	-0.01334
14.95	-0.01362
15	-0.012
15.05	-0.01038
15.1	-0.00876
15.15	-0.00714
15.2	-0.00553
15.25	-0.00485
15.3	-0.00486
15.35	-0.00486
15.4	-0.00504
15.45	-0.00561
15.5	-0.00618
15.55	-0.00663
15.6	-0.0036
15.65	-5.77318E-4
15.7	-3.62381E-4
15.75	-0.00218
15.8	-0.004
15.85	-0.00582
15.9	-0.00565
15.95	-0.00338
16	-0.00112
16.05	5.68223E-4
16.1	1.1027E-4
16.15	-3.47684E-4
16.2	-8.05637E-4
16.25	-0.0013
16.3	-0.00206
16.35	-0.00282
16.4	-0.00358
16.45	-0.00434
16.5	-0.00615
16.55	-0.01183
16.6	-0.0135
16.65	-0.0122
16.7	-0.01091
16.75	-0.00961
16.8	-0.00832
16.85	-0.00703
16.9	-0.00362
16.95	1.56535E-4
17	0.00284
17.05	0.0038
17.1	0.00477
17.15	0.00574
17.2	0.00671
17.25	0.00768
17.3	0.00801
17.35	0.008
17.4	0.008
17.45	0.00777
17.5	0.0072
17.55	0.00663
17.6	0.00653
17.65	0.00993
17.7	0.01024
17.75	0.00721
17.8	0.00425
17.85	0.00425
17.9	0.00425
17.95	0.00424
18	0.00424
18.05	0.00211
18.1	5.1301E-4
18.15	5.09294E-4
18.2	5.05577E-4
18.25	2.29186E-4
18.3	-0.0088
18.35	-0.0088
18.4	-0.0088
18.45	-0.00881
18.5	-0.00881
18.55	-0.00907
18.6	-0.00992
18.65	-0.01078
18.7	-0.01163
18.75	-0.01249
18.8	-0.01334
18.85	-0.0142
18.9	-0.01544
18.95	-0.0168
19	-0.01817
19.05	-0.01954
19.1	-0.01881
19.15	-0.017
19.2	-0.01519
19.25	-0.01337
19.3	-0.01277
19.35	-0.0131
19.4	-0.01343
19.45	-0.01376
19.5	-0.01408
19.55	-0.01441
19.6	-0.01209
19.65	-0.00925
19.7	-0.00642
19.75	-0.00476
19.8	-0.00401
19.85	-0.00325
19.9	-0.0025
19.95	-0.00175
20	-0.00149
20.05	-0.00149
20.1	-0.00149
20.15	-0.0015
20.2	-0.0015
20.25	-0.00151
20.3	-0.00151
20.35	-0.00151
20.4	-0.00152
20.45	-9.2631E-4
20.5	-2.15542E-5
20.55	8.83201E-4
20.6	0.00179
20.65	0.00122
20.7	-4.81928E-4
20.75	-0.00219
20.8	-0.00384
20.85	-0.00536
20.9	-0.00688
20.95	-0.00619
21	-0.00505
21.05	-0.00392
21.1	-0.00279
21.15	-0.00166
21.2	-0.00263
21.25	-0.00376
21.3	-0.0049
21.35	-0.00506
21.4	-0.00468
21.45	-0.00431
21.5	-0.00393
21.55	-0.00356
21.6	-0.00473
21.65	-0.00643
21.7	-0.00814
21.75	-0.00879
21.8	-0.00822
21.85	-0.00766
21.9	-0.00747
21.95	-0.00884
22	-0.0102
22.05	-0.01157
22.1	-0.01262
22.15	-0.01092
22.2	-0.00922
22.25	-0.00752
22.3	-0.00598
22.35	-0.00447
22.4	-0.00494
22.45	-0.00873
22.5	-0.01252
22.55	-0.01022
22.6	-0.00739
22.65	-0.00455
22.7	-0.00384
22.75	-0.0043
22.8	-0.00476
22.85	-0.00521
22.9	-0.00542
22.95	-0.00542
23	-0.00552
23.05	-0.00643
23.1	-0.00734
23.15	-0.00825
23.2	-0.00917
23.25	-0.01069
23.3	-0.01221
23.35	-0.01289
23.4	-0.01289
23.45	-0.0129
23.5	-0.0129
23.55	-0.0129
23.6	-0.01291
23.65	-0.01264
23.7	-0.01232
23.75	-0.012
23.8	-0.01168
23.85	-0.01136
23.9	-0.01103
23.95	-0.01058
24	-0.01013
24.05	-0.00968
24.1	-0.00921
24.15	-0.00581
24.2	-0.00366
24.25	-0.00366
24.3	-0.00367
24.35	-0.00367
24.4	-0.00409
24.45	-0.00561
24.5	-0.00713
24.55	-0.00771
24.6	-0.00809
24.65	-0.00848
24.7	-0.00886
24.75	-0.00924
24.8	-0.00804
24.85	-0.00668
24.9	-0.00532
24.95	-0.00396
