Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
114451.867           0           1  0.199E+01  0.244E+01
114503.535         479         483  0.197E+01  0.244E+01
114515.529         857         863  0.197E+01  0.244E+01
114527.518        1215        1221  0.196E+01  0.244E+01
114539.511        1587        1599  0.195E+01  0.244E+01
114551.571        1992        2011  0.194E+01  0.243E+01
114603.527        2216        2433  0.190E+01  0.242E+01
114615.512        2433        2867  0.186E+01  0.241E+01
114627.528        2639        3315  0.183E+01  0.239E+01
114639.547        2854        3799  0.180E+01  0.238E+01
114651.556        2989        4122  0.179E+01  0.237E+01
114703.519        3104        4429  0.177E+01  0.237E+01
114715.531        3241        4759  0.175E+01  0.236E+01
114727.548        3380        5166  0.173E+01  0.236E+01
114739.550        3530        5537  0.172E+01  0.235E+01
114751.504        3672        5917  0.170E+01  0.234E+01
114803.543        3854        6415  0.168E+01  0.233E+01
114815.510        3981        6797  0.166E+01  0.232E+01
114827.506        4133        7199  0.165E+01  0.232E+01
114839.540        4308        7719  0.163E+01  0.231E+01
114851.533        4471        8195  0.161E+01  0.230E+01
114903.516        4594        8611  0.160E+01  0.229E+01
114915.548        4734        9051  0.158E+01  0.229E+01
114927.523        4854        9446  0.157E+01  0.228E+01
114939.517        5001        9891  0.156E+01  0.227E+01
114951.514        5143       10318  0.154E+01  0.226E+01
115003.542        5276       10732  0.153E+01  0.226E+01
115015.515        5401       11176  0.152E+01  0.225E+01
115027.516        5517       11504  0.151E+01  0.225E+01
115039.584        5628       11831  0.150E+01  0.224E+01
115051.530        5680       11986  0.149E+01  0.224E+01
115103.523        5747       12234  0.148E+01  0.224E+01
115115.508        5867       12621  0.147E+01  0.223E+01
115127.503        5993       13041  0.146E+01  0.222E+01
115139.524        6099       13388  0.145E+01  0.222E+01
115151.536        6210       13763  0.144E+01  0.221E+01
115203.542        6250       13906  0.144E+01  0.221E+01
115215.542        6312       14109  0.143E+01  0.221E+01
115227.543        6435       14502  0.142E+01  0.220E+01
115239.506        6538       14869  0.141E+01  0.220E+01
115251.533        6653       15267  0.140E+01  0.219E+01
115303.541        6768       15673  0.139E+01  0.219E+01
115315.535        6867       16024  0.138E+01  0.218E+01
115327.567        6899       16171  0.138E+01  0.218E+01
115339.547        6961       16352  0.137E+01  0.218E+01
115351.539        7067       16732  0.136E+01  0.217E+01
115403.509        7181       17128  0.136E+01  0.217E+01
115415.512        7290       17544  0.135E+01  0.216E+01
115427.531        7408       17931  0.134E+01  0.215E+01
115439.505        7522       18365  0.133E+01  0.215E+01
115451.579        7560       18532  0.133E+01  0.215E+01
115503.505        7601       18702  0.132E+01  0.215E+01
115515.521        7724       19149  0.131E+01  0.214E+01
115527.525        7854       19619  0.130E+01  0.214E+01
115539.538        7992       20095  0.129E+01  0.213E+01
115551.523        8131       20580  0.128E+01  0.212E+01
115603.523        8232       20926  0.127E+01  0.212E+01
115615.599        8279       21118  0.127E+01  0.212E+01
115627.534        8315       21268  0.126E+01  0.211E+01
115639.502        8434       21718  0.125E+01  0.211E+01
115651.506        8558       22132  0.125E+01  0.210E+01
115703.513        8683       22580  0.124E+01  0.210E+01
115715.542        8809       22989  0.123E+01  0.209E+01
115727.539        8890       23302  0.122E+01  0.208E+01
115739.550        8936       23466  0.122E+01  0.208E+01
115751.531        8972       23630  0.122E+01  0.208E+01
115803.523        9077       24013  0.121E+01  0.208E+01
115815.516        9178       24441  0.120E+01  0.207E+01
115827.502        9605       25953  0.117E+01  0.205E+01
115839.531       11312       32021  0.106E+01  0.197E+01
115851.519       12481       36374  0.987E+00  0.192E+01
115903.514       13074       38601  0.953E+00  0.189E+01
115915.531       13153       38943  0.950E+00  0.189E+01
115927.502       14572       44350  0.878E+00  0.182E+01
115939.535       15804       49245  0.826E+00  0.177E+01
115951.501       17311       55587  0.767E+00  0.171E+01
120003.513       18741       61352  0.717E+00  0.165E+01
120015.504       19656       65408  0.688E+00  0.162E+01
120027.503       20288       68037  0.670E+00  0.159E+01
120039.554       20409       68555  0.666E+00  0.159E+01
120051.502       21554       73546  0.635E+00  0.154E+01
120103.540       22813       78819  0.603E+00  0.150E+01
120115.501       24213       84435  0.571E+00  0.145E+01
