   r (Ang),     Ge-Ge,     Ge-O ,     O-O  
   0.06545 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.13090 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.19635 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.26180 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.32725 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.39271 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.45816 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.52361 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.58906 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.65451 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.71996 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.78541 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.85086 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.91631 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.98176 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.04721 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.11267 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.17812 ,         0.000000000000000 ,         0.119321723627821 ,         0.000000000000000 , 
   1.24357 ,         0.000000000000000 ,         0.214189791455618 ,         0.000000000000000 , 
   1.30902 ,         0.000000000000000 ,         0.918225523909950 ,         0.000000000000000 , 
   1.37447 ,         0.000000000000000 ,         1.117804238740717 ,         0.087796344034167 , 
   1.43992 ,         0.000000000000000 ,         1.997082902343764 ,         0.959971180525758 , 
   1.50537 ,         0.000000000000000 ,         2.503298909152536 ,         0.969814954936239 , 
   1.57082 ,         0.000000000000000 ,         3.255612018609426 ,         1.226802458231506 , 
   1.63627 ,         0.000000000000000 ,         3.015872074449289 ,         1.502349245112848 , 
   1.70172 ,         0.000000000000000 ,         3.689229731993654 ,         1.646776643408020 , 
   1.76718 ,         0.000000000000000 ,         3.354745466530891 ,         1.553623492108319 , 
   1.83263 ,         0.000000000000000 ,         3.304370950540547 ,         1.234738146914773 , 
   1.89808 ,         0.000000000000000 ,         2.781586454266336 ,         1.093507248895774 , 
   1.96353 ,         0.000000000000000 ,         2.029996588803001 ,         0.914267525291449 , 
   2.02898 ,         0.000000000000000 ,         1.257376070809300 ,         0.815945330070241 , 
   2.09443 ,         0.000000000000000 ,         0.840177278537415 ,         0.576675664971590 , 
   2.15988 ,         0.000000000000000 ,         0.346194145388999 ,         0.311131527164464 , 
   2.22533 ,         0.000000000000000 ,         0.200695819154587 ,         0.226105804841541 , 
   2.29078 ,         0.000000000000000 ,         0.102587381495336 ,         0.102734144558992 , 
   2.35623 ,         0.000000000000000 ,         0.089508554591770 ,         0.156864062052815 , 
   2.42168 ,         0.000000000000000 ,         0.098858581846740 ,         0.325285748565811 , 
   2.48714 ,         0.000000000000000 ,         0.160670154026867 ,         0.422362529362473 , 
   2.55259 ,         0.000000000000000 ,         0.260583595994254 ,         0.547371941758404 , 
   2.61804 ,         0.000000000000000 ,         0.688776741881934 ,         0.853126828097118 , 
   2.68349 ,         0.000000000000000 ,         0.845365103464083 ,         1.272741248488060 , 
   2.74894 ,         0.000000000000000 ,         0.997398050691160 ,         1.487261316921451 , 
   2.81439 ,         0.000000000000000 ,         0.977690390016085 ,         1.371771878305525 , 
   2.87984 ,         0.378952612658580 ,         0.998670389507591 ,         1.265125364676641 , 
   2.94529 ,         2.593291640123028 ,         0.945232215457617 ,         1.276454827741136 , 
