 Results from RMCProfile version 6.7.9.5

 (Version 6f format configuration file)                                          

 0 experiments   1 partials

 Partial g(r)'s are printed out below

   128  1 are NR and NPAR

   r (Ang)
   0.06545     0.00000
   0.13090     0.00000
   0.19635     0.00000
   0.26180     0.00000
   0.32725     0.00000
   0.39271     0.00000
   0.45816     0.00000
   0.52361     0.00000
   0.58906     0.00000
   0.65451     0.00000
   0.71996     0.00000
   0.78541     0.00000
   0.85086     0.00000
   0.91631     0.00000
   0.98176     0.00000
   1.04721     0.00000
   1.11267     1.87008
   1.17812     0.83406
   1.24357     0.00000
   1.30902     0.00000
   1.37447     0.00000
   1.43992     0.00000
   1.50537     0.00000
   1.57082     0.00000
   1.63627     0.43243
   1.70172     0.39981
   1.76718     0.00000
   1.83263     0.00000
   1.89808     0.00000
   1.96353     0.30031
   2.02898     0.00000
   2.09443     0.52790
   2.15988     0.24819
   2.22533     0.46762
   2.29078     0.22064
   2.35623     0.20855
   2.42168     0.39487
   2.48714     0.18718
   2.55259     0.17771
   2.61804     0.50679
   2.68349     0.00000
   2.74894     0.00000
   2.81439     0.29237
   2.87984     0.69807
   2.94529     1.60174
   3.01074     1.91607
   3.07619     1.95777
   3.14164     2.22899
   3.20710     1.80122
   3.27255     2.37860
   3.33800     1.87056
   3.40345     2.29912
   3.46890     1.63583
   3.53435     2.13197
   3.59980     1.42967
   3.66525     0.43096
   3.73070     0.49916
   3.79615     0.64280
   3.86161     0.69885
   3.92706     1.12624
   3.99251     0.94434
   4.05796     0.91412
   4.12341     1.36205
   4.18886     0.72590
   4.25431     0.57579
   4.31976     0.93078
   4.38521     1.14406
   4.45066     0.87684
   4.51611     0.96515
   4.58157     0.93778
   4.64702     0.58982
   4.71247     0.72998
   4.77792     0.91301
   4.84337     0.64169
   4.90882     0.62469
   4.97427     0.84235
   5.03972     0.95738
   5.10517     0.93299
   5.17062     0.99614
   5.23607     0.88693
   5.30153     0.70037
   5.36698     0.80399
   5.43243     1.17710
   5.49788     0.88108
   5.56333     0.86048
   5.62878     0.73094
   5.69423     0.92850
   5.75968     0.62828
   5.82513     0.88724
   5.89058     1.20134
   5.95604     1.40357
   6.02149     0.86226
   6.08694     1.09383
   6.15239     1.25423
   6.21784     0.92846
   6.28329     1.34916
   6.34874     1.12039
   6.41419     1.32280
   6.47964     1.15832
   6.54509     1.10824
   6.61054     0.82143
   6.67600     1.09119
   6.74145     1.14654
   6.80690     0.99964
   6.87235     0.90714
   6.93780     1.05850
   7.00325     1.15685
   7.06870     0.78792
   7.13415     0.84178
   7.19960     0.91590
   7.26505     1.05304
   7.33050     0.99123
   7.39596     0.88908
   7.46141     0.93595
   7.52686     0.91975
   7.59231     0.92404
   7.65776     1.04654
   7.72321     0.91240
   7.78866     1.03074
   7.85411     1.22012
   7.91956     0.83079
   7.98501     0.92619
   8.05046     1.28639
   8.11592     1.23057
   8.18137     1.15906
   8.24682     1.05561
   8.31227     0.75415
   8.37772     0.97338
