 Q (1/Ang),S-S  ,S-F  ,F-F  
   2.05000 ,    -0.577836608356963E+01 ,     0.181444784575205E+00 ,    -0.120527815384364E+01 , 
   2.07000 ,    -0.561593803588021E+01 ,     0.218644154952937E+00 ,    -0.119300805813056E+01 , 
   2.09000 ,    -0.537496847481044E+01 ,     0.258026967369790E+00 ,    -0.117451483900888E+01 , 
   2.11000 ,    -0.506280544381000E+01 ,     0.296168648561301E+00 ,    -0.115019130001524E+01 , 
   2.13000 ,    -0.468775340228085E+01 ,     0.329760732115185E+00 ,    -0.112046799630428E+01 , 
   2.15000 ,    -0.425889212881843E+01 ,     0.355686370221483E+00 ,    -0.108580365453902E+01 , 
   2.17000 ,    -0.378588590225215E+01 ,     0.371089846740902E+00 ,    -0.104667596489424E+01 , 
   2.19000 ,    -0.327878687111445E+01 ,     0.373438663540278E+00 ,    -0.100357291844771E+01 , 
   2.21000 ,    -0.274783656806718E+01 ,     0.360576968068434E+00 ,    -0.956984838646758E+00 , 
   2.23000 ,    -0.220326949066181E+01 ,     0.330769310696244E+00 ,    -0.907397228571993E+00 , 
   2.25000 ,    -0.165512255519670E+01 ,     0.282733959910926E+00 ,    -0.855284527138305E+00 , 
   2.27000 ,    -0.111305403961455E+01 ,     0.215665256157451E+00 ,    -0.801104837950363E+00 , 
   2.29000 ,    -0.586175369200972E+00 ,     0.129244744856611E+00 ,    -0.745295665039192E+00 , 
   2.31000 ,    -0.828987716190592E-01 ,     0.236410897219028E-01 ,    -0.688270660896063E+00 , 
   2.33000 ,     0.389173846260367E+00 ,    -0.100494323113748E+00 ,    -0.630420272051155E+00 , 
   2.35000 ,     0.823456893850150E+00 ,    -0.242074676476342E+00 ,    -0.572098806156529E+00 , 
   2.37000 ,     0.121436638193444E+01 ,    -0.399588127591191E+00 ,    -0.513635526782649E+00 , 
   2.39000 ,     0.155733127957493E+01 ,    -0.571097159339968E+00 ,    -0.455346838948371E+00 , 
   2.41000 ,     0.184904682204769E+01 ,    -0.754375350947677E+00 ,    -0.397505057937985E+00 , 
   2.43000 ,     0.208733116664762E+01 ,    -0.946899929153514E+00 ,    -0.340363388512931E+00 , 
   2.45000 ,     0.227116039460493E+01 ,    -0.114592594909643E+01 ,    -0.284152085020518E+00 , 
   2.47000 ,     0.240063871240411E+01 ,    -0.134854907154466E+01 ,    -0.229080756631769E+00 , 
   2.49000 ,     0.247694649443742E+01 ,    -0.155177041032466E+01 ,    -0.175340842157868E+00 , 
   2.51000 ,     0.250226790528958E+01 ,    -0.175256193169697E+01 ,    -0.123108126754255E+00 , 
   2.53000 ,     0.247970023237553E+01 ,    -0.194793091392901E+01 ,    -0.725451800818300E-01 , 
   2.55000 ,     0.241314739846588E+01 ,    -0.213498203634820E+01 ,    -0.238036060781542E-01 , 
   2.57000 ,     0.230720040227359E+01 ,    -0.231097576049455E+01 ,     0.229739920116402E-01 , 
   2.59000 ,     0.216700764858778E+01 ,    -0.247338178865470E+01 ,     0.676524117612572E-01 , 
   2.61000 ,     0.199813827379141E+01 ,    -0.261992653342012E+01 ,     0.110102679425394E+00 , 
   2.63000 ,     0.180644164593582E+01 ,    -0.274863370177994E+01 ,     0.150201348941321E+00 , 
   2.65000 ,     0.159790622042785E+01 ,    -0.285785728400508E+01 ,     0.187830295554630E+00 , 
   2.67000 ,     0.137852086398232E+01 ,    -0.294630643625433E+01 ,     0.222877007489108E+00 , 
   2.69000 ,     0.115414162353731E+01 ,    -0.301306195129497E+01 ,     0.255235359458544E+00 , 
   2.71000 ,     0.930366717540109E+00 ,    -0.305758421878348E+01 ,     0.284806833202142E+00 , 
   2.73000 ,     0.712422269981043E+00 ,    -0.307971278007358E+01 ,     0.311502133138476E+00 , 
   2.75000 ,     0.505060999603686E+00 ,    -0.307965777758614E+01 ,     0.335243130145893E+00 , 
   2.77000 ,     0.312475725738330E+00 ,    -0.305798378079028E+01 ,     0.355965053795191E+00 , 
   2.79000 ,     0.138237369885104E+00 ,    -0.301558925476258E+01 ,     0.373618038021273E+00 , 
   2.81000 ,    -0.147918196134996E-01 ,    -0.295366768907239E+01 ,     0.388172911403093E+00 , 
   2.83000 ,    -0.144440619335442E+00 ,    -0.287368579680100E+01 ,     0.399618273755266E+00 , 
   2.85000 ,    -0.249281421602052E+00 ,    -0.277733712982174E+01 ,     0.407966418760280E+00 , 
   2.87000 ,    -0.328619673990970E+00 ,    -0.266650160814406E+01 ,     0.413254372689346E+00 , 
   2.89000 ,    -0.382475145478832E+00 ,    -0.254320134671038E+01 ,     0.415545562555770E+00 , 
   2.91000 ,    -0.411546832854880E+00 ,    -0.240955550627068E+01 ,     0.414931069789184E+00 , 
   2.93000 ,    -0.417162872784923E+00 ,    -0.226773526450444E+01 ,     0.411530396428591E+00 , 
   2.95000 ,    -0.401217138789968E+00 ,    -0.211991995671411E+01 ,     0.405491684278320E+00 , 
   2.97000 ,    -0.366094469604189E+00 ,    -0.196825536364336E+01 ,     0.396991342784137E+00 , 
   2.99000 ,    -0.314586690530174E+00 ,    -0.181481502986594E+01 ,     0.386233058115737E+00 , 
   3.01000 ,    -0.249801748470098E+00 ,    -0.166156538285206E+01 ,     0.373446173600206E+00 , 
   3.03000 ,    -0.175068381628513E+00 ,    -0.151033529377626E+01 ,     0.358883449730901E+00 , 
   3.05000 ,    -0.938387852436205E-01 ,    -0.136279058023300E+01 ,     0.342818229962434E+00 , 
   3.07000 ,    -0.959171534566184E-02 ,    -0.122041380233394E+01 ,     0.325541055886499E+00 , 
   3.09000 ,     0.742616048782613E-01 ,    -0.108448955133615E+01 ,     0.307355791677154E+00 , 
   3.11000 ,     0.154466543992041E+00 ,    -0.956095278142707E+00 ,     0.288575332443498E+00 , 
   3.13000 ,     0.228007037575535E+00 ,    -0.836097561753139E+00 ,     0.269516983923546E+00 , 
   3.15000 ,     0.292178659440793E+00 ,    -0.725153578821498E+00 ,     0.250497611442933E+00 , 
   3.17000 ,     0.344651235764524E+00 ,    -0.623717408380860E+00 ,     0.231828663958670E+00 , 
   3.19000 ,     0.383519748059128E+00 ,    -0.532050693581766E+00 ,     0.213811184096760E+00 , 
   3.21000 ,     0.407343390551554E+00 ,    -0.450233242552449E+00 ,     0.196730091178631E+00 , 
   3.23000 ,     0.415166590893936E+00 ,    -0.378196474728343E+00 ,     0.180852872182252E+00 , 
   3.25000 ,     0.406537767784997E+00 ,    -0.315718898914279E+00 ,     0.166420077506324E+00 , 
   3.27000 ,     0.381501889736190E+00 ,    -0.262464683616885E+00 ,     0.153644861315319E+00 , 
   3.29000 ,     0.340587235494662E+00 ,    -0.218001987901798E+00 ,     0.142708676549674E+00 , 
   3.31000 ,     0.284778353458816E+00 ,    -0.181825848734205E+00 ,     0.133758443674931E+00 , 
   3.33000 ,     0.215477826653809E+00 ,    -0.153380585671887E+00 ,     0.126904379937501E+00 , 
   3.35000 ,     0.134458128769110E+00 ,    -0.132081071778176E+00 ,     0.122218539967922E+00 , 
   3.37000 ,     0.438050749012273E-01 ,    -0.117332287721614E+00 ,     0.119734101575564E+00 , 
   3.39000 ,    -0.541454539610764E-01 ,    -0.108546658763565E+00 ,     0.119445412710919E+00 , 
   3.41000 ,    -0.156875704554640E+00 ,    -0.105158768893675E+00 ,     0.121308797305147E+00 , 
   3.43000 ,    -0.261757274379435E+00 ,    -0.106637149677906E+00 ,     0.125244099511412E+00 , 
   3.45000 ,    -0.366123444583126E+00 ,    -0.112492950182361E+00 ,     0.131136928244253E+00 , 
   3.47000 ,    -0.467340721656462E+00 ,    -0.122285405294465E+00 ,     0.138841547299547E+00 , 
   3.49000 ,    -0.562877753408937E+00 ,    -0.135624129562405E+00 ,     0.148184341166931E+00 , 
   3.51000 ,    -0.650369896527098E+00 ,    -0.152168369102431E+00 ,     0.158967773306498E+00 , 
   3.53000 ,    -0.727677866434505E+00 ,    -0.171623442166198E+00 ,     0.170974742488955E+00 , 
   3.55000 ,    -0.792939090439261E+00 ,    -0.193734686878223E+00 ,     0.183973234070827E+00 , 
   3.57000 ,    -0.844610606684540E+00 ,    -0.218279310058299E+00 ,     0.197721157004831E+00 , 
   3.59000 ,    -0.881502597921663E+00 ,    -0.245056591957330E+00 ,     0.211971254110210E+00 , 
   3.61000 ,    -0.902801913788179E+00 ,    -0.273876946639322E+00 ,     0.226475972713711E+00 , 
   3.63000 ,    -0.908085210931690E+00 ,    -0.304550365613751E+00 ,     0.240992185208574E+00 , 
   3.65000 ,    -0.897321619653049E+00 ,    -0.336874782653010E+00 ,     0.255285654281048E+00 , 
   3.67000 ,    -0.870865121460465E+00 ,    -0.370624890531920E+00 ,     0.269135145364016E+00 , 
   3.69000 ,    -0.829437086958957E+00 ,    -0.405541916225805E+00 ,     0.282336099070610E+00 , 
   3.71000 ,    -0.774099671173924E+00 ,    -0.441324820914055E+00 ,     0.294703788651702E+00 , 
   3.73000 ,    -0.706220987614200E+00 ,    -0.477623336424209E+00 ,     0.306075901571436E+00 , 
   3.75000 ,    -0.627433177721951E+00 ,    -0.514033182386958E+00 ,     0.316314499722937E+00 , 
   3.77000 ,    -0.539584654279504E+00 ,    -0.550093730568917E+00 ,     0.325307329197205E+00 , 
   3.79000 ,    -0.444692808230266E+00 ,    -0.585286568302874E+00 ,     0.332968118771471E+00 , 
   3.81000 ,    -0.344869543915724E+00 ,    -0.619045510327387E+00 ,     0.339238034555054E+00 , 
   3.83000 ,    -0.242293395508072E+00 ,    -0.650751721033416E+00 ,     0.344082730249773E+00 , 
   3.85000 ,    -0.139134400188738E+00 ,    -0.679749168714380E+00 ,     0.347492704369920E+00 , 
   3.87000 ,    -0.375039370312432E-01 ,    -0.705353610497972E+00 ,     0.349481090256972E+00 , 
   3.89000 ,     0.605969676306949E-01 ,    -0.726865522853257E+00 ,     0.350081380986918E+00 , 
   3.91000 ,     0.153324975591704E+00 ,    -0.743584845487058E+00 ,     0.349344748405020E+00 , 
   3.93000 ,     0.239036252201072E+00 ,    -0.754827127326853E+00 ,     0.347337041490036E+00 , 
   3.95000 ,     0.316321775352061E+00 ,    -0.759940610726019E+00 ,     0.344135555882558E+00 , 
   3.97000 ,     0.384035348801153E+00 ,    -0.758323751442845E+00 ,     0.339825670520128E+00 , 
   3.99000 ,     0.441313745147462E+00 ,    -0.749442648428958E+00 ,     0.334497448826720E+00 , 
   4.01000 ,     0.487588629641329E+00 ,    -0.732847849663615E+00 ,     0.328242300797403E+00 , 
   4.03000 ,     0.522591614282471E+00 ,    -0.708188569470914E+00 ,     0.321149424541117E+00 , 
   4.05000 ,     0.546343192164223E+00 ,    -0.675232030106828E+00 ,     0.313304322980941E+00 , 
   4.07000 ,     0.559150704844695E+00 ,    -0.633867972324410E+00 ,     0.304784043953845E+00 , 
   4.09000 ,     0.561580890294121E+00 ,    -0.584122530393403E+00 ,     0.295656322768986E+00 , 
   4.11000 ,     0.554435419984470E+00 ,    -0.526163695795474E+00 ,     0.285977451030760E+00 , 
   4.13000 ,     0.538718686721870E+00 ,    -0.460304667145456E+00 ,     0.275790965016770E+00 , 
   4.15000 ,     0.515600914795176E+00 ,    -0.387003869849404E+00 ,     0.265126847551213E+00 , 
   4.17000 ,     0.486377739172497E+00 ,    -0.306861547113912E+00 ,     0.254001256851409E+00 , 
   4.19000 ,     0.452427475135875E+00 ,    -0.220612916514088E+00 ,     0.242416780764528E+00 , 
   4.21000 ,     0.415167339499359E+00 ,    -0.129117979676758E+00 ,     0.230363199982793E+00 , 
   4.23000 ,     0.376009888875230E+00 ,    -0.333481641307545E-01 ,     0.217818729624127E+00 , 
   4.25000 ,     0.336320909773094E+00 ,     0.656299365254979E-01 ,     0.204751695366293E+00 , 
   4.27000 ,     0.297379931014767E+00 ,     0.166673377695942E+00 ,     0.191122588470084E+00 , 
   4.29000 ,     0.260346219992417E+00 ,     0.268578719616466E+00 ,     0.176887161601150E+00 , 
   4.31000 ,     0.226220325811647E+00 ,     0.370125075663576E+00 ,     0.161996158593713E+00 , 
   4.33000 ,     0.195829574418497E+00 ,     0.470067191660578E+00 ,     0.146402347031185E+00 , 
   4.35000 ,     0.169800895047922E+00 ,     0.567180175296227E+00 ,     0.130060543794272E+00 , 
   4.37000 ,     0.148549657172730E+00 ,     0.660278727069245E+00 ,     0.112931139422610E+00 , 
   4.39000 ,     0.132273392174656E+00 ,     0.748240867803715E+00 ,     0.949828295919630E-01 , 
   4.41000 ,     0.120952368149425E+00 ,     0.830030507452195E+00 ,     0.761951679730494E-01 , 
   4.43000 ,     0.114356881348590E+00 ,     0.904718310257598E+00 ,     0.565608638040738E-01 , 
   4.45000 ,     0.112060937899669E+00 ,     0.971500351876761E+00 ,     0.360877548628901E-01 , 
   4.47000 ,     0.113461821329398E+00 ,     0.102971411765260E+01 ,     0.148003957102820E-01 , 
   4.49000 ,     0.117804879823522E+00 ,     0.107885145637955E+01 ,    -0.725878817021536E-02 , 
   4.51000 ,     0.124212726359709E+00 ,     0.111856817886126E+01 ,    -0.300288176908041E-01 , 
   4.53000 ,     0.131717928495065E+00 ,     0.114869007328457E+01 ,    -0.534299733392516E-01 , 
   4.55000 ,     0.139298175609216E+00 ,     0.116921519771131E+01 ,    -0.773641150940797E-01 , 
   4.57000 ,     0.145912851944215E+00 ,     0.118031240147424E+01 ,    -0.101715506210305E+00 , 
   4.59000 ,     0.150539915153332E+00 ,     0.118231611954340E+01 ,    -0.126352124430941E+00 , 
   4.61000 ,     0.152211982718845E+00 ,     0.117571757459621E+01 ,    -0.151127431119898E+00 , 
   4.63000 ,     0.150050562104883E+00 ,     0.116115260823445E+01 ,    -0.175882556615993E+00 , 
   4.65000 ,     0.143297423610812E+00 ,     0.113938644333065E+01 ,    -0.200448849093160E+00 , 
   4.67000 ,     0.131342205517560E+00 ,     0.111129575182648E+01 ,    -0.224650724660834E+00 , 
   4.69000 ,     0.113745456471191E+00 ,     0.107784846465763E+01 ,    -0.248308748591923E+00 , 
   4.71000 ,     0.902564566703008E-01 ,     0.104008181133768E+01 ,    -0.271242871616546E+00 , 
   4.73000 ,     0.608253133112238E-01 ,     0.999079114912389E+00 ,    -0.293275741308488E+00 , 
   4.75000 ,     0.256089924573070E-01 ,     0.955945892657130E+00 ,    -0.314236006802867E+00 , 
   4.77000 ,    -0.150288757141456E-01 ,     0.911785823562268E+00 ,    -0.333961535445716E+00 , 
   4.79000 ,    -0.605244033960137E-01 ,     0.867677140233823E+00 ,    -0.352302462459186E+00 , 
   4.81000 ,    -0.110125872351630E+00 ,     0.824649985600226E+00 ,    -0.369123999224323E+00 , 
   4.83000 ,    -0.162911821372332E+00 ,     0.783665244388379E+00 ,    -0.384308932198408E+00 , 
   4.85000 ,    -0.217814275405460E+00 ,     0.745595316676161E+00 ,    -0.397759752608084E+00 , 
   4.87000 ,    -0.273646455233887E+00 ,     0.711207247212193E+00 ,    -0.409400366662820E+00 , 
   4.89000 ,    -0.329134183463497E+00 ,     0.681148561149939E+00 ,    -0.419177346848457E+00 , 
   4.91000 ,    -0.382950102098694E+00 ,     0.655936086127020E+00 ,    -0.427060696592027E+00 , 
   4.93000 ,    -0.433749741747032E+00 ,     0.635947964156766E+00 ,    -0.433044112919875E+00 , 
   4.95000 ,    -0.480208434362195E+00 ,     0.621418976629208E+00 ,    -0.437144744333018E+00 , 
   4.97000 ,    -0.521058041518371E+00 ,     0.612439223945185E+00 ,    -0.439402453664615E+00 , 
   4.99000 ,    -0.555122478830208E+00 ,     0.608956120035810E+00 ,    -0.439878607838651E+00 , 
   5.01000 ,    -0.581351053826063E+00 ,     0.610779583303427E+00 ,    -0.438654427904537E+00 , 
   5.03000 ,    -0.598848698115749E+00 ,     0.617590231307900E+00 ,    -0.435828943190439E+00 , 
   5.05000 ,    -0.606902263108674E+00 ,     0.628950318605458E+00 ,    -0.431516602639065E+00 , 
   5.07000 ,    -0.605002159209773E+00 ,     0.644317097120205E+00 ,    -0.425844604140789E+00 , 
   5.09000 ,    -0.592858748136734E+00 ,     0.663058227645160E+00 ,    -0.418950008778965E+00 , 
   5.11000 ,    -0.570413043056466E+00 ,     0.684468830617336E+00 ,    -0.410976711216165E+00 , 
   5.13000 ,    -0.537841427537419E+00 ,     0.707789734983827E+00 ,    -0.402072339891809E+00 , 
   5.15000 ,    -0.495554267490893E+00 ,     0.732226466261071E+00 ,    -0.392385161235699E+00 , 
   5.17000 ,    -0.444188455813126E+00 ,     0.756968508962180E+00 ,    -0.382061060743872E+00 , 
   5.19000 ,    -0.384594092799739E+00 ,     0.781208384291815E+00 ,    -0.371240670577861E+00 , 
   5.21000 ,    -0.317815662145004E+00 ,     0.804160100949028E+00 ,    -0.360056708448211E+00 , 
   5.23000 ,    -0.245068208240324E+00 ,     0.825076564319398E+00 ,    -0.348631586083665E+00 , 
   5.25000 ,    -0.167709151664586E+00 ,     0.843265566306374E+00 ,    -0.337075337763103E+00 , 
   5.27000 ,    -0.872064927658793E-01 ,     0.858104023352830E+00 ,    -0.325483910425368E+00 , 
   5.29000 ,    -0.510424515076499E-02 ,     0.869050182455906E+00 ,    -0.313937847025999E+00 , 
   5.31000 ,     0.770139905928588E-01 ,     0.875653572655271E+00 ,    -0.302501384352017E+00 , 
   5.33000 ,     0.157558397074371E+00 ,     0.877562567428191E+00 ,    -0.291222535184855E+00 , 
   5.35000 ,     0.234986249282362E+00 ,     0.874529553218334E+00 ,    -0.280130787752691E+00 , 
   5.37000 ,     0.307813871826358E+00 ,     0.866412814544405E+00 ,    -0.269240852509403E+00 , 
   5.39000 ,     0.374667203343452E+00 ,     0.853177128014615E+00 ,    -0.258551149168232E+00 , 
   5.41000 ,     0.434309176949093E+00 ,     0.834891078852649E+00 ,    -0.248045490141138E+00 , 
   5.43000 ,     0.485667569864972E+00 ,     0.811722310238441E+00 ,    -0.237694519205636E+00 , 
   5.45000 ,     0.527858557993237E+00 ,     0.783930685554102E+00 ,    -0.227457427856377E+00 , 
   5.47000 ,     0.560205410583290E+00 ,     0.751859602543501E+00 ,    -0.217283897818727E+00 , 
   5.49000 ,     0.582251893638682E+00 ,     0.715925734453415E+00 ,    -0.207116213918758E+00 , 
   5.51000 ,     0.593770094377569E+00 ,     0.676607501074046E+00 ,    -0.196891488776150E+00 , 
   5.53000 ,     0.594762528894077E+00 ,     0.634432591806447E+00 ,    -0.186543939650022E+00 , 
   5.55000 ,     0.585458547047971E+00 ,     0.589964873266134E+00 ,    -0.176007158215461E+00 , 
   5.57000 ,     0.566305198402250E+00 ,     0.543791015539387E+00 ,    -0.165216316031117E+00 , 
   5.59000 ,     0.537952866701060E+00 ,     0.496507164325321E+00 ,    -0.154110251885775E+00 , 
   5.61000 ,     0.501236114113176E+00 ,     0.448705971323564E+00 ,    -0.142633391957526E+00 , 
   5.63000 ,     0.457150296752776E+00 ,     0.400964273059329E+00 ,    -0.130737459623281E+00 , 
   5.65000 ,     0.406824616729492E+00 ,     0.353831679740108E+00 ,    -0.118382938631293E+00 , 
   5.67000 ,     0.351492360561515E+00 ,     0.307820301716191E+00 ,    -0.105540260985573E+00 , 
   5.69000 ,     0.292459137149794E+00 ,     0.263395802782996E+00 ,    -0.921906990627012E-01 , 
   5.71000 ,     0.231069969203736E+00 ,     0.220969928103227E+00 ,    -0.783269499538330E-01 , 
   5.73000 ,     0.168676109211249E+00 ,     0.180894611164019E+00 ,    -0.639534085595478E-01 , 
   5.75000 ,     0.106602444593796E+00 ,     0.143457720145696E+00 ,    -0.490861343290676E-01 , 
   5.77000 ,     0.461163270640290E-01 ,     0.108880460558812E+00 ,    -0.337525245042730E-01 , 
   5.79000 ,    -0.116013904770292E-01 ,     0.773164091370312E-01 ,    -0.179907140957682E-01 , 
   5.81000 ,    -0.654823982016542E-01 ,     0.488521147937373E-01 ,    -0.184872939699460E-02 , 
   5.83000 ,    -0.114593433623621E+00 ,     0.235091668818537E-01 ,     0.146165725261300E-01 , 
   5.85000 ,    -0.158154730275874E+00 ,     0.124759982083140E-02 ,     0.313407413777309E-01 , 
   5.87000 ,    -0.195554013064146E+00 ,    -0.180295230006827E-01 ,     0.482531078319240E-01 , 
   5.89000 ,    -0.226355769340333E+00 ,    -0.344705238140457E-01 ,     0.652782518664946E-01 , 
   5.91000 ,    -0.250305656834198E+00 ,    -0.482687162288425E-01 ,     0.823375218156285E-01 , 
   5.93000 ,    -0.267330043299732E+00 ,    -0.596554038680106E-01 ,     0.993505610829237E-01 , 
   5.95000 ,    -0.277530804382577E+00 ,    -0.688924767965482E-01 ,     0.116236801012359E+00 , 
   5.97000 ,    -0.281175632213591E+00 ,    -0.762648082656490E-01 ,     0.132916881093035E+00 , 
   5.99000 ,    -0.278684224201237E+00 ,    -0.820726466613453E-01 ,     0.149313961364296E+00 , 
