 Q (1/Ang),S-S  ,S-F  ,F-F  
   6.01000 ,    -0.270610826348084E+00 ,    -0.866241851726633E-01 ,     0.165354896456465E+00 , 
   6.03000 ,    -0.257623695447237E+00 ,    -0.902284751856675E-01 ,     0.180971245991920E+00 , 
   6.05000 ,    -0.240482117463964E+00 ,    -0.931888294614280E-01 ,     0.196100101908520E+00 , 
   6.07000 ,    -0.220011673521373E+00 ,    -0.957968385257294E-01 ,     0.210684719467070E+00 , 
   6.09000 ,    -0.197078478978840E+00 ,    -0.983270991826081E-01 ,     0.224674945076386E+00 , 
   6.11000 ,    -0.172563134484075E+00 ,    -0.101032728471337E+00 ,     0.238027440422053E+00 , 
   6.13000 ,    -0.147335120543277E+00 ,    -0.104141710514349E+00 ,     0.250705708532878E+00 , 
   6.15000 ,    -0.122228339616083E+00 ,    -0.107854098313536E+00 ,     0.262679933186636E+00 , 
   6.17000 ,    -0.980184630852734E-01 ,    -0.112340068349641E+00 ,     0.273926648284553E+00 , 
   6.19000 ,    -0.754026762756014E-01 ,    -0.117738803454246E+00 ,     0.284428258371482E+00 , 
   6.21000 ,    -0.549823350686992E-01 ,    -0.124158159395621E+00 ,     0.294172435229358E+00 , 
   6.23000 ,    -0.372489550506815E-01 ,    -0.131675053385286E+00 ,     0.303151418334531E+00 , 
   6.25000 ,    -0.225738513336889E-01 ,    -0.140336498597253E+00 ,     0.311361248882832E+00 , 
   6.27000 ,    -0.112016372548065E-01 ,    -0.150161198006731E+00 ,     0.318800968017104E+00 , 
   6.29000 ,    -0.324767627589590E-02 ,    -0.161141603493489E+00 ,     0.325471809837859E+00 , 
   6.31000 ,     0.130053314934871E-02 ,    -0.173246342197668E+00 ,     0.331376418765514E+00 , 
   6.33000 ,     0.257817197098062E-02 ,    -0.186422911436517E+00 ,     0.336518118907117E+00 , 
   6.35000 ,     0.834352746843583E-03 ,    -0.200600545865898E+00 ,     0.340900260342581E+00 , 
   6.37000 ,    -0.357985407968195E-02 ,    -0.215693165692373E+00 ,     0.344525663788739E+00 , 
   6.39000 ,    -0.102258171797579E-01 ,    -0.231601508127984E+00 ,     0.347396056377461E+00 , 
   6.41000 ,    -0.185958756834393E-01 ,    -0.248219219825205E+00 ,     0.349512297191093E+00 , 
   6.43000 ,    -0.281301447908449E-01 ,    -0.265430804245345E+00 ,     0.350873342041388E+00 , 
   6.45000 ,    -0.382377591727033E-01 ,    -0.283117305153167E+00 ,     0.351476821008124E+00 , 
   6.47000 ,    -0.483171332926303E-01 ,    -0.301157836198347E+00 ,     0.351318979852111E+00 , 
   6.49000 ,    -0.577764223691901E-01 ,    -0.319431628620989E+00 ,     0.350394915211037E+00 , 
   6.51000 ,    -0.660532939637932E-01 ,    -0.337819806322624E+00 ,     0.348698930059100E+00 , 
   6.53000 ,    -0.726334308823765E-01 ,    -0.356206884562441E+00 ,     0.346224994254000E+00 , 
   6.55000 ,    -0.770672325120360E-01 ,    -0.374481998477503E+00 ,     0.342967291511420E+00 , 
   6.57000 ,    -0.789842428043284E-01 ,    -0.392539876117183E+00 ,     0.338920831326066E+00 , 
   6.59000 ,    -0.781049069105115E-01 ,    -0.410281577522664E+00 ,     0.334082102277619E+00 , 
   6.61000 ,    -0.742493426804788E-01 ,    -0.427615026444967E+00 ,     0.328449741873816E+00 , 
   6.63000 ,    -0.673429053008348E-01 ,    -0.444455364529971E+00 ,     0.322025197620125E+00 , 
   6.65000 ,    -0.574184205227578E-01 ,    -0.460725159231913E+00 ,     0.314813354369792E+00 , 
   6.67000 ,    -0.446150613615447E-01 ,    -0.476354496444780E+00 ,     0.306823104176945E+00 , 
   6.69000 ,    -0.291739419549632E-01 ,    -0.491280987024268E+00 ,     0.298067836802873E+00 , 
   6.71000 ,    -0.114305976196329E-01 ,    -0.505449713227576E+00 ,     0.288565831642304E+00 , 
   6.73000 ,     0.819539064808751E-02 ,    -0.518813136883905E+00 ,     0.278340535053192E+00 , 
   6.75000 ,     0.292132883996725E-01 ,    -0.531330986117326E+00 ,     0.267420710783565E+00 , 
   6.77000 ,     0.510762081132496E-01 ,    -0.542970131987310E+00 ,     0.255840455271942E+00 , 
   6.79000 ,     0.731977520929298E-01 ,    -0.553704460807920E+00 ,     0.243639073922989E+00 , 
   6.81000 ,     0.949697893808255E-01 ,    -0.563514742465673E+00 ,     0.230860818890992E+00 , 
   6.83000 ,     0.115780830529089E+00 ,    -0.572388490069318E+00 ,     0.217554493302027E+00 , 
   6.85000 ,     0.135034452274007E+00 ,    -0.580319801993216E+00 ,     0.203772931075112E+00 , 
   6.87000 ,     0.152167228334440E+00 ,    -0.587309174039469E+00 ,     0.189572365433989E+00 , 
   6.89000 ,     0.166665642410300E+00 ,    -0.593363267213445E+00 ,     0.175011702714721E+00 , 
   6.91000 ,     0.178081494225301E+00 ,    -0.598494615599047E+00 ,     0.160151721064937E+00 , 
   6.93000 ,     0.186045357966769E+00 ,    -0.602721259090978E+00 ,     0.145054216009167E+00 , 
   6.95000 ,     0.190277713169271E+00 ,    -0.606066287287836E+00 ,     0.129781116552213E+00 , 
   6.97000 ,     0.190597439083303E+00 ,    -0.608557283609085E+00 ,     0.114393596460447E+00 , 
   6.99000 ,     0.186927442708159E+00 ,    -0.610225662550755E+00 ,     0.989512055736573E-01 , 
   7.01000 ,     0.179297275584528E+00 ,    -0.611105897767910E+00 ,     0.835110454548589E-01 , 
   7.03000 ,     0.167842682634877E+00 ,    -0.611234644150979E+00 ,     0.681270124024801E-01 , 
   7.05000 ,     0.152802115241531E+00 ,    -0.610649762997162E+00 ,     0.528491288708087E-01 , 
   7.07000 ,     0.134510327806518E+00 ,    -0.609389265491207E+00 ,     0.377229817335284E-01 , 
   7.09000 ,     0.113389259769092E+00 ,    -0.607490195712178E+00 ,     0.227892826629900E-01 , 
   7.11000 ,     0.899364811445190E-01 ,    -0.604987479981861E+00 ,     0.808356228224208E-02 , 
   7.13000 ,     0.647115469860254E-01 ,    -0.601912774283827E+00 ,    -0.636399421185398E-02 , 
   7.15000 ,     0.383206629303878E-01 ,    -0.598293345447778E+00 ,    -0.205285664376405E-01 , 
   7.17000 ,     0.114001086596925E-01 ,    -0.594151024581972E+00 ,    -0.343905739915037E-01 , 
   7.19000 ,    -0.154011024464464E-01 ,    -0.589501272658381E+00 ,    -0.479354123933385E-01 , 
   7.21000 ,    -0.414388317347799E-01 ,    -0.584352398071673E+00 ,    -0.611530589128322E-01 , 
   7.23000 ,    -0.660911929125294E-01 ,    -0.578704964320799E+00 ,    -0.740375611851800E-01 , 
   7.25000 ,    -0.887752111505908E-01 ,    -0.572551422677515E+00 ,    -0.865864249443830E-01 , 
   7.27000 ,    -0.108962300820832E+00 ,    -0.565875999849044E+00 ,    -0.987999201308279E-01 , 
   7.29000 ,    -0.126192136855766E+00 ,    -0.558654864313164E+00 ,    -0.110680326982785E+00 , 
   7.31000 ,    -0.140084544236294E+00 ,    -0.550856587364996E+00 ,    -0.122231145431333E+00 , 
   7.33000 ,    -0.150349089781788E+00 ,    -0.542442906181874E+00 ,    -0.133456292137110E+00 , 
   7.35000 ,    -0.156792128421941E+00 ,    -0.533369786651153E+00 ,    -0.144359309807791E+00 , 
   7.37000 ,    -0.159321130439745E+00 ,    -0.523588773621067E+00 ,    -0.154942613011331E+00 , 
   7.39000 ,    -0.157946194601972E+00 ,    -0.513048605962238E+00 ,    -0.165206793566888E+00 , 
   7.41000 ,    -0.152778732357893E+00 ,    -0.501697063721485E+00 ,    -0.175150006789048E+00 , 
   7.43000 ,    -0.144027910613570E+00 ,    -0.489483638153392E+00 ,    -0.184766984829104E+00 , 
   7.45000 ,    -0.131992015297147E+00 ,    -0.476359221780981E+00 ,    -0.194050545602346E+00 , 
   7.47000 ,    -0.117051990214958E+00 ,    -0.462282025016538E+00 ,    -0.202988436531179E+00 , 
   7.49000 ,    -0.996586139958364E-01 ,    -0.447217451419159E+00 ,    -0.211565140990057E+00 , 
   7.51000 ,    -0.803198206003105E-01 ,    -0.431140905781659E+00 ,    -0.219761396927886E+00 , 
   7.53000 ,    -0.595862601984826E-01 ,    -0.414039890118330E+00 ,    -0.227554346462087E+00 , 
   7.55000 ,    -0.380358681703802E-01 ,    -0.395915905549741E+00 ,    -0.234917823737323E+00 , 
   7.57000 ,    -0.162578827515570E-01 ,    -0.376786091600585E+00 ,    -0.241822773377598E+00 , 
   7.59000 ,     0.516323801517476E-02 ,    -0.356684538923561E+00 ,    -0.248237788057657E+00 , 
   7.61000 ,     0.256635520799127E-01 ,    -0.335663218153975E+00 ,    -0.254129750257336E+00 , 
   7.63000 ,     0.447145893354441E-01 ,    -0.313792476352438E+00 ,    -0.259464560239040E+00 , 
   7.65000 ,     0.618371224810654E-01 ,    -0.291161063102740E+00 ,    -0.264207929788599E+00 , 
   7.67000 ,     0.766133860302867E-01 ,    -0.267875660528527E+00 ,    -0.268326219352843E+00 , 
   7.69000 ,     0.886974250226612E-01 ,    -0.244059904947537E+00 ,    -0.271787294944977E+00 , 
   7.71000 ,     0.978233116967178E-01 ,    -0.219852902218255E+00 ,    -0.274561380604230E+00 , 
   7.73000 ,     0.103811031725729E+00 ,    -0.195407253635480E+00 ,    -0.276621882302432E+00 , 
   7.75000 ,     0.106569909725171E+00 ,    -0.170886624057091E+00 ,    -0.277946159980564E+00 , 
   7.77000 ,     0.106099514613417E+00 ,    -0.146462898341413E+00 ,    -0.278516225846535E+00 , 
   7.79000 ,     0.102488056995541E+00 ,    -0.122312985691373E+00 ,    -0.278319349126713E+00 , 
   7.81000 ,     0.959083610010827E-01 ,    -0.986153437037573E-01 ,    -0.277348550075852E+00 , 
   7.83000 ,     0.866115599618763E-01 ,    -0.755463044043245E-01 ,    -0.275602969135677E+00 , 
   7.85000 ,     0.749187271080103E-01 ,    -0.532762929516248E-01 ,    -0.273088100601161E+00 , 
   7.87000 ,     0.612107074033225E-01 ,    -0.319660357084143E-01 ,    -0.269815883904861E+00 , 
   7.89000 ,     0.459164632695639E-01 ,    -0.117628577704188E-01 ,    -0.265804649555787E+00 , 
   7.91000 ,     0.295002840505978E-01 ,     0.720282935703226E-02 ,    -0.261078920758078E+00 , 
   7.93000 ,     0.124482357237175E-01 ,     0.248207515167029E-01 ,    -0.255669075673507E+00 , 
   7.95000 ,    -0.474575703580184E-02 ,     0.410036138187914E-01 ,    -0.249610879069968E+00 , 
   7.97000 ,    -0.215938000742803E-01 ,     0.556894753789158E-01 ,    -0.242944895610553E+00 , 
   7.99000 ,    -0.376275009441003E-01 ,     0.688435820733400E-01 ,    -0.235715800188057E+00 , 
   8.00999 ,    -0.524099495669910E-01 ,     0.804590528030871E-01 ,    -0.227972002665403E+00 , 
   8.03000 ,    -0.655507732970907E-01 ,     0.905601705414378E-01 ,    -0.219762812539252E+00 , 
   8.05000 ,    -0.767092367743117E-01 ,     0.991968530167694E-01 ,    -0.211141549740321E+00 , 
   8.07000 ,    -0.856100515703465E-01 ,     0.106449611286636E+00 ,    -0.202160193436846E+00 , 
   8.09000 ,    -0.920447118317386E-01 ,     0.112423971863453E+00 ,    -0.192872294827358E+00 , 
   8.11000 ,    -0.958794588318558E-01 ,     0.117251253077179E+00 ,    -0.183328525275665E+00 , 
   8.13000 ,    -0.970550456214197E-01 ,     0.121083374500658E+00 ,    -0.173579556141378E+00 , 
   8.15000 ,    -0.955883918590734E-01 ,     0.124091491702935E+00 ,    -0.163671498655534E+00 , 
   8.17000 ,    -0.915701070204306E-01 ,     0.126460607210705E+00 ,    -0.153649125551680E+00 , 
   8.19000 ,    -0.851598797379379E-01 ,     0.128386605467586E+00 ,    -0.143551354511023E+00 , 
   8.21000 ,    -0.765821123590022E-01 ,     0.130070755601952E+00 ,    -0.133414800287564E+00 , 
   8.23000 ,    -0.661163506438712E-01 ,     0.131715758250712E+00 ,    -0.123269929401700E+00 , 
   8.25000 ,    -0.540887599055475E-01 ,     0.133520697860371E+00 ,    -0.113142382835493E+00 , 
   8.27000 ,    -0.408641311498568E-01 ,     0.135676087348235E+00 ,    -0.103054441972290E+00 , 
   8.29000 ,    -0.268304669833202E-01 ,     0.138360028222374E+00 ,    -0.930215668274868E-01 , 
   8.31000 ,    -0.123926030927154E-01 ,     0.141733082414827E+00 ,    -0.830566337987757E-01 , 
   8.33000 ,     0.204506309089408E-02 ,     0.145935561246751E+00 ,    -0.731662521853989E-01 , 
   8.35000 ,     0.160844786117591E-01 ,     0.151082824410734E+00 ,    -0.633551839577155E-01 , 
   8.37000 ,     0.293507121929927E-01 ,     0.157264258446866E+00 ,    -0.536229190288623E-01 , 
   8.39000 ,     0.414967199330157E-01 ,     0.164539129826105E+00 ,    -0.439682080677660E-01 , 
   8.41000 ,     0.522177852907432E-01 ,     0.172937720760512E+00 ,    -0.343858375635141E-01 , 
   8.43000 ,     0.612546223389110E-01 ,     0.182457814559033E+00 ,    -0.248712008794622E-01 , 
   8.45001 ,     0.684039698871487E-01 ,     0.193068225498087E+00 ,    -0.154171917458625E-01 , 
   8.47001 ,     0.735197116894083E-01 ,     0.204705933436285E+00 ,    -0.601873749741472E-02 , 
   8.49001 ,     0.765185121022391E-01 ,     0.217281337566390E+00 ,     0.332981356366675E-02 , 
   8.51001 ,     0.773793466672509E-01 ,     0.230679243457733E+00 ,     0.126326006443649E-01 , 
   8.53001 ,     0.761430937687692E-01 ,     0.244759644617631E+00 ,     0.218902641841091E-01 , 
   8.55001 ,     0.729100585076653E-01 ,     0.259366044211538E+00 ,     0.311026698537349E-01 , 
   8.57001 ,     0.678362572536783E-01 ,     0.274323867752102E+00 ,     0.402647700190374E-01 , 
   8.59001 ,     0.611264619215679E-01 ,     0.289450622569689E+00 ,     0.493699534791676E-01 , 
   8.61001 ,     0.530291643079435E-01 ,     0.304554547961389E+00 ,     0.584061584627591E-01 , 
   8.63001 ,     0.438258410156723E-01 ,     0.319445322892700E+00 ,     0.673594034821122E-01 , 
   8.65001 ,     0.338251817097452E-01 ,     0.333932756844273E+00 ,     0.762101855548396E-01 , 
   8.67001 ,     0.233499722847234E-01 ,     0.347837252369580E+00 ,     0.849371828375016E-01 , 
   8.69001 ,     0.127312363125364E-01 ,     0.360988345732752E+00 ,     0.935139577906140E-01 , 
   8.71001 ,     0.229486175733943E-02 ,     0.373233566703274E+00 ,     0.101912370530684E+00 , 
   8.73001 ,    -0.764626501618525E-02 ,     0.384439605322034E+00 ,     0.110101668638025E+00 , 
   8.75001 ,    -0.167997230590145E-01 ,     0.394493731341624E+00 ,     0.118047821414981E+00 , 
   8.77001 ,    -0.249050403930638E-01 ,     0.403309841490227E+00 ,     0.125716946149922E+00 , 
   8.79001 ,    -0.317371691338359E-01 ,     0.410826043877794E+00 ,     0.133072781968796E+00 , 
   8.81001 ,    -0.371155365890298E-01 ,     0.417009038216757E+00 ,     0.140080429236296E+00 , 
   8.83001 ,    -0.409058546245619E-01 ,     0.421851253211924E+00 ,     0.146704113804955E+00 , 
   8.85002 ,    -0.430252744335110E-01 ,     0.425372727496720E+00 ,     0.152910680221483E+00 , 
   8.87002 ,    -0.434423990372299E-01 ,     0.427617877216699E+00 ,     0.158667630997051E+00 , 
   8.89002 ,    -0.421780931391055E-01 ,     0.428654968515620E+00 ,     0.163946248031897E+00 , 
   8.91002 ,    -0.393037714442393E-01 ,     0.428572664875353E+00 ,     0.168719892624199E+00 , 
   8.93002 ,    -0.349379336292434E-01 ,     0.427477410181370E+00 ,     0.172966642100205E+00 , 
   8.95002 ,    -0.292429886791930E-01 ,     0.425489963532582E+00 ,     0.176667839947523E+00 , 
   8.97002 ,    -0.224184420916487E-01 ,     0.422741352185897E+00 ,     0.179810014441422E+00 , 
   8.99002 ,    -0.146948379817667E-01 ,     0.419368867362579E+00 ,     0.182384388419749E+00 , 
   9.01002 ,    -0.632792449191834E-02 ,     0.415512652398706E+00 ,     0.184386790640793E+00 , 
   9.03002 ,     0.241192884473540E-02 ,     0.411310401613068E+00 ,     0.185818554881387E+00 , 
   9.05002 ,     0.112445761980414E-01 ,     0.406894948719242E+00 ,     0.186685684919589E+00 , 
   9.07002 ,     0.198917373535587E-01 ,     0.402388944960394E+00 ,     0.186999294412607E+00 , 
   9.09002 ,     0.280815838979886E-01 ,     0.397903276024460E+00 ,     0.186775027721868E+00 , 
   9.11002 ,     0.355598035974760E-01 ,     0.393532405465169E+00 ,     0.186032870825543E+00 , 
   9.13002 ,     0.420934532750240E-01 ,     0.389353783562362E+00 ,     0.184796838876771E+00 , 
   9.15002 ,     0.474801751258509E-01 ,     0.385424330159886E+00 ,     0.183094218867254E+00 , 
   9.17002 ,     0.515509547275725E-01 ,     0.381780925078219E+00 ,     0.180955535159392E+00 , 
   9.19002 ,     0.541763793840903E-01 ,     0.378438479977712E+00 ,     0.178413446312409E+00 , 
   9.21002 ,     0.552685573251690E-01 ,     0.375390717810575E+00 ,     0.175502314404327E+00 , 
   9.23002 ,     0.547830778974790E-01 ,     0.372611321552777E+00 ,     0.172258121350695E+00 , 
   9.25002 ,     0.527197292694070E-01 ,     0.370054258656935E+00 ,     0.168716796418226E+00 , 
   9.27002 ,     0.491219622144451E-01 ,     0.367656816209826E+00 ,     0.164914904564526E+00 , 
   9.29002 ,     0.440741347227800E-01 ,     0.365340964010738E+00 ,     0.160887661988426E+00 , 
   9.31002 ,     0.376998655016341E-01 ,     0.363017141185130E+00 ,     0.156669908308951E+00 , 
   9.33003 ,     0.301559663374628E-01 ,     0.360586438235556E+00 ,     0.152294009933893E+00 , 
   9.35003 ,     0.216300082539332E-01 ,     0.357944900387145E+00 ,     0.147791100989564E+00 , 
   9.37003 ,     0.123316940185336E-01 ,     0.354986000701561E+00 ,     0.143188964123073E+00 , 
   9.39003 ,     0.249003971947479E-02 ,     0.351605204157375E+00 ,     0.138513516889491E+00 , 
   9.41003 ,    -0.765680687232496E-02 ,     0.347702151537306E+00 ,     0.133786740187617E+00 , 
   9.43003 ,    -0.178643403156735E-01 ,     0.343185235280422E+00 ,     0.129028379724772E+00 , 
   9.45003 ,    -0.278918064018559E-01 ,     0.337973211755053E+00 ,     0.124254208555219E+00 , 
   9.47003 ,    -0.375069963208607E-01 ,     0.331998178274692E+00 ,     0.119476713689995E+00 , 
   9.49003 ,    -0.464907810960128E-01 ,     0.325208732190336E+00 ,     0.114705866245384E+00 , 
   9.51003 ,    -0.546457545336397E-01 ,     0.317569388868083E+00 ,     0.109947563666519E+00 , 
   9.53003 ,    -0.617973287231348E-01 ,     0.309064376724632E+00 ,     0.105205708292956E+00 , 
   9.55003 ,    -0.678007703131376E-01 ,     0.299695085004147E+00 ,     0.100480528023174E+00 , 
   9.57003 ,    -0.725412759167054E-01 ,     0.289483400836966E+00 ,     0.957707398633850E-01 , 
   9.59003 ,    -0.759382814081660E-01 ,     0.278467340247634E+00 ,     0.910719624573768E-01 , 
   9.61003 ,    -0.779445271535509E-01 ,     0.266703962157484E+00 ,     0.863789314775112E-01 , 
   9.63003 ,    -0.785473622808974E-01 ,     0.254263320818322E+00 ,     0.816839688160049E-01 , 
   9.65003 ,    -0.777669510458959E-01 ,     0.241231064506928E+00 ,     0.769792225882581E-01 , 
   9.67003 ,    -0.756547744360830E-01 ,     0.227701710004134E+00 ,     0.722553886190717E-01 , 
   9.69003 ,    -0.722905603722543E-01 ,     0.213777654765187E+00 ,     0.675027708122908E-01 , 
   9.71003 ,    -0.677797142916773E-01 ,     0.199568435678679E+00 ,     0.627123481178968E-01 , 
   9.73004 ,    -0.622480670784884E-01 ,     0.185182775257615E+00 ,     0.578744394380858E-01 , 
   9.75004 ,    -0.558392911008862E-01 ,     0.170731181590278E+00 ,     0.529809332545093E-01 , 
   9.77004 ,    -0.487080868972607E-01 ,     0.156317244652725E+00 ,     0.480236357559434E-01 , 
   9.79004 ,    -0.410179536742733E-01 ,     0.142040591093915E+00 ,     0.429964856413004E-01 , 
   9.81004 ,    -0.329336455453508E-01 ,     0.127988598013464E+00 ,     0.378937932266813E-01 , 
   9.83004 ,    -0.246196523065684E-01 ,     0.114239872158618E+00 ,     0.327124420207935E-01 , 
   9.85004 ,    -0.162327537026770E-01 ,     0.100856833533885E+00 ,     0.274500014729595E-01 , 
   9.87004 ,    -0.792148465862594E-02 ,     0.878898343509568E-01 ,     0.221069192393884E-01 , 
   9.89004 ,     0.180082455686143E-03 ,     0.753715508794517E-01 ,     0.166847735975263E-01 , 
   9.91004 ,     0.795371892185241E-02 ,     0.633187158034619E-01 ,     0.111870951319517E-01 , 
   9.93004 ,     0.152979365511662E-01 ,     0.517339623218089E-01 ,     0.562022596984065E-02 , 
   9.95004 ,     0.221319682615519E-01 ,     0.406022993941775E-01 ,    -0.862731535275210E-05 , 
   9.97004 ,     0.283934489188256E-01 ,     0.298968597513128E-01 ,    -0.568921326768742E-02 , 
   9.99004 ,     0.340410338599874E-01 ,     0.195759853073518E-01 ,    -0.114105572493053E-01 , 
  10.01004 ,     0.390509058024046E-01 ,     0.958993440679859E-02 ,    -0.171585026793644E-01 , 
  10.03004 ,     0.434184262889320E-01 ,    -0.122520506003509E-03 ,    -0.229189822648921E-01 , 
  10.05004 ,     0.471535724343216E-01 ,    -0.962654404470159E-02 ,    -0.286752944860668E-01 , 
  10.07004 ,     0.502799357064606E-01 ,    -0.189911393146379E-01 ,    -0.344097031446702E-01 , 
  10.09004 ,     0.528317897780749E-01 ,    -0.282859340622482E-01 ,    -0.401033342559930E-01 , 
  10.11004 ,     0.548512063342177E-01 ,    -0.375784893164118E-01 ,    -0.457363763910924E-01 , 
  10.13004 ,     0.563850696961313E-01 ,    -0.469317094619952E-01 ,    -0.512882957748436E-01 , 
  10.15004 ,     0.574821079657509E-01 ,    -0.564014360184593E-01 ,    -0.567380642594240E-01 , 
  10.17004 ,     0.581900546552365E-01 ,    -0.660343009700815E-01 ,    -0.620643982143059E-01 , 
  10.19005 ,     0.585531490794436E-01 ,    -0.758708766505372E-01 ,    -0.672485573263786E-01 , 
  10.21005 ,     0.586093144462793E-01 ,    -0.859244734341376E-01 ,    -0.722643065128365E-01 , 
  10.23005 ,     0.583893611593274E-01 ,    -0.962096065911688E-01 ,    -0.770937349194970E-01 , 
  10.25005 ,     0.579147346944396E-01 ,    -0.106721896441860E+00 ,    -0.817170678211553E-01 , 
  10.27005 ,     0.571969245762756E-01 ,    -0.117442850146502E+00 ,    -0.861155535351835E-01 , 
  10.29005 ,     0.562371576678324E-01 ,    -0.128340251751017E+00 ,    -0.902717167044579E-01 , 
  10.31005 ,     0.550266447303925E-01 ,    -0.139369009264652E+00 ,    -0.941696031223835E-01 , 
  10.33005 ,     0.535473643471063E-01 ,    -0.150472429385300E+00 ,    -0.977950122802593E-01 , 
  10.35005 ,     0.517733484296979E-01 ,    -0.161583876991276E+00 ,    -0.101135713603289E+00 , 
  10.37005 ,     0.496724150831118E-01 ,    -0.172628764430027E+00 ,    -0.104181642189922E+00 , 
  10.39005 ,     0.472082781956657E-01 ,    -0.183526805327105E+00 ,    -0.106925069798501E+00 , 
  10.41005 ,     0.443429492883710E-01 ,    -0.194194459429507E+00 ,    -0.109360746852567E+00 , 
  10.43005 ,     0.410393363431686E-01 ,    -0.204547489136072E+00 ,    -0.111486011376224E+00 , 
  10.45005 ,     0.372639368797871E-01 ,    -0.214503545030835E+00 ,    -0.113300861035113E+00 , 
  10.47005 ,     0.329895186956288E-01 ,    -0.223984697020063E+00 ,    -0.114807984854350E+00 , 
  10.49005 ,     0.281976815335906E-01 ,    -0.232919829595901E+00 ,    -0.116012751715253E+00 , 
  10.51005 ,     0.228811964880176E-01 ,    -0.241246824242442E+00 ,    -0.116923153395964E+00 , 
  10.53005 ,     0.170460270668997E-01 ,    -0.248914458917071E+00 ,    -0.117549700710267E+00 , 
  10.55005 ,     0.107129462508464E-01 ,    -0.255883963659558E+00 ,    -0.117905272201782E+00 , 
  10.57005 ,     0.391867727102395E-02 ,    -0.262130182413698E+00 ,    -0.118004915850119E+00 , 
  10.59005 ,    -0.328349828123547E-02 ,    -0.267642303742483E+00 ,    -0.117865605319574E+00 , 
  10.61005 ,    -0.108237035314230E-01 ,    -0.272424136880855E+00 ,    -0.117505953403297E+00 , 
  10.63006 ,    -0.186199628338193E-01 ,    -0.276495785651507E+00 ,    -0.116945559747084E+00 , 
  10.65006 ,    -0.265636212157066E-01 ,    -0.279885226632619E+00 ,    -0.116205873599921E+00 , 
  10.67006 ,    -0.345445100128811E-01 ,    -0.282639410074902E+00 ,    -0.115308109908648E+00 , 
  10.69006 ,    -0.424376750550042E-01 ,    -0.284814291843696E+00 ,    -0.114273872401126E+00 , 
  10.71006 ,    -0.501099283069044E-01 ,    -0.286475200850422E+00 ,    -0.113124499870988E+00 , 
  10.73006 ,    -0.574229531462718E-01 ,    -0.287694698022358E+00 ,    -0.111880639519718E+00 , 
  10.75006 ,    -0.642367148884677E-01 ,    -0.288550205592380E+00 ,    -0.110561824850145E+00 , 
  10.77006 ,    -0.704130758557014E-01 ,    -0.289121482194778E+00 ,    -0.109186067609542E+00 , 
  10.79006 ,    -0.758195061266631E-01 ,    -0.289488024292808E+00 ,    -0.107769473395599E+00 , 
  10.81006 ,    -0.803327763974428E-01 ,    -0.289726476971760E+00 ,    -0.106325890410521E+00 , 
  10.83006 ,    -0.838425182948905E-01 ,    -0.289908137027267E+00 ,    -0.104866600468260E+00 , 
  10.85006 ,    -0.862545400534688E-01 ,    -0.290096628562340E+00 ,    -0.103400060725593E+00 , 
  10.87006 ,    -0.874937916232431E-01 ,    -0.290345826059533E+00 ,    -0.101931703724890E+00 , 
  10.89006 ,    -0.875068828334494E-01 ,    -0.290698092276567E+00 ,    -0.100463802218140E+00 , 
  10.91006 ,    -0.862640708980278E-01 ,    -0.291182888558251E+00 ,    -0.989954039085389E-01 , 
  10.93006 ,    -0.837606489238138E-01 ,    -0.291815803564677E+00 ,    -0.975223397256519E-01 , 
  10.95006 ,    -0.800176846899485E-01 ,    -0.292598033343104E+00 ,    -0.960373075767018E-01 , 
  10.97006 ,    -0.750820782590816E-01 ,    -0.293516331522264E+00 ,    -0.945300317302480E-01 , 
  10.99006 ,    -0.690259273552137E-01 ,    -0.294543433621057E+00 ,    -0.929874961338293E-01 , 
  11.01006 ,    -0.619452102631029E-01 ,    -0.295638944496894E+00 ,    -0.913942480925315E-01 , 
  11.03006 ,    -0.539578166202200E-01 ,    -0.296750663277357E+00 ,    -0.897327668912822E-01 , 
  11.05007 ,    -0.451964303681331E-01 ,    -0.297816816027752E+00 ,    -0.879829905286594E-01 , 
  11.07007 ,    -0.358233412086111E-01 ,    -0.298766007883817E+00 ,    -0.861263305919748E-01 , 
  11.09007 ,    -0.260005034580837E-01 ,    -0.299522823954084E+00 ,    -0.841409550487493E-01 , 
  11.11007 ,    -0.159028458053421E-01 ,    -0.300008196047952E+00 ,    -0.820057720913249E-01 , 
  11.13007 ,    -0.570992782575568E-02 ,    -0.300142641472704E+00 ,    -0.797001352287027E-01 , 
  11.15007 ,     0.439832965773435E-02 ,    -0.299848996815316E+00 ,    -0.772044010009456E-01 , 
  11.17007 ,     0.142459181288623E-01 ,    -0.299055110198035E+00 ,    -0.745004749398753E-01 , 
  11.19007 ,     0.236648980324343E-01 ,    -0.297696406289008E+00 ,    -0.715723323554587E-01 , 
  11.21007 ,     0.324993211264158E-01 ,    -0.295718241700161E+00 ,    -0.684065008867911E-01 , 
  11.23007 ,     0.406088081029448E-01 ,    -0.293077974326303E+00 ,    -0.649924924652102E-01 , 
  11.25007 ,     0.478716813684854E-01 ,    -0.289746678501670E+00 ,    -0.613231733836194E-01 , 
  11.27007 ,     0.541875662183816E-01 ,    -0.285710448328056E+00 ,    -0.573950625296785E-01 , 
  11.29007 ,     0.594793895996836E-01 ,    -0.280971243851052E+00 ,    -0.532085494909402E-01 , 
