Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
225113.723      238157      280934
225125.720      441693      521724
225137.721      635505      751464
225149.726      825351      976069
225201.721     1012844     1197942
225213.720     1190566     1409415
225225.723     1373820     1627358
225237.725     1542100     1827769
225249.722     1710883     2028700
225301.721     1885293     2236905
225313.722     2062162     2446715
225325.722     2231518     2648033
225337.724     2410249     2859661
225349.723     2576547     3056694
225401.722     2747597     3259167
225413.722     2916438     3459358
225425.722     3090191     3664989
225437.721     3276920     3887545
225449.720     3481332     4129812
225501.721     3683787     4369800
225513.721     3884540     4609009
225525.722     4061249     4818615
225537.722     4236858     5027614
225549.722     4406215     5229599
225601.721     4582931     5440467
225613.721     4764294     5656122
225625.722     4946653     5872205
225637.722     5127811     6086806
225649.721     5324826     6320995
225701.720     5519910     6551724
225713.721     5723734     6793461
225725.722     5909036     7012792
225737.722     6086295     7222727
225749.721     6267384     7438082
225801.721     6453412     7659037
225813.721     6639842     7880985
225825.720     6849520     8130098
225837.722     7028741     8343112
225849.722     7212806     8561621
225901.721     7400026     8783641
225913.722     7585490     9004167
225925.722     7769462     9222065
225937.721     7948744     9434085
225949.721     8129225     9647803
230001.721     8305606     9857164
230013.721     8504607    10093573
230025.722     8686749    10310371
230037.721     8868696    10525905
230049.721     9054576    10745961
230101.723     9235694    10960548
230113.720     9429124    11188501
230125.721     9601181    11391874
230137.722     9770402    11592207
230149.722     9935730    11787651
230201.720    10104650    11987530
230213.720    10320876    12243018
230225.724    10496669    12451720
230237.721    10688546    12679226
230249.720    10906287    12936896
230301.721    11091253    13155295
230313.721    11286226    13386213
230325.721    11481051    13617276
230337.721    11673886    13846045
230349.721    11868686    14076792
230401.721    12054662    14297164
230413.721    12242532    14520746
230425.721    12419354    14730810
230437.721    12612423    14959180
230449.721    12805738    15188871
230501.721    12999706    15418100
230513.721    13188367    15642560
230525.721    13375478    15864695
230537.722    13542106    16063282
230549.723    13722202    16278021
230601.721    13902877    16492534
230613.721    14085550    16708540
230625.721    14272742    16930831
230637.721    14465980    17159205
230649.722    14616395    17337005
230701.727    14715389    17454090
230713.727    14813319    17570239
230725.722    14875377    17643973
230737.722    14950102    17732728
230749.728    15019432    17814501
230801.726    15102979    17913592
230813.725    15196860    18025302
230825.722    15297295    18144677
230837.722    15396907    18263048
230849.723    15484362    18366599
230901.722    15584510    18485623
230913.728    15699161    18621152
230925.728    15796286    18736241
230937.732    15893725    18851529
230949.721    16008150    18987567
231001.722    16106652    19104655
231013.724    16199581    19214675
231025.728    16303078    19337330
231037.736    16406423    19459530
231049.723    16495989    19566183
231101.722    16605812    19696115
231113.722    16719444    19830396
231125.723    16826252    19957547
231137.741    16907329    20053528
231149.723    16994099    20156035
231201.722    17085859    20264336
231213.723    17162224    20355020
231225.728    17241895    20449668
231237.723    17317493    20539000
231249.723    17395010    20630920
231301.724    17478008    20729514
231313.723    17539862    20803052
231325.722    17612374    20889213
231337.740    17676497    20965701
231349.725    17761292    21066833
231401.731    17842062    21162682
231413.726    17922883    21258401
231425.756    18013809    21366462
231437.755    18092604    21460136
231449.724    18171194    21553103
231501.721    18267362    21667278
231513.723    18349194    21764836
231525.721    18414117    21841718
231537.725    18512316    21958424
231549.721    18635285    22104452
231601.738    18719400    22204101
231613.723    18843786    22351838
231625.722    18965204    22495965
231637.722    19071786    22622451
231649.723    19179454    22750340
231701.722    19317210    22913811
231713.722    19442223    23061711
231725.751    19557225    23198905
231737.721    19698627    23366633
231749.723    19837810    23531557
231801.722    19985173    23706524
231813.723    20128642    23876899
231825.723    20273614    24048970
231837.723    20426823    24229407
231849.722    20566043    24393708
231901.723    20706731    24560417
231913.723    20851986    24732513
231925.723    21002203    24910106
231937.723    21122636    25052832
231949.723    21225533    25174810
232001.722    21349839    25323008
232013.725    21435448    25424101
232025.722    21562151    25574167
232037.722    21661419    25691837
232049.723    21788423    25842064
232101.726    21913016    25989614
232113.722    22033772    26132363
232125.750    22161504    26283094
232137.723    22297967    26444734
232149.729    22428464    26599601
232201.723    22562662    26758218
232213.722    22691896    26911600
232225.728    22828904    27073478
232237.724    22968978    27239268
232249.722    23109577    27406071
232301.722    23249467    27572585
232313.722    23387743    27737141
232325.723    23521275    27895940
232337.725    23670846    28073212
232349.727    23785928    28209300
232401.725    23902802    28348120
232413.724    23974770    28433503
232425.725    24103565    28586228
232437.724    24184310    28681851
232449.742    24291736    28809795
232501.725    24366660    28898376
232513.722    24467965    29018442
232525.725    24593417    29168113
232537.723    24704927    29300424
232549.745    24808899    29423847
232601.724    24880466    29509120
232613.723    24989826    29639086
232625.725    25117119    29789528
232637.723    25256243    29954661
232649.725    25355976    30072670
232701.723    25461240    30198235
232713.726    25541801    30293853
232725.724    25630225    30398954
232737.733    25734283    30522195
232749.726    25804322    30605591
