Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
232801.731    25884369    30700753
232813.725    25953068    30782166
232825.723    26026308    30869483
232837.725    26094416    30950485
232849.724    26176770    31048341
232901.736    26256736    31143024
232913.725    26354558    31259391
232925.742    26417594    31334062
232937.742    26490523    31420744
232949.725    26588372    31536759
233001.729    26655792    31616689
233013.737    26751570    31730794
233025.739    26838922    31834624
233037.723    26914719    31924626
233049.722    27004520    32031200
233101.730    27091054    32133882
233113.730    27131635    32181601
233125.726    27180345    32238868
233137.767    27244887    32315001
233149.727    27313592    32396332
233201.735    27420780    32523382
233213.730    27509147    32628021
233225.754    27580454    32712764
233237.722    27661361    32808523
233249.723    27800292    32973919
233301.724    27938001    33137027
233313.752    28030668    33247453
233325.724    28162703    33404576
233337.724    28305548    33574203
233349.721    28435109    33727850
233401.726    28531821    33842620
233413.725    28622919    33950575
233425.726    28706274    34049249
233437.723    28844534    34213527
233449.722    28973437    34367348
233501.748    29101088    34519093
233513.725    29216919    34656905
233525.723    29355938    34821766
233537.722    29477860    34966143
233549.728    29601359    35112730
233601.723    29713309    35244963
233613.741    29816708    35367900
233625.725    29944724    35520395
233637.725    30075819    35676102
233649.735    30147694    35761683
233701.725    30246695    35878223
233713.723    30385008    36041919
233725.722    30524340    36207215
233737.725    30652015    36358290
233749.725    30792182    36524793
233801.723    30908840    36663018
233813.751    31008180    36781278
233825.740    31078439    36864749
233837.722    31146738    36945817
233849.726    31245284    37063004
233901.725    31341913    37178096
233913.723    31419762    37270606
233925.724    31506430    37373268
233937.724    31627258    37516980
233949.722    31757105    37671346
234001.723    31882968    37820623
234013.723    32019833    37983104
234025.722    32165072    38155251
234037.723    32292220    38305351
234049.723    32414058    38450225
234101.722    32547619    38609298
234113.723    32663382    38747140
234125.722    32802140    38911932
234137.723    32938815    39074324
234149.723    33053395    39210327
234201.721    33168122    39346085
234213.723    33290672    39491795
234225.725    33423585    39649653
234237.723    33561341    39813967
234249.723    33696846    39975601
234301.722    33786659    40083168
234313.723    33906708    40225824
234325.723    34021627    40362033
234337.729    34159316    40526607
234349.722    34299272    40693140
234401.725    34409010    40823665
234413.723    34555915    40997785
234425.723    34699703    41168007
234437.724    34836670    41330963
234449.725    34972365    41491434
234501.729    35111850    41656717
234513.722    35250850    41820919
234525.722    35396342    41992790
234537.726    35541991    42165553
234549.725    35669448    42316574
234601.725    35781446    42449305
234613.724    35862677    42546005
234625.723    35972547    42676428
234637.722    36119791    42851396
234649.722    36206688    42954064
234701.735    36329253    43099596
234713.724    36451986    43245273
234725.749    36575288    43391462
234737.724    36671755    43506076
234749.722    36801838    43660978
234801.723    36906942    43786243
234813.723    37043713    43948603
234825.722    37183016    44114032
234837.722    37310261    44266740
234849.749    37446382    44428186
234901.723    37578005    44584783
234913.723    37716800    44749830
234925.722    37848541    44906586
234937.723    37983453    45066370
234949.723    38112578    45220204
235001.724    38248545    45381825
235013.722    38373494    45530618
235025.724    38508285    45691164
235037.722    38624529    45828925
235049.724    38766473    45997477
235101.725    38897540    46153274
235113.723    39035099    46316604
235125.722    39166698    46473442
235137.723    39300924    46632297
235149.723    39430941    46786970
235201.721    39565993    46947228
235213.724    39700201    47106947
235225.725    39832168    47263217
235237.723    39965524    47421384
235249.724    40098024    47579091
235301.722    40227286    47732688
235313.725    40365541    47897807
235325.747    40492386    48049227
235337.722    40576087    48148642
235349.722    40661774    48250824
235401.741    40672169    48263128
235413.731    40684287    48277501
235425.730    40692120    48286763
235437.736    40701271    48297610
235449.728    40710221    48308252
235501.739    40726105    48327277
235513.758    40739639    48343532
235525.729    40750807    48356839
235537.734    40762739    48370977
235549.735    40770256    48379976
235601.761    40778064    48389309
235613.751    40785532    48398155
235625.742    40791768    48405606
235637.752    40800064    48415549
235649.731    40806830    48423587
235701.738    40813674    48431746
235713.729    40822148    48441813
235725.745    40827929    48448708
235737.762    40833327    48455080
235749.744    40839639    48462474
235801.727    40845478    48469290
235813.740    40854394    48479815
235825.751    40858479    48484635
235837.745    40863859    48491003
235849.726    40870255    48498460
235901.750    40875926    48505168
235913.732    40884580    48515305
235925.738    40890995    48522929
235937.750    40898630    48532008
235949.737    40903238    48537521
000001.726    40908595    48543986
000013.734    40918122    48555303
000025.733    40930104    48569499
000037.737    40938616    48579592
000049.742    40944106    48586110
000101.737    40958239    48602910
000113.736    40967427    48613911
000125.737    40978563    48627212
000137.733    40989514    48640268
000149.751    40999139    48651938
000201.740    41010513    48665503
000213.758    41018872    48675481
000225.728    41028463    48686900
000237.769    41039525    48699999
000249.769    41051464    48714291
000301.737    41062295    48727149
000313.742    41078156    48746019
000325.725    41096977    48768610
000337.722    41107577    48781215
000349.737    41117038    48792572
000401.730    41124293    48801314
000413.730    41139935    48819852
000425.736    41151042    48832900
000437.726    41168401    48853388
000449.757    41182822    48870409
000501.741    41194360    48883906
000513.733    41213504    48906601
000525.727    41230259    48926577
000537.743    41242766    48941487
000549.745    41264380    48967303
000601.728    41280402    48986267
000613.725    41295174    49003633
000625.741    41314161    49025961
000637.744    41329680    49044301
000649.753    41381233    49105734
000701.723    41478483    49221205
000713.725    41599616    49365083
000725.723    41718212    49506317
000737.729    41833608    49643907
000749.725    41931326    49759623
000801.723    42030841    49878051
000813.725    42124669    49988951
000825.726    42252863    50141419
000837.726    42368054    50278693
000849.725    42461109    50388641
000901.728    42597263    50550071
000913.725    42718169    50693264
000925.730    42844816    50842235
000937.726    42966634    50986756
000949.733    43069232    51108876
001001.754    43141320    51194515
001013.738    43254917    51330309
001025.733    43351400    51445201
001037.725    43427266    51535183
001049.725    43496185    51616812
001101.726    43605093    51746285
001113.725    43668748    51821592
001125.726    43780930    51954992
001137.726    43911263    52109320
001149.724    44000454    52214901
001201.726    44108152    52342463
001213.726    44230358    52486925
001225.723    44362819    52643382
001237.728    44437076    52731556
001249.730    44527705    52839361
001301.728    44611339    52938202
001313.725    44708406    53053733
001325.724    44806435    53170395
001337.733    44876875    53254079
001349.728    44959645    53352156
001401.725    44997183    53396531
001413.753    45055210    53465301
001425.730    45138750    53565020
001437.729    45251193    53698762
001449.723    45356582    53823790
001501.723    45457789    53944266
001513.734    45513506    54010260
001525.725    45600782    54113608
001537.725    45720865    54255536
001549.730    45848973    54406422
001601.728    45967729    54547068
001613.733    46086610    54688700
001625.730    46193471    54815548
001637.730    46309800    54954120
001649.724    46423255    55088646
001701.726    46522319    55205890
001713.724    46585952    55281380
001725.731    46674510    55386800
001737.724    46781006    55513671
001749.738    46880925    55632429
001801.726    46977328    55746780
001813.726    47068665    55854919
001825.725    47141925    55942357
001837.727    47256293    56077601
001849.726    47328475    56163400
001901.743    47395229    56242506
001913.723    47487164    56351590
001925.723    47557010    56434636
001937.729    47679459    56579924
001949.726    47795535    56718409
002001.732    47881833    56821602
002013.724    47986677    56947036
002025.724    48078873    57056558
002037.726    48160539    57153845
002049.755    48207108    57209304
002101.751    48264824    57277987
