Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
202424.851    16707803    19760204
202436.819    16809340    19879800
202448.822    16892051    19977591
202500.838    16978233    20078903
202512.822    17073996    20191725
202524.823    17152615    20284942
202536.821    17243887    20392618
202548.823    17331490    20496301
202600.820    17408023    20586473
202612.821    17507883    20703907
202624.827    17595523    20807226
202636.822    17696301    20926059
202648.849    17791659    21038973
202700.820    17893009    21158783
202712.820    17996832    21281491
202724.823    18106943    21412099
202736.823    18175276    21493320
202748.819    18273619    21609177
202800.821    18376714    21731517
202812.821    18466341    21837315
202824.825    18539633    21924000
202836.820    18634892    22036615
202848.819    18727479    22145814
202900.822    18824637    22261119
202912.821    18923853    22378497
202924.832    19011134    22481442
202936.819    19095595    22581001
202948.818    19172988    22672457
203000.822    19251705    22765056
203012.841    19351317    22882302
203024.828    19428480    22973370
203036.821    19536545    23101706
203048.821    19606556    23184601
203100.827    19709944    23306681
203112.819    19794947    23407066
203124.822    19884366    23512512
203136.827    19962862    23605258
203148.840    20035022    23690943
203200.822    20137886    23812429
203212.819    20223901    23914612
203224.822    20307668    24014173
203236.819    20404981    24130445
203248.830    20470714    24208426
203300.819    20556729    24310412
203312.836    20640394    24409004
203324.821    20746438    24534041
203336.822    20858493    24666538
203348.828    20953574    24779606
203400.829    21019258    24857702
203412.837    21102471    24955401
203424.820    21211670    25083909
203436.822    21290066    25176538
203448.844    21382999    25286511
203500.836    21452793    25368501
203512.821    21530610    25460469
203524.827    21628717    25576484
203536.822    21719119    25683385
203548.818    21791807    25769465
203600.826    21882921    25877290
203612.820    21985762    25999100
203624.819    22078216    26107996
203636.822    22176079    26223060
203648.827    22254595    26315601
203700.829    22343402    26420997
203712.819    22444389    26540679
203724.822    22563989    26682311
203736.829    22663079    26799981
203748.825    22755880    26910248
203800.820    22814956    26980344
203812.820    22900374    27081126
203824.829    22985100    27180802
203836.839    23087035    27301476
203848.824    23186901    27419953
203900.827    23273895    27522433
203912.821    23358272    27621501
203924.822    23431536    27707992
203936.821    23505233    27794601
203948.821    23563199    27863287
204000.819    23646484    27961269
204012.820    23732132    28062553
204024.830    23849083    28201533
204036.822    23941117    28310601
204048.820    24034426    28421841
204100.836    24129859    28534251
204112.824    24208233    28627021
204124.846    24289353    28722705
204136.851    24380676    28830602
204148.852    24471826    28938458
204200.819    24550957    29032175
204212.821    24633174    29129611
204224.823    24712958    29223424
204236.825    24799402    29325885
204248.822    24892932    29436259
204300.819    24992638    29554922
204312.821    25097389    29679134
204324.824    25191662    29790703
204336.826    25286846    29903425
204348.846    25367681    29999201
204400.823    25452747    30099849
204412.823    25536068    30198340
204424.827    25628912    30308400
204436.831    25728681    30426048
204448.821    25818580    30532550
204500.818    25920694    30654461
204512.826    26006852    30757104
204524.849    26081034    30845202
204536.821    26180176    30963074
204548.848    26283319    31085421
204600.831    26370005    31188092
204612.830    26426385    31254603
204624.834    26527303    31374394
204636.835    26605579    31467275
204648.821    26688788    31565898
204700.825    26789537    31684801
204712.823    26868378    31777532
204724.823    26960919    31886917
204736.851    27062640    32007405
204748.821    27151756    32112572
204800.826    27237948    32214717
204812.822    27298765    32287066
204824.821    27381081    32384523
204836.822    27486015    32508703
204848.821    27595471    32638197
204900.818    27686071    32744933
204912.819    27790376    32868261
204924.822    27866464    32958602
204936.825    27952717    33060373
204948.826    28036316    33159486
205000.820    28108698    33245454
205012.836    28178046    33327508
205024.820    28272021    33438600
205036.826    28363606    33547244
205048.820    28432929    33629303
205100.820    28514702    33725800
205112.825    28628866    33859981
205124.821    28734059    33984100
205136.822    28834641    34103664
205148.825    28920612    34205230
205200.825    29003821    34303864
205212.843    29105346    34423405
205224.820    29198013    34532875
205236.820    29274735    34623097
205248.822    29347863    34710013
205300.821    29433520    34810764
205312.825    29538112    34934100
205324.824    29637639    35051680
205336.822    29728132    35158456
205348.827    29808370    35253101
205400.821    29888390    35347641
205412.835    29951361    35422504
205424.835    30018064    35501573
205436.821    30073505    35567126
205448.826    30157470    35666449
205500.832    30240999    35765463
205512.840    30315127    35853021
205524.823    30414786    35970447
205536.821    30501395    36072197
205548.825    30588512    36174862
205600.821    30684378    36287612
205612.822    30788827    36411455
205624.823    30882038    36521944
205636.821    30976965    36634286
205648.824    31050749    36721365
205700.822    31144435    36831901
205712.832    31232081    36935339
205724.851    31303965    37020310
205736.825    31395648    37129404
205748.827    31495040    37247331
205800.825    31566316    37331418
205812.825    31671515    37455706
205824.819    31758206    37558339
205836.819    31841845    37657010
205848.821    31927527    37758117
205900.819    32009812    37854891
205912.821    32091860    37951779
205924.824    32190969    38069267
205936.821    32285928    38180817
205948.822    32372430    38282591
210000.826    32449830    38374522
210012.822    32541606    38483400
210024.822    32624217    38581499
210036.832    32718698    38693824
210048.822    32794566    38783528
210100.831    32879729    38884402
210112.853    32974631    38996990
210124.822    33067569    39106729
210136.821    33166413    39223094
210148.825    33273106    39349088
210200.822    33350688    39440305
210212.825    33427665    39530901
210224.823    33531164    39653008
210236.841    33643529    39786044
210248.827    33751567    39913301
210300.822    33831667    40008500
210312.825    33932254    40127859
210324.840    34032171    40246502
210336.821    34138735    40372642
210348.848    34240536    40493352
210400.825    34317413    40584685
210412.826    34411236    40695677
210424.825    34495023    40794507
210436.825    34587545    40904492
210448.825    34678254    41011591
210500.818    34770349    41120383
210512.845    34851568    41216275
210524.842    34938329    41318001
210536.819    35025543    41420942
210548.828    35104046    41513650
210600.825    35170715    41592306
210612.823    35238446    41672320
210624.833    35331687    41782459
210636.821    35432252    41900664
210648.824    35518003    42002138
210700.825    35612314    42112804
210712.822    35715203    42234306
210724.819    35800192    42334197
210736.821    35883467    42432617
210748.819    35970660    42535635
210800.822    36046836    42625443
210812.823    36151517    42748528
210824.819    36239395    42852515
210836.825    36327386    42956700
210848.824    36427067    43074331
210900.821    36527838    43193867
210912.821    36639009    43324920
210924.842    36707228    43405435
210936.824    36780056    43491401
210948.826    36858122    43583979
211000.836    36948019    43690361
211012.821    37058333    43820904
211024.833    37132333    43908402
211036.818    37220535    44012518
211048.821    37318886    44128822
211100.822    37422510    44251053
211112.821    37506740    44350600
211124.825    37584732    44442792
211136.840    37669166    44542099
211148.821    37777369    44670216
211200.834    37864479    44772912
211212.849    37942999    44865903
211224.820    38033161    44972396
211236.829    38147144    45106900
211248.822    38246156    45224058
211300.819    38341095    45336240
211312.821    38447823    45462595
211324.819    38541519    45573386
211336.822    38650978    45702900
211348.820    38754649    45824621
211400.819    38834870    45918842
211412.821    38937557    46040478
211424.821    39053349    46177756
211436.820    39147977    46289802
211448.819    39247734    46407820
211500.826    39338513    46514800
211512.821    39441439    46636537
211524.821    39545558    46758771
211536.827    39624054    46851175
211548.823    39696875    46936804
211600.829    39788962    47045257
211612.820    39865937    47135609
211624.823    39951263    47236350
211636.828    40025301    47323711
211648.849    40107650    47421076
211700.821    40204031    47535444
211712.821    40303855    47653003
211724.821    40399419    47765307
211736.819    40489844    47872082
211748.821    40591751    47992117
211800.821    40699160    48119054
211812.833    40789547    48225706
211824.821    40844234    48290912
211836.822    40937693    48401653
211848.825    41015102    48493314
211900.820    41098942    48592408
211912.822    41209677    48723345
211924.821    41295915    48825331
211936.825    41383658    48928922
211948.825    41464388    49024542
212000.827    41578115    49159416
