Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
195012.820       69191       81758
195024.820      139507      165108
195036.834      181026      214002
195048.819      239836      283557
195100.819      312199      368850
195112.820      368141      434701
195124.824      454526      537273
195136.821      519554      614709
195148.827      593946      703012
195200.829      671417      794428
195212.823      732446      866701
195224.824      834017      987082
195236.838      891827     1055224
195248.825      996664     1179377
195300.820     1080783     1278881
195312.819     1197068     1416403
195324.819     1303125     1542100
195336.819     1393394     1649002
195348.830     1482760     1755000
195400.819     1583115     1873478
195412.834     1655495     1959211
195424.819     1820007     2154455
195436.818     1981623     2346532
195448.819     2163477     2560223
195500.817     2363157     2796055
195512.818     2563179     3034181
195524.817     2749128     3254077
195536.819     2911820     3446815
195548.818     3078682     3644659
195600.818     3255517     3853719
195612.818     3440582     4072904
195624.818     3617723     4281677
195636.818     3786182     4481681
195648.819     3963957     4692137
195700.818     4144628     4906328
195712.818     4322614     5116798
195724.818     4505658     5332807
195736.817     4691401     5552647
195748.818     4891331     5788317
195800.825     5049051     5974447
195812.817     5247641     6208982
195824.818     5423218     6416630
195836.818     5598117     6624634
195848.818     5771578     6829306
195900.818     5943090     7032486
195912.818     6114169     7234854
195924.836     6223497     7364559
195936.828     6297673     7452501
195948.820     6369175     7537169
200000.836     6408252     7583767
200012.828     6473598     7660950
200024.820     6541614     7741291
200036.843     6618493     7832584
200048.818     6686887     7913464
200100.820     6757982     7997541
200112.822     6840810     8095788
200124.819     6945701     8220092
200136.825     7024117     8312791
200148.820     7078765     8377212
200200.818     7137505     8447148
200212.820     7216219     8539511
200224.823     7297433     8635017
200236.822     7364524     8714300
200248.819     7452064     8817633
200300.829     7532714     8913303
200312.819     7597254     8989664
200324.824     7677679     9085158
200336.818     7767194     9190642
200348.830     7853818     9292971
200400.825     7946909     9403350
200412.819     8044205     9518174
200424.827     8132872     9623700
200436.821     8214329     9719881
200448.824     8302387     9824027
200500.820     8379772     9915957
200512.819     8465259    10017408
200524.843     8540194    10106002
200536.832     8616545    10196403
200548.834     8705544    10301792
200600.827     8804585    10419300
200612.824     8887407    10517265
200624.823     8989282    10638158
200636.821     9064978    10727115
200648.820     9143906    10820156
200700.820     9242478    10936408
200712.821     9315800    11023104
200724.819     9389776    11110510
200736.831     9461576    11195257
200748.819     9544605    11293440
200800.818     9631510    11395972
200812.819     9706356    11484405
200824.819     9784869    11576919
200836.851     9858194    11663623
200848.820     9948136    11769596
200900.839    10041050    11879544
200912.819    10133586    11988782
200924.822    10215579    12085185
200936.819    10316194    12203644
200948.851    10398173    12300404
201000.821    10486570    12404817
201012.818    10576227    12511561
201024.819    10689697    12646108
201036.819    10764816    12734798
201048.820    10867462    12856093
201100.819    10983159    12992385
201112.839    11062812    13086526
201124.819    11161926    13203372
201136.832    11252072    13310083
201148.819    11329332    13401457
201200.820    11412895    13500436
201212.819    11511873    13617544
201224.826    11586036    13705787
201236.826    11649086    13780558
201248.820    11720638    13865200
201300.823    11806557    13967371
201312.820    11909379    14089246
201324.819    12013085    14212027
201336.820    12087394    14299874
201348.821    12170295    14397797
201400.826    12241245    14481252
201412.819    12335365    14592570
201424.823    12428047    14702252
201436.820    12507142    14795768
201448.822    12603346    14909842
201500.822    12656799    14972658
201512.824    12724267    15052266
201524.819    12816501    15161429
201536.821    12912854    15275532
201548.819    13028982    15413075
201600.827    13102612    15501058
201612.828    13195693    15611940
201624.844    13280229    15712525
201636.820    13352105    15797944
201648.827    13436720    15898000
201700.827    13514588    15990684
201712.822    13588639    16078700
201724.822    13670557    16175223
201736.818    13769231    16292011
201748.819    13854035    16393199
201800.848    13956142    16514294
201812.820    14037194    16610316
201824.825    14120812    16709001
201836.818    14226024    16833053
201848.818    14300480    16921139
201900.820    14383778    17019412
201912.837    14447355    17094605
201924.820    14523252    17184306
201936.834    14616741    17294416
201948.819    14692876    17383806
202000.819    14790877    17499672
202012.824    14852505    17571954
202024.835    14941803    17677005
202036.818    15053354    17808826
202048.830    15136969    17907424
202100.819    15230312    18017700
202112.821    15309815    18111729
202124.818    15400353    18218777
202136.821    15483391    18316378
202148.842    15553081    18398904
202200.823    15640291    18501842
202212.821    15735868    18613720
202224.836    15835314    18730305
202236.826    15925721    18836803
202248.821    16003948    18929249
202300.822    16084487    19024771
202312.825    16165302    19120801
202324.824    16255462    19227121
202336.826    16356280    19345713
202348.831    16458306    19465874
202400.817    16550291    19574223
202412.824    16607947    19642100
