Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
013426.060       56828       66000
013438.077      125624      146366
013450.063      186873      218351
013502.054      248126      290723
013514.083      314660      368936
013526.069      396603      464807
013538.056      468004      548995
013550.055      557711      655010
013602.074      611996      718794
013614.070      689758      810660
013626.060      768788      904400
013638.054      818313      962631
013650.056      876001     1030772
013702.091      934501     1100002
013714.054     1016156     1197235
013726.054     1085882     1279830
013738.059     1161514     1369890
013750.053     1227066     1448113
013802.055     1300369     1535487
013814.075     1382461     1632927
013826.067     1439368     1700576
013838.054     1514971     1790338
013850.055     1565362     1850238
013902.075     1626779     1923002
013914.056     1682421     1988908
013926.072     1751278     2070301
013938.057     1817071     2148280
013950.068     1870312     2210825
014002.055     1942463     2296067
014014.055     1993445     2357032
014026.062     2041106     2414036
014038.060     2093326     2476118
014050.067     2149103     2542513
014102.062     2215819     2621294
014114.060     2275082     2691390
014126.054     2390611     2828566
014138.079     2488357     2944749
014150.054     2531081     2994993
014202.058     2614042     3093588
014214.055     2704371     3200943
014226.071     2747815     3252243
014238.071     2794918     3307853
014250.055     2856624     3380547
014302.087     2919697     3455537
014314.054     2995057     3545325
014326.054     3066431     3629808
014338.054     3119072     3692056
014350.056     3192686     3779047
014402.054     3266722     3866505
014414.054     3319996     3929433
014426.054     3367666     3985781
014438.062     3430969     4061029
014450.071     3482887     4122213
014502.057     3554193     4207000
014514.054     3608389     4271513
014526.059     3687178     4364464
014538.055     3771517     4464590
014550.055     3821947     4524273
014602.072     3879701     4592616
014614.076     3947915     4673402
014626.054     4012765     4750256
014638.088     4062088     4809109
014650.069     4132587     4892903
014702.055     4212620     4988083
014714.059     4304522     5096692
014726.054     4360313     5163004
014738.054     4426676     5241931
014750.064     4493606     5321548
014802.067     4546042     5383988
014814.059     4608125     5457701
014826.071     4664595     5525044
014838.058     4714573     5584801
014850.054     4766224     5646191
014902.066     4832416     5724787
014914.066     4898087     5803316
014926.056     4962610     5879901
014938.073     5019904     5947801
014950.056     5100150     6042681
015002.054     5176718     6132958
015014.063     5243520     6211805
015026.086     5316261     6298331
015038.064     5391924     6387741
015050.055     5437988     6442449
015102.054     5501035     6517597
015114.060     5560843     6589265
015126.057     5615536     6654836
015138.067     5675982     6726798
015150.079     5750080     6814505
015202.076     5801098     6875203
015214.061     5850338     6933607
015226.054     5913629     7008716
015238.063     5984950     7093901
015250.067     6053251     7174703
015302.067     6121724     7255553
015314.055     6182961     7328277
015326.054     6263140     7423074
015338.076     6318622     7488516
015350.058     6381259     7562648
015402.067     6436760     7628636
015414.069     6501451     7705558
015426.066     6575661     7793300
015438.070     6641634     7871899
015450.066     6697731     7938608
015502.058     6751779     8003000
015514.055     6808613     8070201
015526.060     6888800     8164587
015538.058     6964242     8254176
015550.061     7033114     8335533
015602.054     7094967     8408948
015614.073     7162842     8489716
015626.058     7224280     8562603
015638.052     7302350     8655890
015650.053     7379708     8748236
015702.054     7469975     8855183
015714.057     7536063     8933701
015726.054     7614237     9026470
015738.060     7685788     9111124
015750.055     7754679     9193232
015802.054     7835847     9289984
015814.054     7900040     9367001
015826.075     7950604     9427015
015838.054     8021026     9511179
015850.054     8076569     9577343
015902.071     8149657     9664127
015914.064     8220810     9748928
015926.054     8287338     9828186
015938.062     8363737     9918568
015950.085     8434070    10001890
020002.053     8511948    10094599
020014.071     8598335    10197347
020026.097     8694294    10310785
020038.054     8797425    10432381
020050.054     8884490    10535328
020102.054     8949626    10612276
020114.082     9029007    10706078
020126.057     9094498    10783716
020138.062     9169803    10873152
020150.056     9249470    10967006
020202.055     9313224    11042789
020214.054     9390229    11134146
020226.054     9466308    11224659
020238.087     9522637    11291902
020250.055     9594244    11377452
020302.061     9667520    11464104
020314.054     9744070    11555404
020326.067     9809156    11632860
020338.068     9881342    11719004
020350.054     9931767    11778633
020402.054     9993757    11852035
020414.059    10056517    11926371
020426.055    10130897    12013717
020438.057    10196038    12091000
020450.084    10269660    12177902
020502.053    10342123    12263690
020514.053    10393948    12325014
020526.057    10472700    12418432
020538.086    10539845    12497984
020550.070    10609123    12580402
020602.079    10673472    12656808
020614.086    10741790    12737406
020626.087    10805564    12812818
020638.080    10870603    12890169
020650.056    10938666    12971084
020702.057    11003319    13048140
020714.057    11055364    13109925
020726.056    11115988    13181575
020738.063    11183442    13261802
020750.061    11266343    13360334
020802.056    11331188    13437526
020814.087    11387341    13504731
020826.060    11443004    13571115
020838.052    11516783    13658915
020850.061    11579447    13733774
020902.055    11630018    13794501
020914.055    11685567    13860777
020926.056    11759002    13948313
020938.056    11838206    14043080
020950.056    11905400    14122781
021002.056    11972448    14202773
021014.059    12051144    14296402
