Time       moves_acc moves_gen
h/m/s/.th    WEIGHT PARAMETERS 
021026.056    12125705    14385268
021038.071    12201693    14475711
021050.054    12277813    14565750
021102.080    12337211    14636812
021114.060    12410202    14723701
021126.055    12474464    14800123
021138.056    12538114    14875508
021150.065    12633965    14989604
021202.056    12686905    15052301
021214.062    12787683    15172235
021226.058    12864572    15263484
021238.067    12917974    15327001
021250.062    12996437    15420500
021302.055    13082992    15523334
021314.056    13165406    15621258
021326.055    13208434    15672307
021338.057    13279449    15756447
021350.058    13345637    15835546
021402.054    13434698    15942052
021414.056    13517010    16040130
021426.069    13599515    16138216
021438.056    13673193    16225770
021450.056    13748009    16315593
021502.058    13800891    16379021
021514.092    13859929    16449034
021526.057    13952625    16558665
021538.062    14020281    16638996
021550.056    14082611    16713048
021602.056    14177374    16826108
021614.066    14239404    16900100
021626.055    14308885    16982748
021638.059    14339434    17018978
021650.056    14419112    17113934
021702.078    14493484    17202000
021714.058    14570158    17293278
021726.073    14629064    17363098
021738.056    14703271    17450966
021750.054    14764967    17523970
021802.054    14840006    17613330
021814.077    14917726    17705078
021826.085    14969092    17766001
021838.056    15042884    17853446
021850.054    15098718    17919768
021902.096    15177560    18013930
021914.056    15260755    18112843
021926.057    15339728    18206601
021938.086    15416027    18296750
021950.060    15468224    18358447
022002.091    15543399    18447016
022014.087    15584918    18496202
022026.056    15652147    18576339
022038.065    15706650    18641185
022050.067    15785879    18734824
022102.078    15865081    18829102
022114.065    15921597    18896405
022126.056    15996003    18984970
022138.056    16064325    19065835
022150.061    16124522    19137566
022202.067    16185119    19210212
022214.086    16240913    19276546
022226.055    16331080    19384075
022238.061    16420003    19489817
022250.085    16480296    19561235
022302.084    16561358    19657761
022314.056    16650964    19764070
022326.054    16702583    19825580
022338.057    16787927    19927067
022350.057    16852776    20003602
022402.056    16926479    20090257
022414.062    17005956    20184626
022426.079    17080503    20272859
022438.056    17131813    20333683
022450.056    17201610    20416331
022502.053    17292353    20524049
022514.054    17332132    20571161
022526.057    17378748    20626470
022538.054    17444426    20704272
022550.060    17501453    20772127
022602.063    17583909    20870001
022614.054    17638163    20934723
022626.056    17730268    21044082
022638.056    17785177    21109094
022650.056    17851910    21188206
022702.056    17929758    21280836
022714.070    17990007    21352205
022726.059    18063062    21439063
022738.068    18138068    21528289
022750.057    18221627    21627104
022802.064    18287714    21705440
022814.057    18375048    21808818
022826.057    18467453    21917764
022838.054    18510449    21968650
022850.088    18574175    22044127
022902.088    18630509    22111103
022914.056    18712061    22207955
022926.079    18772423    22279439
022938.057    18852078    22373300
022950.060    18897451    22426701
023002.056    18947969    22486368
023014.065    19022471    22574231
023026.056    19099503    22665158
023038.071    19151454    22727102
023050.078    19209137    22795728
023102.055    19273906    22872123
023114.061    19338280    22948552
023126.058    19384753    23003431
023138.079    19442851    23072373
023150.078    19493443    23132025
023202.093    19544866    23193003
023214.070    19612801    23273601
023226.089    19667724    23338693
023238.061    19746900    23432243
023250.054    19825155    23524821
023302.078    19909170    23623793
023314.060    19969570    23695212
023326.054    20021832    23757013
023338.057    20098893    23848004
023350.062    20152808    23911789
023402.061    20234996    24009449
023414.055    20292475    24077538
023426.059    20375214    24175817
023438.056    20418063    24226741
023450.060    20485993    24307009
023502.063    20556367    24390487
023514.055    20648461    24500093
023526.054    20729075    24596023
023538.065    20790409    24668955
023550.060    20860332    24752043
023602.056    20956064    24865112
023614.079    21045462    24971024
023626.056    21109454    25046941
023638.059    21177670    25127523
023650.056    21258741    25224193
023702.057    21326584    25304701
023714.056    21401496    25393578
023726.057    21474366    25480000
023738.056    21526942    25542445
023750.074    21600790    25630401
023802.056    21674268    25717548
023814.067    21762438    25822270
023826.069    21825028    25896477
023838.054    21901314    25987199
023850.059    21973386    26072579
023902.056    22049374    26162655
023914.067    22125059    26252782
023926.057    22183658    26322382
023938.066    22257879    26409766
023950.057    22333510    26499600
024002.055    22401795    26580710
024014.056    22467761    26658600
024026.056    22549591    26755623
024038.059    22582722    26794901
024050.065    22640836    26863740
024102.057    22718910    26956609
024114.063    22788462    27038602
024126.056    22861596    27125247
024138.056    22923265    27198615
024150.057    22991174    27279115
024202.084    23045228    27343253
024214.061    23121252    27433101
024226.090    23178397    27500675
024238.072    23239298    27572495
024250.057    23308020    27654088
024302.056    23372142    27730427
024314.058    23453866    27828302
024326.094    23508773    27894002
024338.067    23581219    27980634
024350.056    23630123    28038762
024402.075    23693472    28114105
024414.056    23764374    28198702
024426.053    23853840    28305437
024438.054    23946261    28414880
024450.064    24015832    28497559
024502.057    24081711    28575968
024514.062    24174500    28686530
024526.053    24261565    28789703
024538.087    24317157    28856001
024550.056    24403918    28958967
024602.064    24431055    28991306
024614.056    24498924    29072064
024626.056    24558878    29143105
024638.061    24620077    29215670
024650.066    24698393    29308701
024702.056    24767873    29391134
024714.064    24836754    29472802
024726.058    24911174    29560999
024738.057    24962808    29622046
024750.062    25066943    29745680
024802.070    25137312    29829102
024814.056    25229666    29938635
024826.056    25294787    30016164
024838.056    25387507    30126038
024850.057    25452411    30202899
024902.057    25499866    30259311
024914.061    25566609    30338200
024926.060    25644697    30431142
024938.057    25719222    30519624
024950.056    25781656    30593843
025002.067    25826248    30646858
025014.056    25916460    30754126
025026.063    25966431    30813781
025038.056    26049993    30913517
025050.057    26114040    30989985
025102.083    26191397    31081996
025114.056    26279284    31186484
025126.057    26354289    31275692
025138.056    26429977    31365861
025150.061    26486731    31433764
025202.056    26549127    31507965
025214.062    26624909    31597600
025226.057    26693947    31679645
025238.063    26755603    31753169
025250.056    26850263    31865729
025302.064    26908461    31934840
025314.056    26990877    32032862
025326.059    27071534    32128433
025338.056    27149640    32220754
025350.056    27213848    32296686
025402.057    27273547    32367659
025414.057    27345635    32453378
025426.057    27428652    32551532
025438.059    27498257    32634613
025450.055    27586809    32740155
025502.063    27643737    32807779
025514.056    27728066    32907934
025526.056    27796557    32989377
025538.057    27848399    33050702
025550.056    27919796    33135105
025602.085    28000695    33231540
025614.057    28074204    33318809
025626.056    28127001    33381301
025638.078    28177600    33441125
025650.057    28248116    33524702
025702.073    28326073    33616888
025714.061    28376456    33676706
025726.085    28425215    33734706
025738.056    28509230    33834698
025750.063    28573686    33911073
025802.054    28639947    33989879
025814.056    28721588    34087008
025826.064    28779783    34156339
025838.055    28842999    34231479
025850.066    28900915    34300361
025902.056    28985502    34401870
025914.057    29050342    34479099
025926.056    29120428    34562711
025938.064    29189016    34644884
025950.056    29240982    34706757
030002.057    29286407    34761100
030014.057    29353323    34840804
030026.055    29432516    34935577
030038.061    29511697    35029885
030050.054    29589516    35122528
030102.056    29669591    35217187
030114.068    29726792    35285091
030126.052    29812950    35387341
030138.057    29882001    35469401
030150.056    29954002    35554773
030202.063    30009948    35620989
030214.061    30077788    35701420
030226.065    30152961    35790292
030238.056    30220413    35869974
030250.081    30282819    35944103
030302.075    30373786    36051602
030314.058    30432471    36121012
030326.062    30481461    36178931
030338.056    30553800    36264644
030350.056    30618259    36341240
030402.063    30683975    36419224
030414.056    30742808    36489411
030426.069    30831268    36594405
030438.068    30872539    36643563
030450.056    30949312    36734414
030502.056    31005761    36801218
030514.056    31091647    36902821
030526.057    31178567    37005694
030538.079    31233491    37070968
030550.061    31319429    37172701
030602.065    31392420    37258800
030614.056    31441243    37317142
030626.055    31521228    37411813
030638.056    31595306    37499891
030650.060    31669591    37587982
030702.067    31737025    37668206
030714.056    31815412    37761112
030726.088    31893876    37854554
030738.056    31957381    37929520
030750.064    32041226    38027902
030802.056    32112744    38112788
030814.056    32186417    38200116
030826.061    32238671    38262201
030838.081    32327572    38367702
030850.056    32394342    38446700
030902.056    32464095    38529301
030914.062    32535922    38615001
030926.056    32602568    38694024
030938.076    32685554    38792104
030950.072    32741000    38857103
031002.067    32826594    38958276
031014.057    32886239    39028761
031026.056    32958496    39114646
031038.081    33013361    39179957
031050.061    33064957    39241268
031102.065    33134978    39323972
031114.055    33193695    39393200
031126.065    33269444    39483001
031138.057    33351648    39580001
031150.055    33448931    39695348
031202.061    33524480    39785121
031214.057    33597594    39871701
031226.054    33642474    39924740
031238.069    33707782    40001859
031250.055    33760443    40064479
031302.061    33844355    40163900
031314.060    33911804    40243900
031326.058    34002737    40351243
031338.063    34066805    40426230
031350.057    34119892    40489000
031402.056    34210944    40596557
031414.057    34273280    40670506
031426.057    34330507    40738028
031438.056    34401431    40822189
031450.056    34480638    40916645
031502.056    34535136    40981513
031514.074    34587177    41043602
031526.068    34638949    41104933
031538.056    34717744    41197979
031550.064    34780174    41272291
031602.062    34857970    41364983
031614.058    34928982    41449300
031626.055    34992438    41524517
031638.075    35060688    41605208
031650.056    35135669    41694018
031702.064    35188231    41756083
031714.066    35251390    41830349
031726.057    35348120    41945086
031738.057    35412755    42021640
031750.055    35464865    42083384
031802.064    35542723    42175468
031814.057    35626283    42274401
031826.056    35695438    42356501
031838.064    35762745    42436196
031850.061    35832885    42518986
031902.056    35902009    42600488
031914.080    35971985    42684006
031926.065    36033424    42756796
031938.058    36105991    42843380
031950.065    36169109    42918190
032002.067    36247733    43011081
032014.060    36330757    43109643
032026.057    36421044    43216501
032038.057    36486955    43294166
032050.063    36550667    43369327
032102.077    36614032    43445201
032114.055    36663371    43503953
032126.056    36720315    43571887
032138.056    36769873    43630455
032150.056    36860334    43737675
032202.074    36944339    43837784
032214.056    37017395    43924373
032226.064    37079932    43998304
032238.055    37144127    44074259
032250.063    37232009    44178663
032302.062    37301403    44261458
032314.061    37372790    44346300
032326.062    37459719    44449614
032338.056    37510252    44509774
032350.056    37555998    44564216
032402.056    37623690    44644395
032414.055    37708937    44745661
032426.054    37780380    44830675
032438.064    37843343    44905701
032450.057    37911178    44986389
032502.074    37949788    45032531
032514.057    38018268    45113818
032526.057    38080036    45187311
032538.078    38136061    45253609
032550.062    38223871    45357256
032602.063    38284381    45429198
032614.056    38339266    45494101
032626.057    38393974    45558401
032638.057    38465436    45642709
032650.061    38541719    45733345
032702.057    38607919    45811800
032714.066    38698215    45918356
032726.096    38765304    45997862
032738.067    38828548    46073000
032750.061    38902221    46160206
032802.063    38981965    46254501
032814.057    39061096    46347338
032826.069    39110484    46405555
032838.056    39176910    46484400
032850.060    39265039    46588796
032902.056    39326988    46661842
032914.060    39412861    46763149
032926.056    39502195    46868920
032938.056    39589940    46973469
032950.056    39666857    47064416
033002.056    39721862    47129524
033014.061    39791234    47211667
033026.056    39865269    47300190
033038.089    39927091    47374004
033050.062    40007859    47470029
033102.057    40087662    47564335
033114.056    40166171    47657082
033126.056    40231086    47733667
033138.061    40312234    47829606
033150.063    40395999    47928916
033202.090    40461257    48006502
033214.058    40527581    48085422
033226.061    40599958    48170876
033238.070    40657416    48238829
033250.056    40708714    48300164
033302.064    40799892    48408101
033314.067    40863806    48484278
033326.080    40924023    48556044
033338.066    41010103    48658097
033350.055    41086195    48748493
033402.059    41162828    48839836
033414.084    41232968    48923308
033426.077    41289695    48990749
033438.056    41372528    49089311
033450.056    41424258    49150594
033502.063    41484805    49222671
033514.056    41533410    49280584
033526.056    41597873    49357736
033538.080    41668825    49442502
033550.054    41741140    49528681
033602.057    41777285    49571856
033614.085    41836660    49642528
033626.056    41929102    49752381
033638.064    42010063    49848283
033650.073    42076172    49926347
033702.057    42144695    50007901
033714.063    42218928    50096089
033726.057    42291732    50182487
033738.056    42363485    50267781
033750.061    42430407    50347267
033802.056    42492591    50421379
033814.092    42569269    50512625
033826.060    42628374    50583056
033838.057    42689569    50656051
033850.079    42751898    50730061
033902.056    42788598    50773620
033914.057    42874208    50875566
033926.062    42930369    50942129
033938.059    43009198    51035643
033950.056    43079403    51118795
034002.058    43145030    51196816
034014.058    43227207    51294407
034026.057    43289638    51368350
034038.057    43379496    51474880
034050.090    43458535    51568507
034102.056    43533972    51658289
034114.057    43605754    51743201
034126.078    43674341    51824476
034138.092    43745473    51908903
034150.062    43788259    51959800
034202.056    43859296    52043974
034214.062    43938240    52137148
034226.056    43992964    52202083
034238.068    44066586    52290011
034250.067    44135881    52372397
034302.085    44198079    52446311
034314.056    44274868    52538006
034326.061    44355507    52634006
034338.062    44431248    52723900
034350.056    44517351    52825718
034402.084    44589348    52911342
034414.054    44675939    53014495
034426.071    44765968    53121343
034438.056    44856134    53228249
034450.074    44913483    53295889
034502.055    44996347    53394234
034514.057    45086482    53501062
034526.057    45152884    53579889
034538.087    45216377    53654703
034550.057    45300207    53753194
034602.054    45368551    53833801
034614.061    45433593    53911006
034626.056    45490346    53978371
034638.057    45568080    54070130
034650.056    45633132    54147210
034702.057    45728371    54260501
034714.058    45783666    54326633
034726.055    45844702    54399089
034738.079    45936950    54508619
034750.056    45996312    54579622
034802.078    46047031    54639407
034814.056    46129343    54736645
034826.057    46188168    54806501
034838.057    46254730    54885028
034850.059    46331414    54976001
034902.059    46392721    55048201
034914.077    46430332    55092742
034926.056    46501021    55176618
034938.065    46569663    55258332
034950.056    46648121    55351226
035002.078    46729970    55448539
035014.062    46796439    55527543
035026.056    46866203    55610186
035038.056    46957599    55718586
035050.055    47018440    55790609
035102.080    47089078    55874620
035114.057    47181092    55984243
035126.061    47232791    56045703
035138.069    47275550    56096488
035150.064    47341432    56174908
035202.064    47390550    56233270
035214.065    47450523    56304335
035226.070    47535137    56404699
035238.069    47640086    56529785
035250.077    47703940    56605611
035302.072    47760097    56672702
035314.056    47809027    56731052
035326.075    47867627    56800788
035338.063    47928424    56872977
035350.056    47992576    56948943
035402.055    48058610    57027454
035414.065    48128075    57109935
035426.064    48200416    57195621
035438.056    48248761    57253011
035450.075    48290630    57302606
035502.056    48355975    57380190
035514.083    48436433    57475302
035526.074    48476982    57523408
035538.065    48525500    57581094
035550.056    48614279    57686398
035602.096    48690797    57776702
035614.056    48778254    57880505
035626.056    48843268    57957374
035638.071    48939912    58071845
035650.065    49014178    58159299
035702.058    49077991    58235301
035714.060    49156636    58328396
035726.057    49255350    58445309
035738.069    49344081    58550511
035750.061    49411040    58630730
035802.056    49476685    58708575
035814.066    49539897    58783795
035826.056    49614031    58872444
035838.057    49691580    58964562
035850.058    49772597    59060752
035902.057    49850422    59153594
035914.056    49956657    59279930
035926.057    50014275    59348643
035938.057    50077205    59423682
035950.056    50140200    59498930
040002.062    50238321    59616044
040014.056    50324633    59719082
040026.063    50381412    59786269
040038.055    50426965    59840297
040050.064    50489576    59914790
040102.056    50553952    59991081
040114.090    50615876    60065006
040126.061    50680349    60141481
040138.057    50752243    60226795
040150.056    50833962    60323559
040202.055    50909056    60412620
040214.080    50991672    60511307
040226.070    51064109    60597626
040238.083    51141264    60688402
040250.057    51225707    60788185
040302.056    51297039    60872947
040314.056    51369089    60958460
040326.082    51421405    61020709
040338.057    51492354    61104815
040350.058    51563874    61189818
040402.056    51616502    61252292
040414.056    51674738    61321104
040426.057    51769741    61433729
040438.054    51836711    61513251
040450.056    51923724    61617083
040502.071    51973919    61676222
040514.055    52040184    61754551
040526.067    52110108    61837057
040538.056    52188492    61930233
040550.071    52268140    62024503
040602.056    52356572    62129581
040614.057    52430152    62216828
040626.056    52498342    62297984
040638.086    52548971    62358110
040650.086    52601281    62419951
040702.056    52659328    62488958
040714.061    52731529    62574471
040726.056    52808868    62665987
040738.058    52876774    62746050
040750.060    52922707    62800602
040802.056    52997805    62889879
040814.065    53058728    62962076
040826.068    53165170    63088644
040838.087    53221332    63155302
040850.057    53281849    63226792
040902.064    53343697    63300168
040914.067    53419526    63390502
040926.056    53501239    63487731
040938.056    53552338    63548460
040950.056    53629850    63640570
041002.061    53670862    63689273
041014.056    53760527    63795670
041026.061    53820860    63867500
041038.061    53880968    63938700
041050.056    53932860    64000580
041102.056    54014714    64097926
041114.060    54102219    64201366
041126.070    54149831    64257831
041138.057    54234718    64358105
041150.063    54312746    64450229
041202.056    54413295    64569314
041214.056    54502075    64674517
041226.058    54577321    64763904
041238.062    54660545    64862424
041250.084    54732715    64947893
041302.062    54786861    65012200
041314.056    54843123    65078496
041326.058    54913812    65162200
041338.056    55004197    65269174
041350.056    55077269    65355631
041402.057    55141019    65431121
041414.060    55196184    65496710
041426.056    55254946    65566416
041438.060    55324790    65649291
041450.056    55406422    65746000
041502.058    55477565    65830701
041514.061    55550066    65916591
041526.059    55593419    65968016
041538.059    55667454    66055141
041550.066    55730080    66129602
041602.084    55775523    66183826
041614.061    55823144    66240702
041626.060    55891541    66322270
041638.063    55972567    66419013
041650.061    56043814    66503601
041702.057    56137334    66614329
041714.056    56205320    66694745
041726.058    56280929    66784582
041738.058    56349457    66865643
041750.057    56441023    66973432
041802.056    56503901    67047700
041814.056    56564542    67119641
041826.063    56626168    67193002
041838.072    56707648    67289945
041850.056    56760621    67353005
041902.057    56829248    67434394
041914.056    56909532    67529792
041926.056    56979245    67611995
041938.066    57042121    67686401
041950.056    57118337    67776625
042002.056    57179252    67848886
042014.076    57249141    67932002
042026.056    57340496    68040338
042038.056    57408511    68121128
042050.058    57463625    68186075
042102.063    57550743    68289222
042114.085    57626954    68379801
042126.079    57683773    68447101
042138.056    57741943    68516079
042150.056    57821858    68611138
042202.057    57891565    68693800
042214.057    57966766    68783587
042226.057    58029070    68857434
042238.056    58117230    68961999
042250.061    58199496    69059865
042302.058    58245013    69113680
042314.058    58277725    69152560
042326.056    58312642    69193629
042338.069    58364489    69255543
042350.064    58415602    69316586
042402.057    58470852    69382500
042414.056    58564001    69493206
042426.071    58623478    69563934
042438.057    58696012    69650188
042450.058    58769107    69737276
042502.064    58856195    69840038
042514.056    58923658    69920225
042526.056    58983320    69990869
042538.056    59086388    70112865
042550.056    59155151    70194403
042602.057    59201106    70248816
042614.056    59273378    70335134
042626.065    59342656    70417377
042638.054    59404271    70490315
042650.060    59452817    70547785
042702.061    59546197    70657902
042714.070    59605858    70728707
042726.065    59658108    70790506
042738.065    59725693    70870449
042750.057    59807372    70967057
042802.056    59864091    71033915
042814.062    59934574    71118202
042826.070    59991807    71186324
042838.079    60073574    71283111
042850.073    60147478    71370265
042902.063    60217766    71453474
042914.056    60287987    71536943
042926.057    60358736    71620716
042938.067    60414278    71687000
042950.056    60507824    71798211
043002.062    60572978    71875474
043014.082    60647939    71964599
043026.058    60704369    72031274
043038.082    60779862    72121401
043050.069    60871478    72230502
043102.059    60909521    72275762
043114.061    60971982    72350266
043126.056    61030465    72420276
043138.057    61085853    72486365
043150.057    61169298    72585127
043202.057    61241093    72670351
043214.069    61316993    72760902
043226.060    61392937    72851833
043238.059    61461316    72933463
043250.082    61542638    73030391
043302.056    61616601    73118610
043314.075    61707978    73227003
043326.075    61788249    73322109
043338.056    61861597    73409647
043350.056    61914876    73472680
043402.056    61995377    73568318
043414.085    62067543    73653631
043426.057    62140008    73739453
043438.066    62214053    73827129
043450.059    62284835    73911311
043502.082    62357006    73997095
043514.056    62443942    74100236
043526.057    62494938    74160632
043538.068    62576646    74256986
043550.058    62659127    74354438
043602.057    62697957    74400190
043614.061    62795708    74515901
043626.082    62869453    74603818
043638.057    62932891    74679001
043650.086    63003143    74762106
043702.057    63091332    74866497
043714.088    63156166    74943205
043726.072    63220993    75020048
043738.056    63290850    75103044
043750.071    63354686    75178913
043802.059    63414032    75249208
043814.057    63488816    75338071
043826.057    63554677    75415816
043838.064    63611337    75482912
043850.057    63692551    75579765
043902.057    63780395    75684104
043914.062    63853140    75770872
043926.070    63919900    75850202
043938.056    63978567    75919851
043950.061    64048100    76002300
044002.060    64121207    76088672
044014.058    64184565    76164300
044026.064    64219984    76206310
044038.055    64297006    76297502
044050.061    64357620    76369401
044102.056    64431150    76456732
044114.086    64490748    76527011
044126.056    64555330    76603720
044138.056    64630775    76693395
044150.089    64700703    76776754
044202.061    64778102    76869001
044214.060    64863141    76970208
044226.056    64927823    77046707
044238.056    64996722    77128775
044250.056    65060834    77205431
044302.076    65121369    77277701
044314.056    65185477    77353748
044326.056    65236384    77413828
044338.055    65299737    77488361
044350.064    65366960    77567995
044402.056    65420294    77631100
044414.056    65494732    77719382
044426.056    65558243    77794803
044438.063    65601404    77846001
044450.056    65697114    77959548
044502.056    65777306    78054667
044514.055    65861797    78155377
044526.063    65909095    78211560
044538.088    65949142    78259173
044550.073    66040658    78368201
044602.061    66069926    78402800
044614.072    66135168    78480368
044626.056    66202753    78560518
044638.057    66274822    78645933
044650.063    66331900    78713533
044702.059    66395884    78789855
044714.064    66445098    78848353
044726.079    66509903    78925801
044738.059    66590414    79021300
044750.055    66661665    79105800
044802.056    66745808    79205422
044814.069    66816117    79289016
044826.073    66875661    79359701
044838.058    66932457    79426993
044850.078    67005099    79513032
044902.057    67054479    79571690
044914.062    67121707    79651305
044926.057    67194556    79738171
044938.057    67280677    79840502
044950.076    67350669    79923777
045002.062    67412314    79997202
045014.095    67478408    80075900
045026.057    67577868    80194002
045038.089    67657682    80288826
045050.058    67739379    80385701
045102.057    67823965    80486100
045114.060    67894409    80570025
045126.090    67972836    80663487
045138.056    68034124    80736550
045150.057    68106053    80821952
045202.064    68195024    80927600
045214.077    68244953    80986661
045226.055    68309440    81063736
045238.077    68369160    81134784
045250.074    68438828    81217407
045302.057    68475768    81261605
045314.092    68548654    81349103
045326.067    68611139    81423582
045338.056    68684967    81511408
045350.056    68757305    81596934
045402.056    68820774    81672574
045414.073    68910051    81778384
045426.094    68985669    81868244
045438.056    69056030    81951433
045450.060    69111450    82017413
045502.062    69165145    82081502
045514.094    69242611    82173905
045526.090    69295052    82236101
045538.083    69379272    82336309
045550.056    69449107    82419844
045602.057    69497332    82477479
045614.060    69572519    82566817
045626.081    69628884    82634302
045638.057    69698624    82716966
045650.061    69752212    82780440
045702.068    69792665    82828406
045714.056    69860936    82909701
045726.057    69935075    82997931
045738.059    70015013    83092906
045750.092    70093231    83185661
045802.072    70146605    83248638
045814.062    70214758    83329577
045826.056    70274095    83400411
045838.075    70357594    83499202
045850.094    70429494    83583782
045902.084    70511519    83681007
045914.056    70577303    83759115
045926.056    70632598    83824869
045938.062    70697712    83902200
045950.056    70782706    84003466
050002.056    70862338    84098679
050014.056    70911916    84157581
050026.056    71001256    84263918
050038.057    71078929    84356398
050050.056    71148823    84439469
050102.061    71237856    84545101
050114.056    71299360    84617752
050126.060    71368494    84699593
050138.077    71440800    84785247
050150.059    71508989    84865835
050202.064    71583493    84954008
050214.056    71665485    85051273
050226.061    71745362    85146246
050238.066    71816641    85231404
050250.056    71878594    85305114
050302.057    71941059    85379408
050314.058    72002654    85452780
050326.063    72076227    85540161
050338.077    72160097    85639810
050350.058    72246971    85743169
050402.056    72323200    85834263
050414.059    72409059    85936352
050426.082    72477562    86017953
050438.057    72572685    86131162
050450.057    72677635    86255011
050502.058    72745538    86335691
050514.056    72806149    86407703
050526.065    72852486    86462924
050538.078    72921698    86545588
050550.077    72983167    86618727
050602.058    73035500    86680687
050614.057    73118592    86779921
050626.060    73189510    86864107
050638.056    73241575    86926021
050650.053    73321938    87022515
050702.077    73366498    87075757
050714.094    73415480    87134103
050726.056    73467710    87196090
050738.067    73549950    87293892
050750.056    73617688    87374970
050802.056    73662335    87428484
050814.056    73722583    87500247
050826.070    73796760    87588571
050838.076    73885296    87693796
050850.056    73962126    87785678
