Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
164853.489       10710      167995  0.270E-01  0.100E+01
164905.487       18585      332877  0.270E-01  0.100E+01
164917.487       25500      478242  0.273E-01  0.100E+01
164929.488       33931      638285  0.269E-01  0.100E+01
164941.487       41213      784043  0.284E-01  0.100E+01
164953.487       48058      923744  0.277E-01  0.100E+01
165005.487       55527     1071208  0.268E-01  0.100E+01
165017.488       62330     1216098  0.259E-01  0.100E+01
165029.488       70002     1371264  0.274E-01  0.999E+00
165041.487       77213     1520014  0.274E-01  0.999E+00
165053.488       83853     1652988  0.288E-01  0.999E+00
165105.488       90731     1801307  0.268E-01  0.999E+00
165117.487       97633     1968892  0.250E-01  0.999E+00
165129.487      105393     2137668  0.276E-01  0.999E+00
165141.487      112703     2292198  0.280E-01  0.999E+00
165153.487      119745     2451763  0.291E-01  0.998E+00
165205.487      125881     2597985  0.263E-01  0.998E+00
165217.488      132580     2750509  0.345E-01  0.998E+00
165229.515      138967     2894000  0.873E-01  0.193E+01
165241.487      147556     3063003  0.566E-01  0.996E+00
165253.488      156978     3223849  0.640E-01  0.995E+00
165305.488      165152     3369154  0.882E-01  0.993E+00
165317.488      170040     3507039  0.896E-01  0.993E+00
165329.488      178131     3653524  0.138E+00  0.991E+00
165341.487      195363     3802189  0.619E+00  0.986E+00
165353.487      198839     3941907  0.742E+01  0.975E+00
165405.487      200947     4093594  0.157E+02  0.972E+00
165417.488      202991     4243041  0.273E+02  0.970E+00
165429.488      204914     4394800  0.181E+02  0.971E+00
165441.487      206563     4536488  0.192E+02  0.971E+00
165453.488      208303     4689586  0.149E+02  0.972E+00
165505.488      210254     4855054  0.219E+02  0.969E+00
165517.489      212414     5013008  0.296E+02  0.968E+00
165529.487      214350     5171019  0.219E+02  0.969E+00
165541.488      216119     5325172  0.236E+02  0.969E+00
165553.488      217835     5467884  0.202E+02  0.969E+00
165605.488      219640     5617050  0.268E+02  0.968E+00
165617.487      221576     5774146  0.445E+02  0.966E+00
165629.487      223948     5935263  0.264E+02  0.967E+00
165641.517      230325     6102000  0.202E+02  0.780E+00
165653.487      232862     6262023  0.534E+02  0.965E+00
165705.488      234629     6400032  0.204E+02  0.968E+00
165717.487      236494     6550183  0.290E+02  0.967E+00
165729.487      238942     6713328  0.535E+02  0.965E+00
165741.487      241260     6872179  0.555E+02  0.964E+00
165753.490      243501     7033065  0.471E+02  0.965E+00
165805.487      245243     7171748  0.719E+02  0.963E+00
165817.487      247098     7318870  0.682E+02  0.963E+00
165829.488      249008     7483683  0.535E+02  0.964E+00
165841.487      251010     7646405  0.555E+02  0.964E+00
165853.489      253043     7804391  0.682E+02  0.963E+00
165905.514      255809     7964000  0.893E+02  0.131E+01
165917.498      258597     8110000  0.121E+03  0.139E+01
165929.488      261441     8251496  0.666E+02  0.963E+00
165941.488      264255     8395661  0.767E+02  0.963E+00
165953.487      266780     8544243  0.803E+02  0.961E+00
170005.487      269312     8690820  0.958E+02  0.960E+00
170017.501      271799     8842000  0.166E+03  0.225E+01
170029.488      274826     8994885  0.754E+02  0.961E+00
170041.487      277072     9148433  0.958E+02  0.960E+00
170053.487      279133     9293012  0.958E+02  0.960E+00
170105.487      281669     9454669  0.105E+03  0.960E+00
170117.487      284202     9610138  0.958E+02  0.960E+00
170129.487      286438     9759423  0.989E+02  0.960E+00
170141.487      288605     9917541  0.958E+02  0.960E+00
170153.488      291092    10073669  0.958E+02  0.960E+00
170205.488      293161    10220455  0.105E+03  0.960E+00
170217.539      295412    10364000  0.313E+02  0.423E+00
170229.487      297966    10503572  0.670E+02  0.962E+00
170241.487      300502    10653812  0.958E+02  0.960E+00
170253.488      302935    10798904  0.958E+02  0.960E+00
170305.488      305254    10942646  0.958E+02  0.960E+00
170317.488      307563    11083393  0.958E+02  0.959E+00
170329.487      310248    11225140  0.103E+03  0.959E+00
170341.487      312951    11376796  0.103E+03  0.959E+00
170353.487      315283    11521981  0.103E+03  0.959E+00
170405.487      317580    11664777  0.103E+03  0.959E+00
170417.487      319932    11810795  0.103E+03  0.959E+00
170429.487      322405    11967103  0.103E+03  0.959E+00
170441.489      324619    12112912  0.103E+03  0.959E+00
170453.489      327045    12253260  0.103E+03  0.959E+00
170505.489      329139    12388768  0.833E+02  0.960E+00
170517.489      334243    12522000  0.169E+03  0.137E+01
170529.488      336756    12667962  0.103E+03  0.959E+00
170541.487      339159    12820670  0.566E+02  0.962E+00
170553.487      341710    12977928  0.587E+02  0.961E+00
170605.520      343848    13134000  0.272E+03  0.166E+01
170617.487      345696    13277004  0.301E+02  0.964E+00
170629.488      347735    13427749  0.103E+03  0.959E+00
170641.487      350205    13581822  0.931E+02  0.959E+00
170653.488      352400    13728182  0.596E+02  0.961E+00
170705.487      354614    13868296  0.103E+03  0.959E+00
170717.489      357161    14019594  0.103E+03  0.959E+00
170729.488      359645    14173978  0.103E+03  0.959E+00
170741.487      361883    14320929  0.958E+02  0.959E+00
170753.541      364157    14478000  0.253E+03  0.206E+01
170805.488      366366    14625303  0.103E+03  0.959E+00
170817.488      369017    14785052  0.958E+02  0.959E+00
170829.487      371171    14923076  0.756E+02  0.960E+00
170841.487      373338    15061239  0.100E+03  0.959E+00
170853.487      375924    15204449  0.100E+03  0.959E+00
170905.487      378164    15360130  0.106E+03  0.959E+00
170917.487      380463    15514961  0.103E+03  0.959E+00
170929.487      383209    15676085  0.989E+02  0.959E+00
170941.487      385780    15838593  0.964E+02  0.959E+00
170953.507      388475    15986000  0.193E+03  0.179E+01
