Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
163421.183       11267       63318  0.783E-01  0.101E+01
163433.191       15456      110102  0.602E-01  0.101E+01
163445.182       20408      178830  0.473E-01  0.101E+01
163457.183       24975      252972  0.432E-01  0.101E+01
163509.186       27850      304721  0.421E-01  0.101E+01
163521.201       31796      380583  0.374E-01  0.101E+01
163533.190       35841      461097  0.344E-01  0.101E+01
163545.196       37291      492063  0.337E-01  0.101E+01
163557.218       42118      576269  0.331E-01  0.101E+01
163609.182       45110      634585  0.332E-01  0.101E+01
163621.221       48880      711110  0.318E-01  0.100E+01
163633.201       51052      763845  0.310E-01  0.100E+01
163645.183       54434      829540  0.300E-01  0.100E+01
163657.183       57393      893783  0.300E-01  0.100E+01
163709.187       60066      950497  0.305E-01  0.100E+01
163721.222       61623      986464  0.293E-01  0.100E+01
163733.183       64344     1047431  0.297E-01  0.100E+01
163745.197       67853     1126536  0.297E-01  0.100E+01
163757.190       70327     1180275  0.298E-01  0.100E+01
163809.183       73458     1249556  0.290E-01  0.100E+01
163821.186       75528     1299416  0.289E-01  0.100E+01
163833.182       77933     1356380  0.291E-01  0.100E+01
163845.196       80597     1418601  0.295E-01  0.100E+01
163857.194       82487     1462275  0.289E-01  0.100E+01
163909.183       85479     1532250  0.296E-01  0.100E+01
163921.182       91639     1674205  0.292E-01  0.100E+01
163933.182       98291     1820276  0.307E-01  0.100E+01
163945.182      104926     1962647  0.303E-01  0.100E+01
163957.181      111899     2115114  0.311E-01  0.100E+01
164009.182      118967     2281372  0.292E-01  0.100E+01
164021.182      125681     2437307  0.286E-01  0.100E+01
164033.181      131764     2570180  0.289E-01  0.100E+01
164045.181      138814     2714578  0.292E-01  0.100E+01
164057.181      145954     2860651  0.293E-01  0.100E+01
164109.182      153084     3004287  0.301E-01  0.100E+01
164121.182      159833     3139147  0.305E-01  0.100E+01
164133.182      167267     3284644  0.300E-01  0.100E+01
164145.182      174554     3429315  0.301E-01  0.100E+01
164157.183      181463     3570000  0.350E-01  0.115E+01
164209.181      188621     3715657  0.294E-01  0.100E+01
164221.182      195795     3858293  0.285E-01  0.100E+01
164233.182      202978     4002734  0.300E-01  0.100E+01
164245.182      211118     4163617  0.293E-01  0.100E+01
164257.218      218041     4300000  0.396E-01  0.126E+01
164309.185      224883     4438437  0.304E-01  0.100E+01
164321.182      231789     4585572  0.296E-01  0.100E+01
164333.192      238525     4722000  0.293E-01  0.998E+00
164345.182      246126     4868647  0.302E-01  0.100E+01
164357.182      253271     5012912  0.282E-01  0.100E+01
164409.181      260611     5165399  0.274E-01  0.100E+01
